DATE,USGSPCode,RESULT
2002-06-06,0,0.099
2002-07-03,0,0.047
2002-08-01,0,0.063
2002-10-21,0,0.026
2002-11-06,0,0.018
2002-12-09,0,0.009
2003-02-05,0,0.01
2003-04-23,0,0.047
2003-05-20,0,0.047
2003-06-17,0,0.057
2003-07-15,0,0.057
2003-08-12,0,0.074
2003-09-22,0,0.041
2003-10-21,0,0.049
2003-11-18,0,0.058
2004-04-19,0,0.065
2004-05-18,0,0.128
2004-06-15,0,0.222
2004-07-20,0,0.066
2004-08-17,0,0.032
2004-09-21,0,0.034
2004-10-19,0,0.034
2004-11-16,0,0.03
2005-04-11,0,0.096
2005-05-10,0,0.044
2005-06-14,0,0.045
2005-07-19,0,0.048
2005-08-23,0,0.051
2005-09-20,0,0.039
2005-10-18,0,0.032
2005-11-22,0,0.216
2006-06-20,0,0.039
2006-07-11,0,0.039
2006-08-15,0,0.039
2006-09-19,0,0.079
2006-10-17,0,0.129
2006-11-28,0,0.101
2006-12-19,0,0.199
2007-04-17,0,0.083
2007-05-23,0,0.059
2007-06-21,0,0.055
2007-07-31,0,0.052
2007-08-21,0,0.058
2007-09-26,0,0.039
2007-10-24,0,0.045
2008-04-30,0,0.042
2008-05-27,0,0.038
2008-06-24,0,0.049
2008-07-30,0,0.081
2008-08-26,0,0.049
2008-10-02,0,0.078
2008-10-28,0,0.038
2008-11-25,0,0.117
2009-04-14,0,0.095
2009-05-20,0,0.081
2009-06-16,0,0.06
2009-07-14,0,0.043
2009-08-18,0,0.109
2009-09-15,0,0.022
2009-10-13,0,0.031
2011-11-29,0,0.439
2011-12-13,0,0.157
2012-01-10,0,0.0937
2012-01-17,0,0.2103
2012-01-23,0,0.16005
2012-01-31,0,0.08865
2012-02-06,0,0.084525
2012-02-13,0,0.03805
2012-02-21,0,0.06975
2012-02-28,0,0.08410000000000001
2012-03-05,0,0.1545
2012-03-12,0,0.052700000000000004
2012-03-20,0,0.0749
2012-03-26,0,0.0476
2012-04-02,0,0.02385
2012-04-10,0,0.025075
2012-04-16,0,0.0355
2012-06-11,0,0.0689
2012-06-18,0,0.129
2012-06-25,0,0.105
2012-07-03,0,0.101
2012-07-23,0,0.0693
2012-07-30,0,0.108
2012-08-07,0,0.0654
2012-08-27,0,0.0514
2012-09-04,0,0.057
2012-09-10,0,0.07
2012-09-18,0,0.0755
2012-09-24,0,0.0376
2012-10-01,0,0.0465
2012-10-09,0,0.0395
2012-10-16,0,0.04215
2012-10-23,0,0.0219
2012-11-05,0,0.0901
2012-11-19,0,0.0221
2013-04-30,0,0.114
2013-05-01,0,0.0249
2013-05-28,0,0.05
2013-06-25,0,0.06739999999999999
2013-07-08,0,0.149
2013-07-24,0,0.0758
2013-07-30,0,0.0649
2013-08-06,0,0.04295
2013-08-07,0,0.054
2013-08-13,0,0.0544
2013-08-20,0,0.0492
2013-08-27,0,0.05835
2013-09-04,0,0.0786
2013-09-24,0,0.2585
2013-10-01,0,0.07
2013-10-08,0,0.0703
2013-10-10,0,0.259
2013-10-17,0,0.0289
2013-10-22,0,0.035
2013-10-29,0,0.02885
2013-11-05,0,0.125
2013-11-12,0,0.057050000000000003
2013-11-21,0,0.153
2013-11-26,0,0.191
2013-11-27,0,0.0735
2013-12-03,0,0.0221
2013-12-10,0,0.0839
2013-12-18,0,0.0227
2014-01-07,0,0.0278
2014-01-14,0,0.137
2014-01-20,0,0.0518
2014-02-03,0,0.0254
2014-02-10,0,0.0257
2014-02-17,0,0.0254
2014-02-24,0,0.108
2014-02-28,0,0.076
2014-03-03,0,0.0526
2014-03-09,0,0.0282
2014-03-10,0,0.029249999999999998
2014-03-12,0,0.247
2014-03-14,0,0.124
2014-03-15,0,0.1735
2014-03-17,0,0.1723333333333333
2014-03-20,0,0.178
2014-03-21,0,0.18366666666666664
2014-03-23,0,0.167
2014-03-24,0,0.12116666666666666
2014-03-25,0,0.117
2014-03-26,0,0.0988
2014-03-27,0,0.0868
2014-03-28,0,0.0848
2014-03-29,0,0.13633333333333333
2014-03-30,0,0.20266666666666666
2014-03-31,0,0.132
2014-04-01,0,0.181
2014-04-02,0,0.185
2014-04-03,0,0.115
2014-04-04,0,0.09486666666666665
2014-04-05,0,0.11666666666666665
2014-04-06,0,0.11333333333333333
2014-04-07,0,0.0884
2014-04-08,0,0.11349999999999999
2014-04-09,0,0.090875
2014-04-10,0,0.0762
2014-04-11,0,0.06846666666666666
2014-04-12,0,0.075
2014-04-14,0,0.0872
2014-04-16,0,0.0503
2014-04-20,0,0.0465
2014-04-22,0,0.04195
2014-04-24,0,0.0229
2014-04-28,0,0.02895
2014-04-29,0,0.04025
2014-04-30,0,0.306
2014-05-01,0,0.27976666666666666
2014-05-02,0,0.186
2014-05-03,0,0.113
2014-05-05,0,0.05605
2014-05-07,0,0.0615
2014-05-10,0,0.0532
2014-05-12,0,0.0342
2014-05-15,0,0.39263333333333333
2014-05-16,0,0.4446666666666667
2014-05-17,0,0.3055
2014-05-18,0,0.191
2014-05-19,0,0.107
2014-05-20,0,0.0636
2014-05-22,0,0.29900000000000004
2014-05-23,0,0.202
2014-05-26,0,0.0546
2014-05-27,0,0.081
2014-06-02,0,0.0436
2014-06-09,0,0.0437
2014-06-16,0,0.07
2014-06-23,0,0.07875
2014-06-24,0,0.04
2014-07-01,0,0.0932
2014-07-02,0,0.0836
2014-07-09,0,0.336
2014-07-10,0,0.286
2014-07-11,0,0.218
2014-07-12,0,0.152
2014-07-13,0,0.132
2014-08-05,0,0.2336666666666667
2014-08-11,0,0.07010000000000001
2014-08-12,0,0.026
2014-08-26,0,0.02
2014-09-06,0,0.252
2014-09-07,0,0.222
2014-09-08,0,0.137
2014-09-10,0,0.147
2014-09-11,0,0.239
2014-09-13,0,0.298
2014-09-14,0,0.235
2014-09-15,0,0.1585
2014-09-22,0,0.0991
2014-09-29,0,0.07264999999999999
2014-09-30,0,0.052
2014-10-04,0,0.085
2014-10-05,0,0.14
2014-10-06,0,0.12866666666666668
2014-10-08,0,0.108
2014-10-14,0,0.045200000000000004
2014-10-16,0,0.103
2014-10-17,0,0.453
2014-10-18,0,0.159
2014-10-20,0,0.08156666666666668
2014-10-27,0,0.03815
2014-10-28,0,0.039
2014-11-04,0,0.029949999999999997
2014-11-09,0,0.0444
2014-11-12,0,0.061
2014-11-17,0,0.017750000000000002
2014-11-23,0,0.09305
2014-11-24,0,0.3324
2014-11-25,0,0.4605
2014-11-26,0,0.355
2014-11-27,0,0.196
2014-12-01,0,0.0683
2014-12-08,0,0.027200000000000002
2014-12-17,0,0.08660000000000001
2014-12-26,0,0.127
2015-01-01,0,0.0369
2015-01-04,0,0.161
2015-01-05,0,0.0822
2015-01-08,0,0.1056
2015-01-09,0,0.099
2015-01-11,0,0.0669
2015-01-19,0,0.05953333333333333
2015-01-20,0,0.0282
2015-02-03,0,0.09525
2015-02-09,0,0.027666666666666662
2015-02-16,0,0.0191
2015-03-09,0,0.0198
2015-03-14,0,0.101
2015-03-15,0,0.204
2015-03-16,0,0.2395
2015-03-17,0,0.248
2015-03-18,0,0.211
2015-03-19,0,0.23
2015-03-20,0,0.196
2015-03-21,0,0.156
2015-03-23,0,0.11249999999999999
2015-03-27,0,0.0702
2015-03-30,0,0.05205
2015-03-31,0,0.084
2015-04-03,0,0.0759
2015-04-04,0,0.0453
2015-04-05,0,0.0528
2015-04-07,0,0.039099999999999996
2015-04-10,0,0.251
2015-04-11,0,0.39
2015-04-12,0,0.25
2015-04-13,0,0.155
2015-04-14,0,0.115
2015-04-20,0,0.102
2015-04-21,0,0.0596
2015-04-28,0,0.015
2015-05-19,0,0.0384
2015-05-25,0,0.0275
2015-05-26,0,0.028
2015-05-31,0,0.255
2015-06-01,0,0.6355
2015-06-08,0,0.0375
2015-06-11,0,0.203
2015-06-15,0,0.06225
2015-06-17,0,0.0759
2015-06-25,0,0.219
2015-06-28,0,0.2555
2015-06-29,0,0.206
2015-06-30,0,0.236
2015-07-13,0,0.0638
2015-07-20,0,0.0664
2015-07-27,0,0.0584
2015-07-28,0,0.05
2015-08-04,0,0.0903
2015-08-10,0,0.131
2015-08-17,0,0.0844
2015-08-24,0,0.0792
2015-08-31,0,0.0687
2015-09-01,0,0.021
2015-09-08,0,0.051250000000000004
2015-09-14,0,0.0438
2015-09-21,0,0.0545
2015-09-28,0,0.0335
2015-09-29,0,0.021
2015-10-27,0,0.018
2015-12-01,0,0.03
2016-04-05,0,0.1855
2016-04-26,0,0.0476
2016-05-31,0,0.032100000000000004
2016-06-28,0,0.0385
2016-07-26,0,0.0325
2016-08-30,0,0.112
2016-09-27,0,0.0476
2016-10-11,0,0.0464
2016-10-17,0,0.0301
2016-10-31,0,0.0372
2016-11-01,0,0.07100000000000001
2016-11-14,0,0.073
2016-11-28,0,0.0247
2016-12-20,0,0.0149
2016-12-28,0,0.391
2017-01-05,0,0.0902
2017-01-13,0,0.306
2017-01-19,0,0.278
2017-01-30,0,0.0367
2017-02-06,0,0.0218
2017-02-09,0,0.282
2017-02-21,0,0.0422
2017-02-26,0,0.342
2017-03-01,0,0.337
2017-03-02,0,0.479
2017-03-13,0,0.0291
2017-03-26,0,0.258
2017-03-31,0,0.273
2017-04-01,0,0.382
2017-04-02,0,0.288
2017-04-06,0,0.268
2017-04-08,0,0.239
2017-04-12,0,0.112
2017-04-22,0,0.267
2017-04-26,0,0.0589
2017-05-05,0,0.273
2017-05-07,0,0.268
2017-05-08,0,0.166
2017-05-09,0,0.15
2017-05-12,0,0.0334
2017-05-23,0,0.0307
2017-05-27,0,0.123
2017-06-12,0,0.0424
2017-06-26,0,0.099
2017-07-04,0,0.0579
2017-07-17,0,0.102
2017-08-08,0,0.0444
2017-08-21,0,0.0491
2017-09-05,0,0.074
2017-09-18,0,0.0391
