,DATE,"PHOSPHORUS,UNFILTERED TOTAL","UNITS PHOSPHORUS,UNFILTERED TOTAL","PHOSPHATE,FILTERED REACTIVE","UNITS PHOSPHATE,FILTERED REACTIVE",NITROGEN; TOTAL,UNITS NITROGEN; TOTAL,"NITRATE,  UNFILTERED REACTIVE","UNITS NITRATE,  UNFILTERED REACTIVE","NITRITE,  UNFILTERED REACTIVE","UNITS NITRITE,  UNFILTERED REACTIVE","NITROGEN,TOT,KJELDAHL/UNF.REA","UNITS NITROGEN,TOT,KJELDAHL/UNF.REA","NITRATES TOTAL,   UNFIL.REAC","UNITS NITRATES TOTAL,   UNFIL.REAC","SILICATES,UNFILTERED REACTIVE","UNITS SILICATES,UNFILTERED REACTIVE","CHLORIDE,         UNFIL.REAC","UNITS CHLORIDE,         UNFIL.REAC"
50,2011-07-25,0.034,MILLIGRAM PER LITER,0.0102,MILLIGRAM PER LITER,,,,,0.027,MILLIGRAM PER LITER,0.4,MILLIGRAM PER LITER,3.11,MILLIGRAM PER LITER,4.08,MILLIGRAM PER LITER,30.0,MILLIGRAM PER LITER
51,2011-05-31,0.144,MILLIGRAM PER LITER,0.0257,MILLIGRAM PER LITER,,,,,0.04,MILLIGRAM PER LITER,0.94,MILLIGRAM PER LITER,4.05,MILLIGRAM PER LITER,3.32,MILLIGRAM PER LITER,18.3,MILLIGRAM PER LITER
52,2011-10-26,0.05,MILLIGRAM PER LITER,0.0101,MILLIGRAM PER LITER,,,,,0.014,MILLIGRAM PER LITER,0.66,MILLIGRAM PER LITER,3.34,MILLIGRAM PER LITER,4.84,MILLIGRAM PER LITER,26.1,MILLIGRAM PER LITER
53,2011-11-29,0.132,MILLIGRAM PER LITER,0.014,MILLIGRAM PER LITER,,,,,0.021,MILLIGRAM PER LITER,0.79,MILLIGRAM PER LITER,2.92,MILLIGRAM PER LITER,3.72,MILLIGRAM PER LITER,21.2,MILLIGRAM PER LITER
54,2011-08-22,0.03,MILLIGRAM PER LITER,0.0199,MILLIGRAM PER LITER,,,,,0.024,MILLIGRAM PER LITER,0.35,MILLIGRAM PER LITER,3.26,MILLIGRAM PER LITER,4.12,MILLIGRAM PER LITER,28.6,MILLIGRAM PER LITER
55,2010-04-26,0.029,MILLIGRAM PER LITER,0.0054,MILLIGRAM PER LITER,,,,,0.02,MILLIGRAM PER LITER,0.53,MILLIGRAM PER LITER,2.42,MILLIGRAM PER LITER,2.88,MILLIGRAM PER LITER,24.8,MILLIGRAM PER LITER
56,2010-03-22,0.061,MILLIGRAM PER LITER,0.0122,MILLIGRAM PER LITER,,,,,0.02,MILLIGRAM PER LITER,0.54,MILLIGRAM PER LITER,3.03,MILLIGRAM PER LITER,3.48,MILLIGRAM PER LITER,23.5,MILLIGRAM PER LITER
57,2010-05-31,0.06,MILLIGRAM PER LITER,0.0087,MILLIGRAM PER LITER,,,,,0.029,MILLIGRAM PER LITER,0.53,MILLIGRAM PER LITER,,,3.78,MILLIGRAM PER LITER,27.8,MILLIGRAM PER LITER
58,2010-06-21,0.055,MILLIGRAM PER LITER,0.0186,MILLIGRAM PER LITER,,,,,0.023,MILLIGRAM PER LITER,0.57,MILLIGRAM PER LITER,3.33,MILLIGRAM PER LITER,4.04,MILLIGRAM PER LITER,27.4,MILLIGRAM PER LITER
59,2010-09-28,0.049,MILLIGRAM PER LITER,0.013,MILLIGRAM PER LITER,,,,,0.024,MILLIGRAM PER LITER,0.52,MILLIGRAM PER LITER,2.81,MILLIGRAM PER LITER,,,28.0,MILLIGRAM PER LITER
60,2010-10-25,0.019,MILLIGRAM PER LITER,0.0065,MILLIGRAM PER LITER,,,,,0.021,MILLIGRAM PER LITER,0.38,MILLIGRAM PER LITER,2.84,MILLIGRAM PER LITER,4.32,MILLIGRAM PER LITER,29.2,MILLIGRAM PER LITER
61,2010-11-23,0.052,MILLIGRAM PER LITER,0.01,MILLIGRAM PER LITER,,,,,0.017,MILLIGRAM PER LITER,0.56,MILLIGRAM PER LITER,2.83,MILLIGRAM PER LITER,3.36,MILLIGRAM PER LITER,26.4,MILLIGRAM PER LITER
62,2009-03-17,0.07,MILLIGRAM PER LITER,0.0099,MILLIGRAM PER LITER,,,,,0.018,MILLIGRAM PER LITER,0.59,MILLIGRAM PER LITER,3.28,MILLIGRAM PER LITER,3.24,MILLIGRAM PER LITER,21.1,MILLIGRAM PER LITER
63,2009-04-21,0.043,MILLIGRAM PER LITER,0.0045,MILLIGRAM PER LITER,,,,,0.018,MILLIGRAM PER LITER,0.61,MILLIGRAM PER LITER,2.7,MILLIGRAM PER LITER,2.76,MILLIGRAM PER LITER,25.4,MILLIGRAM PER LITER
64,2009-05-19,0.036,MILLIGRAM PER LITER,0.0037,MILLIGRAM PER LITER,,,,,0.022,MILLIGRAM PER LITER,0.57,MILLIGRAM PER LITER,2.92,MILLIGRAM PER LITER,3.22,MILLIGRAM PER LITER,24.7,MILLIGRAM PER LITER
65,2009-06-23,0.061,MILLIGRAM PER LITER,0.0128,MILLIGRAM PER LITER,,,,,0.032,MILLIGRAM PER LITER,0.57,MILLIGRAM PER LITER,2.91,MILLIGRAM PER LITER,4.22,MILLIGRAM PER LITER,25.2,MILLIGRAM PER LITER
66,2009-07-20,0.044,MILLIGRAM PER LITER,0.0073,MILLIGRAM PER LITER,,,,,0.023,MILLIGRAM PER LITER,0.42,MILLIGRAM PER LITER,2.86,MILLIGRAM PER LITER,3.92,MILLIGRAM PER LITER,26.8,MILLIGRAM PER LITER
67,2009-09-14,0.029,MILLIGRAM PER LITER,0.0081,MILLIGRAM PER LITER,,,,,0.015,MILLIGRAM PER LITER,0.35,MILLIGRAM PER LITER,2.84,MILLIGRAM PER LITER,4.16,MILLIGRAM PER LITER,27.3,MILLIGRAM PER LITER
68,2009-10-26,0.006,MILLIGRAM PER LITER,0.0039,MILLIGRAM PER LITER,,,,,0.014,MILLIGRAM PER LITER,0.36,MILLIGRAM PER LITER,2.8,MILLIGRAM PER LITER,4.62,MILLIGRAM PER LITER,26.4,MILLIGRAM PER LITER
69,2008-03-25,0.121,MILLIGRAM PER LITER,0.0264,MILLIGRAM PER LITER,,,,,0.021,MILLIGRAM PER LITER,0.71,MILLIGRAM PER LITER,2.77,MILLIGRAM PER LITER,2.56,MILLIGRAM PER LITER,18.7,MILLIGRAM PER LITER
