ActivityStartDate,USGSPCode,ResultMeasureValue
2010-04-14,0,11.5
2010-05-12,0,11.0
2010-06-23,0,9.5
2010-07-08,0,7.5
2010-08-04,0,8.5
2010-09-09,0,8.0
2010-10-13,0,6.5
2010-11-10,0,7.5
2011-04-28,0,12.0
2011-05-26,0,8.4
2011-06-15,0,9.0
2011-07-13,0,7.75
2011-08-22,0,7.95
2011-09-21,0,8.0
2011-10-24,0,9.7
2011-11-08,0,6.449999999999999
2012-04-26,0,7.0
2012-05-23,0,8.0
2012-06-20,0,7.550000000000001
2012-07-24,0,7.3999999999999995
2012-08-20,0,7.1
2012-09-12,0,7.35
2012-10-23,0,6.75
2012-11-07,0,7.9
2013-04-30,0,9.923818500000001
2013-05-20,0,10.3555965
2013-06-13,0,8.6752305
2013-07-02,0,9.097597
2013-08-15,0,7.694804999999999
2013-09-05,0,7.725581
2013-10-14,0,7.847770499999999
2013-11-05,0,6.7611155
2014-04-22,0,8.1
2014-05-21,0,7.949999999999999
2014-06-10,0,8.25
2014-07-01,0,8.65
2014-08-14,0,10.8
2014-09-04,0,8.4
2014-10-15,0,6.95
2014-11-06,0,7.5
2015-04-28,0,18.95
2015-05-20,0,8.149999999999999
2015-06-15,0,9.5
2015-07-14,0,8.25
2015-08-13,0,8.8
2015-09-15,0,6.55
2015-10-15,0,6.699999999999999
2015-11-04,0,6.6
2016-04-12,0,7.95
2016-05-11,0,7.550000000000001
2016-06-01,0,7.5
2016-07-26,0,7.55
2016-08-16,0,7.35
2016-09-08,0,7.15
2016-10-12,0,7.800000000000001
2016-11-03,0,7.35
