#YY,MM,DD,hh,mm,WDIR,WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,hr,mn,degT,m/s,m/s,m,sec,sec,deg,T   hPa,degC,degC,degC,mi,ft
2014,10,12,4,55,NAN,5.2,6.5,0.52,2.84,NAN,45,NAN,12.2,15.8,NAN,NAN,NAN
2014,10,12,5,55,NAN,4.8,5.9,0.54,2.82,NAN,66,NAN,12,15.8,NAN,NAN,NAN
2014,10,12,6,55,NAN,5.3,6.2,0.54,2.87,NAN,49,NAN,11.8,15.8,NAN,NAN,NAN
2014,10,12,7,55,NAN,6.3,7.2,0.47,2.65,NAN,33,NAN,11.7,15.8,NAN,NAN,NAN
2014,10,12,8,55,NAN,6,7.3,0.47,2.58,NAN,42,NAN,11.6,15.8,NAN,NAN,NAN
2014,10,12,9,55,NAN,6.8,8,0.51,2.56,NAN,59,NAN,11.4,15.7,NAN,NAN,NAN
2014,10,12,10,55,NAN,7.3,8.7,0.56,2.59,NAN,73,NAN,11.2,15.7,NAN,NAN,NAN
2014,10,12,11,55,NAN,7.2,8.3,0.52,2.55,NAN,84,NAN,11,15.7,NAN,NAN,NAN
2014,10,12,12,55,NAN,6.5,7.9,0.62,2.71,NAN,75,NAN,11.5,15.7,NAN,NAN,NAN
2014,10,12,13,55,NAN,7.3,8.5,0.58,2.66,NAN,74,NAN,12.2,15.7,NAN,NAN,NAN
2014,10,12,14,55,NAN,7.5,9,0.56,2.65,NAN,71,NAN,12.1,15.7,NAN,NAN,NAN
2014,10,12,15,55,NAN,5.3,6.5,0.58,2.69,NAN,62,NAN,13.8,15.7,NAN,NAN,NAN
2014,10,12,16,55,NAN,5,6.2,0.57,2.81,NAN,67,NAN,14.8,15.8,NAN,NAN,NAN
2014,10,12,17,55,NAN,5.5,6.4,0.5,2.83,NAN,76,NAN,14.7,15.8,NAN,NAN,NAN
2014,10,12,18,55,NAN,6.7,7.8,0.51,2.78,NAN,73,NAN,15.1,15.9,NAN,NAN,NAN
2014,10,12,19,55,NAN,7.5,8.6,0.56,2.8,NAN,75,NAN,15.5,15.8,NAN,NAN,NAN
2014,10,12,20,55,NAN,8.9,10.2,0.7,3.04,NAN,69,NAN,15.3,15.8,NAN,NAN,NAN
2014,10,12,23,55,NAN,7.5,8.5,1.06,3.51,NAN,69,NAN,15.3,15.8,NAN,NAN,NAN
2014,10,13,0,55,NAN,5.4,6,0.NAN,3.63,NAN,71,NAN,15.6,15.8,NAN,NAN,NAN
2014,10,13,1,55,NAN,5,5.8,0.84,3.42,NAN,66,NAN,16.5,15.8,NAN,NAN,NAN
2014,10,13,2,55,NAN,6.2,7.5,0.83,3.73,NAN,72,NAN,16,15.8,NAN,NAN,NAN
2014,10,13,3,55,NAN,6.6,7.6,0.88,3.58,NAN,73,NAN,15.6,15.8,NAN,NAN,NAN
2014,10,13,4,55,NAN,6.4,7.6,0.81,3.29,NAN,93,NAN,15.8,15.7,NAN,NAN,NAN
2014,10,13,5,55,NAN,5.2,6.1,0.76,3.11,NAN,108,NAN,15.7,15.7,NAN,NAN,NAN
2014,10,13,6,55,NAN,5.4,6.9,0.75,3.22,NAN,105,NAN,15.8,15.7,NAN,NAN,NAN
2014,10,13,7,55,NAN,5.9,7.1,0.6,3.04,NAN,94,NAN,16,15.7,NAN,NAN,NAN
2014,10,13,8,55,NAN,7.2,8.3,0.56,2.93,NAN,107,NAN,15.1,15.7,NAN,NAN,NAN
2014,10,13,9,55,NAN,6.4,7.2,0.57,2.8,NAN,119,NAN,15.6,15.7,NAN,NAN,NAN
2014,10,13,10,55,NAN,8.1,9.1,0.59,2.77,NAN,144,NAN,15.9,15.7,NAN,NAN,NAN
2014,10,13,11,55,NAN,6,7.1,0.56,2.7,NAN,172,NAN,16.1,15.7,NAN,NAN,NAN
2014,10,13,12,55,NAN,7.5,8.7,0.54,2.84,NAN,164,NAN,16.5,15.7,NAN,NAN,NAN
2014,10,13,13,55,NAN,7,8.6,0.51,2.62,NAN,173,NAN,17,15.8,NAN,NAN,NAN
2014,10,13,14,55,NAN,5.2,5.9,0.52,2.6,NAN,208,NAN,17,15.8,NAN,NAN,NAN
2014,10,13,15,55,NAN,4.2,4.6,0.38,2.29,NAN,161,NAN,17.2,15.8,NAN,NAN,NAN
2014,10,13,16,55,NAN,4.1,4.9,0.3,2.24,NAN,21,NAN,18.3,15.9,NAN,NAN,NAN
2014,10,13,17,55,NAN,3.3,3.8,0.29,2.13,NAN,0,NAN,19.1,15.9,NAN,NAN,NAN
2014,10,13,18,55,NAN,3.8,4.3,0.24,2.12,NAN,88,NAN,19.8,16,NAN,NAN,NAN
2014,10,13,19,55,NAN,4.5,5.5,0.23,2.01,NAN,310,NAN,18.8,16,NAN,NAN,NAN
2014,10,13,20,55,NAN,5.2,5.7,0.27,2.11,NAN,310,NAN,18.4,16,NAN,NAN,NAN
2014,10,13,22,55,NAN,4.6,5.3,0.34,2.22,NAN,251,NAN,18.3,15.9,NAN,NAN,NAN
2014,10,13,23,55,NAN,4.6,5.1,0.29,2.11,NAN,35,NAN,18.3,15.9,NAN,NAN,NAN
2014,10,14,0,55,NAN,7.3,8.5,0.28,2.07,NAN,102,NAN,19.1,15.9,NAN,NAN,NAN
2014,10,14,1,55,NAN,6,6.6,0.44,2.43,NAN,182,NAN,18.5,15.9,NAN,NAN,NAN
2014,10,14,2,55,NAN,6.2,6.8,0.51,2.64,NAN,177,NAN,18.5,15.9,NAN,NAN,NAN
2014,10,14,3,55,NAN,6.7,7.7,0.41,2.46,NAN,187,NAN,18.7,15.9,NAN,NAN,NAN
2014,10,14,4,55,NAN,7.5,8.5,0.51,2.53,NAN,166,NAN,18.7,15.9,NAN,NAN,NAN
2014,10,14,5,55,NAN,7.8,8.7,0.62,2.85,NAN,169,NAN,18.7,15.9,NAN,NAN,NAN
2014,10,14,6,55,NAN,7.4,8.5,0.69,2.94,NAN,172,NAN,18.6,15.8,NAN,NAN,NAN
2014,10,14,7,55,NAN,8.5,9.6,0.64,3.03,NAN,171,NAN,18.7,15.8,NAN,NAN,NAN
2014,10,14,8,55,NAN,7.7,8.9,0.68,2.88,NAN,174,NAN,18.5,15.8,NAN,NAN,NAN
2014,10,14,9,55,NAN,7,7.8,0.7,3,NAN,167,NAN,18.4,15.8,NAN,NAN,NAN
2014,10,14,10,55,NAN,8.8,10.8,0.7,2.95,NAN,159,NAN,18.9,15.8,NAN,NAN,NAN
2014,10,14,11,55,NAN,8.5,9.6,0.74,2.NAN,NAN,183,NAN,18.9,15.8,NAN,NAN,NAN
2014,10,14,12,55,NAN,8.1,9.1,0.85,3.13,NAN,162,NAN,18.7,15.8,NAN,NAN,NAN
2014,10,14,13,55,NAN,7.2,8.4,0.78,3.15,NAN,169,NAN,18.8,15.8,NAN,NAN,NAN
2014,10,14,14,55,NAN,6.8,8.2,0.75,3.02,NAN,187,NAN,19,15.8,NAN,NAN,NAN
2014,10,14,15,55,NAN,8.2,9.8,0.69,2.94,NAN,161,NAN,19.5,15.8,NAN,NAN,NAN
2014,10,14,16,55,NAN,6.8,8.6,0.66,2.86,NAN,176,NAN,19.6,15.9,NAN,NAN,NAN
2014,10,14,17,55,NAN,6.8,9,0.62,2.86,NAN,175,NAN,20,15.9,NAN,NAN,NAN
2014,10,14,18,55,NAN,6.7,7.7,0.65,2.8,NAN,170,NAN,20.8,15.9,NAN,NAN,NAN
2014,10,14,19,55,NAN,7.1,8.8,0.68,3.02,NAN,151,NAN,21.1,15.9,NAN,NAN,NAN
2014,10,14,20,55,NAN,5.6,6.3,0.64,2.87,NAN,161,NAN,20.4,15.9,NAN,NAN,NAN
2014,10,14,21,55,NAN,8.4,10.9,0.62,2.95,NAN,174,NAN,21.4,15.9,NAN,NAN,NAN
2014,10,14,22,55,NAN,7.4,9.5,0.54,2.7,NAN,175,NAN,17.9,15.9,NAN,NAN,NAN
2014,10,14,23,55,NAN,8.3,9.6,0.56,2.62,NAN,158,NAN,16.3,15.9,NAN,NAN,NAN
2014,10,15,0,55,NAN,6.9,8.2,0.68,2.81,NAN,247,NAN,15.6,15.9,NAN,NAN,NAN
2014,10,15,1,55,NAN,3.6,4.2,0.63,2.84,NAN,288,NAN,15.1,15.9,NAN,NAN,NAN
2014,10,15,2,55,NAN,2.9,3.6,0.56,3.02,NAN,272,NAN,15.1,15.8,NAN,NAN,NAN
2014,10,15,3,55,NAN,5.1,5.7,0.49,2.83,NAN,271,NAN,15,15.8,NAN,NAN,NAN
2014,10,15,4,55,NAN,4.2,5.2,0.43,2.69,NAN,275,NAN,14.8,15.8,NAN,NAN,NAN
2014,10,15,6,55,NAN,6.5,7.6,0.35,2.35,NAN,237,NAN,15.3,15.8,NAN,NAN,NAN
2014,10,15,7,55,NAN,6.9,8,0.39,2.33,NAN,193,NAN,15.3,15.8,NAN,NAN,NAN
2014,10,15,8,55,NAN,6.5,7.5,0.49,2.49,NAN,146,NAN,15.3,15.8,NAN,NAN,NAN
2014,10,15,9,55,NAN,6.1,6.8,0.45,2.55,NAN,194,NAN,15.5,15.8,NAN,NAN,NAN
2015,7,16,20,0,NAN,6,NAN,NAN,NAN,NAN,NAN,NAN,19.4,21.7,NAN,NAN,NAN
2015,7,16,21,0,NAN,5.9,NAN,NAN,NAN,NAN,NAN,NAN,19.4,21.7,NAN,NAN,NAN
2015,7,16,22,0,NAN,5.7,NAN,NAN,NAN,NAN,NAN,NAN,19.3,21.7,NAN,NAN,NAN
2015,7,16,23,0,NAN,8.1,NAN,NAN,NAN,NAN,NAN,NAN,19.2,21.6,NAN,NAN,NAN
2015,7,17,0,0,NAN,8.4,NAN,NAN,NAN,NAN,NAN,NAN,19.1,21.5,NAN,NAN,NAN
2015,7,17,2,0,NAN,5.5,NAN,NAN,NAN,NAN,NAN,NAN,19.5,21.4,NAN,NAN,NAN
2015,7,17,3,0,NAN,2.7,NAN,NAN,NAN,NAN,NAN,NAN,19.7,21.4,NAN,NAN,NAN
2015,7,17,4,0,NAN,2.9,NAN,NAN,NAN,NAN,NAN,NAN,19.7,21.4,NAN,NAN,NAN
2015,7,17,5,0,NAN,2.6,NAN,NAN,NAN,NAN,NAN,NAN,19.8,21.4,NAN,NAN,NAN
2015,7,17,6,0,NAN,2.7,NAN,NAN,NAN,NAN,NAN,NAN,20,21.4,NAN,NAN,NAN
2015,7,17,7,0,NAN,3.9,NAN,NAN,NAN,NAN,NAN,NAN,20.3,21.4,NAN,NAN,NAN
2015,7,17,8,0,NAN,5,NAN,NAN,NAN,NAN,NAN,NAN,20.5,21.4,NAN,NAN,NAN
2015,7,17,9,0,NAN,8.2,NAN,NAN,NAN,NAN,NAN,NAN,20.4,21.4,NAN,NAN,NAN
2015,7,17,10,0,NAN,6.4,NAN,NAN,NAN,NAN,NAN,NAN,20.2,21.4,NAN,NAN,NAN
2015,7,17,11,0,NAN,6.9,NAN,NAN,NAN,NAN,NAN,NAN,19.5,21.4,NAN,NAN,NAN
2015,7,17,12,0,NAN,6.5,NAN,NAN,NAN,NAN,NAN,NAN,20,21.4,NAN,NAN,NAN
2015,7,17,13,0,NAN,8.4,NAN,NAN,NAN,NAN,NAN,NAN,19.7,21.4,NAN,NAN,NAN
2015,7,17,14,0,NAN,8.9,NAN,NAN,NAN,NAN,NAN,NAN,20,21.4,NAN,NAN,NAN
2015,7,17,15,0,NAN,6.8,NAN,NAN,NAN,NAN,NAN,NAN,20.9,21.4,NAN,NAN,NAN
2015,7,17,16,0,NAN,6.1,NAN,NAN,NAN,NAN,NAN,NAN,21.4,21.4,NAN,NAN,NAN
2015,7,17,17,0,NAN,7.8,NAN,NAN,NAN,NAN,NAN,NAN,21.9,21.4,NAN,NAN,NAN
2015,7,17,19,0,225,3.7,NAN,NAN,NAN,NAN,NAN,NAN,22.6,21.6,NAN,NAN,NAN
2015,7,17,20,0,194,4.1,NAN,NAN,NAN,NAN,NAN,NAN,22.8,21.7,NAN,NAN,NAN
2015,7,17,21,0,222,3.3,NAN,NAN,NAN,NAN,NAN,NAN,23.4,21.8,NAN,NAN,NAN
2015,7,17,22,0,219,3.7,NAN,NAN,NAN,NAN,NAN,NAN,24,21.9,NAN,NAN,NAN
2015,7,17,23,0,216,4,NAN,NAN,NAN,NAN,NAN,NAN,23.7,22,NAN,NAN,NAN
2015,7,18,0,0,221,3.3,NAN,NAN,NAN,NAN,NAN,NAN,22.6,22,NAN,NAN,NAN
2015,7,18,1,0,223,3.3,NAN,NAN,NAN,NAN,NAN,NAN,22.5,22,NAN,NAN,NAN
2015,7,18,2,0,206,3.5,NAN,NAN,NAN,NAN,NAN,NAN,22.1,21.9,NAN,NAN,NAN
2015,7,18,3,0,211,4,NAN,NAN,NAN,NAN,NAN,NAN,22.3,22,NAN,NAN,NAN
2015,7,18,4,0,211,4.4,NAN,NAN,NAN,NAN,NAN,NAN,22.2,21.9,NAN,NAN,NAN
2015,7,18,5,0,196,2.7,NAN,NAN,NAN,NAN,NAN,NAN,21.9,21.9,NAN,NAN,NAN
2015,7,18,6,0,233,4,NAN,NAN,NAN,NAN,NAN,NAN,21.7,21.9,NAN,NAN,NAN
2015,7,18,7,0,246,5,NAN,NAN,NAN,NAN,NAN,NAN,21.9,21.9,NAN,NAN,NAN
2015,7,18,8,0,258,8,NAN,NAN,NAN,NAN,NAN,NAN,21.9,21.9,NAN,NAN,NAN
2015,7,18,9,0,249,5.1,NAN,NAN,NAN,NAN,NAN,NAN,21.5,21.8,NAN,NAN,NAN
2015,7,18,10,0,228,5.4,NAN,NAN,NAN,NAN,NAN,NAN,21.1,21.8,NAN,NAN,NAN
2015,7,18,11,0,268,5,NAN,NAN,NAN,NAN,NAN,NAN,21.1,21.7,NAN,NAN,NAN
2015,7,18,12,0,232,4.1,NAN,NAN,NAN,NAN,NAN,NAN,21.2,21.7,NAN,NAN,NAN
2015,7,18,13,0,258,3.8,NAN,NAN,NAN,NAN,NAN,NAN,21.8,21.7,NAN,NAN,NAN
2015,7,18,14,0,226,4.5,NAN,NAN,NAN,NAN,NAN,NAN,21.9,21.7,NAN,NAN,NAN
2015,7,18,15,0,248,4.3,NAN,NAN,NAN,NAN,NAN,NAN,22.1,21.8,NAN,NAN,NAN
2015,7,18,16,0,264,3.9,NAN,NAN,NAN,NAN,NAN,NAN,22.4,21.9,NAN,NAN,NAN
2015,7,18,17,0,261,3.2,NAN,NAN,NAN,NAN,NAN,NAN,22.5,22.1,NAN,NAN,NAN
2015,7,18,18,0,291,4,NAN,NAN,NAN,NAN,NAN,NAN,22.6,22.1,NAN,NAN,NAN
2015,7,18,19,0,301,1.9,NAN,NAN,NAN,NAN,NAN,NAN,23.4,22.3,NAN,NAN,NAN
2015,7,18,20,0,242,1.3,NAN,NAN,NAN,NAN,NAN,NAN,24.4,22.4,NAN,NAN,NAN
2015,7,18,21,0,179,3.3,NAN,NAN,NAN,NAN,NAN,NAN,24.1,22.5,NAN,NAN,NAN
2015,7,18,22,0,164,1.9,NAN,NAN,NAN,NAN,NAN,NAN,23.9,22.6,NAN,NAN,NAN
2015,7,18,23,0,200,1.9,NAN,NAN,NAN,NAN,NAN,NAN,24.3,22.5,NAN,NAN,NAN
2015,7,19,0,0,200,2.3,NAN,NAN,NAN,NAN,NAN,NAN,23.7,22.5,NAN,NAN,NAN
2015,7,19,1,0,214,2.5,NAN,NAN,NAN,NAN,NAN,NAN,23.4,22.5,NAN,NAN,NAN
2015,7,19,2,0,239,4.1,NAN,NAN,NAN,NAN,NAN,NAN,23.7,22.8,NAN,NAN,NAN
2015,7,19,3,0,251,3.3,NAN,NAN,NAN,NAN,NAN,NAN,23.3,22.9,NAN,NAN,NAN
2015,7,19,4,0,255,4.7,NAN,NAN,NAN,NAN,NAN,NAN,22.7,22.9,NAN,NAN,NAN
2015,7,19,5,0,243,6.8,NAN,NAN,NAN,NAN,NAN,NAN,22.7,22.7,NAN,NAN,NAN
2015,7,19,6,0,242,3.4,NAN,NAN,NAN,NAN,NAN,NAN,22.1,22.5,NAN,NAN,NAN
2015,7,19,7,0,247,1.6,NAN,NAN,NAN,NAN,NAN,NAN,21.7,22.4,NAN,NAN,NAN
2015,7,19,8,0,273,1.7,NAN,NAN,NAN,NAN,NAN,NAN,21.1,22.4,NAN,NAN,NAN
2015,7,19,9,0,220,1.5,NAN,NAN,NAN,NAN,NAN,NAN,20.9,22.3,NAN,NAN,NAN
2015,7,19,10,0,250,2,NAN,NAN,NAN,NAN,NAN,NAN,21.4,22.3,NAN,NAN,NAN
2015,7,19,11,0,217,3.8,NAN,NAN,NAN,NAN,NAN,NAN,21.9,22.4,NAN,NAN,NAN
2015,7,19,13,0,200,5.1,NAN,NAN,NAN,NAN,NAN,NAN,22.4,22.3,NAN,NAN,NAN
2015,7,19,14,0,233,5,NAN,NAN,NAN,NAN,NAN,NAN,22.6,22.3,NAN,NAN,NAN
2015,7,19,15,0,222,4,NAN,NAN,NAN,NAN,NAN,NAN,22.8,22.5,NAN,NAN,NAN
2015,7,19,16,0,219,2.9,NAN,NAN,NAN,NAN,NAN,NAN,23.1,22.6,NAN,NAN,NAN
2015,7,19,17,0,238,2,NAN,NAN,NAN,NAN,NAN,NAN,23.8,22.7,NAN,NAN,NAN
2015,7,19,18,0,211,2.4,NAN,NAN,NAN,NAN,NAN,NAN,24.3,22.8,NAN,NAN,NAN
2015,7,19,19,0,254,4.3,NAN,NAN,NAN,NAN,NAN,NAN,24.6,23,NAN,NAN,NAN
2015,7,19,20,0,233,4.1,NAN,NAN,NAN,NAN,NAN,NAN,24.5,23.1,NAN,NAN,NAN
2015,7,19,21,0,258,4.3,NAN,NAN,NAN,NAN,NAN,NAN,24.2,23.1,NAN,NAN,NAN
2015,7,19,22,0,232,5.9,NAN,NAN,NAN,NAN,NAN,NAN,24,23.1,NAN,NAN,NAN
2015,7,19,23,0,231,3.8,NAN,NAN,NAN,NAN,NAN,NAN,23.3,23.1,NAN,NAN,NAN
2015,7,20,0,0,250,4.4,NAN,NAN,NAN,NAN,NAN,NAN,23.1,23,NAN,NAN,NAN
2015,7,20,1,0,237,6.7,NAN,NAN,NAN,NAN,NAN,NAN,22.7,23,NAN,NAN,NAN
2015,7,20,2,0,229,4.2,NAN,NAN,NAN,NAN,NAN,NAN,21.7,22.9,NAN,NAN,NAN
2015,7,20,3,0,239,4.9,NAN,NAN,NAN,NAN,NAN,NAN,21.6,22.9,NAN,NAN,NAN
2015,7,20,4,0,255,6.1,NAN,NAN,NAN,NAN,NAN,NAN,21.6,22.8,NAN,NAN,NAN
2015,7,20,5,0,268,5.3,NAN,NAN,NAN,NAN,NAN,NAN,21.2,22.8,NAN,NAN,NAN
2015,7,20,6,0,284,3.6,NAN,NAN,NAN,NAN,NAN,NAN,21,22.7,NAN,NAN,NAN
2015,7,20,7,0,295,4,NAN,NAN,NAN,NAN,NAN,NAN,21.1,22.6,NAN,NAN,NAN
2015,7,20,8,0,315,5.3,NAN,NAN,NAN,NAN,NAN,NAN,21,22.6,NAN,NAN,NAN
2015,7,20,9,0,301,3.4,NAN,NAN,NAN,NAN,NAN,NAN,20.7,22.6,NAN,NAN,NAN
2015,7,20,10,0,307,3,NAN,NAN,NAN,NAN,NAN,NAN,20.4,22.6,NAN,NAN,NAN
2015,7,20,11,0,314,3.3,NAN,NAN,NAN,NAN,NAN,NAN,21.5,22.6,NAN,NAN,NAN
2015,7,20,12,0,330,2.6,NAN,NAN,NAN,NAN,NAN,NAN,21.9,22.6,NAN,NAN,NAN
2015,7,20,13,0,275,3.1,NAN,NAN,NAN,NAN,NAN,NAN,21.5,22.6,NAN,NAN,NAN
2015,7,20,14,0,292,2.8,NAN,NAN,NAN,NAN,NAN,NAN,21.2,22.6,NAN,NAN,NAN
2015,7,20,15,0,242,3.3,NAN,NAN,NAN,NAN,NAN,NAN,21.3,22.7,NAN,NAN,NAN
2015,7,20,16,0,235,2.5,NAN,NAN,NAN,NAN,NAN,NAN,21.5,22.8,NAN,NAN,NAN
2015,7,20,17,0,300,2.5,NAN,NAN,NAN,NAN,NAN,NAN,21.6,22.9,NAN,NAN,NAN
2015,7,20,18,0,304,2.7,NAN,NAN,NAN,NAN,NAN,NAN,22,23.2,NAN,NAN,NAN
2015,7,20,19,0,320,3.5,NAN,NAN,NAN,NAN,NAN,NAN,22.4,23.2,NAN,NAN,NAN
2015,7,20,20,0,306,3.8,NAN,NAN,NAN,NAN,NAN,NAN,22.7,23.2,NAN,NAN,NAN
2015,7,20,21,0,323,2.9,NAN,NAN,NAN,NAN,NAN,NAN,22.9,23.4,NAN,NAN,NAN
2015,7,20,22,0,312,4.9,NAN,NAN,NAN,NAN,NAN,NAN,23.1,23.3,NAN,NAN,NAN
2015,7,20,23,0,281,2.3,NAN,NAN,NAN,NAN,NAN,NAN,23.1,23.5,NAN,NAN,NAN
2015,7,21,0,0,260,0.7,NAN,NAN,NAN,NAN,NAN,NAN,22.3,23.5,NAN,NAN,NAN
2015,7,21,1,0,216,2.4,NAN,NAN,NAN,NAN,NAN,NAN,22,23.5,NAN,NAN,NAN
2015,7,21,2,0,201,2.8,NAN,NAN,NAN,NAN,NAN,NAN,21.9,23.4,NAN,NAN,NAN
2015,7,21,3,0,223,2.8,NAN,NAN,NAN,NAN,NAN,NAN,21.9,23.4,NAN,NAN,NAN
2015,7,21,4,0,234,2.2,NAN,NAN,NAN,NAN,NAN,NAN,22.2,23.4,NAN,NAN,NAN
2015,7,21,6,0,244,3.4,NAN,NAN,NAN,NAN,NAN,NAN,22.2,23.3,NAN,NAN,NAN
2015,7,21,7,0,234,4.2,NAN,NAN,NAN,NAN,NAN,NAN,22.2,23.3,NAN,NAN,NAN
2015,7,21,8,0,268,4.7,NAN,NAN,NAN,NAN,NAN,NAN,21.9,23.2,NAN,NAN,NAN
2015,7,21,9,0,254,5,NAN,NAN,NAN,NAN,NAN,NAN,21.9,23.1,NAN,NAN,NAN
2015,7,21,10,0,284,4.8,NAN,NAN,NAN,NAN,NAN,NAN,21.9,23,NAN,NAN,NAN
2015,7,21,11,0,272,4.6,NAN,NAN,NAN,NAN,NAN,NAN,22.1,23,NAN,NAN,NAN
2015,7,21,12,0,2,6,NAN,NAN,NAN,NAN,NAN,NAN,21.8,23,NAN,NAN,NAN
2015,7,21,13,0,21,6.3,NAN,NAN,NAN,NAN,NAN,NAN,20.4,23,NAN,NAN,NAN
2015,7,21,14,0,354,7.2,NAN,NAN,NAN,NAN,NAN,NAN,20.5,22.9,NAN,NAN,NAN
2015,7,21,15,0,40,6.7,NAN,NAN,NAN,NAN,NAN,NAN,20.1,22.9,NAN,NAN,NAN
2015,7,21,16,0,13,5.7,NAN,NAN,NAN,NAN,NAN,NAN,20.6,22.8,NAN,NAN,NAN
2015,7,21,17,0,351,7.5,NAN,NAN,NAN,NAN,NAN,NAN,20.7,22.9,NAN,NAN,NAN
2015,7,21,18,0,335,4.5,NAN,NAN,NAN,NAN,NAN,NAN,21.2,22.9,NAN,NAN,NAN
2015,7,21,19,0,27,6.1,NAN,NAN,NAN,NAN,NAN,NAN,21.6,23.1,NAN,NAN,NAN
2015,7,21,20,0,7,4.7,NAN,NAN,NAN,NAN,NAN,NAN,21.9,23.1,NAN,NAN,NAN
2015,7,21,21,0,318,2.1,NAN,NAN,NAN,NAN,NAN,NAN,22.5,23.2,NAN,NAN,NAN
2015,7,21,22,0,360,1.3,NAN,NAN,NAN,NAN,NAN,NAN,23,23.2,NAN,NAN,NAN
2015,7,21,23,0,82,1.2,NAN,NAN,NAN,NAN,NAN,NAN,23.1,23.3,NAN,NAN,NAN
2015,7,22,0,0,194,1.2,NAN,NAN,NAN,NAN,NAN,NAN,22.3,23.3,NAN,NAN,NAN
2015,7,22,1,0,169,1,NAN,NAN,NAN,NAN,NAN,NAN,20.8,23.3,NAN,NAN,NAN
2015,7,22,2,0,182,4.5,NAN,NAN,NAN,NAN,NAN,NAN,20.9,23.2,NAN,NAN,NAN
2015,7,22,3,0,216,2.8,NAN,NAN,NAN,NAN,NAN,NAN,21.3,23.1,NAN,NAN,NAN
2015,7,22,4,0,252,4.6,NAN,NAN,NAN,NAN,NAN,NAN,21.5,23.1,NAN,NAN,NAN
2015,7,22,5,0,225,5.3,NAN,NAN,NAN,NAN,NAN,NAN,21.6,23,NAN,NAN,NAN
2015,7,22,6,0,342,8.8,NAN,NAN,NAN,NAN,NAN,NAN,21.4,23,NAN,NAN,NAN
2015,7,22,7,0,18,6.7,NAN,NAN,NAN,NAN,NAN,NAN,20.2,22.8,NAN,NAN,NAN
2015,7,22,8,0,33,7.3,NAN,NAN,NAN,NAN,NAN,NAN,19.3,22.7,NAN,NAN,NAN
2015,7,22,9,0,12,5.2,NAN,NAN,NAN,NAN,NAN,NAN,17.9,22.6,NAN,NAN,NAN
2015,7,22,10,0,1,6.3,NAN,NAN,NAN,NAN,NAN,NAN,19.4,22.5,NAN,NAN,NAN
2015,7,22,12,0,3,5.4,NAN,NAN,NAN,NAN,NAN,NAN,20.6,22.4,NAN,NAN,NAN
2015,7,22,13,0,19,3.5,NAN,NAN,NAN,NAN,NAN,NAN,20.6,22.4,NAN,NAN,NAN
2015,7,22,14,0,358,3.8,NAN,NAN,NAN,NAN,NAN,NAN,20.6,22.5,NAN,NAN,NAN
2015,7,22,15,0,306,3.8,NAN,NAN,NAN,NAN,NAN,NAN,21.1,22.6,NAN,NAN,NAN
2015,7,22,16,0,296,1.4,NAN,NAN,NAN,NAN,NAN,NAN,21.4,22.7,NAN,NAN,NAN
2015,7,22,17,0,263,2.7,NAN,NAN,NAN,NAN,NAN,NAN,21,22.7,NAN,NAN,NAN
2015,7,22,18,0,274,2.9,NAN,NAN,NAN,NAN,NAN,NAN,21,22.8,NAN,NAN,NAN
2015,7,22,19,0,270,2.6,NAN,NAN,NAN,NAN,NAN,NAN,21.4,22.8,NAN,NAN,NAN
2015,7,22,20,0,256,3.8,NAN,NAN,NAN,NAN,NAN,NAN,21.3,22.9,NAN,NAN,NAN
2015,7,22,21,0,226,3.8,NAN,NAN,NAN,NAN,NAN,NAN,21.5,23.3,NAN,NAN,NAN
2015,7,22,22,0,245,3.3,NAN,NAN,NAN,NAN,NAN,NAN,21.1,23.4,NAN,NAN,NAN
2015,7,22,23,0,259,0.9,NAN,NAN,NAN,NAN,NAN,NAN,21.4,23.4,NAN,NAN,NAN
2015,7,23,0,0,240,0.6,NAN,NAN,NAN,NAN,NAN,NAN,21,23.4,NAN,NAN,NAN
2015,7,23,1,0,88,1.1,NAN,NAN,NAN,NAN,NAN,NAN,20.1,23.3,NAN,NAN,NAN
2015,7,23,2,0,154,2.1,NAN,NAN,NAN,NAN,NAN,NAN,20,23.2,NAN,NAN,NAN
2015,7,23,4,0,111,2.9,NAN,NAN,NAN,NAN,NAN,NAN,20.5,23.1,NAN,NAN,NAN
2015,7,23,5,0,132,3.3,NAN,NAN,NAN,NAN,NAN,NAN,20.3,23,NAN,NAN,NAN
2015,7,23,6,0,176,3.9,NAN,NAN,NAN,NAN,NAN,NAN,20,23,NAN,NAN,NAN
2015,7,23,7,0,186,4.5,NAN,NAN,NAN,NAN,NAN,NAN,19.9,22.9,NAN,NAN,NAN
2015,7,23,8,0,184,6.1,NAN,NAN,NAN,NAN,NAN,NAN,19.6,22.8,NAN,NAN,NAN
2015,7,23,9,0,183,5.8,NAN,NAN,NAN,NAN,NAN,NAN,19.6,22.7,NAN,NAN,NAN
2015,7,23,10,0,204,5.5,NAN,NAN,NAN,NAN,NAN,NAN,19.7,22.6,NAN,NAN,NAN
2015,7,23,11,0,186,5.7,NAN,NAN,NAN,NAN,NAN,NAN,19.7,22.6,NAN,NAN,NAN
