Year,Month,Day,Inflow volume [m3 d-1],*Suspended sediment concentration[mg m-3]
1999,4,19,54313977.12,166000
1999,4,20,41102469.17,140000
1999,4,21,27156988.56,104000
1999,4,22,19988522.21,87000
1999,4,23,51622744.02,397000
1999,4,24,73397266.38,431000
1999,4,25,59941100.88,267000
1999,4,26,40613154.06,192000
1999,4,27,29114249,151000
1999,4,28,23536056.75,121000
1999,4,29,20893755.16,103000
1999,4,30,20477837.32,112000
1999,5,1,15266631.41,139000
1999,5,2,11229781.76,84000
1999,5,3,9541644.629,46000
1999,5,4,8049233.546,37000
1999,5,5,6825945.773,33000
1999,5,6,6238767.642,30000
1999,5,7,5920712.821,31000
1999,5,8,4648493.537,29000
1999,5,9,4208109.939,29000
1999,5,10,4305972.961,25000
1999,5,11,3987918.14,28000
1999,5,12,3302876.987,30000
1999,5,13,3474137.275,33000
1999,5,14,3107150.943,33000
1999,5,15,3180548.21,28000
1999,5,16,3449671.52,30000
1999,5,17,3302876.987,23000
1999,5,18,3400740.009,17000
1999,5,19,3302876.987,16000
1999,5,20,3425205.764,17000
1999,5,21,3278411.232,22000
1999,5,22,3425205.764,27000
1999,5,23,4134712.673,34000
1999,5,24,14581590.25,102000
1999,5,25,18104659.04,171000
1999,5,26,15927206.8,102000
1999,5,27,10446877.58,60000
1999,5,28,7046137.572,57000
1999,5,29,5504794.979,49000
1999,5,30,4379370.227,42000
1999,5,31,7657781.459,56000
1999,6,1,25689043.23,340000
1999,6,2,26178358.34,197000
1999,6,3,21701125.09,165000
1999,6,4,15878275.29,105000
1999,6,5,10985124.2,84000
1999,6,6,7755644.481,70000
1999,6,7,5822849.799,59000
1999,6,8,4526164.76,50000
1999,6,9,4257041.45,39000
1999,6,10,4501699.005,42000
1999,6,11,3963452.385,48000
1999,6,12,3205013.965,36000
1999,6,13,6483425.197,56000
1999,6,14,10495809.09,132000
1999,6,15,13480631.26,164000
1999,6,16,12281809.24,141000
1999,6,17,9076795.276,96000
1999,6,18,6507890.952,79000
1999,6,19,4868685.337,62000
1999,6,20,3400740.009,57000
1999,6,21,3107150.943,57000
1999,6,22,2568904.323,53000
1999,6,23,2617835.834,41000
1999,6,24,2130967.301,30000
1999,6,25,1756641.242,37000
1999,6,26,1600060.407,46000
1999,6,27,1595167.256,28000
1999,6,28,1553575.472,20000
1999,6,29,1683243.976,23000
1999,6,30,1866737.142,29000
1999,7,1,2096715.243,26000
1999,7,2,2233723.473,30000
1999,7,3,2121180.998,29000
1999,7,4,1661224.796,32000
1999,7,5,1127871.327,31000
1999,7,6,1340723.399,31000
1999,7,7,1171909.687,42000
1999,7,8,1250200.104,34000
1999,7,9,1497304.234,39000
1999,7,10,1340723.399,42000
1999,7,11,932145.283,34000
1999,7,12,1100958.996,30000
1999,7,13,890553.4987,25000
1999,7,14,910126.1031,14000
1999,7,15,817156.2324,13000
1999,7,16,677701.4262,13000
1999,7,17,645895.9441,15000
1999,7,18,697274.0306,17000
1999,7,19,714400.0594,16000
1999,7,20,719293.2105,19000
1999,7,21,760884.9948,23000
1999,7,22,1318704.219,31000
1999,7,23,2231276.898,44000
1999,7,24,2764630.367,43000
1999,7,25,4550630.516,41000
1999,7,26,3914520.874,45000
1999,7,27,2617835.834,42000
1999,7,28,1778660.422,36000
1999,7,29,1543789.17,31000
1999,7,30,1022668.578,30000
1999,7,31,1132764.478,21000
1999,8,1,988416.5206,19000
1999,8,2,844068.5634,17000
1999,8,3,934591.8586,19000
1999,8,4,929698.7075,22000
1999,8,5,939485.0097,25000
1999,8,6,819602.8079,23000
1999,8,7,689934.304,22000
1999,8,8,724186.3616,22000
1999,8,9,626323.3398,22000
1999,8,10,731526.0883,24000
1999,8,11,829389.1101,26000
1999,8,12,645895.9441,21000
1999,8,13,778011.0236,23000
1999,8,14,714400.0594,26000
1999,8,15,643449.3686,27000
1999,8,16,1162123.384,32000
1999,8,17,1321150.795,32000
1999,8,18,765778.1459,27000
1999,8,19,736419.2393,23000
1999,8,20,809816.5057,26000
1999,8,21,697274.0306,23000
1999,8,22,716846.635,22000
1999,8,23,670361.6996,24000
1999,8,24,641002.7931,23000
1999,8,25,604304.1599,24000
1999,8,26,848961.7145,25000
1999,8,27,1343169.975,28000
1999,8,28,1034901.456,25000
1999,8,29,1044687.758,26000
1999,8,30,866087.7433,27000
1999,8,31,741312.3904,27000
1999,9,1,812263.0813,26000
1999,9,2,1003095.974,33000
1999,9,3,760884.9948,23000
1999,9,4,538246.6201,19000
1999,9,5,393898.6629,21000
1999,9,6,374326.0585,19000
1999,9,7,389005.5118,20000
1999,9,8,401238.3895,21000
1999,9,9,570052.1022,17000
1999,9,10,450169.9005,19000
1999,9,11,425704.145,19000
1999,9,12,609197.311,28000
1999,9,13,626323.3398,29000
1999,9,14,440383.5983,16000
1999,9,15,433043.8716,16000
1999,9,16,445276.7494,16000
1999,9,17,425704.145,15000
1999,9,18,423257.5695,14000
1999,9,19,398791.814,13000
1999,9,20,386558.9363,16000
1999,9,21,376772.6341,15000
1999,9,22,384112.3607,12000
1999,9,23,366986.3319,13000
1999,9,24,359646.6053,12000
1999,9,25,364539.7564,13000
1999,9,26,396345.2385,15000
1999,9,27,393898.6629,16000
1999,9,28,406131.5406,16000
1999,9,29,540693.1957,18000
1999,9,30,521120.5913,13000
1999,10,1,609197.311,10000
1999,10,2,638556.2175,13000
1999,10,3,689934.304,11000
1999,10,4,1778660.422,32000
1999,10,5,1230627.5,20000
1999,10,6,2370731.704,36000
1999,10,7,1467945.328,26000
1999,10,8,1203715.169,21000
1999,10,9,1007989.125,21000
1999,10,10,885660.3477,19000
1999,10,11,768224.7214,16000
1999,10,12,1247753.528,22000
1999,10,13,731526.0883,18000
1999,10,14,682594.5773,14000
1999,10,15,584731.5555,14000
1999,10,16,594517.8577,13000
1999,10,17,1715049.458,15000
1999,10,18,795137.0525,16000
1999,10,19,780457.5992,14000
1999,10,20,1296685.039,15000
1999,10,21,1015328.852,16000
1999,10,22,714400.0594,15000
1999,10,23,567605.5267,9000
1999,10,24,545586.3468,8000
1999,10,25,555372.6489,10000
1999,10,26,655682.2463,9000
1999,10,27,653235.6708,12000
1999,10,28,675254.8507,13000
1999,10,29,589624.7066,12000
1999,10,30,545586.3468,8000
1999,10,31,530906.8935,8000
1999,11,1,528460.3179,9000
1999,11,2,543139.7712,9000
1999,11,3,469742.5048,6000
1999,11,4,433043.8716,5000
1999,11,5,853854.8656,17000
1999,11,6,574945.2533,10000
1999,11,7,518674.0158,6000
1999,11,8,518674.0158,7000
1999,11,9,543139.7712,9000
1999,11,10,523567.1668,9000
1999,11,11,503994.5625,8000
1999,11,12,616537.0376,7000
1999,11,13,562712.3756,8000
1999,11,14,530906.8935,7000
1999,11,15,521120.5913,6000
1999,11,16,503994.5625,7000
1999,11,17,511334.2891,7000
1999,11,18,506441.138,7000
1999,11,19,570052.1022,5000
1999,11,20,616537.0376,7000
1999,11,21,579838.4044,7000
1999,11,22,780457.5992,9000
1999,11,23,1012882.276,9000
1999,11,24,870980.8944,8000
1999,11,25,655682.2463,5000
1999,11,26,733972.6638,5000
1999,11,27,694827.4551,7000
1999,11,28,709506.9083,4000
1999,11,29,851408.29,3000
1999,11,30,841621.9878,3000
1999,12,1,817156.2324,4000
1999,12,2,746205.5415,4000
1999,12,3,677701.4262,5000
1999,12,4,641002.7931,3000
1999,12,5,702167.1817,3000
1999,12,6,822049.3835,2000
1999,12,7,846515.1389,2000
1999,12,8,1047134.334,3000
1999,12,9,1171909.687,4000
1999,12,10,1286898.737,6000
1999,12,11,1524216.565,7000
1999,12,12,1059367.211,6000
1999,12,13,1113191.873,4000
1999,12,14,2226383.747,9000
1999,12,15,3449671.52,18000
1999,12,16,4624027.782,38000
1999,12,17,4183644.184,35000
1999,12,18,4036849.651,33000
1999,12,19,3082685.188,28000
1999,12,20,2294887.862,21000
1999,12,21,1808019.328,17000
1999,12,22,1680797.4,14000
1999,12,23,1480178.205,14000
1999,12,24,1208608.32,14000
1999,12,25,1086279.542,14000
1999,12,26,1027561.729,14000
1999,12,27,978630.2184,14000
1999,12,28,954164.4629,14000
1999,12,29,929698.7075,14000
1999,12,30,880767.1966,14000
1999,12,31,856301.4411,13000
2000,1,1,831835.6856,9000
2000,1,2,807369.9302,7000
2000,1,3,856301.4411,6000
2000,1,4,1100958.996,7000
2000,1,5,1467945.328,22000
2000,1,6,3694329.074,37000
2000,1,7,4305972.961,33000
2000,1,8,2984822.166,28000
2000,1,9,2935890.655,35000
2000,1,10,3009287.922,38000
2000,1,11,2935890.655,31000
2000,1,12,1311364.493,25000
2000,1,13,1223287.773,22000
2000,1,14,1100958.996,29000
2000,1,15,978630.2184,36000
2000,1,16,929698.7075,23000
2000,1,17,856301.4411,21000
2000,1,18,831835.6856,19000
2000,1,19,782904.1747,18000
2000,1,20,733972.6638,17000
2000,1,21,709506.9083,16000
2000,1,22,685041.1529,15000
2000,1,23,660575.3974,14000
2000,1,24,636109.642,13000
2000,1,25,611643.8865,13000
2000,1,26,587178.131,12000
2000,1,27,587178.131,11000
2000,1,28,562712.3756,11000
2000,1,29,562712.3756,10000
2000,1,30,538246.6201,9000
2000,1,31,538246.6201,9000
2000,2,1,538246.6201,8000
2000,2,2,538246.6201,8000
2000,2,3,513780.8647,7000
2000,2,4,513780.8647,7000
2000,2,5,513780.8647,7000
2000,2,6,489315.1092,6000
2000,2,7,489315.1092,6000
2000,2,8,489315.1092,5000
2000,2,9,562712.3756,5000
2000,2,10,1027561.729,7000
2000,2,11,1477731.63,8000
2000,2,12,1683243.976,12000
2000,2,13,5211205.913,29000
2000,2,14,6507890.952,48000
2000,2,15,4648493.537,33000
2000,2,16,3914520.874,31000
2000,2,17,3669863.319,28000
2000,2,18,3425205.764,23000
2000,2,19,4648493.537,23000
2000,2,20,8563014.411,37000
2000,2,21,8073699.302,70000
2000,2,22,7339726.638,70000
2000,2,23,18569508.39,112000
2000,2,24,28135618.78,379000
2000,2,25,30582194.33,388000
2000,2,26,25933700.79,361000
2000,2,27,23193536.18,357000
2000,2,28,23242467.69,338000
2000,2,29,17639809.69,230000
2000,3,1,12012685.93,155000
2000,3,2,10006493.98,78000
2000,3,3,8269425.345,60000
2000,3,4,7192932.105,47000
2000,3,5,4012383.895,42000
2000,3,6,2935890.655,38000
2000,3,7,2568904.323,33000
2000,3,8,2715698.856,36000
2000,3,9,3180548.21,41000
2000,3,10,2960356.411,46000
2000,3,11,2886959.144,40000
2000,3,12,2740164.612,31000
2000,3,13,2280208.409,25000
2000,3,14,1859397.415,23000
2000,3,15,1976833.041,22000
2000,3,16,2764630.367,24000
2000,3,17,4305972.961,46000
2000,3,18,5088877.136,33000
2000,3,19,3890055.118,26000
2000,3,20,5186740.158,44000
2000,3,21,18985426.24,205000
2000,3,22,23291399.2,231000
2000,3,23,17003700.04,114000
2000,3,24,12942384.64,80000
2000,3,25,10128822.76,69000
2000,3,26,7290795.127,64000
2000,3,27,6923808.795,60000
2000,3,28,6948274.551,57000
2000,3,29,11743562.62,85000
2000,3,30,8807671.966,76000
2000,3,31,8122630.813,55000
2000,4,1,6361096.42,45000
2000,4,2,4966548.358,41000
2000,4,3,4305972.961,44000
2000,4,4,4012383.895,43000
2000,4,5,4624027.782,41000
2000,4,6,3107150.943,37000
2000,4,7,3425205.764,29000
2000,4,8,7559918.437,41000
2000,4,9,22875481.36,133000
2000,4,10,26667673.45,321000
2000,4,11,19670467.39,202000
2000,4,12,14703919.03,109000
2000,4,13,11743562.62,93000
2000,4,14,9223589.808,102000
2000,4,15,7241863.616,95000
2000,4,16,6018575.843,93000
2000,4,17,5162274.402,72000
2000,4,18,7584384.193,60000
2000,4,19,9174658.298,59000
2000,4,20,19719398.9,177000
2000,4,21,58473155.55,857000
2000,4,22,56271237.56,574000
2000,4,23,40613154.06,360000
2000,4,24,28380276.33,235000
2000,4,25,19915124.94,167000
2000,4,26,15535754.72,108000
2000,4,27,12330740.75,77000
2000,4,28,10006493.98,68000
2000,4,29,8098165.057,55000
2000,4,30,6923808.795,52000
2000,5,1,5700521.022,50000
2000,5,2,7266329.372,52000
2000,5,3,8734274.699,53000
2000,5,4,7902439.014,47000
2000,5,5,5822849.799,40000
2000,5,6,5333534.69,37000
2000,5,7,5088877.136,31000
2000,5,8,4526164.76,25000
2000,5,9,4550630.516,22000
2000,5,10,8367288.367,39000
2000,5,11,14116740.9,115000
2000,5,12,12135014.71,99000
2000,5,13,8832137.721,108000
2000,5,14,6556822.463,102000
2000,5,15,4917616.847,73000
2000,5,16,4575096.271,59000
2000,5,17,4232575.695,53000
2000,5,18,3841123.607,43000
2000,5,19,12697727.08,122000
2000,5,20,22117042.94,400000
2000,5,21,20722494.87,250000
2000,5,22,16636713.71,165000
2000,5,23,17884467.24,165000
2000,5,24,30337536.77,312000
2000,5,25,23095673.15,211000
2000,5,26,18129124.8,125000
2000,5,27,14312466.94,78000
2000,5,28,24710413.01,121000
2000,5,29,40613154.06,503000
2000,5,30,34496715.2,272000
2000,5,31,25689043.23,180000
2000,6,1,18887563.22,118000
2000,6,2,15340028.67,84000
2000,6,3,11376576.29,63000
2000,6,4,9345918.586,55000
2000,6,5,8734274.699,62000
2000,6,6,35964660.53,373000
2000,6,7,35964660.53,365000
2000,6,8,24367892.44,200000
2000,6,9,15780412.27,127000
2000,6,10,11449973.56,85000
2000,6,11,8024767.791,68000
2000,6,12,5969644.332,61000
2000,6,13,9810767.939,66000
2000,6,14,25933700.79,247000
2000,6,15,57249867.78,631000
2000,6,16,61409046.2,488000
2000,6,17,50399456.25,327000
2000,6,18,41591784.28,243000
2000,6,19,44283017.38,254000
2000,6,20,38411236.07,198000
2000,6,21,41836441.84,332000
2000,6,22,39389866.29,341000
2000,6,23,30337536.77,223000
2000,6,24,18838631.7,149000
2000,6,25,32294797.21,193000
2000,6,26,60675073.54,401000
2000,6,27,47218908.04,240000
2000,6,28,29848221.66,180000
2000,6,29,21480933.29,138000
2000,6,30,17419617.89,98000
2000,7,1,14141206.66,71000
2000,7,2,12404138.02,58000
2000,7,3,10667069.38,51000
2000,7,4,15853809.54,77000
2000,7,5,26178358.34,140000
2000,7,6,18642905.66,113000
2000,7,7,13431699.75,88000
2000,7,8,9933096.717,76000
2000,7,9,8587480.166,69000
2000,7,10,6043041.599,64000
2000,7,11,4697425.048,58000
2000,7,12,3938986.629,49000
2000,7,13,3302876.987,45000
2000,7,14,2789096.122,45000
2000,7,15,2813561.878,50000
2000,7,16,2471041.301,44000
2000,7,17,2236170.049,42000
2000,7,18,2358498.826,44000
2000,7,19,2544438.568,35000
2000,7,20,2544438.568,33000
2000,7,21,1839824.811,30000
2000,7,22,1685690.551,33000
2000,7,23,1766427.544,25000
2000,7,24,1656331.645,26000
2000,7,25,1536449.443,25000
2000,7,26,1553575.472,20000
2000,7,27,1370082.306,14000
2000,7,28,1326043.946,13000
2000,7,29,1284452.162,17000
2000,7,30,2042890.581,23000
2000,7,31,2568904.323,29000
2000,8,1,4648493.537,39000
2000,8,2,4012383.895,40000
2000,8,3,4501699.005,40000
2000,8,4,5137808.647,42000
2000,8,5,4134712.673,47000
2000,8,6,3523068.786,58000
2000,8,7,6214301.887,54000
2000,8,8,8978932.254,80000
2000,8,9,8636411.677,76000
2000,8,10,6507890.952,63000
2000,8,11,3376274.253,56000
2000,8,12,3180548.21,40000
2000,8,13,1976833.041,33000
2000,8,14,1707709.731,32000
2000,8,15,1514430.263,33000
2000,8,16,1306471.342,38000
2000,8,17,1042241.183,33000
2000,8,18,917465.8298,32000
2000,8,19,993309.6717,25000
2000,8,20,1443479.572,29000
2000,8,21,1171909.687,30000
2000,8,22,1519323.414,30000
2000,8,23,1086279.542,20000
2000,8,24,1531556.292,22000
2000,8,25,1715049.458,29000
2000,8,26,1426353.543,20000
2000,8,27,2666767.345,25000
2000,8,28,4819753.826,34000
2000,8,29,6948274.551,47000
2000,8,30,5529260.734,39000
2000,8,31,3816657.852,33000
2000,9,1,2911424.9,34000
2000,9,2,1945027.559,26000
2000,9,3,1626972.738,21000
2000,9,4,1492411.083,17000
2000,9,5,1233074.075,16000
2000,9,6,1154783.658,18000
2000,9,7,1198822.018,17000
2000,9,8,1149890.507,16000
2000,9,9,841621.9878,12000
2000,9,10,1812912.48,17000
2000,9,11,3376274.253,33000
2000,9,12,6165370.376,58000
2000,9,13,8709808.944,109000
2000,9,14,12722192.84,71000
2000,9,15,9566110.385,66000
2000,9,16,6728082.752,61000
2000,9,17,5186740.158,56000
2000,9,18,4379370.227,51000
2000,9,19,3816657.852,47000
2000,9,20,2789096.122,43000
2000,9,21,2199471.416,39000
2000,9,22,2197024.84,36000
2000,9,23,2209257.718,40000
2000,9,24,7535452.682,122000
2000,9,25,7951370.525,60000
2000,9,26,8318356.856,74000
2000,9,27,6679151.241,57000
2000,9,28,3938986.629,53000
2000,9,29,3302876.987,49000
2000,9,30,3058219.433,44000
2000,10,1,2304674.164,
2000,10,2,1744408.364,
2000,10,3,1526663.141,
2000,10,4,1494857.659,
2000,10,5,4403835.983,
2000,10,6,13676357.3,
2000,10,7,17223891.84,
2000,10,8,15046439.61,
2000,10,9,11034055.71,
2000,10,10,7168466.35,
2000,10,11,4746356.559,
2000,10,12,3253945.476,
2000,10,13,3107150.943,
2000,10,14,2764630.367,
2000,10,15,1910775.501,
2000,10,16,1825145.357,
2000,10,17,2334033.071,
2000,10,18,2390304.308,
2000,10,19,1600060.407,
2000,10,20,1470391.903,
2000,10,21,1421460.392,
2000,10,22,1534002.867,
2000,10,23,1910775.501,
2000,10,24,2140753.603,
2000,10,25,1768874.12,
2000,10,26,1426353.543,
2000,10,27,1502197.385,
2000,10,28,1426353.543,
2000,10,29,1379868.608,
2000,10,30,1350509.701,
2000,10,31,1597613.832,
2000,11,1,1639205.616,
2000,11,2,3107150.943,
2000,11,3,2740164.612,
2000,11,4,1252646.68,
2000,11,5,1223287.773,
2000,11,6,1189035.715,
2000,11,7,1269772.708,
2000,11,8,1414120.666,
2000,11,9,2072249.487,
2000,11,10,1352956.277,
2000,11,11,2172559.085,
2000,11,12,5455863.468,
2000,11,13,6336630.664,
2000,11,14,4844219.581,
2000,11,15,4746356.559,
2000,11,16,5406931.957,
2000,11,17,4893151.092,
2000,11,18,3327342.743,
2000,11,19,3400740.009,
2000,11,20,2886959.144,
2000,11,21,3058219.433,
2000,11,22,1927901.53,
2000,11,23,1746854.94,
2000,11,24,1661224.796,
2000,11,25,1624526.163,
2000,11,26,1600060.407,
2000,11,27,1604953.558,
2000,11,28,1908328.926,
2000,11,29,2862493.389,
2000,11,30,2106501.545,
2000,12,1,1908328.926,
2000,12,2,1810465.904,
2000,12,3,1663671.371,
2000,12,4,1565808.349,
2000,12,5,1492411.083,
2000,12,6,1419013.817,
2000,12,7,1321150.795,
2000,12,8,1223287.773,
2000,12,9,1272219.284,
2000,12,10,1419013.817,
2000,12,11,2201917.991,
2000,12,12,4183644.184,
2000,12,13,11914822.91,
2000,12,14,14508192.99,
2000,12,15,11498905.07,
2000,12,16,10373480.32,
2000,12,17,23878577.33,
2000,12,18,34741372.75,
2000,12,19,29848221.66,
2000,12,20,21211809.98,
2000,12,21,14606056.01,
2000,12,22,9786302.184,
2000,12,23,6116438.865,
2000,12,24,4893151.092,
2000,12,25,4159178.428,
2000,12,26,3669863.319,
2000,12,27,3180548.21,
2000,12,28,2935890.655,
2000,12,29,2691233.101,
2000,12,30,2446575.546,
2000,12,31,2324246.769,
2001,1,1,2152986.48,
2001,1,2,2030657.703,
2001,1,3,1908328.926,
2001,1,4,1810465.904,
2001,1,5,1712602.882,
2001,1,6,1663671.371,
2001,1,7,1565808.349,
2001,1,8,1516876.839,
2001,1,9,1467945.328,
2001,1,10,1419013.817,
2001,1,11,1370082.306,
2001,1,12,1321150.795,
2001,1,13,1272219.284,
2001,1,14,1223287.773,
2001,1,15,1272219.284,
2001,1,16,1590274.105,
2001,1,17,2006191.948,
2001,1,18,2446575.546,
2001,1,19,3425205.764,
2001,1,20,4159178.428,
2001,1,21,4648493.537,
2001,1,22,4159178.428,
2001,1,23,3669863.319,
2001,1,24,3180548.21,
2001,1,25,2813561.878,
2001,1,26,2495507.057,
2001,1,27,2299781.013,
2001,1,28,2055123.459,
2001,1,29,1957260.437,
2001,1,30,2691233.101,
2001,1,31,4893151.092,
2001,2,1,42815072.06,
2001,2,2,40857811.62,
2001,2,3,28624933.89,
2001,2,4,19719398.9,
2001,2,5,15853809.54,
2001,2,6,13896549.1,
2001,2,7,12232877.73,
2001,2,8,11327644.78,
2001,2,9,31560824.54,
2001,2,10,91257267.87,
2001,2,11,93703843.41,
2001,2,12,71195348.39,
2001,2,13,52846031.79,
2001,2,14,41102469.17,
2001,2,15,55047949.79,
2001,2,16,61898361.31,
2001,2,17,51133428.91,
2001,2,18,34252057.64,
2001,2,19,23584988.26,
2001,2,20,16881371.27,
2001,2,21,13211507.95,
2001,2,22,11009589.96,
2001,2,23,8563014.411,
2001,2,24,7339726.638,
2001,2,25,16269727.38,
2001,2,26,32294797.21,
2001,2,27,31805482.1,
2001,2,28,24465755.46,
2001,3,1,20331042.79,
2001,3,2,17174960.33,
2001,3,3,15658083.49,
2001,3,4,13872083.35,
2001,3,5,11890357.15,
2001,3,6,9052329.52,
2001,3,7,7046137.572,
2001,3,8,6263233.398,
2001,3,9,5798384.044,
2001,3,10,5529260.734,
2001,3,11,5039945.625,
2001,3,12,4844219.581,
2001,3,13,4697425.048,
2001,3,14,4452767.494,
2001,3,15,4624027.782,
2001,3,16,5113342.891,
2001,3,17,5529260.734,
2001,3,18,6777014.262,
2001,3,19,8660877.433,
2001,3,20,12795590.11,
2001,3,21,12966850.39,
2001,3,22,10985124.2,
2001,3,23,9150192.542,
2001,3,24,8171562.324,
2001,3,25,7559918.437,
2001,3,26,6238767.642,
2001,3,27,4697425.048,
2001,3,28,4354904.472,
2001,3,29,4330438.716,
2001,3,30,4183644.184,
2001,3,31,3963452.385,
2001,4,1,3865589.363,
2001,4,2,3718794.83,
2001,4,3,2593370.079,
2001,4,4,2334033.071,
2001,4,5,2292441.287,
2001,4,6,21456467.54,
2001,4,7,42081099.39,
2001,4,8,35964660.53,
2001,4,9,25444385.68,
2001,4,10,15902741.05,
2001,4,11,15193234.14,
2001,4,12,27401646.12,
2001,4,13,34496715.2,
2001,4,14,26423015.9,
2001,4,15,16783508.25,
2001,4,16,15658083.49,
2001,4,17,21138412.72,
2001,4,18,17860001.49,
2001,4,19,14043343.63,
2001,4,20,12379672.26,
2001,4,21,17174960.33,
2001,4,22,24710413.01,
2001,4,23,25199728.12,
2001,4,24,18031261.77,
2001,4,25,14606056.01,
2001,4,26,11401042.04,
2001,4,27,8954466.498,
2001,4,28,7437589.66,
2001,4,29,5994110.088,
2001,4,30,5406931.957,
2001,5,1,5162274.402,
2001,5,2,4330438.716,
2001,5,3,4257041.45,
2001,5,4,3890055.118,
2001,5,5,3082685.188,
2001,5,6,3376274.253,
2001,5,7,3620931.808,
2001,5,8,4134712.673,
2001,5,9,3767726.341,
2001,5,10,3205013.965,
2001,5,11,3302876.987,
2001,5,12,2935890.655,
2001,5,13,2813561.878,
2001,5,14,3180548.21,
2001,5,15,8049233.546,
2001,5,16,19523672.86,
2001,5,17,24710413.01,
2001,5,18,26912331.01,
2001,5,19,37921920.96,
2001,5,20,37187948.3,
2001,5,21,27156988.56,
2001,5,22,20110850.99,
2001,5,23,16759042.49,
2001,5,24,14263535.43,
2001,5,25,23658385.53,
2001,5,26,29114249,
2001,5,27,41347126.73,
2001,5,28,47218908.04,
2001,5,29,39879181.4,
2001,5,30,26912331.01,
2001,5,31,17590878.18,
2001,6,1,17223891.84,
2001,6,2,16489919.18,
2001,6,3,20526768.83,
2001,6,4,16954768.53,
2001,6,5,13407233.99,
2001,6,6,29358906.55,
2001,6,7,41836441.84,
2001,6,8,32050139.65,
2001,6,9,22777618.33,
2001,6,10,14875179.32,
2001,6,11,10471343.34,
2001,6,12,8147096.568,
2001,6,13,7339726.638,
2001,6,14,5724986.778,
2001,6,15,5504794.979,
2001,6,16,5064411.38,
2001,6,17,4526164.76,
2001,6,18,4575096.271,
2001,6,19,3890055.118,
2001,6,20,3498603.031,
2001,6,21,5480329.223,
2001,6,22,4966548.358,
2001,6,23,5088877.136,
2001,6,24,6728082.752,
2001,6,25,7119534.839,
2001,6,26,5602658,
2001,6,27,4648493.537,
2001,6,28,3914520.874,
2001,6,29,3596466.053,
2001,6,30,3082685.188,
2001,7,1,2519972.812,
2001,7,2,2380518.006,
2001,7,3,2047783.732,
2001,7,4,1874076.868,
2001,7,5,1866737.142,
2001,7,6,1830038.508,
2001,7,7,1800679.602,
2001,7,8,1766427.544,
2001,7,9,1448372.723,
2001,7,10,1710156.307,
2001,7,11,1526663.141,
2001,7,12,1387208.335,
2001,7,13,1083832.967,
2001,7,14,937038.4341,
2001,7,15,905232.952,
2001,7,16,1220841.197,
2001,7,17,704613.7572,
2001,7,18,557819.2245,
2001,7,19,567605.5267,
2001,7,20,839175.4123,
2001,7,21,1007989.125,
2001,7,22,834282.2612,
2001,7,23,1181695.989,
2001,7,24,2072249.487,
2001,7,25,4868685.337,
2001,7,26,5064411.38,
2001,7,27,4599562.026,
2001,7,28,4403835.983,
2001,7,29,3156082.454,
2001,7,30,1854504.264,
2001,7,31,1756641.242,
2001,8,1,2324246.769,
2001,8,2,1365189.155,
2001,8,3,1465498.752,
2001,8,4,1360296.004,
2001,8,5,822049.3835,
2001,8,6,682594.5773,
2001,8,7,707060.3328,
2001,8,8,582284.9799,
2001,8,9,736419.2393,
2001,8,10,533353.469,
2001,8,11,408578.1162,
2001,8,12,719293.2105,
2001,8,13,802476.7791,
2001,8,14,592071.2821,
2001,8,15,663021.973,
2001,8,16,1149890.507,
2001,8,17,785350.7503,
2001,8,18,455063.0516,
2001,8,19,450169.9005,
2001,8,20,406131.5406,
2001,8,21,785350.7503,
2001,8,22,1311364.493,
2001,8,23,2380518.006,
2001,8,24,9566110.385,
2001,8,25,6214301.887,
2001,8,26,3669863.319,
2001,8,27,2642301.59,
2001,8,28,2740164.612,
2001,8,29,1636759.04,
2001,8,30,1171909.687,
2001,8,31,873427.4699,
2001,9,1,1286898.737,
2001,9,2,1162123.384,
2001,9,3,1255093.255,
2001,9,4,1074046.665,
2001,9,5,623876.7642,
2001,9,6,587178.131,
2001,9,7,670361.6996,
2001,9,8,393898.6629,
2001,9,9,540693.1957,
2001,9,10,1487517.932,
2001,9,11,1959707.012,
2001,9,12,2715698.856,
2001,9,13,2150539.905,
2001,9,14,1499750.81,
2001,9,15,880767.1966,
2001,9,16,736419.2393,
2001,9,17,944378.1608,
2001,9,18,1272219.284,
2001,9,19,1289345.313,
2001,9,20,1768874.12,
2001,9,21,5553726.489,
2001,9,22,4452767.494,
2001,9,23,3205013.965,
2001,9,24,2764630.367,
2001,9,25,3645397.564,
2001,9,26,3180548.21,
2001,9,27,2691233.101,
2001,9,28,2446575.546,
2001,9,29,1878970.019,
2001,9,30,1061813.787,
2001,10,1,990863.0961,
2001,10,2,919912.4053,
2001,10,3,875874.0455,
2001,10,4,1030008.305,
2001,10,5,1624526.163,
2001,10,6,2348712.524,
2001,10,7,7070603.328,
2001,10,8,9125726.787,
2001,10,9,8318356.856,
2001,10,10,7657781.459,
2001,10,11,5039945.625,
2001,10,12,24710413.01,
2001,10,13,48442195.81,
2001,10,14,44527674.94,
2001,10,15,46484935.37,
2001,10,16,52846031.79,
2001,10,17,71929321.05,
2001,10,18,69482745.51,
2001,10,19,51622744.02,
2001,10,20,34496715.2,
2001,10,21,25933700.79,
2001,10,22,27890961.22,
2001,10,23,41347126.73,
2001,10,24,44038359.83,
2001,10,25,57494525.33,
2001,10,26,63121649.09,
