DATE,USGSPCode,RESULT
2001-05-15,0,73.0
2001-06-14,0,45.4
2001-07-11,0,35.6
2001-08-21,0,77.6
2001-09-11,0,174.0
2001-10-11,0,93.8
2001-11-14,0,68.8
2002-05-21,0,49.8
2002-06-17,0,53.5
2002-07-23,0,51.7
2002-08-22,0,64.6
2002-09-23,0,94.6
2002-10-21,0,70.7
2002-11-20,0,97.2
2003-03-24,0,67.3
2003-04-23,0,93.9
2003-05-26,0,75.1
2003-06-18,0,62.5
2003-07-21,0,75.8
2003-08-13,0,45.1
2003-09-17,0,80.4
2003-10-22,0,66.2
2004-04-29,0,70.5
2004-05-25,0,39.0
2004-06-22,0,51.5
2004-07-28,0,70.7
2004-08-19,0,60.2
2004-09-28,0,69.5
2005-04-29,0,47.4
2005-05-17,0,66.0
2005-07-20,0,163.0
2005-08-15,0,71.5
2005-09-27,0,168.0
2005-10-18,0,80.0
2005-11-22,0,97.1
2006-07-11,0,46.4
2006-08-29,0,89.1
2006-11-15,0,58.0
2007-05-15,0,62.5
2007-06-19,0,212.0
2007-07-23,0,141.0
2008-05-06,0,106.0
2008-07-29,0,52.6
2008-08-27,0,86.2
2008-09-29,0,80.7
2008-11-10,0,129.0
2009-05-26,0,57.9
2009-06-24,0,52.9
2009-07-27,0,89.0
2009-08-24,0,78.8
2009-09-21,0,110.0
2009-10-27,0,158.0
2013-04-15,0,50.2
2013-05-14,0,67.0
2013-06-11,0,77.6
2013-07-09,0,14.7
2013-08-20,0,63.7
2013-09-24,0,74.0
2013-10-08,0,97.2
2014-04-14,0,74.9
2014-05-20,0,59.5
2014-06-02,0,62.0
2014-06-30,0,68.9
2014-08-11,0,125.0
2014-09-10,0,105.0
2015-04-13,0,71.7
2015-05-11,0,65.8
2015-06-09,0,68.4
2015-07-20,0,73.3
2015-08-17,0,104.0
2015-09-14,0,80.5
2015-10-13,0,74.2
2015-11-23,0,154.0
2016-04-11,0,51.0
2016-05-09,0,59.1
2016-06-21,0,50.6
2016-07-19,0,74.8
2016-08-15,0,56.2
2016-09-12,0,73.5
2016-10-11,0,70.6
2016-11-21,0,67.3
