ActivityStartDate,USGSPCode,ResultMeasureValue
2005-04-13,0,190.0
2005-06-07,0,171.0
2005-07-28,0,85.9
2006-01-26,0,210.0
2006-03-23,0,208.0
2006-07-18,0,81.2
2007-04-24,0,264.0
2007-07-02,0,173.0
2007-08-29,0,130.0
2008-05-06,0,91.7
2008-05-29,0,139.0
2008-10-09,0,105.0
2008-12-11,0,131.0
2009-04-14,0,223.0
2009-07-06,0,130.0
2009-08-27,0,129.0
2009-10-27,0,110.0
2010-03-17,0,165.0
2010-06-24,0,128.0
2010-07-22,0,160.0
2011-03-08,0,169.0
2011-07-27,0,98.4
2011-10-18,0,85.0
2012-03-22,0,111.0
2012-11-13,0,58.9
2013-02-11,0,436.0
2013-05-07,0,169.0
2013-09-04,0,100.0
2014-05-14,0,47.650000000000006
2014-06-11,0,95.35
2014-06-12,0,115.5
2014-06-16,0,118.0
2014-06-19,0,108.7
2014-06-24,0,36.7
2014-07-01,0,96.6
2014-07-07,0,103.0
2014-07-10,0,91.6
2014-07-22,0,124.0
2014-07-23,0,115.0
2014-07-24,0,135.0
2014-07-29,0,89.4
2014-08-04,0,98.9
2014-08-07,0,106.5
2014-08-13,0,78.6
2014-08-27,0,83.44
2014-09-03,0,81.15
2014-09-09,0,101.06666666666666
2014-09-24,0,117.0
2014-09-29,0,126.0
2014-10-02,0,105.0
2014-10-14,0,112.0
2014-11-24,0,198.0
2014-12-15,0,140.0
2014-12-23,0,167.0
2015-03-30,0,245.0
2015-06-03,0,88.1
2015-06-10,0,164.0
2015-07-20,0,92.2
2015-08-25,0,126.0
2015-09-15,0,99.8
2015-12-22,0,165.0
2016-03-08,0,267.0
