ActivityStartDate,USGSPCode,ResultMeasureValue
1996-03-27,0,160.0
1996-04-10,0,230.0
1996-04-17,0,298.0
1996-04-23,0,98.0
1996-05-10,0,111.0
1996-06-07,0,129.0
1996-06-27,0,140.0
1996-07-09,0,234.0
1996-07-24,0,170.0
1996-08-30,0,170.0
1996-09-11,0,120.0
1996-09-17,0,179.0
1996-10-23,0,88.0
1996-11-20,0,110.0
1996-12-04,0,91.0
1997-01-17,0,290.0
1997-02-05,0,160.0
1997-02-26,0,140.0
1997-03-12,0,110.0
1997-03-26,0,140.0
1997-04-08,0,252.0
1997-04-09,0,151.0
1997-04-23,0,150.0
1997-05-06,0,106.0
1997-05-21,0,112.0
1997-06-04,0,62.4
1997-07-02,0,130.0
1997-07-09,0,144.0
1997-07-16,0,260.0
1997-07-30,0,180.0
1997-08-13,0,108.0
1997-09-09,0,179.0
1997-09-16,0,250.0
1997-09-24,0,113.0
1997-10-21,0,194.0
1997-11-25,0,219.0
1997-12-17,0,155.0
1998-01-13,0,84.3
1998-02-24,0,135.0
1998-04-22,0,123.0
1998-07-16,0,104.0
1998-09-15,0,180.0
1999-04-21,0,229.0
1999-07-14,0,199.0
1999-09-22,0,135.0
2000-04-25,0,254.0
2000-07-19,0,231.0
2000-09-25,0,112.0
2001-04-10,0,369.0
2001-07-24,0,280.0
2001-09-19,0,240.0
2002-04-17,0,218.0
2002-07-10,0,184.0
2002-09-18,0,211.0
2003-04-23,0,389.0
2003-07-09,0,201.0
2003-09-16,0,295.0
2004-04-19,0,329.0
2005-02-03,0,230.0
2005-03-30,0,186.0
2005-04-20,0,460.0
2005-05-25,0,137.5
2005-06-29,0,118.0
2005-09-14,0,385.0
2005-09-22,0,136.0
2005-10-19,0,153.5
2005-12-28,0,431.0
2006-04-18,0,244.0
2006-06-19,0,144.0
2006-07-19,0,255.0
2006-08-16,0,141.5
2006-09-13,0,141.0
2006-10-26,0,82.65
2006-12-21,0,135.0
2007-03-13,0,173.5
2007-04-20,0,522.0
2007-05-15,0,179.0
2007-07-31,0,165.5
2007-08-28,0,373.0
2007-09-20,0,169.5
2008-01-08,0,259.5
2008-04-16,0,133.0
2008-08-04,0,134.0
2008-08-21,0,132.0
2008-09-24,0,164.0
2008-11-06,0,137.5
2009-03-23,0,144.0
2009-06-24,0,104.2
2010-03-24,0,159.5
2010-08-11,0,164.0
2010-11-09,0,181.0
2011-02-16,0,536.0
2011-05-31,0,72.0
2011-07-28,0,97.5
2011-09-20,0,115.0
2011-11-30,0,57.7
2012-03-22,0,99.4
2012-05-23,0,158.0
2012-09-12,0,122.0
2012-12-06,0,91.7
2013-02-11,0,410.0
2013-09-16,0,119.0
2014-03-25,0,174.0
2014-06-11,0,120.0
2014-07-02,0,120.0
2014-12-22,0,159.5
2015-04-01,0,216.5
2015-06-15,0,138.0
2015-09-29,0,176.0
