YEAR,MONTH,count,mean,std,min,25%,50%,75%,max
1983,April    ,24.0,17.124999999999996,0.2690563218878638,16.6,17.2,17.2,17.2,17.8
1983,August   ,38.0,15.592105263157901,0.6139731391903283,14.6,15.1,15.649999999999999,16.075000000000003,17.4
1983,May      ,12.0,16.175,0.13568010505999376,15.9,16.15,16.2,16.3,16.3
1983,October  ,26.0,15.780769230769234,0.3464323665816817,15.0,15.525,15.8,16.1,16.2
1984,April    ,24.0,15.100000000000001,0.27662562992324985,14.7,14.9,15.0,15.350000000000001,15.5
1984,August   ,43.0,17.418604651162784,4.345893289398049,14.9,15.0,15.3,15.55,26.1
1984,December ,24.0,15.016666666666664,0.0868114732282428,14.8,15.0,15.0,15.1,15.1
1984,May      ,12.0,15.616666666666665,0.1337115846843038,15.4,15.549999999999999,15.7,15.7,15.7
1985,April    ,40.0,14.935500000000001,0.23960383970212185,14.5,14.7,14.9,15.1,15.4
1985,August   ,58.0,14.923620689655168,0.31919140315041394,14.4,14.7,14.8,15.1,15.6
1985,November ,33.0,14.610000000000005,0.3386369737639408,14.2,14.3,14.5,14.8,15.3
1986,April    ,37.0,15.202972972972972,0.3998254123493906,14.4,15.0,15.15,15.63,15.9
1986,August   ,53.0,14.932641509433964,0.1681019716101398,14.6,14.8,14.93,15.0,15.2
1987,April    ,60.0,14.576666666666675,0.47900556122410076,13.2,14.4,14.7,14.825000000000001,15.5
1987,August   ,53.0,14.724528301886801,0.23113903606118055,14.2,14.5,14.7,14.9,15.2
1988,April    ,40.0,14.514999999999997,0.4209573947623776,14.1,14.2,14.5,14.6,16.4
1988,August   ,58.0,14.774137931034481,0.3993680731283373,14.0,14.525,14.8,15.0,15.5
1989,August   ,56.0,14.153571428571436,0.36330016926367276,13.4,13.9,14.149999999999999,14.3,15.9
1990,April    ,38.0,14.868421052631579,0.27909628596974423,14.3,14.6,14.9,15.075,15.3
1990,August   ,58.0,14.565517241379311,0.2781844170203613,13.9,14.4,14.6,14.8,15.1
