YEAR,MONTH,count,mean,std,min,25%,50%,75%,max
1983,April    ,27.0,4.829629629629629,0.25542545926779747,4.5,4.6,4.9,5.05,5.2
1983,August   ,54.0,17.648148148148145,5.651798536273135,8.0,11.274999999999999,17.5,23.275000000000002,24.5
1983,May      ,12.0,6.441666666666666,0.07929614610987591,6.3,6.4,6.5,6.5,6.5
1983,October  ,26.0,15.107692307692302,0.2951922450513587,14.7,14.9,15.05,15.2,15.7
1984,April    ,27.0,2.42037037037037,0.36354537841271234,1.7,2.225,2.4,2.7,2.9
1984,August   ,56.0,17.29107142857143,6.175413914304613,7.1,10.200000000000001,18.55,23.5,24.9
1984,December ,36.0,6.649999999999995,0.7423899629863385,5.7,5.8,6.75,7.3,7.5
1984,May      ,13.0,4.019230769230769,0.42648684111121843,3.25,4.0,4.0,4.0,4.75
1985,April    ,77.0,4.953116883116882,1.0488769178460153,3.6,4.2,4.7,5.5,8.2
1985,August   ,139.0,20.083453237410076,2.932318593973978,13.3,18.0,22.0,22.2,22.9
1985,November ,67.0,10.591044776119398,0.46733653544171094,9.7,10.3,10.6,10.95,11.4
1986,April    ,68.0,4.136029411764706,0.8289917265595157,3.2,3.4,4.0,4.6,6.6
1986,August   ,120.0,18.759999999999998,4.7354846769945755,10.3,13.524999999999999,21.95,22.9,24.2
1987,April    ,124.0,2.7346774193548384,1.11909112039464,1.5,1.975,2.2,3.8,6.5
1987,August   ,57.0,18.666666666666668,6.062916652349208,10.3,11.3,19.0,24.5,25.2
1987,July     ,58.0,19.267241379310352,6.591631801030984,10.0,10.9,21.85,25.275000000000002,26.2
1988,April    ,64.0,3.3218749999999995,0.6920108151278908,2.5,2.7,3.3,3.8,5.1
1988,August   ,117.0,21.070085470085452,5.182434938248971,12.0,15.4,24.4,25.7,26.5
1989,August   ,119.0,17.192857142857147,5.752852224480221,8.4,10.4,17.8,22.55,24.0
1990,April    ,62.0,3.275,0.5103639010308331,2.7,2.7625,3.2750000000000004,3.7,4.3
1990,August   ,116.0,19.74051724137932,2.7306307106529473,13.6,17.825,21.1,22.0,23.0
1991,April    ,62.0,3.6983870967741934,0.7441557953141466,2.8,3.0,3.8499999999999996,4.3,5.0
1991,August   ,118.0,18.7364406779661,4.807786868547097,11.2,12.6,21.8,23.2,23.5
1992,April    ,59.0,1.6566101694915256,0.47848759638552624,0.95,1.15,1.72,2.0,2.6
1993,April    ,62.0,1.8814516129032262,0.5545810611245319,1.1,1.35,1.975,2.3,3.0
1996,April    ,20.0,5.765000000000001,2.5102474191328548,2.2,4.475,5.5,7.4,10.6
1996,August   ,10.0,22.919999999999998,0.7345444544447638,22.2,22.474999999999998,22.75,22.8,24.3
1997,April    ,17.0,2.9738705882352936,1.0215822120396783,1.0,2.7778,2.8333,3.3333,5.4444
1997,August   ,7.0,22.99206349428571,0.7780611719477902,22.16666667,22.472222225,22.88888889,23.222222225000003,24.5
1998,April    ,41.0,4.680487804878048,1.0087664527022897,4.0,4.1,4.3,4.4,8.6
1998,August   ,11.0,23.827272727272724,0.7603826787755088,21.7,23.9,24.0,24.2,24.5
1999,August   ,11.0,21.454545454545453,1.7637253960657462,16.9,21.049999999999997,22.0,22.4,23.4
1999,March    ,1.0,1.1,,1.1,1.1,1.1,1.1,1.1
2000,April    ,2.0,9.05,6.0104076400856545,4.8,6.925,9.05,11.175,13.3
2000,August   ,11.0,18.39090909090909,1.5959038476390393,16.1,17.3,18.2,19.450000000000003,20.9
2001,April    ,10.0,6.06,1.2348639151294727,4.1,5.2,6.05,6.625,8.0
2001,August   ,81.0,19.087530864197536,6.110708946362974,10.43,12.24,21.66,24.4,27.5
2002,April    ,99.0,3.9444444444444473,3.2397474776316857,1.9,2.2,3.8,4.5,20.6
2002,August   ,63.0,19.463492063492065,5.11759462106771,10.2,14.3,22.2,23.7,27.5
2003,April    ,125.0,2.9816000000000007,2.188407655012231,1.2,1.9,2.11,2.8,14.3
2003,August   ,82.0,19.28914634146341,4.991307802896758,10.9,13.15,21.85,23.1,24.8
2004,April    ,67.0,2.859701492537314,0.7497594970939596,2.1,2.5,2.7,3.1,6.5
2004,August   ,91.0,18.108791208791207,4.438709731233174,10.1,12.649999999999999,21.0,21.25,21.8
2005,April    ,71.0,2.484507042253522,1.7651101048072202,1.3,1.7,2.0,2.2,12.6
2005,August   ,106.0,21.398113207547173,6.854695729860426,9.9,12.9,25.95,26.275000000000002,27.8
2006,April    ,54.0,2.492592592592593,0.7799012641552054,0.1,2.6,2.7,2.9,3.3
2006,August   ,86.0,20.38837209302325,5.991040734584212,10.8,12.1,24.299999999999997,25.1,26.0
2007,April    ,54.0,1.0259259259259257,0.6413974087248389,0.1,0.4,0.9,1.6,2.0
2007,August   ,70.0,22.117142857142863,5.237102070347503,10.8,22.900000000000002,24.2,25.4,26.9
2008,April    ,64.0,4.945312500000001,1.630943799942668,3.5,3.8,4.1,5.8,9.9
2008,August   ,71.0,18.345070422535215,5.460266574664502,10.6,11.5,22.5,23.1,24.1
2009,April    ,55.0,3.9236363636363634,1.1824274523769651,3.0,3.25,3.6,3.9,8.5
2009,August   ,59.0,20.95423728813559,5.420024240749275,9.2,16.549999999999997,23.9,24.45,26.0
2010,April    ,66.0,4.345454545454547,1.641967095911469,3.1,3.6,3.8499999999999996,4.074999999999999,11.0
2010,August   ,67.0,20.874626865671644,5.662324805867823,11.1,14.05,24.3,25.2,26.6
2011,April    ,43.0,2.0511627906976737,0.31272389543010454,1.7,1.8,2.0,2.2,2.6
2011,August   ,59.0,19.420338983050847,7.583166012930288,9.1,10.3,24.5,25.7,26.8
2012,April    ,42.0,5.480952380952381,0.47587562181017157,5.0,5.2,5.4,5.5,7.0
2012,August   ,37.0,21.035135135135135,5.221069293216148,13.1,13.9,24.5,24.6,24.8
2013,April    ,44.0,1.0727272727272725,0.14201807347091075,0.9,1.0,1.1,1.1,1.4
2013,August   ,37.0,19.54054054054054,4.2533946873487265,10.9,14.2,22.2,22.5,23.1
2014,April    ,41.0,2.7073170731707306,0.3559425823798263,2.3,2.4,2.6,2.9,3.3
2014,August   ,40.0,15.492500000000001,5.809823136016695,8.0,9.625,19.9,20.575,22.2
2015,April    ,41.0,2.6219512195121957,0.2724997202952245,2.2,2.4,2.6,3.0,3.0
2015,August   ,43.0,17.902325581395345,5.433997404879282,10.4,12.4,21.8,23.05,23.9
2016,April    ,41.0,3.109756097560976,0.29138023101162897,2.8,2.9,3.0,3.2,3.9
2016,August   ,36.0,21.052777777777777,6.942806600508434,10.3,12.200000000000001,25.9,26.224999999999998,26.9
2017,April    ,43.0,2.834883720930232,0.313113185780533,2.4,2.7,2.7,3.0,3.6
2017,August   ,39.0,19.09230769230769,4.678190417997597,11.2,14.0,22.3,22.7,22.8
2018,April    ,44.0,1.9227272727272726,0.19152222090234275,1.7,1.8,1.9,2.0,2.4
