YEAR,MONTH,count,mean,std,min,25%,50%,75%,max
1983,April    ,6.0,0.555,0.10425929215182693,0.46,0.46,0.55,0.6475000000000001,0.66
1983,August   ,7.0,0.2928571428571428,0.009511897312113401,0.28,0.28500000000000003,0.3,0.3,0.3
1983,May      ,3.0,0.64,0.026457513110645932,0.62,0.625,0.63,0.65,0.67
1983,October  ,4.0,0.28,0.011547005383792493,0.27,0.27,0.28,0.29,0.29
1984,April    ,4.0,1.1395,0.1883073728420283,0.946,0.994,1.155,1.3005,1.3019999999999998
1984,August   ,6.0,0.26499999999999996,0.05226471084776037,0.196,0.225,0.275,0.304,0.322
1984,December ,4.0,0.45275,0.016640813281407436,0.434,0.4415,0.4535,0.46474999999999994,0.47
1984,May      ,2.0,0.5325,0.007778174593051951,0.527,0.5297499999999999,0.5325,0.53525,0.5379999999999999
1985,April    ,7.0,0.5521714285714285,0.15242683178370872,0.409,0.42560000000000003,0.49200000000000005,0.6575,0.7979999999999999
1985,August   ,6.0,0.314,0.011117553687749826,0.301,0.30874999999999997,0.3125,0.3155,0.33399999999999996
1985,November ,4.0,0.43605000000000005,0.07648710130908784,0.369,0.37125,0.43010000000000004,0.4949,0.515
1986,April    ,36.0,0.561488888888889,0.13476054907613574,0.345,0.479325,0.5630999999999999,0.6185499999999999,0.885
1986,August   ,35.0,0.2475914285714285,0.05123979021073697,0.14800000000000002,0.2165,0.2577,0.281,0.3395
1987,April    ,48.0,0.4885729166666665,0.08130249463494493,0.38299999999999995,0.435125,0.471,0.51075,0.6895
1987,August   ,16.0,0.0559375,0.09064176281751511,0.002,0.005,0.011000000000000001,0.039,0.243
1987,July     ,18.0,0.13477777777777777,0.05365747089647942,0.08900000000000001,0.09300000000000001,0.10800000000000001,0.20049999999999998,0.212
1988,April    ,34.0,0.5259705882352942,0.15490808326310654,0.354,0.4265,0.488,0.5685,0.96
1988,August   ,36.0,0.0793888888888889,0.09308898286133936,0.004,0.008,0.0225,0.15649999999999997,0.262
1989,August   ,36.0,0.21852777777777777,0.06598116012971803,0.073,0.14300000000000002,0.23800000000000002,0.26725,0.363
1990,April    ,34.0,0.7032058823529411,0.3035577703903317,0.34600000000000003,0.41425000000000006,0.653,0.89,1.42
1990,August   ,36.0,0.5306111111111113,0.3863748200741109,0.221,0.27899999999999997,0.326,0.66525,1.57
1991,April    ,36.0,0.6726388888888889,0.25989109288071066,0.377,0.5625,0.6154999999999999,0.70625,1.4669999999999999
