YEAR,MONTH,count,mean,std,min,25%,50%,75%,max
1983,April    ,26.0,15.507692307692308,0.38462769211077547,14.4,15.3,15.6,15.9,15.9
1983,August   ,54.0,14.468518518518518,0.4717786793530451,12.7,14.3,14.55,14.8,15.1
1983,May      ,12.0,15.299999999999997,0.7591861671313809,14.2,14.8,15.55,15.799999999999999,16.2
1983,October  ,26.0,14.799999999999994,0.40398019753448317,14.1,14.6,14.7,14.9,15.7
1984,April    ,25.0,14.415999999999995,0.2444040370643114,13.9,14.3,14.4,14.6,14.9
1984,August   ,56.0,15.044642857142858,0.5389955786147356,12.3,14.8,15.0,15.4,15.9
1984,December ,36.0,14.86944444444444,0.34294476393598866,14.1,14.8,14.9,15.2,15.2
1984,May      ,13.0,15.053846153846154,0.45573271518765,14.4,14.7,14.8,15.4,15.7
1985,April    ,75.0,14.68146666666666,0.5152136616173113,14.0,14.4,14.5,14.8,16.3
1985,August   ,139.0,14.631151079136693,0.4171036765717807,13.0,14.4,14.7,14.9,15.4
1985,November ,68.0,14.656029411764703,0.5576179072315741,13.5,14.3,14.7,15.1,15.5
1986,April    ,64.0,14.847031249999993,1.2141398152895855,9.2,14.337499999999999,14.6,14.950000000000001,18.57
1986,August   ,120.0,14.15616666666667,0.5270150338826922,12.4,14.0,14.2,14.5,15.2
1987,April    ,120.0,14.035000000000014,0.724354247333618,12.1,13.5,14.25,14.5,15.2
1987,August   ,59.0,14.01186440677966,0.5857752734220346,13.2,13.6,14.0,14.2,17.1
1987,July     ,57.0,14.256140350877196,2.2426879236324915,12.6,13.1,13.7,14.1,21.2
1988,April    ,61.0,13.870491803278691,0.5148929540189502,12.4,13.7,14.1,14.2,14.4
1988,August   ,116.0,14.574137931034482,2.6156425992280656,11.2,13.275000000000002,14.0,14.4,22.6
1989,August   ,119.0,13.82100840336134,0.293683200000755,13.2,13.6,13.9,14.1,14.4
1990,April    ,62.0,14.138709677419358,0.4520825540125577,13.3,13.9,14.1,14.4,15.4
1990,August   ,116.0,14.232758620689653,0.4262630055787597,13.4,13.9,14.2,14.5,15.2
1991,April    ,62.0,14.83225806451613,0.889607427427344,13.7,14.325000000000001,14.5,14.850000000000001,17.6
1991,August   ,118.0,14.446610169491533,0.4413813211554474,13.6,14.1,14.4,14.7,15.7
1992,April    ,62.0,14.412903225806456,0.4986814979351714,12.6,14.224999999999998,14.5,14.775000000000002,15.1
1993,April    ,62.0,14.650000000000002,1.4954301974381272,13.4,14.125,14.45,14.6,21.2
1996,April    ,97.0,14.022061855670097,3.302071549341012,0.027000000000000003,14.015,14.142999999999999,14.435,22.35
1996,August   ,74.0,14.076364864864862,2.9304760545252497,0.049,14.455999999999998,14.882,15.103000000000002,20.095
1997,April    ,92.0,13.79389130434783,3.3167780985601656,0.003,14.341000000000001,14.617,14.79275,15.228
1997,August   ,68.0,13.812808823529409,2.961889888090831,0.07400000000000001,14.267,14.447500000000002,14.56925,15.714
