1987,August   ,10.97,23.8
1987,August   ,14.02,23.2
1987,August   ,18.59,15.0
1987,August   ,22.56,13.8
1987,August   ,35.66,5.2
1987,August   ,40.23,5.2
1987,August   ,40.54,5.0
1987,August   ,48.77,5.1
1987,August   ,49.68,4.9
1987,August   ,57.91,5.1
1987,August   ,59.13,4.9
1988,April    ,0.91,1.2
1988,April    ,4.88,1.2
1988,April    ,10.06,1.2
1988,April    ,19.81,1.2
1988,April    ,20.12,1.1
1988,April    ,29.87,1.15
1988,April    ,40.54,1.15
1988,April    ,50.29,1.2
1988,April    ,50.6,1.7
1988,April    ,58.83,2.4
1988,April    ,59.13,2.0
1988,August   ,0.91,25.55
1988,August   ,4.57,24.7
1988,August   ,4.88,25.1
1988,August   ,9.14,25.0
1988,August   ,12.19,23.2
1988,August   ,17.37,15.8
1988,August   ,19.2,15.0
1988,August   ,29.87,6.4
1988,August   ,32.61,6.2
1988,August   ,40.23,5.0
1988,August   ,40.54,4.95
1988,August   ,49.38,4.9
1988,August   ,50.29,5.0
1988,August   ,57.91,4.9
1988,August   ,60.35,5.0
1989,August   ,0.91,21.75
1989,August   ,4.88,21.5
1989,August   ,7.62,21.6
1989,August   ,10.97,20.8
1989,August   ,16.15,12.4
1989,August   ,19.81,8.3
1989,August   ,31.09,5.4
1989,August   ,35.36,4.7
1989,August   ,40.54,4.550000000000001
1989,August   ,49.38,4.3
1989,August   ,50.29,4.7
1989,August   ,58.22,4.3
1989,August   ,58.83,4.7
1990,April    ,0.91,2.05
1990,April    ,4.88,2.05
1990,April    ,9.75,2.3
1990,April    ,10.36,1.8
1990,April    ,19.51,1.8
1990,April    ,20.42,2.25
1990,April    ,29.57,1.8
1990,April    ,29.87,2.25
1990,April    ,40.54,2.25
1990,April    ,47.55,1.8
1990,April    ,48.77,2.25
1990,April    ,51.82,1.8
1990,April    ,58.22,2.25
1990,April    ,60.35,2.4
1990,August   ,0.91,22.35
1990,August   ,4.57,22.2
1990,August   ,5.18,22.5
1990,August   ,13.72,22.2
1990,August   ,15.54,22.1
1990,August   ,20.12,18.0
1990,August   ,24.38,13.0
1990,August   ,31.09,10.0
1990,August   ,34.44,8.1
1990,August   ,40.54,7.0
1990,August   ,42.06,6.5
1990,August   ,50.29,6.2
1990,August   ,51.21,6.3
1990,August   ,59.13,6.2
1990,August   ,59.44,6.1
1991,April    ,0.91,2.225
1991,April    ,4.88,1.8
1991,April    ,5.18,2.65
1991,April    ,10.06,2.225
1991,April    ,19.81,1.8
1991,April    ,20.12,2.65
1991,April    ,25.3,2.65
1991,April    ,29.57,2.65
1991,April    ,30.18,1.8
1991,April    ,39.93,1.8
1991,April    ,50.29,2.1
1991,April    ,51.21,2.85
1991,April    ,57.91,3.45
1991,April    ,59.44,2.6
1991,August   ,0.91,22.1
1991,August   ,4.88,22.6
1991,August   ,5.18,21.6
1991,August   ,11.28,21.6
1991,August   ,12.5,22.2
1991,August   ,16.46,12.0
1991,August   ,22.25,8.1
1991,August   ,34.14,6.8
1991,August   ,40.23,5.85
1991,August   ,49.38,5.0
1991,August   ,49.99,5.3
1991,August   ,57.91,5.0
1991,August   ,59.13,5.3
1992,April    ,0.91,0.825
1992,April    ,4.88,0.65
1992,April    ,5.18,1.0
1992,April    ,9.45,0.65
1992,April    ,9.75,1.0
1992,April    ,19.2,0.65
1992,April    ,19.81,1.05
1992,April    ,30.18,0.8999999999999999
1992,April    ,40.23,1.3
1992,April    ,41.45,0.65
1992,April    ,50.29,0.65
1992,April    ,51.21,1.4
1992,April    ,59.13,0.65
1992,April    ,60.05,1.5
1993,April    ,0.91,0.8200000000000001
1993,April    ,4.57,1.1
1993,April    ,4.88,0.54
1993,April    ,10.06,0.835
1993,April    ,19.81,0.57
1993,April    ,20.12,1.1
1993,April    ,29.87,0.8400000000000001
1993,April    ,40.23,0.8400000000000001
1993,April    ,51.21,0.8400000000000001
1993,April    ,60.35,0.8400000000000001
1998,April    ,1.5,3.3
1998,April    ,5.1,3.2
1998,April    ,10.2,3.2
1998,April    ,19.9,3.2
1998,April    ,29.9,3.2
1998,April    ,39.9,3.2
1998,April    ,52.0,3.2
1998,April    ,60.3,3.2
2001,August   ,0.0,25.0
2001,August   ,1.0,23.62
2001,August   ,6.5,23.6
2001,August   ,13.0,22.2
2001,August   ,16.0,19.0
2001,August   ,21.0,9.57
2001,August   ,37.0,4.81
2001,August   ,57.6,4.51
2002,April    ,0.0,1.8
2002,April    ,1.0,2.35
2002,April    ,5.0,2.3
2002,April    ,10.0,2.1666666666666665
2002,April    ,20.0,2.35
2002,April    ,30.0,2.35
2002,April    ,40.0,2.4
2002,April    ,50.0,2.4
2002,April    ,58.0,2.4
2002,August   ,1.0,23.8
2002,August   ,7.0,23.6
2002,August   ,14.0,23.5
2002,August   ,16.9,19.3
2002,August   ,24.9,8.1
2002,August   ,50.0,6.8
2002,August   ,59.4,6.0
2003,April    ,0.0,0.8800000000000001
2003,April    ,1.0,0.8800000000000001
2003,April    ,5.0,0.8800000000000001
2003,April    ,10.0,0.8800000000000001
2003,April    ,20.0,0.8800000000000001
2003,April    ,30.0,0.8800000000000001
2003,April    ,40.0,0.8800000000000001
2003,April    ,51.8,0.65
2003,April    ,52.0,1.11
2003,April    ,60.8,0.65
2003,April    ,61.0,1.11
2003,August   ,0.0,0.0
2003,August   ,1.0,23.2
2003,August   ,2.5,23.5
2003,August   ,5.0,22.6
2003,August   ,27.2,9.8
2003,August   ,35.0,5.4
2003,August   ,40.0,5.4
2003,August   ,52.0,5.3
2003,August   ,61.0,5.2
2004,April    ,0.0,0.8
2004,April    ,1.5,0.6
2004,April    ,5.0,0.7
2004,April    ,10.0,0.8
2004,April    ,20.0,0.9
2004,April    ,30.0,0.9
2004,April    ,40.0,0.9
2004,April    ,52.0,0.9
2004,April    ,60.0,1.1
2004,August   ,0.0,10.25
2004,August   ,2.0,20.9
2004,August   ,5.0,20.9
2004,August   ,9.0,20.8
2004,August   ,18.0,20.2
2004,August   ,22.0,12.2
2004,August   ,28.0,4.6
2004,August   ,40.0,4.6
2004,August   ,49.0,4.6
2004,August   ,60.0,4.5
2005,April    ,0.0,0.0
2005,April    ,1.6,0.4
2005,April    ,1.9,1.0
2005,April    ,5.0,0.6
2005,April    ,5.1,1.0
2005,April    ,10.0,0.8
2005,April    ,20.1,1.0
2005,April    ,30.1,1.05
2005,April    ,39.8,1.1
2005,April    ,40.1,1.0
2005,April    ,52.4,1.1
2005,April    ,53.3,1.2
2005,April    ,58.1,1.2
2005,April    ,60.9,1.2
2005,August   ,0.0,0.0
2005,August   ,3.0,25.1
2005,August   ,7.0,25.1
2005,August   ,10.0,25.1
2005,August   ,14.0,24.8
2005,August   ,17.0,9.3
2005,August   ,30.0,5.2
2005,August   ,40.0,5.1
2005,August   ,53.0,4.9
2005,August   ,60.7,4.8
2006,April    ,0.0,0.0
2006,April    ,2.1,1.9
2006,April    ,5.0,1.9
2006,April    ,10.0,1.9
2006,April    ,20.0,1.9
2006,April    ,30.1,1.9
2006,April    ,40.0,1.9
2006,April    ,52.6,1.9
2006,April    ,61.5,1.9
2006,August   ,0.0,0.0
2006,August   ,1.6,24.3
2006,August   ,5.0,24.2
2006,August   ,9.0,24.2
2006,August   ,17.9,24.2
2006,August   ,23.4,13.4
2006,August   ,40.3,5.9
2006,August   ,52.9,5.1
2006,August   ,61.8,5.1
2007,April    ,0.0,0.0
2007,April    ,3.1,0.3
2007,April    ,5.1,0.3
2007,April    ,10.1,0.3
2007,April    ,20.0,0.3
2007,April    ,30.1,0.6
2007,April    ,40.0,0.7
2007,April    ,52.6,0.9
2007,April    ,61.7,0.9
2007,August   ,1.6,24.2
2007,August   ,5.0,24.2
2007,August   ,10.1,24.2
2007,August   ,18.8,15.5
2007,August   ,25.3,4.4
2007,August   ,40.0,4.3
2007,August   ,52.0,4.3
2007,August   ,61.4,4.3
2008,April    ,0.0,0.0
2008,April    ,1.5,2.0
2008,April    ,5.1,1.9
2008,April    ,10.0,1.9
2008,April    ,20.1,1.9
2008,April    ,30.0,2.0
2008,April    ,39.9,2.0
2008,April    ,52.5,2.3
2008,April    ,61.3,2.3
2008,August   ,0.0,0.0
2008,August   ,2.5,22.4
2008,August   ,5.3,22.4
2008,August   ,10.0,22.4
2008,August   ,13.9,22.4
2008,August   ,18.0,17.7
2008,August   ,28.5,5.2
2008,August   ,40.3,5.1
2008,August   ,52.5,5.1
2008,August   ,60.4,5.1
2009,April    ,0.0,0.0
2009,April    ,2.0,1.9
2009,April    ,5.0,1.9
2009,April    ,10.0,1.9
2009,April    ,20.0,1.9
2009,April    ,30.0,2.0
2009,April    ,40.0,2.0
2009,April    ,53.0,2.0
2009,April    ,62.0,2.6
2009,August   ,0.0,0.0
2009,August   ,2.0,24.7
2009,August   ,7.0,23.7
2009,August   ,12.4,22.9
2009,August   ,20.9,9.2
2009,August   ,27.1,6.5
2009,August   ,39.8,5.3
2009,August   ,52.4,5.2
2009,August   ,61.8,5.1
2010,April    ,0.0,1.8
2010,April    ,1.9,1.8
2010,April    ,5.1,1.8
2010,April    ,10.0,1.8
2010,April    ,20.0,1.7
2010,April    ,30.0,1.7
2010,April    ,40.0,1.7
2010,April    ,52.9,1.7
2010,April    ,61.8,1.7
2010,August   ,2.0,24.2
2010,August   ,9.9,24.2
2010,August   ,19.4,22.8
2010,August   ,20.8,15.1
2010,August   ,23.1,8.4
2010,August   ,25.8,7.3
2010,August   ,39.9,6.1
2010,August   ,52.3,5.8
2010,August   ,61.5,5.8
2011,April    ,2.0,1.3
2011,April    ,4.9,1.3
2011,April    ,10.0,1.3
2011,April    ,20.0,1.3
2011,April    ,30.1,1.3
2011,April    ,40.1,1.3
2011,April    ,52.2,1.3
2011,April    ,61.1,1.4
2011,August   ,2.3,23.9
2011,August   ,5.4,23.9
2011,August   ,11.1,23.9
2011,August   ,14.5,13.6
2011,August   ,28.4,5.5
2011,August   ,40.2,24.4
2011,August   ,45.2,4.7
2011,August   ,52.7,4.7
2011,August   ,61.4,4.7
2012,April    ,1.9,3.7
2012,April    ,5.0,3.7
2012,April    ,10.1,3.7
2012,April    ,19.9,3.7
2012,April    ,30.1,3.7
2012,April    ,40.1,3.7
2012,April    ,52.7,3.7
2012,April    ,61.7,3.7
2012,August   ,0.0,0.0
2012,August   ,3.0,24.4
2012,August   ,8.5,24.4
2012,August   ,17.0,24.4
2012,August   ,20.0,16.2
2012,August   ,30.0,6.3
2012,August   ,40.0,6.0
2012,August   ,52.2,5.7
2012,August   ,61.0,5.6
2013,April    ,2.5,0.7
2013,April    ,4.9,0.7
2013,April    ,10.1,0.7
2013,April    ,20.1,0.7
2013,April    ,30.4,0.35
2013,April    ,40.0,0.7
2013,April    ,52.9,0.7
2013,April    ,60.9,0.7
2013,August   ,1.8,20.7
2013,August   ,6.0,20.7
2013,August   ,12.0,20.5
2013,August   ,18.2,16.2
2013,August   ,22.0,10.5
2013,August   ,32.0,6.3
2013,August   ,39.9,6.0
2013,August   ,52.3,5.7
2013,August   ,61.2,5.7
2014,April    ,0.0,0.0
2014,April    ,2.0,1.0
2014,April    ,5.0,1.0
2014,April    ,10.0,1.0
2014,April    ,20.0,1.0
2014,April    ,30.0,1.1
2014,April    ,40.0,1.1
2014,April    ,53.2,1.1
2014,April    ,61.7,1.3
2014,August   ,4.0,21.3
2014,August   ,10.0,21.3
2014,August   ,20.0,21.2
2014,August   ,23.1,11.5
2014,August   ,25.2,8.4
2014,August   ,30.8,4.9
2014,August   ,40.0,4.7
2014,August   ,53.2,4.7
2014,August   ,61.3,4.6
2015,April    ,2.0,1.1
2015,April    ,5.0,1.1
2015,April    ,10.0,1.1
2015,April    ,20.0,1.2
2015,April    ,30.0,1.2
2015,April    ,40.0,1.2
2015,April    ,52.8,1.4
2015,April    ,61.4,1.4
2015,August   ,2.0,21.9
2015,August   ,5.0,21.9
2015,August   ,9.4,21.4
2015,August   ,12.0,16.9
2015,August   ,12.7,15.0
2015,August   ,20.0,8.9
2015,August   ,40.0,6.4
2015,August   ,52.6,5.8
2015,August   ,61.5,5.7
2016,April    ,2.1,2.6
2016,April    ,5.0,2.6
2016,April    ,10.0,2.6
2016,April    ,20.0,2.6
2016,April    ,30.0,2.6
2016,April    ,40.1,2.6
2016,April    ,53.0,2.9
2016,April    ,62.0,3.2
2016,August   ,2.0,25.3
2016,August   ,7.0,25.3
2016,August   ,14.0,24.4
2016,August   ,19.0,17.8
2016,August   ,25.5,8.5
2016,August   ,28.1,7.7
2016,August   ,40.0,6.3
2016,August   ,52.0,5.5
2016,August   ,61.1,5.5
2017,April    ,2.2,2.3
2017,April    ,5.2,2.3
2017,April    ,10.1,2.3
2017,April    ,20.2,2.3
2017,April    ,30.1,2.4
2017,April    ,40.2,2.4
2017,April    ,52.1,2.4
2017,April    ,60.4,2.4
2017,August   ,2.0,22.7
2017,August   ,6.5,22.2
2017,August   ,13.0,21.8
2017,August   ,16.0,19.9
2017,August   ,28.0,8.4
2017,August   ,40.0,5.4
2017,August   ,51.9,5.4
2018,April    ,2.0,0.9
2018,April    ,5.0,0.9
2018,April    ,10.0,0.9
2018,April    ,20.0,0.9
2018,April    ,30.0,0.9
2018,April    ,40.0,0.9
2018,April    ,52.1,0.9
2018,April    ,60.7,0.9
