YEAR,MONTH,count,mean,std,min,25%,50%,75%,max
1983,April    ,26.0,4.8538461538461535,0.9654970820176597,3.0,4.3,4.8,5.5,7.0
1983,August   ,54.0,2.8351851851851846,1.2539984964944502,0.1,2.0,2.6,3.2499999999999996,6.7
1983,May      ,12.0,3.8666666666666667,0.6286107819243281,3.1,3.3,3.75,4.125,5.0
1983,October  ,26.0,5.98076923076923,1.7479174421623536,2.4,5.1,5.75,7.574999999999999,8.7
1984,April    ,27.0,1.2685185185185188,0.5070935561056507,0.3,0.95,1.2,1.65,2.2
1984,August   ,56.0,3.1071428571428568,1.497374325320783,1.3,2.3,2.9,3.5,11.0
1984,December ,36.0,7.061111111111111,3.3602106887836474,1.9,4.9,6.1,8.625,14.6
1984,May      ,13.0,1.9846153846153847,0.34843974573842235,1.4,1.7,2.0,2.3,2.6
1985,April    ,75.0,2.684933333333333,1.3890424208233694,0.4,1.7,2.1,3.66,7.1
1985,August   ,138.0,3.129420289855074,1.7102002990711298,0.1,2.125,2.9,3.8,12.6
1985,November ,68.0,2.619558823529412,0.8315126188423826,1.2,2.0,2.6,3.155,4.9
1986,April    ,67.0,3.7513432835820892,2.5709483543970566,0.7,1.8,3.3,4.800000000000001,14.4
1986,August   ,120.0,3.6974999999999993,1.6022286212091734,0.6,2.6,3.6,4.5,8.1
1987,April    ,124.0,4.4322580645161285,1.7944493635171532,2.45,3.375,3.9,4.7625,10.6
1987,August   ,58.0,3.270689655172414,0.9350876909229787,1.6,2.525,3.3,3.6750000000000003,6.1
1987,July     ,55.0,2.983636363636364,1.1016424835744858,1.5,2.2,2.6,3.25,7.0
1988,April    ,64.0,3.33203125,1.6375040818439373,0.91,2.1375,3.02,4.47,7.69
1988,August   ,59.0,1.8976271186440676,0.8351405807387919,0.67,1.26,1.81,2.2350000000000003,4.2
1989,August   ,118.0,8.678050847457623,4.82643526475947,2.43,5.41,7.145,11.025,22.73
1990,April    ,62.0,1.1085483870967738,0.24343071707109876,0.46,0.98,1.125,1.2425,1.67
1990,August   ,116.0,0.5745689655172417,0.2486289088839702,0.12,0.39,0.555,0.7250000000000001,1.29
1991,April    ,61.0,5.3685245901639345,2.310558255823019,1.7,3.5,5.1,6.8,14.7
1991,August   ,117.0,3.846068376068376,1.4466870340867624,0.89,2.7,3.68,4.6,7.5
1992,April    ,62.0,4.9,2.477770018039423,1.4,2.8249999999999997,4.2,6.8,12.3
1993,April    ,62.0,3.5758064516129027,3.0353483330432636,0.4,1.3,2.55,5.0,14.2
