YEAR,MONTH,count,mean,std,min,25%,50%,75%,max
1983,April    ,26.0,13.75,5.003378858331637,9.0,11.5,12.25,13.875,34.5
1983,August   ,54.0,10.425925925925926,4.09109410956011,5.5,7.625,9.25,11.875,28.0
1983,May      ,12.0,12.975,7.126662485470893,3.0,11.274999999999999,12.0,13.0,33.0
1983,October  ,26.0,23.01923076923077,3.1081852236659553,18.5,21.125,22.55,23.924999999999997,32.6
1984,April    ,26.0,12.073076923076924,1.1894730572174195,10.2,11.125,12.0,12.575,14.8
1984,August   ,55.0,9.360000000000001,3.3608089855029006,5.1,6.7,8.3,11.9,18.5
1984,December ,36.0,22.09166666666666,2.730083724514166,18.0,19.4,22.2,24.25,27.6
1984,May      ,13.0,18.638461538461538,5.697154035355206,13.0,15.5,17.0,19.0,34.0
1985,April    ,75.0,13.265333333333333,3.0830615414662854,9.8,11.5,12.4,13.9,25.0
1985,August   ,138.0,16.80217391304347,27.149758954694256,5.0,7.525,9.1,14.149999999999999,255.2
1985,November ,68.0,21.376470588235293,3.87941823793126,12.1,18.674999999999997,21.35,24.3,28.1
1986,April    ,65.0,10.889230769230767,4.067290370939658,6.9,8.6,9.9,11.7,31.7
1986,August   ,120.0,8.962499999999997,1.731228858742985,5.4,7.9,8.5,9.8,15.6
1987,April    ,124.0,14.18709677419355,6.547723091397155,8.8,10.1,12.55,15.825000000000001,38.7
1987,August   ,58.0,6.756896551724139,1.3502582038931972,4.2,6.1,6.75,7.675000000000001,10.2
1987,July     ,49.0,6.026530612244899,1.5562743318317522,3.5,4.8,6.1,6.9,11.3
1988,April    ,64.0,8.0359375,1.2576580890876579,6.1,7.3,8.0,8.525,13.5
1988,August   ,116.0,8.062931034482759,3.452573839462601,4.2,5.975,7.15,8.925,23.4
1989,August   ,119.0,8.043697478991596,4.170673210208338,0.7,5.7,6.7,9.1,30.0
1990,April    ,62.0,7.683870967741937,1.8677762308830002,5.1,6.2250000000000005,7.5,8.7,14.0
1990,August   ,115.0,12.667826086956529,10.37041632271005,3.5,6.35,8.5,15.25,49.2
1991,April    ,62.0,11.969354838709679,5.966205063156304,5.4,8.925,10.0,11.975,29.8
1991,August   ,118.0,6.6771186440677965,2.280741033308462,2.9,5.525,6.25,7.4,20.8
1992,April    ,62.0,11.374193548387096,2.030661321970716,6.0,10.149999999999999,11.6,12.7,16.5
1993,April    ,62.0,11.229032258064512,5.042780494300388,5.5,8.475000000000001,10.5,11.7,35.1
1996,April    ,95.0,10.99385263157895,3.260413392300094,0.677,9.1915,11.073,12.373000000000001,28.803
1996,August   ,74.0,6.747513513513514,1.939661799663838,0.9059999999999999,5.8595,6.587,7.53775,14.049000000000001
