YEAR,MONTH,count,mean,std,min,25%,50%,75%,max
2002,April    ,56.0,2.619642857142857,1.1472369403931333,1.1,1.9,2.0,3.0,6.6
2002,August   ,32.0,15.940625,7.594941413904729,6.0,7.1,19.8,23.025,23.9
2003,April    ,77.0,1.61051948051948,2.1180508020992814,0.65,0.72,0.96,1.11,10.5
2003,August   ,34.0,16.570588235294114,7.5537881089562555,5.2,7.1,21.25,22.550000000000004,23.8
2004,April    ,39.0,0.9076923076923077,0.6208587496722057,0.4,0.5,0.8,1.0,3.0
2004,August   ,40.0,15.709999999999999,6.992186114990551,4.5,5.4,20.4,20.9,21.5
2005,April    ,49.0,0.9448979591836734,0.659880426191555,0.4,0.5,0.7,1.1,3.4
2005,August   ,38.0,19.236842105263158,8.801947605505903,4.8,7.2749999999999995,24.75,25.2,25.8
2006,April    ,35.0,2.211428571428572,0.36923723329829766,1.9,1.9,2.2,2.5,3.4
2006,August   ,30.0,17.646666666666665,8.23586493723445,5.1,6.124999999999999,23.45,24.2,24.4
2007,April    ,31.0,0.3870967741935482,0.23486440837764389,0.1,0.3,0.3,0.6,0.9
2007,August   ,35.0,17.459999999999997,9.128694256219198,4.3,5.8,23.8,24.2,25.5
2008,April    ,37.0,3.0432432432432437,2.748791708343114,1.6,1.9,2.1,2.3,13.0
2008,August   ,35.0,15.585714285714282,7.480647300442219,5.1,6.25,17.7,22.4,22.6
2009,April    ,34.0,2.3323529411764703,1.2525659937214688,1.6,1.9,1.9,2.1750000000000003,6.7
2009,August   ,33.0,17.003030303030304,8.576475268448165,5.1,7.5,22.9,24.3,24.7
2010,April    ,39.0,2.141025641025642,0.6718857784811613,1.7,1.7,1.8,2.7,4.8
2010,August   ,37.0,16.88918918918919,8.878400249537695,5.8,6.3,23.9,24.5,25.3
2011,April    ,32.0,1.1281250000000005,0.11704527659924399,1.0,1.0750000000000002,1.1,1.1500000000000001,1.4
2011,August   ,31.0,16.71935483870968,9.031811164059278,4.7,5.65,23.9,24.45,24.8
2012,April    ,30.0,4.076666666666669,0.2712465901051628,3.7,3.7,4.15,4.2,4.4
2012,August   ,22.0,14.963636363636361,8.906634523103467,5.6,6.3,11.85,24.275000000000002,24.4
2013,April    ,29.0,0.8241379310344831,0.11229798501497544,0.7,0.7,0.8,0.9,1.0
2013,August   ,23.0,13.804347826086957,7.368574443409203,5.7,6.55,10.5,22.0,22.2
2014,April    ,29.0,0.8586206896551721,0.19733445390885854,0.6,0.7,0.9,1.0,1.3
2014,August   ,21.0,12.695238095238096,7.706262141302759,4.6,4.9,8.8,21.3,21.3
2015,April    ,30.0,1.5566666666666669,0.42966172205852693,1.1,1.2,1.4,2.0500000000000003,2.3
2015,August   ,23.0,14.269565217391307,7.207662260186516,5.7,6.6,15.0,21.65,22.1
2016,April    ,32.0,2.625000000000001,0.17038855027411953,2.4,2.5500000000000003,2.7,2.7,3.2
2016,August   ,26.0,14.896153846153847,9.360490618305466,5.5,5.925,8.2,25.275000000000002,25.7
2017,April    ,30.0,2.1766666666666676,0.11651056880677456,2.1,2.1,2.1,2.3,2.4
2017,August   ,22.0,15.03181818181818,7.992579079766452,5.4,6.225,20.85,22.349999999999998,22.7
2018,April    ,30.0,0.5500000000000003,0.24318291682287788,0.3,0.4,0.5,0.9,0.9
