YEAR,MONTH,count,mean,std,min,25%,50%,75%,max
1983,April    ,24.0,3.633333333333334,0.09630868246861546,3.5,3.5,3.7,3.7,3.7
1983,August   ,38.0,13.389473684210527,8.16111543362244,3.1,5.525,13.575,22.45,24.3
1983,May      ,12.0,5.283333333333334,0.6264377402617456,4.4,4.5,5.65,5.8,5.8
1983,October  ,25.0,13.116000000000003,1.763916097777896,9.1,12.2,13.6,14.4,14.8
1984,April    ,24.0,1.0604166666666668,0.7226128867228782,0.6,0.6874999999999999,0.775,1.0125,3.35
1984,August   ,43.0,12.995348837209304,8.12509204309395,4.9,5.3,9.1,22.6,24.8
1984,December ,24.0,7.708333333333333,0.2780626558524356,7.4,7.5,7.6,8.0,8.2
1984,May      ,12.0,1.9333333333333333,0.09847319278346618,1.8,1.8,2.0,2.0,2.0
1985,April    ,40.0,2.1275,0.3802748668515636,1.7,1.8,2.05,2.2750000000000004,3.1
1985,August   ,58.0,13.506896551724138,7.562856187209231,4.7,5.450000000000001,13.65,21.6,22.5
1985,November ,34.0,10.426470588235297,0.18798585299675125,10.0,10.3,10.5,10.6,10.6
1986,April    ,36.0,2.0611111111111113,0.4871361075732195,1.1,1.8375000000000001,2.25,2.3249999999999997,3.2
1986,August   ,53.0,14.564150943396227,7.78608458774673,4.0,5.5,16.0,22.1,23.2
1987,April    ,60.0,1.9650000000000003,0.7205988564134742,1.3,1.3,1.55,2.7,3.9
1987,August   ,53.0,15.520754716981132,8.21746167271411,4.9,6.4,16.0,23.7,24.5
1988,April    ,40.0,1.1300000000000003,0.6030690737322778,0.3,0.7,1.1,1.2,2.4
1988,August   ,58.0,15.44396551724138,8.996071645525154,4.9,5.624999999999999,15.2,25.075000000000003,26.5
1989,August   ,57.0,13.301754385964918,7.812609798727179,4.3,5.25,13.0,21.6,23.1
1990,April    ,38.0,2.0065789473684212,0.28240546196951183,1.5,1.8,2.025,2.25,2.4
1990,August   ,58.0,15.113793103448275,6.64496771145409,6.1,8.025,15.0,22.2,22.9
1991,April    ,39.0,2.396153846153846,0.5976251922780232,1.7,1.85,2.3,2.75,3.5
1991,August   ,56.0,14.023214285714287,7.641251469882012,5.0,6.2,13.35,22.224999999999998,23.1
1992,April    ,38.0,0.9631578947368423,0.2718018481646479,0.65,0.6625000000000001,1.025,1.1375,1.5
1993,April    ,38.0,0.9336842105263161,0.30589188208865287,0.54,0.695,0.875,1.1,1.8
1996,April    ,8.0,2.9125000000000005,1.5056441431209056,1.3,1.625,2.8,4.25,4.7
1996,August   ,4.0,22.85,0.4123105625617666,22.5,22.5,22.8,23.150000000000002,23.3
1997,April    ,7.0,2.039714285714286,0.5017578447437616,1.6667,1.6667,1.6667,2.4167,2.7778
1997,August   ,3.0,19.240740743333333,2.7241112121672173,16.77777778,17.77777778,18.77777778,20.472222225000003,22.16666667
1998,April    ,24.0,3.520833333333334,0.6698339616889278,3.0,3.1,3.2,3.6,5.2
1998,August   ,5.0,24.919999999999998,0.21679483388678805,24.7,24.8,24.8,25.1,25.2
1999,August   ,5.0,21.419999999999998,1.4166862743741113,19.0,21.3,22.2,22.3,22.3
1999,March    ,2.0,1.75,0.3535533905932738,1.5,1.625,1.75,1.875,2.0
2000,April    ,2.0,3.7,0.8485281374238569,3.1,3.4000000000000004,3.7,3.9999999999999996,4.3
2000,August   ,5.0,20.159999999999997,0.48270073544588693,19.4,20.1,20.2,20.4,20.7
2001,April    ,4.0,3.9749999999999996,0.7182153808805082,3.1,3.5500000000000003,4.050000000000001,4.4750000000000005,4.7
2001,August   ,35.0,15.793714285714286,8.308252837395118,4.51,6.27,19.84,23.33,26.2
