YEAR,MONTH,count,mean,std,min,25%,50%,75%,max
1983,April    ,82.0,4.175609756097561,2.175597603475726,1.4,2.2,4.25,5.475,9.9
1983,August   ,141.0,2.686524822695037,2.253575567155321,0.1,1.4,2.1,3.1,9.6
1983,May      ,40.0,2.774,1.224939140298773,0.84,1.5750000000000002,3.0,3.7,5.0
1983,October  ,81.0,4.181481481481481,2.5516225774549377,0.7,2.2,3.4,5.6,13.2
1984,April    ,78.0,1.4211538461538455,1.2039847053966968,0.3,0.625,0.95,1.7750000000000001,5.8
1984,August   ,148.0,2.8385135135135138,2.108277294256143,0.2,1.5,2.6,3.6,13.7
1984,December ,85.0,5.087058823529412,3.854428134820859,0.8,2.0,4.0,7.0,15.5
1984,February ,16.0,0.9874999999999999,0.5439056290693574,0.3,0.6,0.8,1.4000000000000001,1.9
1984,May      ,38.0,1.9684210526315793,1.6435139123491922,0.6,0.8,1.7,2.25,6.7
1985,April    ,141.0,2.392978723404256,2.239437347919866,0.2,0.7,1.8,3.4,13.3
1985,August   ,216.0,3.2921296296296303,3.6135046573512817,0.1,1.2750000000000001,2.5,3.7050000000000005,23.5
1985,February ,18.0,1.8211111111111111,0.8336869837823454,0.53,1.0950000000000002,1.9,2.49,3.36
1985,January  ,17.0,3.4023529411764706,1.741473978458208,1.32,1.9,3.34,4.24,7.0
1985,November ,115.0,1.9944347826086948,1.0852368092323865,0.3,1.1,1.9,2.8,4.9
1986,April    ,139.0,4.627553956834533,4.536073421965176,0.3,1.4,2.9,6.425000000000001,22.3
1986,August   ,207.0,4.763623188405796,4.517765891836391,0.2,2.1,3.4,5.0,22.4
1987,April    ,238.0,4.556302521008403,2.9641248388004207,0.6,2.4625000000000004,3.9,6.475,15.7
1987,August   ,129.0,3.8945736434108524,4.469153130025016,0.1,1.5,2.4,3.7,17.9
1987,July     ,73.0,3.756164383561643,2.087927354883164,1.5,2.4,2.9,4.7,12.1
1988,April    ,138.0,4.0376811594202895,3.4479595764255038,0.47,1.6799999999999997,2.895,4.9,15.3
1988,August   ,113.0,2.5656637168141594,3.012912057208995,0.17,1.06,1.69,2.45,17.78
1989,August   ,211.0,8.871516587677728,6.853094370495274,0.57,4.484999999999999,6.63,11.985,31.76
1990,April    ,134.0,1.7516417910447761,1.3420807512597859,0.46,1.03,1.255,2.025,8.23
1990,August   ,209.0,0.5617703349282298,0.4185887747957217,0.01,0.31,0.5,0.71,2.5
1991,April    ,136.0,4.620955882352943,2.9054000498883226,0.7,2.575,3.8449999999999998,6.2250000000000005,17.43
1991,August   ,209.0,3.8878468899521508,2.58165544971826,0.25,2.41,3.4,4.7,14.3
1992,April    ,136.0,3.681617647058822,2.7965376001440796,0.1,1.5750000000000002,2.6500000000000004,5.425000000000001,13.5
1993,April    ,136.0,2.097058823529412,2.583879975898163,0.1,0.475,0.9,2.7,14.2
1996,April    ,208.0,4.439903846153848,3.116915667087246,0.1,1.3749999999999998,4.4,6.9,11.6
1996,August   ,133.0,0.9323308270676685,0.6934268081125505,0.1,0.5,0.7,1.3,3.7
1997,April    ,204.0,1.4045508140196086,1.2537245583617571,0.02353318,0.519454965,0.9277705350000001,1.9542237475,6.01586207
1997,August   ,140.0,1.6634072642714282,1.6772102106683155,0.011619137,0.65357647075,1.1371921569999999,1.9506862742500002,7.37719715
1998,April    ,104.0,1.9897557595961526,1.5714765696509057,0.032933332999999995,0.6916666665,1.3266666665,3.3149999997500004,6.1
1998,August   ,134.0,1.1488532338507458,0.8011707869055014,0.0218,0.6783333335,1.04,1.3766666667499998,4.52
1999,August   ,149.0,1.6684236912751675,1.751961308442298,0.02513,0.82,1.07,1.61,9.2
1999,March    ,103.0,1.4831067961165048,1.0369762123372743,0.06,0.41,1.41,2.165,3.45
2000,April    ,103.0,1.0977669902912628,0.8651713329568106,0.03,0.605,0.95,1.3599999999999999,4.27
2000,August   ,135.0,2.753111111111113,1.8143390172874914,0.06,1.71,2.45,3.3,8.4
2001,April    ,109.0,4.738504587155962,3.194234115656978,0.001,2.7260000000000004,3.81,6.131,16.416
2001,August   ,144.0,2.949716666666668,2.5202153586243683,0.0013,1.5250249999999999,2.23665,3.2883500000000003,11.7333
2002,April    ,208.0,1.6998942307692304,2.02607508489404,0.003,0.43724999999999997,0.9670000000000001,1.9284999999999999,11.8
2002,August   ,126.0,3.0200317460317465,2.8387513506794018,0.002,1.5547500000000003,2.153,3.05825,13.6
2003,April    ,203.0,5.697256157635469,4.135708672185112,0.003,2.81,4.547,7.166499999999999,19.067
2003,August   ,120.0,2.912783333333333,2.386368350075255,0.004,1.62675,2.287,3.08175,11.667
2004,April    ,104.0,3.246705096153846,2.7588847708586375,0.003,1.23675,2.7465,3.8499999999999996,11.533
2004,August   ,106.0,2.6012641509433956,1.9682571952625012,0.002,1.4102499999999998,2.0169999999999995,3.2515,7.733
2005,April    ,138.0,7.114804347826087,6.906649937241747,0.008,1.3965,2.84,13.4,24.2
2005,August   ,120.0,3.4238999999999984,3.6381292182113816,0.009000000000000001,1.68,2.3965,3.4202500000000002,26.866999999999997
2006,April    ,108.0,2.9034098765648158,2.0108469895503216,0.002133333,1.15499999975,2.45,4.131666667,7.933333332999999
2006,August   ,118.0,3.963469237288138,4.532581193247181,0.00687,1.8625,2.62,4.0275,28.5
2007,April    ,108.0,11.409166666666657,8.167737549789598,0.05,3.8200000000000003,9.73,19.4,27.73
2007,August   ,113.0,3.5159292035398204,2.966532258007698,0.01,1.62,2.89,4.55,10.88
2008,April    ,107.0,6.308635514018691,4.996159854370651,0.009000000000000001,2.2830000000000004,4.3469999999999995,10.533,19.1
2008,August   ,116.0,2.9292241379310355,1.482610594664794,0.02,1.8450000000000002,3.37,4.135,5.75
2009,April    ,107.0,5.982626168224297,4.895572199530735,0.008,3.2855,4.832,6.826499999999999,22.031999999999996
2009,August   ,117.0,3.459324786324788,2.9061795422058005,0.011000000000000001,1.595,2.6830000000000003,4.56,15.317
2010,April    ,108.0,4.737574074074072,3.0874999752656658,0.013999999999999999,2.28775,4.021,6.3862499999999995,12.210999999999999
2010,August   ,121.0,6.154925619834709,7.290165847639416,0.02,2.176,3.557,7.5729999999999995,35.391999999999996
2011,April    ,103.0,7.6616942394822,6.083232419159548,0.0170666666666667,1.8453333333333302,7.68,11.733333333333302,22.464000000000002
2011,August   ,116.0,6.4856685057471255,9.014400351406291,0.0207466666666667,2.0373333333333328,3.60266666666667,4.623999999999997,35.856
2012,April    ,102.0,2.6655200000000017,1.5738037147090882,0.0202666666666667,1.3519999999999974,2.50133333333333,3.61333333333333,7.30666666666667
2012,August   ,104.0,3.4109092307692306,3.200430478875667,0.0152533333333333,1.7093333333333325,2.85866666666667,4.3640000000000025,19.055999999999997
2013,April    ,103.0,4.463163754045307,4.103924324088522,0.00613333333333333,1.28666666666667,3.8133333333333304,6.933333333333335,19.3333333333333
2013,August   ,107.0,4.03927476635514,3.3328202013686177,0.0156,2.7866666666666653,3.52,4.336666666666665,23.466666666666697
2014,April    ,102.0,1.7378241830065364,1.2685849079995914,0.0042,0.7816666666666667,1.476666666666665,2.6116666666666655,4.79333333333333
2014,August   ,111.0,2.7282130930930943,1.9660238497536977,0.00572,1.69,2.1866666666666696,3.5,10.0666666666667
2015,April    ,103.0,5.443128802588999,3.1880199950614685,0.0285333333333333,2.9366666666666648,4.82,7.93333333333333,14.6
2015,August   ,115.0,5.185856231884055,6.412383976612431,0.0118,2.8200000000000003,3.6933333333333302,5.27,48.8
