YEAR,MONTH,count,mean,std,min,25%,50%,75%,max
1983,April    ,26.0,0.1423076923076923,0.007103628541917038,0.13,0.14,0.14,0.15,0.15
1983,August   ,54.0,0.17351851851851846,0.057598395136428095,0.08,0.12,0.175,0.21,0.34
1983,May      ,11.0,0.1781818181818182,0.092716576923243,0.1,0.12000000000000001,0.14,0.23,0.32
1983,October  ,26.0,0.11576923076923083,0.021386552208914267,0.08,0.1,0.12,0.14,0.14
1984,April    ,26.0,0.1258846153846154,0.01823036351382368,0.10400000000000001,0.114,0.1195,0.13649999999999998,0.165
1984,August   ,56.0,0.3580714285714284,0.14289651145851318,0.133,0.22575,0.339,0.49174999999999996,0.622
1984,December ,36.0,0.19811111111111113,0.02481563767095001,0.14800000000000002,0.19274999999999998,0.1985,0.21100000000000002,0.23800000000000002
1984,May      ,13.0,0.14161538461538464,0.03658218706223577,0.09699999999999999,0.12,0.129,0.18899999999999997,0.196
1985,April    ,75.0,0.20847866666666676,0.02292385924146548,0.142,0.195,0.209,0.21949999999999997,0.258
1985,August   ,138.0,0.19679999999999984,0.06572721552989955,0.005,0.16625,0.204,0.22075,0.4645
1985,November ,68.0,0.12821470588235298,0.02218836769810329,0.08,0.11199999999999999,0.13,0.13724999999999998,0.17800000000000002
1986,April    ,66.0,0.2924030303030304,0.17901659568078465,0.1277,0.152,0.1795,0.467025,0.603
1986,August   ,119.0,0.2696949579831934,0.05608542341932828,0.14300000000000002,0.22399999999999998,0.261,0.321,0.384
1987,April    ,124.0,0.26622177419354837,0.15560096325515574,0.091,0.1625,0.18899999999999997,0.322875,0.7175
1987,August   ,58.0,0.18531034482758615,0.06348869408856975,0.054000000000000006,0.141,0.16699999999999998,0.22374999999999998,0.32299999999999995
1987,July     ,56.0,0.18675,0.03904461317751552,0.11900000000000001,0.1615,0.183,0.20025000000000004,0.275
1988,April    ,63.0,0.13928571428571423,0.0823557249848972,0.087,0.098,0.11,0.126,0.418
1988,August   ,116.0,0.13404051724137933,0.10274324687715769,0.0017,0.052000000000000005,0.10350000000000001,0.21899999999999997,0.722
1989,August   ,119.0,0.13609243697478995,0.06230787304996715,0.015,0.0915,0.121,0.1755,0.304
1990,April    ,62.0,0.1389354838709677,0.02900303600147774,0.09,0.12350000000000001,0.138,0.151,0.225
1990,August   ,116.0,0.17833620689655177,0.07661773480309127,0.025,0.11474999999999999,0.1925,0.235,0.36200000000000004
1991,April    ,62.0,0.29230645161290314,0.26487377684967683,0.09,0.11375,0.21250000000000002,0.31224999999999997,0.9490000000000001
1991,August   ,118.0,0.2210593220338982,0.0642357160779675,0.121,0.16825,0.204,0.267,0.39299999999999996
1992,April    ,62.0,0.215241935483871,0.1154345582093134,0.138,0.14975000000000002,0.1765,0.1965,0.569
1993,April    ,62.0,0.38627419354838705,0.15722492704328153,0.22899999999999998,0.299,0.32699999999999996,0.38799999999999996,0.84
1996,April    ,97.0,0.2566494845360824,0.1045949569805982,0.003,0.204,0.217,0.273,0.534
1996,August   ,74.0,0.26654054054054066,0.0673517019726148,0.011000000000000001,0.2315,0.274,0.3105,0.371
1997,April    ,90.0,0.32383333333333336,0.07200440841685095,0.002,0.3175,0.341,0.35175,0.401
1997,August   ,66.0,0.31969696969696954,0.08019111205248655,0.005,0.276,0.3095,0.36849999999999994,0.48200000000000004
1998,April    ,47.0,0.2806382978723405,0.06595961397173764,0.006,0.238,0.264,0.3355,0.36
1998,August   ,73.0,0.26438356164383564,0.04456537960525786,0.01,0.24,0.26,0.29,0.37
1999,August   ,83.0,0.21120240963855427,0.038727245013271405,0.001,0.19605,0.22,0.23225,0.261
1999,March    ,49.0,0.2657142857142856,0.05431390245600109,0.02,0.26,0.27,0.29,0.31
2000,April    ,46.0,0.11297826086956522,0.037113932173142974,0.034,0.079,0.1095,0.14625,0.18
2000,August   ,76.0,0.135,0.05546290051316586,0.032,0.09575,0.142,0.17275000000000001,0.22699999999999998
2001,April    ,48.0,0.15147333333333332,0.08617513125059188,0.004777,0.1125585,0.127724,0.14764549999999999,0.37556999999999996
2001,August   ,80.0,0.15674868749999998,0.020048549944467083,0.120323,0.13964775,0.15316449999999998,0.17526624999999998,0.195686
