,SampleDateTime,Ammonia filtered,Unit Ammonia filtered,Carbon dissolved inorganic,Unit Carbon dissolved inorganic,Carbon dissolved organic,Unit Carbon dissolved organic,Carbon particulate organic,Unit Carbon particulate organic,Chloride dissolved,Unit Chloride dissolved,Chlorophyll A,Unit Chlorophyll A,Chlorophyll corrected,Unit Chlorophyll corrected,Nitrite and nitrate filtered,Unit Nitrite and nitrate filtered,Nitrite filtered,Unit Nitrite filtered,Nitrogen Kjeldahl total,Unit Nitrogen Kjeldahl total,Nitrogen particulate,Unit Nitrogen particulate,Nitrogen total,Unit Nitrogen total,Nitrogen total dissolved,Unit Nitrogen total dissolved,Phosphorus particulate,Unit Phosphorus particulate,Phosphorus soluble reactive,Unit Phosphorus soluble reactive,Phosphorus total,Unit Phosphorus total,Phosphorus total dissolved,Unit Phosphorus total dissolved,Phosphorus total filtered,Unit Phosphorus total filtered,SiO2,Unit SiO2,Silica soluble reactive,Unit Silica soluble reactive,Specific conductance,Unit Specific conductance,Total suspended solids (non-filterable residue),Unit Total suspended solids (non-filterable residue),Turbidity,Unit Turbidity
89,2014-04-22,0.0205,mg/L,,,,,,,54.900000000000006,mg/L,,,,,4.87,mg/L,,,0.573,mg/L,,,,,,,,,0.0283,mg/L,0.07495,mg/L,0.0345,mg/L,,,,,,,,,35.182900000000004,mg/L,,
90,2014-04-24,0.02,mg/L,,,,,,,59.8,mg/L,,,,,4.79,mg/L,,,0.491,mg/L,,,,,,,,,0.0175,mg/L,0.0623,mg/L,0.024,mg/L,,,,,,,,,29.2593,mg/L,,
91,2014-04-28,0.01,mg/L,,,,,,,68.6,mg/L,,,,,4.23,mg/L,,,0.493,mg/L,,,,,,,,,0.0013,mg/L,0.0412,mg/L,0.0079,mg/L,,,,,,,,,,,,
92,2014-05-01,0.121,mg/L,,,,,,,50.4,mg/L,,,,,4.53,mg/L,,,0.755,mg/L,,,,,,,,,0.0378,mg/L,0.338,mg/L,0.0485,mg/L,,,,,,,,,350.8671,mg/L,,
93,2014-05-05,0.011,mg/L,,,,,,,53.3,mg/L,,,,,4.93,mg/L,,,0.599,mg/L,,,,,,,,,0.0116,mg/L,0.067,mg/L,0.0194,mg/L,,,,,,,,,38.0,mg/L,,
94,2014-05-12,0.008,mg/L,,,,,,,61.7,mg/L,,,,,4.7,mg/L,,,0.557,mg/L,,,,,,,,,0.0008,mg/L,0.0392,mg/L,0.0074,mg/L,,,,,,,,,23.4483,mg/L,,
95,2014-05-15,0.043,mg/L,,,,,,,47.7,mg/L,,,,,3.87,mg/L,,,0.642,mg/L,,,,,,,,,0.0228,mg/L,0.25,mg/L,0.0295,mg/L,,,,,,,,,527.5,mg/L,,
96,2014-05-20,0.015,mg/L,,,,,,,44.0,mg/L,,,,,6.18,mg/L,,,0.71,mg/L,,,,,,,,,0.0239,mg/L,0.0683,mg/L,0.0321,mg/L,,,,,,,,,22.8,mg/L,,
97,2014-06-16,0.016,mg/L,,,,,,,85.3,mg/L,,,,,3.61,mg/L,,,0.452,mg/L,,,,,,,,,0.0464,mg/L,0.081,mg/L,0.0542,mg/L,,,,,,,,,163.2432,mg/L,,
98,2014-06-23,0.015,mg/L,,,,,,,75.7,mg/L,,,,,3.49,mg/L,,,0.561,mg/L,,,,,,,,,0.0335,mg/L,0.108,mg/L,0.0389,mg/L,,,,,,,,,60.0,mg/L,,
99,2014-07-02,0.021,mg/L,,,,,,,68.2,mg/L,,,,,4.09,mg/L,,,0.532,mg/L,,,,,,,,,0.0586,mg/L,0.139,mg/L,0.0628,mg/L,,,,,,,,,87.3016,mg/L,,
100,2014-07-08,0.045,mg/L,,,,,,,71.0,mg/L,,,,,4.12,mg/L,,,0.548,mg/L,,,,,,,,,0.0461,mg/L,0.184,mg/L,0.0543,mg/L,,,,,,,,,138.2979,mg/L,,
101,2014-07-09,0.136,mg/L,,,,,,,49.5,mg/L,,,,,9.004999999999999,mg/L,,,1.0819999999999999,mg/L,,,,,,,,,0.091,mg/L,0.4485,mg/L,0.1045,mg/L,,,,,,,,,694.6103499999999,mg/L,,
102,2014-07-11,0.076,mg/L,,,,,,,39.8,mg/L,,,,,5.96,mg/L,,,0.755,mg/L,,,,,,,,,0.0506,mg/L,0.0252,mg/L,0.0005,mg/L,,,,,,,,,314.5455,mg/L,,
103,2014-08-05,0.038,mg/L,,,,,,,60.2,mg/L,,,,,4.15,mg/L,,,0.567,mg/L,,,,,,,,,0.0561,mg/L,0.177,mg/L,0.0611,mg/L,,,,,,,,,137.2727,mg/L,,
104,2014-08-07,0.041,mg/L,,,,,,,56.0,mg/L,,,,,4.21,mg/L,,,0.685,mg/L,,,,,,,,,0.0501,mg/L,0.194,mg/L,0.0562,mg/L,,,,,,,,,183.0189,mg/L,,
105,2014-09-06,0.028,mg/L,,,,,,,79.5,mg/L,,,,,3.08,mg/L,,,0.543,mg/L,,,,,,,,,0.0568,mg/L,0.189,mg/L,0.0624,mg/L,,,,,,,,,252.5,mg/L,,
106,2014-09-07,0.049,mg/L,,,,,,,49.7,mg/L,,,,,2.59,mg/L,,,0.629,mg/L,,,,,,,,,0.0821,mg/L,0.393,mg/L,0.0869,mg/L,,,,,,,,,525.7143,mg/L,,
107,2014-09-08,0.088,mg/L,,,,,,,37.3,mg/L,,,,,1.45,mg/L,,,0.517,mg/L,,,,,,,,,0.067,mg/L,0.343,mg/L,0.0712,mg/L,,,,,,,,,335.8333,mg/L,,
108,2014-09-11,0.041,mg/L,,,,,,,35.0,mg/L,,,,,2.95,mg/L,,,0.626,mg/L,,,,,,,,,0.0859,mg/L,0.681,mg/L,0.0935,mg/L,,,,,,,,,,,,
109,2014-09-12,0.068,mg/L,,,,,,,30.6,mg/L,,,,,2.0,mg/L,,,0.71,mg/L,,,,,,,,,0.0881,mg/L,0.391,mg/L,0.0963,mg/L,,,,,,,,,345.5172,mg/L,,
110,2014-09-13,0.046,mg/L,,,,,,,25.9,mg/L,,,,,3.62,mg/L,,,0.721,mg/L,,,,,,,,,0.103,mg/L,0.188,mg/L,0.108,mg/L,,,,,,,,,480.0,mg/L,,
111,2014-09-14,0.035,mg/L,,,,,,,28.4,mg/L,,,,,4.13,mg/L,,,0.792,mg/L,,,,,,,,,0.118,mg/L,0.215,mg/L,0.123,mg/L,,,,,,,,,145.1429,mg/L,,
112,2014-10-05,0.013,mg/L,,,,,,,61.2,mg/L,,,,,3.615,mg/L,,,0.6175,mg/L,,,,,,,,,0.03375,mg/L,0.08410000000000001,mg/L,0.03975,mg/L,,,,,,,,,150.1,mg/L,,
113,2014-10-06,0.0205,mg/L,,,,,,,59.25,mg/L,,,,,3.4699999999999998,mg/L,,,0.618,mg/L,,,,,,,,,0.0446,mg/L,0.1565,mg/L,0.052250000000000005,mg/L,,,,,,,,,212.46665000000002,mg/L,,
114,2014-10-08,0.024,mg/L,,,,,,,42.150000000000006,mg/L,,,,,3.995,mg/L,,,0.6575,mg/L,,,,,,,,,0.0379,mg/L,0.127,mg/L,0.043899999999999995,mg/L,,,,,,,,,78.5441,mg/L,,
115,2014-10-09,0.019,mg/L,,,,,,,40.4,mg/L,,,,,4.74,mg/L,,,0.665,mg/L,,,,,,,,,0.0442,mg/L,0.14,mg/L,0.0505,mg/L,,,,,,,,,92.6829,mg/L,,
116,2014-10-10,0.022,mg/L,,,,,,,36.7,mg/L,,,,,4.75,mg/L,,,0.758,mg/L,,,,,,,,,0.0511,mg/L,0.154,mg/L,0.0576,mg/L,,,,,,,,,86.3636,mg/L,,
117,2014-10-16,0.018,mg/L,,,,,,,40.4,mg/L,,,,,3.57,mg/L,,,0.946,mg/L,,,,,,,,,0.0552,mg/L,0.194,mg/L,0.0653,mg/L,,,,,,,,,304.1176,mg/L,,
118,2014-10-18,0.011,mg/L,,,,,,,46.5,mg/L,,,,,3.67,mg/L,,,0.624,mg/L,,,,,,,,,0.0509,mg/L,0.182,mg/L,0.0572,mg/L,,,,,,,,,,,,
119,2014-10-19,0.006,mg/L,,,,,,,38.5,mg/L,,,,,4.47,mg/L,,,0.649,mg/L,,,,,,,,,0.0417,mg/L,0.117,mg/L,0.0483,mg/L,,,,,,,,,,,,
120,2014-10-20,0.014,mg/L,,,,,,,39.8,mg/L,,,,,4.58,mg/L,,,0.597,mg/L,,,,,,,,,0.0432,mg/L,0.0957,mg/L,0.0495,mg/L,,,,,,,,,70.2128,mg/L,,
121,2014-10-23,0.011,mg/L,,,,,,,41.7,mg/L,,,,,4.85,mg/L,,,0.639,mg/L,,,,,,,,,0.0369,mg/L,0.0897,mg/L,0.0439,mg/L,,,,,,,,,38.4615,mg/L,,
122,2014-10-25,0.006,mg/L,,,,,,,45.7,mg/L,,,,,4.92,mg/L,,,0.545,mg/L,,,,,,,,,0.0349,mg/L,0.0812,mg/L,0.0418,mg/L,,,,,,,,,32.2222,mg/L,,
123,2014-11-10,0.013,mg/L,,,,,,,58.0,mg/L,,,,,4.36,mg/L,,,0.59,mg/L,,,,,,,,,0.0378,mg/L,0.0933,mg/L,0.0459,mg/L,,,,,,,,,,,,
124,2014-11-23,0.005,mg/L,,,,,,,57.0,mg/L,,,,,4.84,mg/L,,,0.546,mg/L,,,,,,,,,0.011,mg/L,0.0297,mg/L,0.0179,mg/L,,,,,,,,,,,,
125,2014-11-24,0.007666666666666666,mg/L,,,,,,,55.06666666666666,mg/L,,,,,4.5633333333333335,mg/L,,,0.6356666666666666,mg/L,,,,,,,,,0.032600000000000004,mg/L,0.2890333333333333,mg/L,0.0384,mg/L,,,,,,,,,762.8571,mg/L,,
126,2014-11-25,0.03,mg/L,,,,,,,39.6,mg/L,,,,,4.95,mg/L,,,0.753,mg/L,,,,,,,,,0.0673,mg/L,0.346,mg/L,0.0733,mg/L,,,,,,,,,318.9474,mg/L,,
127,2014-11-26,0.077,mg/L,,,,,,,27.0,mg/L,,,,,5.38,mg/L,,,0.945,mg/L,,,,,,,,,0.166,mg/L,0.409,mg/L,0.167,mg/L,,,,,,,,,239.375,mg/L,,
128,2014-11-28,0.074,mg/L,,,,,,,31.8,mg/L,,,,,5.86,mg/L,,,0.901,mg/L,,,,,,,,,0.176,mg/L,0.303,mg/L,0.182,mg/L,,,,,,,,,87.1429,mg/L,,
129,2014-11-29,0.086,mg/L,,,,,,,36.9,mg/L,,,,,5.94,mg/L,,,0.901,mg/L,,,,,,,,,0.152,mg/L,0.25,mg/L,0.153,mg/L,,,,,,,,,63.2,mg/L,,
130,2014-11-30,0.077,mg/L,,,,,,,49.3,mg/L,,,,,6.0,mg/L,,,0.793,mg/L,,,,,,,,,0.129,mg/L,0.224,mg/L,0.132,mg/L,,,,,,,,,64.5,mg/L,,
131,2014-12-02,0.069,mg/L,,,,,,,73.9,mg/L,,,,,6.19,mg/L,,,0.718,mg/L,,,,,,,,,0.102,mg/L,0.144,mg/L,0.106,mg/L,,,,,,,,,,,,
132,2014-12-26,0.007,mg/L,,,,,,,51.8,mg/L,,,,,5.2,mg/L,,,0.908,mg/L,,,,,,,,,0.0952,mg/L,0.159,mg/L,0.112,mg/L,,,,,,,,,812.2222,mg/L,,
133,2014-12-28,0.087,mg/L,,,,,,,42.5,mg/L,,,,,6.32,mg/L,,,0.772,mg/L,,,,,,,,,0.0498,mg/L,0.104,mg/L,0.0584,mg/L,,,,,,,,,,,,
134,2015-01-04,0.036,mg/L,,,,,,,49.7,mg/L,,,,,6.6,mg/L,,,0.623,mg/L,,,,,,,,,0.0594,mg/L,0.0918,mg/L,0.0672,mg/L,,,,,,,,,,,,
135,2015-01-05,0.029,mg/L,,,,,,,42.7,mg/L,,,,,5.22,mg/L,,,0.751,mg/L,,,,,,,,,0.122,mg/L,0.225,mg/L,0.132,mg/L,,,,,,,,,133.9394,mg/L,,
136,2015-01-06,0.03,mg/L,,,,,,,102.25,mg/L,,,,,5.225,mg/L,,,0.6845,mg/L,,,,,,,,,0.091,mg/L,0.1375,mg/L,0.10039999999999999,mg/L,,,,,,,,,78.96135000000001,mg/L,,
137,2015-01-07,0.038500000000000006,mg/L,,,,,,,128.0,mg/L,,,,,4.46,mg/L,,,0.621,mg/L,,,,,,,,,0.05295,mg/L,0.076,mg/L,0.059550000000000006,mg/L,,,,,,,,,27.83335,mg/L,,
138,2015-01-13,0.103,mg/L,,,,,,,80.3,mg/L,,,,,7.09,mg/L,,,0.697,mg/L,,,,,,,,,0.0465,mg/L,0.118,mg/L,0.0548,mg/L,,,,,,,,,4.5714,mg/L,,
139,2015-01-14,0.059,mg/L,,,,,,,80.7,mg/L,,,,,7.0,mg/L,,,0.712,mg/L,,,,,,,,,0.0469,mg/L,0.0618,mg/L,0.0554,mg/L,,,,,,,,,5.8824,mg/L,,
140,2015-01-16,0.066,mg/L,,,,,,,81.5,mg/L,,,,,6.81,mg/L,,,0.636,mg/L,,,,,,,,,0.0454,mg/L,0.0757,mg/L,0.0679,mg/L,,,,,,,,,6.5,mg/L,,
141,2015-01-19,0.05,mg/L,,,,,,,101.0,mg/L,,,,,6.505,mg/L,,,0.5745,mg/L,,,,,,,,,0.04155,mg/L,0.057249999999999995,mg/L,0.0495,mg/L,,,,,,,,,6.8302499999999995,mg/L,,
142,2015-01-20,0.067,mg/L,,,,,,,92.5,mg/L,,,,,5.94,mg/L,,,0.661,mg/L,,,,,,,,,0.0439,mg/L,0.0604,mg/L,0.0516,mg/L,,,,,,,,,3.5484,mg/L,,
143,2015-01-23,0.121,mg/L,,,,,,,244.0,mg/L,,,,,5.87,mg/L,,,0.713,mg/L,,,,,,,,,0.0448,mg/L,0.0607,mg/L,0.0527,mg/L,,,,,,,,,11.5,mg/L,,
144,2015-02-09,0.064,mg/L,,,,,,,120.0,mg/L,,,,,6.44,mg/L,,,0.558,mg/L,,,,,,,,,0.0336,mg/L,0.0544,mg/L,0.0408,mg/L,,,,,,,,,12.3333,mg/L,,
145,2015-02-16,0.062,mg/L,,,,,,,162.0,mg/L,,,,,6.4,mg/L,,,0.583,mg/L,,,,,,,,,0.0252,mg/L,0.0449,mg/L,0.0303,mg/L,,,,,,,,,7.2222,mg/L,,
146,2015-03-09,0.073,mg/L,,,,,,,157.0,mg/L,,,,,6.16,mg/L,,,0.585,mg/L,,,,,,,,,0.028,mg/L,0.0524,mg/L,0.0388,mg/L,,,,,,,,,6.2,mg/L,,
147,2015-03-14,0.125,mg/L,,,,,,,229.0,mg/L,,,,,5.14,mg/L,,,0.82,mg/L,,,,,,,,,0.0318,mg/L,0.0741,mg/L,0.0425,mg/L,,,,,,,,,23.4,mg/L,,
148,2015-03-15,0.24,mg/L,,,,,,,181.0,mg/L,,,,,3.7,mg/L,,,1.3,mg/L,,,,,,,,,0.077,mg/L,0.176,mg/L,0.094,mg/L,,,,,,,,,148.1,mg/L,,
149,2015-03-16,0.328,mg/L,,,,,,,112.0,mg/L,,,,,2.68,mg/L,,,1.84,mg/L,,,,,,,,,0.164,mg/L,0.258,mg/L,0.186,mg/L,,,,,,,,,99.1,mg/L,,
150,2015-03-17,0.199,mg/L,,,,,,,116.0,mg/L,,,,,2.58,mg/L,,,0.914,mg/L,,,,,,,,,0.1,mg/L,0.202,mg/L,0.111,mg/L,,,,,,,,,92.7,mg/L,,
151,2015-03-18,0.338,mg/L,,,,,,,63.1,mg/L,,,,,2.44,mg/L,,,1.14,mg/L,,,,,,,,,0.148,mg/L,0.261,mg/L,0.183,mg/L,,,,,,,,,170.3,mg/L,,
152,2015-03-19,0.296,mg/L,,,,,,,57.95,mg/L,,,,,2.91,mg/L,,,0.968,mg/L,,,,,,,,,0.1265,mg/L,0.2785,mg/L,0.14,mg/L,,,,,,,,,597.3,mg/L,,
153,2015-03-20,0.281,mg/L,,,,,,,55.5,mg/L,,,,,2.88,mg/L,,,1.04,mg/L,,,,,,,,,0.121,mg/L,0.315,mg/L,0.131,mg/L,,,,,,,,,604.8,mg/L,,
154,2015-03-21,0.26,mg/L,,,,,,,56.2,mg/L,,,,,3.13,mg/L,,,0.998,mg/L,,,,,,,,,0.112,mg/L,0.253,mg/L,0.123,mg/L,,,,,,,,,247.4,mg/L,,
155,2015-03-23,0.197,mg/L,,,,,,,46.6,mg/L,,,,,3.65,mg/L,,,0.985,mg/L,,,,,,,,,0.118,mg/L,0.274,mg/L,0.125,mg/L,,,,,,,,,182.0,mg/L,,
156,2015-03-30,0.12,mg/L,,,,,,,45.6,mg/L,,,,,4.36,mg/L,,,0.762,mg/L,,,,,,,,,0.0808,mg/L,0.142,mg/L,0.0898,mg/L,,,,,,,,,33.8,mg/L,,
157,2015-04-01,0.059,mg/L,,,,,,,54.1,mg/L,,,,,4.53,mg/L,,,0.652,mg/L,,,,,,,,,0.0576,mg/L,0.101,mg/L,0.0666,mg/L,,,,,,,,,54.8,mg/L,,
158,2015-04-02,0.074,mg/L,,,,,,,56.5,mg/L,,,,,4.55,mg/L,,,0.644,mg/L,,,,,,,,,0.0542,mg/L,0.123,mg/L,0.0626,mg/L,,,,,,,,,185.8,mg/L,,
159,2015-04-04,0.108,mg/L,,,,,,,40.1,mg/L,,,,,4.48,mg/L,,,0.852,mg/L,,,,,,,,,0.064,mg/L,0.201,mg/L,0.0704,mg/L,,,,,,,,,233.0,mg/L,,
160,2015-04-05,0.077,mg/L,,,,,,,37.4,mg/L,,,,,4.64,mg/L,,,0.748,mg/L,,,,,,,,,0.0684,mg/L,0.156,mg/L,0.0756,mg/L,,,,,,,,,1026.0,mg/L,,
161,2015-04-06,0.056,mg/L,,,,,,,34.2,mg/L,,,,,5.04,mg/L,,,0.71,mg/L,,,,,,,,,0.0704,mg/L,0.152,mg/L,0.0786,mg/L,,,,,,,,,452.0,mg/L,,
162,2015-04-07,0.054,mg/L,,,,,,,35.5,mg/L,,,,,5.18,mg/L,,,0.677,mg/L,,,,,,,,,0.0669,mg/L,0.131,mg/L,0.0755,mg/L,,,,,,,,,82.9,mg/L,,
163,2015-04-10,0.065,mg/L,,,,,,,40.3,mg/L,,,,,5.03,mg/L,,,0.812,mg/L,,,,,,,,,0.046,mg/L,0.365,mg/L,0.0512,mg/L,,,,,,,,,501.1,mg/L,,
164,2015-04-12,0.08,mg/L,,,,,,,30.7,mg/L,,,,,5.92,mg/L,,,0.892,mg/L,,,,,,,,,0.0011,mg/L,0.259,mg/L,0.0828,mg/L,,,,,,,,,373.0,mg/L,,
165,2015-04-13,0.069,mg/L,,,,,,,35.2,mg/L,,,,,6.18,mg/L,,,0.915,mg/L,,,,,,,,,0.0725,mg/L,0.184,mg/L,0.0792,mg/L,,,,,,,,,181.5,mg/L,,
166,2015-04-14,0.006,mg/L,,,,,,,38.5,mg/L,,,,,6.56,mg/L,,,0.71,mg/L,,,,,,,,,0.0605,mg/L,0.143,mg/L,0.0699,mg/L,,,,,,,,,138.9,mg/L,,
167,2015-04-16,0.05,mg/L,,,,,,,53.1,mg/L,,,,,6.08,mg/L,,,0.667,mg/L,,,,,,,,,0.0517,mg/L,0.117,mg/L,0.0613,mg/L,,,,,,,,,104.3,mg/L,,
168,2015-04-20,0.023,mg/L,,,,,,,60.4,mg/L,,,,,5.84,mg/L,,,0.537,mg/L,,,,,,,,,0.0318,mg/L,0.0902,mg/L,0.039,mg/L,,,,,,,,,80.0,mg/L,,
169,2015-04-21,0.034,mg/L,,,,,,,52.9,mg/L,,,,,5.16,mg/L,,,1.08,mg/L,,,,,,,,,0.0359,mg/L,0.237,mg/L,0.0421,mg/L,,,,,,,,,327.0,mg/L,,
170,2015-04-22,0.036,mg/L,,,,,,,77.0,mg/L,,,,,4.56,mg/L,,,0.581,mg/L,,,,,,,,,0.023,mg/L,0.118,mg/L,0.0286,mg/L,,,,,,,,,118.4,mg/L,,
171,2015-05-19,0.026,mg/L,,,,,,,86.3,mg/L,,,,,3.84,mg/L,,,0.563,mg/L,,,,,,,,,0.0008,mg/L,0.0415,mg/L,0.01,mg/L,,,,,,,,,31.2,mg/L,,
172,2015-05-25,0.014,mg/L,,,,,,,96.9,mg/L,,,,,3.82,mg/L,,,0.603,mg/L,,,,,,,,,0.004,mg/L,0.0557,mg/L,0.011,mg/L,,,,,,,,,25.2,mg/L,,
173,2015-05-31,0.0725,mg/L,,,,,,,92.25,mg/L,,,,,3.96,mg/L,,,0.643,mg/L,,,,,,,,,0.02655,mg/L,0.07635,mg/L,0.0356,mg/L,,,,,,,,,48.1,mg/L,,
174,2015-06-01,0.324,mg/L,,,,,,,72.35,mg/L,,,,,9.925,mg/L,,,1.385,mg/L,,,,,,,,,0.0562,mg/L,0.365,mg/L,0.06285,mg/L,,,,,,,,,796.25,mg/L,,
175,2015-06-08,0.026,mg/L,,,,,,,67.6,mg/L,,,,,10.1,mg/L,,,0.669,mg/L,,,,,,,,,0.0262,mg/L,0.0808,mg/L,0.0337,mg/L,,,,,,,,,76.9,mg/L,,
176,2015-06-10,0.068,mg/L,,,,,,,64.0,mg/L,,,,,11.5,mg/L,,,1.4,mg/L,,,,,,,,,0.0402,mg/L,0.393,mg/L,0.05,mg/L,,,,,,,,,877.7,mg/L,,
177,2015-06-11,0.114,mg/L,,,,,,,34.7,mg/L,,,,,14.1,mg/L,,,1.05,mg/L,,,,,,,,,0.0651,mg/L,0.22,mg/L,0.0693,mg/L,,,,,,,,,242.9,mg/L,,
178,2015-06-12,0.079,mg/L,,,,,,,32.8,mg/L,,,,,15.6,mg/L,,,1.17,mg/L,,,,,,,,,0.0916,mg/L,0.172,mg/L,0.101,mg/L,,,,,,,,,112.0,mg/L,,
179,2015-06-15,0.016,mg/L,,,,,,,44.2,mg/L,,,,,12.55,mg/L,,,0.808,mg/L,,,,,,,,,0.058050000000000004,mg/L,0.152,mg/L,0.06575,mg/L,,,,,,,,,121.4,mg/L,,
180,2015-06-16,0.017,mg/L,,,,,,,42.6,mg/L,,,,,12.4,mg/L,,,0.805,mg/L,,,,,,,,,0.0678,mg/L,0.239,mg/L,0.0772,mg/L,,,,,,,,,220.8,mg/L,,
181,2015-06-17,0.015,mg/L,,,,,,,55.3,mg/L,,,,,9.38,mg/L,,,0.667,mg/L,,,,,,,,,0.0452,mg/L,0.169,mg/L,0.0532,mg/L,,,,,,,,,164.7,mg/L,,
182,2015-06-24,0.048,mg/L,,,,,,,54.4,mg/L,,,,,6.28,mg/L,,,0.66,mg/L,,,,,,,,,0.0357,mg/L,0.118,mg/L,0.0421,mg/L,,,,,,,,,3104.3,mg/L,,
183,2015-06-28,0.097,mg/L,,,,,,,43.2,mg/L,,,,,7.56,mg/L,,,0.944,mg/L,,,,,,,,,0.0599,mg/L,0.148,mg/L,0.071,mg/L,,,,,,,,,747.5,mg/L,,
184,2015-06-29,0.2495,mg/L,,,,,,,38.0,mg/L,,,,,9.71,mg/L,,,1.69,mg/L,,,,,,,,,0.10450000000000001,mg/L,0.39249999999999996,mg/L,0.108,mg/L,,,,,,,,,912.8,mg/L,,
185,2015-07-13,0.02,mg/L,,,,,,,57.2,mg/L,,,,,5.44,mg/L,,,0.577,mg/L,,,,,,,,,0.0255,mg/L,0.0996,mg/L,0.0294,mg/L,,,,,,,,,103.6,mg/L,,
186,2015-07-20,0.014,mg/L,,,,,,,61.6,mg/L,,,,,5.26,mg/L,,,0.605,mg/L,,,,,,,,,0.024,mg/L,0.09,mg/L,0.0301,mg/L,,,,,,,,,98.1,mg/L,,
187,2015-07-27,0.0315,mg/L,,,,,,,68.55,mg/L,,,,,4.45,mg/L,,,0.5814999999999999,mg/L,,,,,,,,,0.0397,mg/L,0.1335,mg/L,0.04675,mg/L,,,,,,,,,121.44999999999999,mg/L,,
188,2015-08-04,0.036,mg/L,,,,,,,91.6,mg/L,,,,,2.72,mg/L,,,0.556,mg/L,,,,,,,,,0.0011,mg/L,0.0794,mg/L,0.0091,mg/L,,,,,,,,,110.2,mg/L,,
189,2015-08-10,0.038,mg/L,,,,,,,90.8,mg/L,,,,,2.96,mg/L,,,0.575,mg/L,,,,,,,,,0.0032,mg/L,0.0462,mg/L,0.0088,mg/L,,,,,,,,,45.1,mg/L,,
190,2015-08-17,0.024,mg/L,,,,,,,93.2,mg/L,,,,,2.74,mg/L,,,0.536,mg/L,,,,,,,,,0.0013,mg/L,0.049,mg/L,0.0079,mg/L,,,,,,,,,129.2,mg/L,,
191,2015-08-24,0.046,mg/L,,,,,,,100.0,mg/L,,,,,2.85,mg/L,,,0.651,mg/L,,,,,,,,,0.0006,mg/L,0.0836,mg/L,0.0093,mg/L,,,,,,,,,73.0,mg/L,,
192,2015-08-31,0.065,mg/L,,,,,,,86.8,mg/L,,,,,2.48,mg/L,,,0.563,mg/L,,,,,,,,,0.0391,mg/L,0.119,mg/L,0.0509,mg/L,,,,,,,,,88.0,mg/L,,
193,2015-09-08,0.044,mg/L,,,,,,,102.0,mg/L,,,,,3.085,mg/L,,,0.651,mg/L,,,,,,,,,0.06125,mg/L,0.149,mg/L,0.0692,mg/L,,,,,,,,,132.39999999999998,mg/L,,
194,2015-09-14,0.031,mg/L,,,,,,,78.8,mg/L,,,,,2.75,mg/L,,,0.601,mg/L,,,,,,,,,0.0735,mg/L,0.17,mg/L,0.08,mg/L,,,,,,,,,206.5,mg/L,,
195,2015-09-21,0.022,mg/L,,,,,,,94.3,mg/L,,,,,3.32,mg/L,,,0.594,mg/L,,,,,,,,,0.0531,mg/L,0.133,mg/L,0.0679,mg/L,,,,,,,,,97.3,mg/L,,
196,2015-09-28,0.026,mg/L,,,,,,,105.0,mg/L,,,,,3.66,mg/L,,,0.566,mg/L,,,,,,,,,0.0377,mg/L,0.108,mg/L,0.0438,mg/L,,,,,,,,,89.1,mg/L,,
197,2016-06-22,0.019,mg/L,37.1,mg/L,4.5,mg/L,,,97.9,mg/L,10.1,µg/L,7.2,µg/L,2.96,mg/L,,,,,,,3.1,mg/L,,,,,0.0022,mg/L,0.0567,mg/L,0.0082,mg/L,,,,,1.78,mg/L,746.0,µS/cm,57.2,mg/L,51.5,NTU
198,2016-07-11,0.043,mg/L,,,,,,,103.0,mg/L,3.0,µg/L,1.4,µg/L,3.44,mg/L,,,0.523,mg/L,,,,,,,,,0.0321,mg/L,0.109,mg/L,0.0381,mg/L,,,,,,,,,96.34,mg/L,,
199,2016-07-25,0.0375,mg/L,,,,,,,98.19999999999999,mg/L,86.1,µg/L,84.1,µg/L,0.38449999999999995,mg/L,,,0.5535000000000001,mg/L,,,,,,,,,0.00165,mg/L,0.129,mg/L,0.009049999999999999,mg/L,,,,,,,,,138.33499999999998,mg/L,,
200,2016-08-08,0.020999999999999998,mg/L,,,,,,,62.0,mg/L,12.5,µg/L,8.7,µg/L,1.27,mg/L,,,0.403,mg/L,,,,,,,,,0.00465,mg/L,0.09570000000000001,mg/L,0.0103,mg/L,,,,,,,,,94.685,mg/L,,
201,2016-08-17,0.178,mg/L,,,,,,,52.2,mg/L,16.7,µg/L,11.6,µg/L,1.69,mg/L,,,0.614,mg/L,,,,,,,,,0.0788,mg/L,0.217,mg/L,0.0823,mg/L,,,,,,,,,164.0,mg/L,,
202,2016-08-22,0.055,mg/L,,,,,,,77.25,mg/L,25.2,µg/L,16.0,µg/L,2.09,mg/L,,,0.496,mg/L,,,,,,,,,0.051250000000000004,mg/L,0.14250000000000002,mg/L,0.057050000000000003,mg/L,,,,,,,,,145.73499999999999,mg/L,,
203,2016-08-23,0.032,mg/L,,,,,,,78.4,mg/L,,,,,2.31,mg/L,,,,,,,,,,,,,0.0473,mg/L,0.188,mg/L,0.0524,mg/L,,,,,,,,,171.67,mg/L,,
204,2016-08-24,0.037,mg/L,,,,,,,84.8,mg/L,,,,,2.51,mg/L,,,,,,,,,,,,,0.0557,mg/L,0.204,mg/L,0.0627,mg/L,,,,,,,,,193.33,mg/L,,
