year,month,count,mean,std,min,25%,50%,75%,max
2004,4,5.0,10.9279998,11.563464513890297,0.02,0.02,13.4,13.4,27.799999
2004,8,12.0,11.402500000000003,2.0172534207769646,8.52,10.54,11.649999999999999,12.3,14.4
2006,4,7.0,15.57142857142857,4.651062346645221,10.3,12.350000000000001,14.3,18.35,23.0
2006,8,9.0,12.427777777777777,3.694346281068471,9.15,10.6,10.7,12.6,21.0
2007,4,6.0,15.866666666666665,2.8633313930920856,12.1,13.75,16.1,18.0,19.3
2009,4,13.0,11.475384615384618,8.60907332932782,0.02,0.02,15.1,16.1,26.9
2009,7,8.0,13.674999999999999,3.435424698220419,9.6,10.700000000000001,13.45,16.525,18.6
2010,7,13.0,10.526153846153845,5.236064900383267,0.04,8.43,11.5,14.4,16.3
2012,5,26.0,12.473846153846154,4.986136842825777,0.01,10.225,12.75,14.900000000000002,21.7
2012,7,7.0,14.485714285714284,3.385473168026675,10.7,11.3,14.6,17.8,17.9
2013,4,13.0,17.84769230769231,9.417088327296424,0.01,15.3,20.0,21.9,31.0
2013,8,13.0,11.694615384615386,6.610150799319452,0.01,9.76,11.6,14.3,22.2
2014,5,13.0,16.94769230769231,9.002752499325002,0.01,14.3,17.9,24.8,29.6
2014,8,16.0,14.851250000000002,3.5481823985434198,9.14,12.500000000000002,15.850000000000001,16.4,20.1
2015,5,11.0,13.447272727272729,8.890610879921683,0.01,11.350000000000001,12.4,16.7,27.5
2015,7,11.0,10.985454545454546,6.041015417355536,0.01,10.45,10.6,15.25,17.3
