year,month,count,mean,std,min,25%,50%,75%,max
2004,4,19.0,11.738421052631582,8.183020537917331,0.02,0.025,16.799999,17.4,17.6
2004,8,38.0,17.423684394736846,0.3340448699009013,16.700001,17.200001,17.45,17.6,18.4
2006,4,16.0,13.3675,7.985740207812089,0.02,12.755,17.4,17.900000000000002,19.5
2006,8,17.0,17.570588235294117,0.3836741877595377,16.9,17.4,17.5,17.8,18.4
2007,4,15.0,10.681333333333335,9.076300274157234,0.02,0.02,16.9,17.15,20.3
2009,4,18.0,12.167777777777776,8.85114054169794,0.02,0.02,17.8,18.2,19.7
2009,7,22.0,17.465,3.8962127520868024,0.13,17.8,18.3,18.674999999999997,19.1
2010,7,25.0,15.307600000000003,5.767211400090458,0.02,17.2,17.4,17.6,17.8
2012,5,27.0,13.154074074074073,7.160762883326404,0.01,16.65,16.9,17.0,17.1
2012,7,19.0,16.209999999999997,3.911380830346235,0.09,16.95,17.1,17.25,17.5
2013,4,19.0,16.663157894736845,0.40989229793499793,16.3,16.4,16.7,16.75,18.1
2013,8,20.0,16.294999999999998,0.3966637181078674,15.7,15.875,16.4,16.6,16.9
2014,5,15.0,14.614666666666665,6.00555084504169,0.01,16.1,16.5,16.75,19.1
2014,8,47.0,16.385957446808504,3.569586908005187,0.01,16.5,16.8,17.6,18.4
2015,5,18.0,16.777777777777775,0.37971437493983246,16.5,16.525,16.65,16.8,18.0
2015,7,24.0,15.514583333333333,4.782016110356609,0.01,16.7,16.75,17.1,17.7
