year,month,count,mean,std,min,25%,50%,75%,max
1994,4,10.0,0.00129,0.0007766738197095497,0.0004,0.000925,0.00115,0.0014500000000000001,0.0031
1995,4,14.0,0.003057142857142857,0.0025560529324344192,0.0002,0.0005,0.0033,0.004575,0.0075
1998,4,8.0,0.004575,0.0035455203124103362,0.0022,0.002375,0.0027,0.0053,0.0119
2000,4,11.0,0.0008545454545454546,0.0006593385114850131,0.0002,0.00025,0.0007,0.00145,0.0019
2002,4,8.0,0.0075,0.0032106964086583193,0.0003,0.007325000000000001,0.0081,0.00935,0.0106
2004,4,19.0,0.002373684210526316,0.0023553348677377677,0.0002,0.00039999999999999996,0.001,0.00445,0.0061
2006,4,16.0,0.0028187499999999996,0.0031519768928933048,0.0002,0.000675,0.00135,0.004575,0.0087
2007,4,15.0,0.00432,0.0034025620598937753,0.0003,0.00045,0.0051,0.0078,0.0083
2009,4,18.0,0.0011888888888888889,0.0012318751316059925,0.0002,0.0002,0.0008,0.001925,0.004
2012,5,25.0,0.0014200000000000005,0.0014462595433277759,0.0002,0.0006,0.001,0.0016,0.0069
2013,4,19.0,0.006663157894736841,0.002889292594374345,0.0005,0.0044,0.0081,0.00875,0.0097
2014,5,15.0,0.004540000000000001,0.0034354870729739954,0.0004,0.0025,0.0041,0.00475,0.0117
2015,5,18.0,0.000988888888888889,0.0007466701680590173,0.0003,0.00042500000000000003,0.0008500000000000001,0.0012749999999999999,0.0035
