year,month,count,mean,std,min,25%,50%,75%,max
1994,4,21.0,0.0036,0.0024132965006397372,0.0006,0.0009,0.0042,0.0054,0.0083
1994,7,47.0,0.0035127659574468078,0.0009097579757650299,0.0003,0.0033,0.0035,0.00395,0.005
1994,10,14.0,0.006671428571428572,0.004799427621550875,0.0004,0.002725,0.006149999999999999,0.010349999999999998,0.0145
1995,4,12.0,0.0043166666666666674,0.002295780054928185,0.0005,0.003325,0.0042,0.00595,0.008
1995,8,52.0,0.003388461538461539,0.001376932345747682,0.0002,0.002575,0.00355,0.004225,0.0066
1995,10,23.0,0.00998695652173913,0.003925245139747915,0.0002,0.0093,0.0101,0.01155,0.0179
1998,4,12.0,0.006191666666666667,0.0035266410321575076,0.0002,0.004625,0.006500000000000001,0.009099999999999999,0.0114
1998,7,47.0,0.0034787234042553197,0.001648442765844911,0.0002,0.0028,0.0033,0.00375,0.0089
2000,4,8.0,0.003325,0.001906192914836121,0.0002,0.0024999999999999996,0.0040999999999999995,0.00435,0.0056
2000,9,35.0,0.014397142857142855,0.021320805714196662,0.0006,0.00485,0.0055,0.013149999999999998,0.0856
2002,4,12.0,0.009916666666666666,0.0049372118251155275,0.0005,0.009825,0.0106,0.011225,0.0172
2002,8,45.0,0.0042044444444444455,0.0018935243181523558,0.0002,0.0034,0.0044,0.005,0.0098
2004,4,12.0,0.0038083333333333337,0.002608189317352464,0.0005,0.0027500000000000003,0.0038,0.00445,0.0095
2004,8,24.0,0.004220833333333333,0.0008632492544811834,0.003,0.0036,0.004,0.004824999999999999,0.0065
2006,4,15.0,0.003613333333333334,0.002155679099715999,0.0005,0.0023,0.004,0.00465,0.0073
2006,8,17.0,0.004464705882352942,0.0009823067090212888,0.0033,0.0038,0.0043,0.0049,0.0063
2007,4,8.0,0.0086125,0.005995816994252863,0.0013,0.0054,0.0059,0.01245,0.0176
2009,4,12.0,0.0032500000000000007,0.002733795230743583,0.0005,0.0005,0.00345,0.0042,0.0101
2009,7,13.0,0.003446153846153846,0.0011493587956011126,0.0007,0.0029,0.0036,0.0039,0.0053
2010,7,15.0,0.0032,0.0007837638128197258,0.0005,0.00315,0.0034,0.00355,0.0038
2012,5,18.0,0.003933333333333334,0.0023691646579481525,0.0005,0.00355,0.0041,0.005175,0.01
2012,7,15.0,0.0041933333333333345,0.0014796074125382366,0.0006,0.0036,0.0042,0.0052,0.0059
