year,month,count,mean,std,min,25%,50%,75%,max
1994,4,13.0,2.784615384615385,2.4828901686831797,0.6,0.9,1.9,2.8,8.1
1994,7,11.0,2.0090909090909084,1.4480708169523655,0.8,1.2,1.6,1.7999999999999998,4.9
1994,10,11.0,5.327272727272728,5.007412687025289,0.5,1.35,3.5,9.4,14.8
1995,4,10.0,3.07,1.9252993995162875,0.5,1.8250000000000002,3.05,4.625,6.1
1995,8,12.0,1.8083333333333333,1.2493331554606775,0.7,0.8,1.25,2.425,4.1
1995,10,8.0,3.1249999999999996,1.941096891671599,1.4,1.8499999999999999,2.5,3.4250000000000003,6.7
1998,4,10.0,2.8,1.5025903559446192,1.1,1.9499999999999997,2.5,3.375,5.7
1998,7,11.0,2.6636363636363636,1.6341803616937316,0.6,1.9,2.1,3.15,6.7
2000,4,6.0,1.7666666666666668,0.23380903889000246,1.5,1.575,1.8,1.8749999999999998,2.1
2000,9,11.0,4.154545454545455,2.316188090964823,2.5,2.8,3.8,4.05,10.7
2002,4,10.0,0.7499999999999999,0.8488554385497895,0.1,0.22500000000000003,0.5,0.9,2.9
2002,8,11.0,1.7272727272727273,0.8223027533590157,0.8,1.2000000000000002,1.3,2.25,3.2
2004,4,7.0,4.485714285714286,3.3493425083283492,1.1,2.2,2.7,6.45,10.3
2004,8,8.0,1.3250000000000002,0.5548487567410987,0.8,0.875,1.2000000000000002,1.5749999999999997,2.2
2006,4,11.0,3.563636363636363,1.1377809343390557,1.4,3.0999999999999996,3.6,3.8,5.9
2006,8,9.0,1.9777777777777779,0.9959640778885775,0.7,1.2,1.8,2.7,3.5
2007,4,6.0,5.033333333333333,3.440736355297608,0.8,2.55,4.9,7.85,9.0
2009,4,8.0,3.2375,1.8054975570660372,1.0,1.775,3.1500000000000004,4.525,6.2
2009,7,6.0,2.25,1.4110279940525632,0.6,1.375,1.95,3.05,4.4
2010,7,6.0,4.133333333333333,0.8115828156551043,3.3,3.425,4.1,4.8500000000000005,5.0
2012,5,10.0,2.6,0.8653836657164781,1.4,2.1,2.7,2.95,4.5
2012,7,7.0,2.085714285714286,0.3891382420536067,1.3,2.0,2.2,2.3499999999999996,2.4
2013,4,10.0,3.9200000000000004,2.095391769256209,1.0,2.7,3.0,5.0,7.4
2013,8,9.0,2.6,2.2282279955157196,0.6,1.2,1.6,3.8,7.5
2014,5,9.0,2.8444444444444446,0.938231196335838,1.3,2.6,3.2,3.4,4.0
2014,8,12.0,2.5499999999999994,1.4254185988046395,1.0,1.5750000000000002,1.85,3.4499999999999997,5.1
2015,5,12.0,3.2583333333333333,2.468882092745376,0.7,1.5250000000000001,2.45,4.65,9.1
2015,7,10.0,2.85,0.4836206042848969,2.2,2.525,2.75,3.325,3.5
