year,month,count,mean,std,min,25%,50%,75%,max
1986,5,8.0,11.7125,10.189551721528984,1.8,5.025,8.5,16.05,33.0
1994,4,60.0,3.27,2.3854999831254506,0.4,1.5250000000000001,2.6500000000000004,4.7250000000000005,9.6
1994,7,63.0,3.3126984126984125,2.65497050973793,0.8,1.5,2.2,4.45,14.2
1994,10,60.0,3.8533333333333335,3.189201412535356,0.5,1.3499999999999999,2.7,6.2250000000000005,14.8
1995,4,63.0,2.3079365079365077,1.6519100955093386,0.1,1.1,1.8,3.5,6.1
1995,8,62.0,2.1870967741935488,1.8421729748234152,0.4,0.9,1.45,2.8,8.0
1995,10,55.0,3.061818181818181,2.1215377816391965,0.5,1.75,2.5,3.1,9.3
1998,4,63.0,2.4746031746031742,1.4706777298752602,0.3,1.5,2.1,2.8499999999999996,8.2
1998,7,62.0,2.4870967741935486,1.7900896461632578,0.3,1.5,2.05,2.9,9.6
2000,4,43.0,1.5797674418604646,0.7893683079408467,0.1,1.205,1.5,1.85,4.7
2000,9,73.0,3.77945205479452,2.056491004391109,0.8,2.5,3.4,4.4,10.7
2002,4,63.0,0.8968253968253969,0.8424174610603918,0.1,0.3,0.7,1.0,3.9
2002,8,61.0,3.872131147540984,4.837117983108708,0.2,1.1,1.8,3.7,24.0
2004,4,51.0,3.4705882352941178,2.469517695230958,0.7,1.7000000000000002,2.5,4.4,10.3
2004,8,62.0,2.2838709677419358,2.7116744296810285,0.3,0.8,1.2,2.6000000000000005,14.2
2006,4,64.0,3.3375000000000012,2.1445020141955773,0.5,1.6,3.25,4.7250000000000005,12.1
2006,8,61.0,2.50655737704918,1.7354028209092183,0.7,1.4,2.0,3.2,11.3
2007,4,42.0,3.1452380952380956,2.631349684371157,0.1,1.4499999999999997,2.4,4.225,12.1
2009,4,53.0,2.667924528301887,1.6647676651142251,0.1,1.2,2.3,4.1,6.2
2009,7,60.0,3.0183333333333318,3.2393497813063843,0.3,1.1749999999999998,1.9,3.2,13.7
2010,7,51.0,5.292156862745098,4.548223527367797,1.3,2.8499999999999996,3.4,4.95,20.5
2012,5,53.0,2.7566037735849056,1.7238719203229094,0.3,1.7,2.6,3.1,11.6
2012,7,30.0,5.716666666666666,7.590969377619305,1.0,1.8,2.25,6.25,39.1
2013,4,73.0,3.9657534246575343,3.2184027775211974,0.5,1.8,2.7,4.7,13.4
2013,8,51.0,4.590196078431373,5.924500144382166,0.6,1.5,2.1,4.15,26.2
2014,5,66.0,2.9060606060606053,1.921688263190932,0.2,1.6,2.5,3.9,10.4
2014,8,75.0,2.958666666666667,1.8006825532718576,1.0,1.8,2.2,3.7,8.3
2015,5,68.0,2.104411764705882,1.9027422334682396,0.1,0.875,1.5,2.625,9.1
2015,7,68.0,2.73529411764706,1.6484062593261948,0.3,1.7750000000000001,2.4,3.4,9.8
