year,month,count,mean,std,min,25%,50%,75%,max
1994,4,21.0,0.006814285714285713,0.0058286607136018576,0.0002,0.0005,0.0083,0.0095,0.0189
1994,7,47.0,0.006693617021276594,0.003521264857684644,0.0002,0.0049,0.0059,0.0072499999999999995,0.02
1994,10,14.0,0.01182857142857143,0.008435130619701662,0.0002,0.0019,0.01525,0.017625000000000002,0.0222
1995,4,12.0,0.00860833333333333,0.004339974514657752,0.0004,0.008225,0.00975,0.010525,0.0154
1995,8,52.0,0.007449999999999998,0.0043960097771484,0.0002,0.005124999999999999,0.00645,0.00985,0.0176
1995,10,23.0,0.0189,0.008626175809181558,0.0002,0.0162,0.0192,0.020999999999999998,0.0466
1998,4,12.0,0.011425000000000003,0.006843726390577791,0.0002,0.0085,0.01255,0.014275,0.0254
1998,7,46.0,0.008076086956521738,0.0035644033181575783,0.0002,0.006125,0.0076,0.01035,0.0172
2000,4,8.0,0.010037500000000001,0.007798889572973102,0.0002,0.006225,0.0089,0.011625,0.0257
2000,9,35.0,0.02318,0.025693233258858597,0.0002,0.010100000000000001,0.0114,0.026099999999999998,0.102
2002,4,12.0,0.01680833333333333,0.008448502646605313,0.0002,0.01565,0.01965,0.02125,0.0264
2002,8,45.0,0.008844444444444443,0.003906320958951457,0.0002,0.0067,0.0089,0.0106,0.0179
2004,4,12.0,0.00915,0.006995647997797697,0.0005,0.000575,0.0117,0.012525000000000001,0.0217
2004,8,24.0,0.009712499999999999,0.0059469621400890195,0.0058,0.0068,0.0078,0.010575000000000001,0.0355
2006,4,15.0,0.007773333333333334,0.004891460002124208,0.0005,0.0044,0.009,0.0103,0.0152
2006,8,17.0,0.00864705882352941,0.0021587373760658174,0.0036,0.0074,0.0087,0.0102,0.0119
2007,4,8.0,0.014775,0.011302559760640823,0.0005,0.0083,0.01475,0.02,0.0304
2009,4,12.0,0.008333333333333333,0.006082513435823196,0.0005,0.0005,0.01105,0.01215,0.0176
2009,7,13.0,0.007923076923076923,0.0041753550440159866,0.0005,0.0055,0.0069,0.01,0.0174
2010,7,15.0,0.00812,0.0025256399471930164,0.0005,0.00775,0.0083,0.0089,0.0131
2012,5,18.0,0.007488888888888889,0.004601392230349021,0.0005,0.003,0.0089,0.0104,0.0136
2012,7,15.0,0.012100000000000003,0.004478360669454201,0.0075,0.009049999999999999,0.0121,0.01355,0.0258
