ActivityStartDate,USGSPCode,ResultMeasureValue
2001-04-19,0,55.8
2001-05-17,0,73.36666666666666
2001-06-04,0,76.0
2001-07-03,0,227.0
2001-07-31,0,85.63333333333334
2001-08-14,0,423.0
2001-09-04,0,61.93333333333333
2001-09-20,0,330.0
2001-10-01,0,81.8
2001-10-31,0,70.83333333333333
2001-11-14,0,82.4
2006-04-04,0,43.56666666666666
2006-05-02,0,63.699999999999996
2006-05-22,0,68.16666666666667
2006-06-13,0,72.8
2006-07-13,0,24.26666666666667
2006-08-16,0,62.79999999999999
2006-09-06,0,45.26666666666667
2006-09-25,0,32.9
2006-10-18,0,26.0
2006-11-06,0,40.13333333333333
2008-04-22,0,63.3
2008-05-14,0,63.1
2008-06-24,0,47.0
2008-07-15,0,69.9
2008-09-03,0,54.3
2008-10-21,0,32.5
2009-04-21,0,60.6
2009-05-12,0,59.7
2009-06-23,0,51.0
2009-08-11,0,14.0
2009-09-22,0,48.6
2009-11-03,0,25.0
2010-04-15,0,68.6
2010-05-10,0,40.8
2010-06-08,0,24.8
2010-08-09,0,50.2
2010-09-27,0,68.7
2010-10-19,0,51.2
2011-04-13,0,46.95
2011-05-04,0,22.599999999999998
2011-05-25,0,31.46666666666667
2011-06-13,0,63.46666666666667
2011-06-30,0,52.95
2011-07-21,0,71.46666666666665
2011-08-18,0,81.3
2011-09-15,0,75.3
2011-10-13,0,68.33333333333333
2011-11-02,0,53.3
2012-04-17,0,59.2
2012-05-23,0,42.9
2012-06-11,0,50.1
2012-07-02,0,35.9
2012-09-04,0,57.0
2012-10-15,0,66.4
2013-04-16,0,48.5
2013-05-08,0,44.0
2013-05-28,0,40.1
2013-07-02,0,57.8
2013-09-17,0,67.0
2013-10-07,0,57.9
2014-04-29,0,66.9
2014-06-24,0,42.3
2014-08-12,0,29.3
2014-10-07,0,68.4
2017-11-08,0,23.05
2017-12-11,0,67.19999999999999
2017-12-14,0,41.2
2018-01-24,0,44.333333333333336
2018-02-26,0,46.15
2018-02-27,0,41.9
2018-03-01,0,45.4
2018-03-26,0,54.4
2018-03-28,0,33.3
2018-04-16,0,30.96666666666667
2018-05-23,0,41.4
2018-05-24,0,20.970000000000002
2018-06-18,0,77.2
2018-06-20,0,40.86666666666667
2018-07-30,0,41.75
2018-08-01,0,81.9
2018-08-22,0,36.8
2018-08-23,0,44.15
