ActivityStartDate,USGSPCode,ResultMeasureValue
2006-03-27,0,23.4
2006-07-20,0,16.466666666666665
2006-07-26,0,16.066666666666666
2006-08-08,0,18.233333333333334
2006-09-05,0,16.8
2006-09-11,0,22.23333333333333
2014-12-18,0,13.3
2015-03-18,0,9.7
2015-05-12,0,22.4
2015-06-04,0,14.3
2015-06-15,0,13.1
2015-06-23,0,21.3
2015-06-30,0,13.6
2015-07-08,0,27.2
2015-07-22,0,18.0
2015-07-23,0,37.25
2015-07-28,0,22.225
2015-07-29,0,42.53333333333334
2015-08-06,0,31.8
2015-08-18,0,37.92857142857144
2015-08-26,0,41.25
2015-09-08,0,40.24285714285714
2015-09-15,0,43.166666666666664
2015-09-28,0,29.2
2015-12-07,0,20.6
2016-03-08,0,17.7
