DATE,USGSPCode,RESULT
2000-09-07,0,30.8
2001-02-26,0,19.6
2001-03-09,0,33.8
2001-03-16,0,32.6
2001-03-22,0,35.8
2001-03-24,0,33.0
2001-04-03,0,31.4
2001-04-06,0,32.8
2001-04-10,0,37.6
2001-05-14,0,36.0
2001-05-23,0,45.0
2001-05-28,0,32.4
2001-06-21,0,34.2
2001-07-06,0,36.4
2001-07-18,0,43.0
2001-08-03,0,49.4
2001-08-08,0,55.0
2001-08-15,0,61.4
2001-08-17,0,60.4
2001-09-10,0,56.2
2001-09-25,0,78.4
2001-10-09,0,57.4
2001-10-16,0,54.4
2001-10-25,0,56.8
2001-11-02,0,49.2
2001-11-29,0,31.4
2001-12-01,0,25.2
2002-01-29,0,38.8
2002-02-21,0,29.6
2002-02-27,0,35.2
2002-05-09,0,34.8
2002-05-19,0,28.2
2002-05-30,0,31.4
2002-08-20,0,42.9
2002-09-25,0,49.0
2002-10-28,0,42.7
2002-11-26,0,45.6
2003-03-19,0,20.1
2003-04-22,0,44.5
2003-05-27,0,40.2
2003-06-23,0,36.0
2003-07-21,0,44.8
2003-09-03,0,40.9
2003-10-08,0,37.2
2003-11-25,0,37.7
2004-04-06,0,30.5
2004-05-25,0,22.4
2004-06-29,0,34.2
2004-07-20,0,45.0
2004-08-24,0,43.8
2004-09-28,0,44.1
2004-10-26,0,49.4
2004-11-23,0,39.6
2005-04-12,0,26.1
2005-05-31,0,36.1
2005-06-22,0,41.0
2005-07-25,0,42.5
2005-08-15,0,39.5
2005-09-27,0,57.3
2005-10-31,0,49.5
2005-11-28,0,49.9
2006-06-20,0,33.4
2006-07-24,0,34.9
2006-08-29,0,37.9
2006-10-30,0,22.6
2006-11-21,0,28.8
2007-03-14,0,23.2
2007-06-05,0,37.6
2007-06-26,0,41.5
2007-07-31,0,62.4
2007-09-11,0,91.6
2007-10-29,0,59.1
2007-11-13,0,52.1
2007-12-04,0,81.9
2008-03-25,0,19.7
2008-04-28,0,36.0
2008-05-26,0,35.2
2008-06-16,0,40.0
2008-07-28,0,22.0
2008-08-25,0,30.9
2008-09-29,0,34.6
2008-10-27,0,48.0
2009-03-17,0,23.2
2009-04-20,0,34.2
2009-05-19,0,31.4
2009-06-23,0,37.9
2009-07-20,0,37.1
2009-09-14,0,29.8
2009-10-26,0,41.1
2011-11-16,0,43.25
2011-11-28,0,30.25
2011-11-30,0,15.7
2011-12-05,0,23.15
2011-12-12,0,26.3
2011-12-19,0,24.8
2012-01-09,0,27.4
2012-01-16,0,32.5
2012-01-23,0,36.6
2012-01-31,0,31.5
2012-02-06,0,26.05
2012-02-13,0,27.8
2012-02-21,0,30.9
2012-02-28,0,32.3
2012-03-05,0,30.8
2012-03-12,0,31.1
2012-03-20,0,27.9
2012-03-27,0,30.1
2012-04-03,0,34.2
2012-04-10,0,33.75
2012-04-16,0,34.7
2012-06-11,0,36.6
2012-06-18,0,35.4
2012-06-26,0,39.5
2012-07-03,0,45.1
2012-07-27,0,62.7
2012-08-10,0,73.8
2012-08-13,0,56.7
2012-09-08,0,55.3
2012-09-18,0,47.4
2012-09-24,0,52.6
2012-10-01,0,43.0
2012-10-10,0,48.9
2012-10-15,0,45.7
2012-10-23,0,46.3
2012-10-29,0,27.5
2012-11-06,0,31.0
2012-11-13,0,38.1
2012-11-19,0,44.1
2012-11-27,0,37.1
2012-12-03,0,37.3
2012-12-10,0,27.200000000000003
2013-01-14,0,16.8
2013-01-30,0,18.8
2013-02-12,0,56.8
2013-02-27,0,56.95
2013-03-11,0,16.0
2013-03-12,0,14.9
2013-04-03,0,27.0
2013-04-10,0,27.6
2013-04-24,0,28.200000000000003
2013-05-27,0,32.2
2013-06-26,0,30.0
2013-07-09,0,26.2
2013-08-19,0,37.3
2013-09-17,0,47.6
2013-10-28,0,35.4
2013-11-25,0,32.8
2014-04-15,0,35.5
2014-05-20,0,29.1
2014-06-16,0,31.8
2014-08-20,0,28.6
2014-09-08,0,35.1
2014-10-06,0,45.0
2014-11-10,0,40.0
2014-12-15,0,50.1
2015-04-22,0,45.6
2015-05-13,0,42.2
2015-06-10,0,32.0
2015-07-08,0,26.6
2015-08-10,0,37.4
2015-09-02,0,42.4
2015-10-20,0,49.3
2015-11-24,0,51.7
2016-04-19,0,43.8
2016-05-18,0,35.9
2016-06-07,0,44.0
2016-07-04,0,46.3
2016-08-17,0,63.2
2016-09-26,0,53.9
2016-10-25,0,73.1
2016-11-21,0,46.6
