DATE,USGSPCode,RESULT
1996-04-22,0,40.1
1996-05-28,0,33.4
1996-06-25,0,32.8
2002-08-13,0,54.1
2003-09-03,0,90.5
2003-09-30,0,76.2
2003-10-30,0,70.4
2004-07-12,0,78.5
2005-09-28,0,75.2
2005-11-02,0,89.0
2006-06-13,0,55.3
2006-07-12,0,76.9
2006-08-08,0,49.5
2006-08-30,0,75.6
2006-10-03,0,56.7
2006-11-06,0,39.2
2007-03-29,0,28.9
2007-04-30,0,50.3
2007-06-25,0,83.1
2007-07-30,0,90.6
2007-08-30,0,86.5
2007-09-25,0,94.3
2007-10-24,0,90.7
2008-05-05,0,65.9
2008-05-26,0,75.5
2008-06-24,0,68.2
2008-08-06,0,47.2
2008-08-26,0,81.9
2008-09-29,0,78.3
2008-10-21,0,66.3
2008-11-26,0,47.7
2009-05-06,0,36.2
2009-05-26,0,59.5
2009-06-29,0,57.9
2009-07-28,0,71.1
2009-08-25,0,76.3
2009-10-05,0,68.5
2009-11-02,0,71.8
2009-11-24,0,73.5
2012-01-17,0,49.4
2012-01-23,0,49.3
2012-01-31,0,60.0
2012-02-06,0,40.05
2012-02-13,0,51.2
2012-02-21,0,94.0
2012-02-28,0,75.3
2012-03-05,0,43.6
2012-03-12,0,48.5
2012-03-20,0,48.2
2012-03-26,0,52.7
2012-04-02,0,60.8
2012-04-10,0,66.30000000000001
2012-04-16,0,64.4
2012-06-11,0,65.4
2012-06-18,0,72.6
2012-06-25,0,85.9
2012-07-03,0,88.4
2012-07-23,0,92.9
2012-07-30,0,88.5
2012-08-07,0,86.2
2012-08-27,0,88.3
2012-09-04,0,94.4
2012-09-10,0,65.9
2012-09-18,0,76.9
2012-09-24,0,66.6
2012-10-01,0,76.3
2012-10-09,0,78.6
2012-10-16,0,98.7
2012-10-23,0,76.6
2012-11-05,0,53.7
2012-11-19,0,75.3
2013-04-22,0,31.1
2013-05-01,0,48.5
2013-05-22,0,66.9
2013-06-18,0,41.9
2013-06-25,0,58.4
2013-07-08,0,45.4
2013-07-09,0,45.2
2013-07-24,0,64.1
2013-07-30,0,75.1
2013-08-06,0,55.9
2013-08-13,0,61.9
2013-08-19,0,82.0
2013-08-20,0,78.6
2013-08-27,0,84.0
2013-09-04,0,71.6
2013-09-09,0,67.3
2013-09-24,0,24.4
2013-10-08,0,28.9
2013-10-10,0,21.4
2013-10-17,0,41.4
2013-10-21,0,42.0
2013-10-22,0,39.7
2013-10-29,0,22.6
2013-11-05,0,23.0
2013-11-12,0,32.7
2013-11-21,0,38.2
2013-11-25,0,44.6
2013-11-27,0,43.7
2013-12-03,0,73.7
2013-12-10,0,46.0
2014-01-07,0,73.3
2014-01-14,0,64.15
2014-01-20,0,73.9
2014-02-03,0,74.6
2014-02-10,0,107.0
2014-02-17,0,86.15
2014-02-21,0,92.9
2014-02-22,0,69.1
2014-02-24,0,112.05
2014-03-03,0,119.5
2014-03-10,0,94.76666666666667
2014-03-17,0,125.0
2014-03-20,0,60.05
2014-03-21,0,51.6
2014-03-24,0,52.7
2014-03-25,0,55.5
2014-03-26,0,57.8
2014-03-28,0,68.32499999999999
2014-03-29,0,61.333333333333336
2014-03-30,0,37.0
2014-03-31,0,37.5
2014-04-03,0,26.7
2014-04-04,0,22.4
2014-04-05,0,20.900000000000002
2014-04-06,0,25.9
2014-04-07,0,27.066666666666666
2014-04-08,0,28.65
2014-04-09,0,32.0
2014-04-10,0,28.5
2014-04-11,0,28.1
2014-04-12,0,29.5
2014-04-13,0,32.9
2014-04-14,0,36.3
2014-04-15,0,39.0
2014-04-16,0,38.8
2014-04-22,0,54.900000000000006
2014-04-24,0,59.8
2014-04-28,0,68.6
2014-05-01,0,50.4
2014-05-05,0,53.3
2014-05-12,0,61.7
2014-05-15,0,47.7
2014-05-20,0,44.0
2014-05-26,0,40.7
2014-06-09,0,62.9
2014-06-16,0,85.3
2014-06-23,0,75.7
2014-07-02,0,67.6
2014-07-08,0,71.0
2014-07-09,0,49.5
2014-07-11,0,39.8
2014-08-05,0,60.2
2014-08-07,0,56.0
2014-08-12,0,60.4
2014-09-06,0,79.5
2014-09-07,0,49.7
2014-09-08,0,38.349999999999994
2014-09-11,0,35.0
2014-09-12,0,30.6
2014-09-13,0,25.9
2014-09-14,0,28.4
2014-10-05,0,61.2
2014-10-06,0,59.25
2014-10-08,0,42.150000000000006
2014-10-09,0,40.4
2014-10-10,0,36.7
