,DATE,"PHOSPHORUS,UNFILTERED TOTAL","UNITS PHOSPHORUS,UNFILTERED TOTAL","PHOSPHATE,FILTERED REACTIVE","UNITS PHOSPHATE,FILTERED REACTIVE",NITROGEN; TOTAL,UNITS NITROGEN; TOTAL,"NITRATE,  UNFILTERED REACTIVE","UNITS NITRATE,  UNFILTERED REACTIVE","NITRITE,  UNFILTERED REACTIVE","UNITS NITRITE,  UNFILTERED REACTIVE","NITROGEN,TOT,KJELDAHL/UNF.REA","UNITS NITROGEN,TOT,KJELDAHL/UNF.REA","NITRATES TOTAL,   UNFIL.REAC","UNITS NITRATES TOTAL,   UNFIL.REAC","SILICATES,UNFILTERED REACTIVE","UNITS SILICATES,UNFILTERED REACTIVE","CHLORIDE,         UNFIL.REAC","UNITS CHLORIDE,         UNFIL.REAC"
0,2016-05-18,0.04,MILLIGRAM PER LITER,0.0231,MILLIGRAM PER LITER,5.03,MILLIGRAM PER LITER,,,0.043,MILLIGRAM PER LITER,,,4.1,MILLIGRAM PER LITER,0.42,MILLIGRAM PER LITER,72.8,MILLIGRAM PER LITER
1,2016-05-18,0.048,MILLIGRAM PER LITER,0.0231,MILLIGRAM PER LITER,5.03,MILLIGRAM PER LITER,,,0.043,MILLIGRAM PER LITER,,,4.1,MILLIGRAM PER LITER,0.42,MILLIGRAM PER LITER,72.8,MILLIGRAM PER LITER
2,2016-07-25,0.076,MILLIGRAM PER LITER,0.0323,MILLIGRAM PER LITER,1.22,MILLIGRAM PER LITER,,,0.02,MILLIGRAM PER LITER,,,0.51,MILLIGRAM PER LITER,0.84,MILLIGRAM PER LITER,83.0,MILLIGRAM PER LITER
3,2016-07-25,0.1,MILLIGRAM PER LITER,0.0323,MILLIGRAM PER LITER,1.22,MILLIGRAM PER LITER,,,0.02,MILLIGRAM PER LITER,,,0.51,MILLIGRAM PER LITER,0.84,MILLIGRAM PER LITER,83.0,MILLIGRAM PER LITER
4,2016-09-20,0.178,MILLIGRAM PER LITER,0.149,MILLIGRAM PER LITER,15.2,MILLIGRAM PER LITER,,,0.06,MILLIGRAM PER LITER,,,12.5,MILLIGRAM PER LITER,4.52,MILLIGRAM PER LITER,111.0,MILLIGRAM PER LITER
5,2016-09-20,0.2,MILLIGRAM PER LITER,0.149,MILLIGRAM PER LITER,15.2,MILLIGRAM PER LITER,,,0.06,MILLIGRAM PER LITER,,,12.5,MILLIGRAM PER LITER,4.52,MILLIGRAM PER LITER,111.0,MILLIGRAM PER LITER
6,2016-11-28,0.122,MILLIGRAM PER LITER,0.0715,MILLIGRAM PER LITER,5.23,MILLIGRAM PER LITER,,,0.1,MILLIGRAM PER LITER,,,3.29,MILLIGRAM PER LITER,1.72,MILLIGRAM PER LITER,117.0,MILLIGRAM PER LITER
7,2016-11-28,0.148,MILLIGRAM PER LITER,0.0715,MILLIGRAM PER LITER,5.23,MILLIGRAM PER LITER,,,0.1,MILLIGRAM PER LITER,,,3.29,MILLIGRAM PER LITER,1.72,MILLIGRAM PER LITER,117.0,MILLIGRAM PER LITER
8,2015-05-11,0.14,MILLIGRAM PER LITER,0.118,MILLIGRAM PER LITER,7.44,MILLIGRAM PER LITER,,,0.123,MILLIGRAM PER LITER,1.0,MILLIGRAM PER LITER,6.59,MILLIGRAM PER LITER,2.26,MILLIGRAM PER LITER,81.9,MILLIGRAM PER LITER
9,2015-07-21,0.054,MILLIGRAM PER LITER,0.0222,MILLIGRAM PER LITER,0.78,MILLIGRAM PER LITER,,,0.01,MILLIGRAM PER LITER,,,0.02,MILLIGRAM PER LITER,0.3,MILLIGRAM PER LITER,95.0,MILLIGRAM PER LITER
10,2015-09-15,0.11,MILLIGRAM PER LITER,0.0894,MILLIGRAM PER LITER,0.93,MILLIGRAM PER LITER,,,0.037,MILLIGRAM PER LITER,,,0.02,MILLIGRAM PER LITER,0.36,MILLIGRAM PER LITER,185.0,MILLIGRAM PER LITER
11,2015-09-15,0.132,MILLIGRAM PER LITER,0.0894,MILLIGRAM PER LITER,0.93,MILLIGRAM PER LITER,,,0.037,MILLIGRAM PER LITER,,,0.02,MILLIGRAM PER LITER,0.36,MILLIGRAM PER LITER,185.0,MILLIGRAM PER LITER
12,2015-09-15,0.137,MILLIGRAM PER LITER,0.0894,MILLIGRAM PER LITER,0.93,MILLIGRAM PER LITER,,,0.037,MILLIGRAM PER LITER,,,0.02,MILLIGRAM PER LITER,0.36,MILLIGRAM PER LITER,185.0,MILLIGRAM PER LITER
13,2015-11-09,0.041,MILLIGRAM PER LITER,0.0192,MILLIGRAM PER LITER,0.68,MILLIGRAM PER LITER,,,0.007,MILLIGRAM PER LITER,,,0.038,MILLIGRAM PER LITER,,,197.0,MILLIGRAM PER LITER
14,2015-11-09,0.0496,MILLIGRAM PER LITER,0.0192,MILLIGRAM PER LITER,0.68,MILLIGRAM PER LITER,,,0.007,MILLIGRAM PER LITER,,,0.038,MILLIGRAM PER LITER,,,197.0,MILLIGRAM PER LITER
15,2015-11-09,0.0512,MILLIGRAM PER LITER,0.0192,MILLIGRAM PER LITER,0.68,MILLIGRAM PER LITER,,,0.007,MILLIGRAM PER LITER,,,0.038,MILLIGRAM PER LITER,,,197.0,MILLIGRAM PER LITER
16,2014-05-26,0.038,MILLIGRAM PER LITER,0.0153,MILLIGRAM PER LITER,2.16,MILLIGRAM PER LITER,,,0.048,MILLIGRAM PER LITER,0.84,MILLIGRAM PER LITER,1.39,MILLIGRAM PER LITER,0.12,MILLIGRAM PER LITER,74.3,MILLIGRAM PER LITER
17,2014-07-02,0.052,MILLIGRAM PER LITER,0.0245,MILLIGRAM PER LITER,1.0,MILLIGRAM PER LITER,,,0.016,MILLIGRAM PER LITER,0.77,MILLIGRAM PER LITER,0.253,MILLIGRAM PER LITER,0.38,MILLIGRAM PER LITER,81.6,MILLIGRAM PER LITER
18,2014-09-08,0.268,MILLIGRAM PER LITER,0.162,MILLIGRAM PER LITER,4.42,MILLIGRAM PER LITER,,,0.067,MILLIGRAM PER LITER,4.23,MILLIGRAM PER LITER,0.376,MILLIGRAM PER LITER,2.14,MILLIGRAM PER LITER,168.0,MILLIGRAM PER LITER
19,2014-11-03,0.029,MILLIGRAM PER LITER,0.0184,MILLIGRAM PER LITER,0.64,MILLIGRAM PER LITER,,,0.009,MILLIGRAM PER LITER,0.56,MILLIGRAM PER LITER,0.127,MILLIGRAM PER LITER,0.88,MILLIGRAM PER LITER,99.6,MILLIGRAM PER LITER
20,2013-05-22,0.18,MILLIGRAM PER LITER,0.006,MILLIGRAM PER LITER,,,,,0.018,MILLIGRAM PER LITER,1.0,MILLIGRAM PER LITER,0.086,MILLIGRAM PER LITER,0.9,MILLIGRAM PER LITER,114.0,MILLIGRAM PER LITER
21,2013-07-09,0.3,MILLIGRAM PER LITER,0.263,MILLIGRAM PER LITER,,,,,0.088,MILLIGRAM PER LITER,1.0,MILLIGRAM PER LITER,1.19,MILLIGRAM PER LITER,3.08,MILLIGRAM PER LITER,9.8,MILLIGRAM PER LITER
22,2013-09-09,0.19,MILLIGRAM PER LITER,0.0373,MILLIGRAM PER LITER,2.95,MILLIGRAM PER LITER,,,0.014,MILLIGRAM PER LITER,2.9,MILLIGRAM PER LITER,0.098,MILLIGRAM PER LITER,0.12,MILLIGRAM PER LITER,177.0,MILLIGRAM PER LITER
23,2013-11-25,0.044,MILLIGRAM PER LITER,0.0189,MILLIGRAM PER LITER,4.0,MILLIGRAM PER LITER,,,0.019,MILLIGRAM PER LITER,1.15,MILLIGRAM PER LITER,3.39,MILLIGRAM PER LITER,3.78,MILLIGRAM PER LITER,126.0,MILLIGRAM PER LITER
24,2012-05-22,1.13,MILLIGRAM PER LITER,0.167,MILLIGRAM PER LITER,,,,,0.075,MILLIGRAM PER LITER,4.0,MILLIGRAM PER LITER,5.97,MILLIGRAM PER LITER,1.9,MILLIGRAM PER LITER,27.2,MILLIGRAM PER LITER
25,2012-09-17,0.032,MILLIGRAM PER LITER,0.0005,MILLIGRAM PER LITER,,,,,0.003,MILLIGRAM PER LITER,0.91,MILLIGRAM PER LITER,0.084,MILLIGRAM PER LITER,1.32,MILLIGRAM PER LITER,184.0,MILLIGRAM PER LITER
26,2012-11-19,0.026,MILLIGRAM PER LITER,0.0172,MILLIGRAM PER LITER,,,,,0.012,MILLIGRAM PER LITER,0.58,MILLIGRAM PER LITER,0.101,MILLIGRAM PER LITER,1.46,MILLIGRAM PER LITER,419.0,MILLIGRAM PER LITER
27,2011-05-31,0.43,MILLIGRAM PER LITER,0.266,MILLIGRAM PER LITER,,,,,0.144,MILLIGRAM PER LITER,2.05,MILLIGRAM PER LITER,2.76,MILLIGRAM PER LITER,4.2,MILLIGRAM PER LITER,34.7,MILLIGRAM PER LITER
28,2011-08-08,0.056,MILLIGRAM PER LITER,0.0247,MILLIGRAM PER LITER,,,,,0.003,MILLIGRAM PER LITER,0.95,MILLIGRAM PER LITER,0.031,MILLIGRAM PER LITER,0.08,MILLIGRAM PER LITER,91.3,MILLIGRAM PER LITER
29,2011-10-03,0.365,MILLIGRAM PER LITER,,,,,,,0.094,MILLIGRAM PER LITER,2.1,MILLIGRAM PER LITER,2.21,MILLIGRAM PER LITER,5.2,MILLIGRAM PER LITER,23.7,MILLIGRAM PER LITER
30,2011-11-28,0.655,MILLIGRAM PER LITER,0.347,MILLIGRAM PER LITER,,,,,0.16,MILLIGRAM PER LITER,2.5,MILLIGRAM PER LITER,0.978,MILLIGRAM PER LITER,2.84,MILLIGRAM PER LITER,19.6,MILLIGRAM PER LITER
31,2010-04-28,0.028,MILLIGRAM PER LITER,0.0074,MILLIGRAM PER LITER,,,,,0.036,MILLIGRAM PER LITER,0.77,MILLIGRAM PER LITER,4.52,MILLIGRAM PER LITER,,,138.0,MILLIGRAM PER LITER
32,2010-05-25,0.045,MILLIGRAM PER LITER,0.0215,MILLIGRAM PER LITER,,,,,0.118,MILLIGRAM PER LITER,0.76,MILLIGRAM PER LITER,,,,,71.2,MILLIGRAM PER LITER
33,2010-06-21,0.023,MILLIGRAM PER LITER,0.0096,MILLIGRAM PER LITER,,,,,0.008,MILLIGRAM PER LITER,0.74,MILLIGRAM PER LITER,0.029,MILLIGRAM PER LITER,,,67.8,MILLIGRAM PER LITER
34,2010-07-27,0.255,MILLIGRAM PER LITER,0.164,MILLIGRAM PER LITER,,,,,0.072,MILLIGRAM PER LITER,1.95,MILLIGRAM PER LITER,1.81,MILLIGRAM PER LITER,,,42.4,MILLIGRAM PER LITER
35,2010-11-02,0.044,MILLIGRAM PER LITER,0.0179,MILLIGRAM PER LITER,,,,,0.008,MILLIGRAM PER LITER,0.74,MILLIGRAM PER LITER,0.049,MILLIGRAM PER LITER,,,212.0,MILLIGRAM PER LITER
36,2009-05-06,0.031,MILLIGRAM PER LITER,0.0062,MILLIGRAM PER LITER,,,,,0.052,MILLIGRAM PER LITER,0.95,MILLIGRAM PER LITER,3.22,MILLIGRAM PER LITER,,,58.8,MILLIGRAM PER LITER
37,2009-05-26,0.025,MILLIGRAM PER LITER,0.0031,MILLIGRAM PER LITER,,,,,0.009,MILLIGRAM PER LITER,0.75,MILLIGRAM PER LITER,0.038,MILLIGRAM PER LITER,,,61.7,MILLIGRAM PER LITER
38,2009-06-29,0.0775,MILLIGRAM PER LITER,0.024,MILLIGRAM PER LITER,,,,,0.082,MILLIGRAM PER LITER,1.25,MILLIGRAM PER LITER,3.22,MILLIGRAM PER LITER,,,47.5,MILLIGRAM PER LITER
39,2009-08-25,0.058,MILLIGRAM PER LITER,0.0023,MILLIGRAM PER LITER,,,,,0.002,MILLIGRAM PER LITER,0.98,MILLIGRAM PER LITER,0.01,MILLIGRAM PER LITER,,,229.0,MILLIGRAM PER LITER
40,2009-10-05,0.134,MILLIGRAM PER LITER,0.0138,MILLIGRAM PER LITER,,,,,0.008,MILLIGRAM PER LITER,1.17,MILLIGRAM PER LITER,0.01,MILLIGRAM PER LITER,,,244.0,MILLIGRAM PER LITER
41,2009-11-02,0.037,MILLIGRAM PER LITER,0.0054,MILLIGRAM PER LITER,,,,,0.182,MILLIGRAM PER LITER,1.0,MILLIGRAM PER LITER,2.56,MILLIGRAM PER LITER,,,368.0,MILLIGRAM PER LITER
42,2009-11-24,0.036,MILLIGRAM PER LITER,0.0058,MILLIGRAM PER LITER,,,,,0.004,MILLIGRAM PER LITER,0.72,MILLIGRAM PER LITER,0.01,MILLIGRAM PER LITER,,,406.0,MILLIGRAM PER LITER
43,2008-05-05,0.034,MILLIGRAM PER LITER,0.0012,MILLIGRAM PER LITER,,,,,0.047,MILLIGRAM PER LITER,,,1.02,MILLIGRAM PER LITER,,,181.0,MILLIGRAM PER LITER
44,2008-05-26,0.02,MILLIGRAM PER LITER,0.0006,MILLIGRAM PER LITER,,,,,0.013,MILLIGRAM PER LITER,0.77,MILLIGRAM PER LITER,0.129,MILLIGRAM PER LITER,,,147.0,MILLIGRAM PER LITER
45,2008-06-24,0.505,MILLIGRAM PER LITER,0.099,MILLIGRAM PER LITER,,,,,0.395,MILLIGRAM PER LITER,3.1,MILLIGRAM PER LITER,10.9,MILLIGRAM PER LITER,,,44.2,MILLIGRAM PER LITER
46,2008-08-06,0.075,MILLIGRAM PER LITER,0.0109,MILLIGRAM PER LITER,,,,,0.005,MILLIGRAM PER LITER,0.13,MILLIGRAM PER LITER,0.005,MILLIGRAM PER LITER,,,175.0,MILLIGRAM PER LITER
47,2008-08-26,0.373,MILLIGRAM PER LITER,0.0209,MILLIGRAM PER LITER,,,,,0.01,MILLIGRAM PER LITER,2.05,MILLIGRAM PER LITER,0.005,MILLIGRAM PER LITER,,,228.0,MILLIGRAM PER LITER
48,2008-09-29,0.058,MILLIGRAM PER LITER,0.0084,MILLIGRAM PER LITER,,,,,0.004,MILLIGRAM PER LITER,1.07,MILLIGRAM PER LITER,0.01,MILLIGRAM PER LITER,,,152.0,MILLIGRAM PER LITER
49,2008-10-21,0.059,MILLIGRAM PER LITER,0.0057,MILLIGRAM PER LITER,,,,,0.007,MILLIGRAM PER LITER,0.94,MILLIGRAM PER LITER,0.005,MILLIGRAM PER LITER,,,238.0,MILLIGRAM PER LITER
50,2008-11-26,0.093,MILLIGRAM PER LITER,0.0558,MILLIGRAM PER LITER,,,,,0.042,MILLIGRAM PER LITER,0.84,MILLIGRAM PER LITER,6.75,MILLIGRAM PER LITER,,,110.0,MILLIGRAM PER LITER
51,2007-05-01,0.446,MILLIGRAM PER LITER,,,,,,,0.08,MILLIGRAM PER LITER,2.12,MILLIGRAM PER LITER,5.64,MILLIGRAM PER LITER,,,46.4,MILLIGRAM PER LITER
52,2006-06-14,0.056,MILLIGRAM PER LITER,0.0136,MILLIGRAM PER LITER,,,,,0.011,MILLIGRAM PER LITER,1.0,MILLIGRAM PER LITER,0.046,MILLIGRAM PER LITER,,,92.8,MILLIGRAM PER LITER
53,2006-07-12,0.632,MILLIGRAM PER LITER,,,,,,,0.245,MILLIGRAM PER LITER,3.32,MILLIGRAM PER LITER,5.88,MILLIGRAM PER LITER,,,47.0,MILLIGRAM PER LITER
54,2006-08-09,0.059,MILLIGRAM PER LITER,0.0172,MILLIGRAM PER LITER,,,,,0.009,MILLIGRAM PER LITER,0.96,MILLIGRAM PER LITER,0.02,MILLIGRAM PER LITER,,,98.7,MILLIGRAM PER LITER
55,2006-08-30,0.458,MILLIGRAM PER LITER,0.254,MILLIGRAM PER LITER,,,,,0.101,MILLIGRAM PER LITER,2.78,MILLIGRAM PER LITER,6.27,MILLIGRAM PER LITER,,,52.5,MILLIGRAM PER LITER
56,2005-09-28,0.22,MILLIGRAM PER LITER,,,,,,,,,1.38,MILLIGRAM PER LITER,,,,,639.0,MILLIGRAM PER LITER
57,2004-07-12,0.063,MILLIGRAM PER LITER,0.0142,MILLIGRAM PER LITER,,,,,0.031,MILLIGRAM PER LITER,0.94,MILLIGRAM PER LITER,0.978,MILLIGRAM PER LITER,,,64.9,MILLIGRAM PER LITER
58,2003-09-03,0.135,MILLIGRAM PER LITER,0.0634,MILLIGRAM PER LITER,,,,,0.043,MILLIGRAM PER LITER,1.15,MILLIGRAM PER LITER,0.695,MILLIGRAM PER LITER,,,225.0,MILLIGRAM PER LITER
59,2003-09-30,0.155,MILLIGRAM PER LITER,0.0248,MILLIGRAM PER LITER,,,,,0.009,MILLIGRAM PER LITER,1.17,MILLIGRAM PER LITER,1.15,MILLIGRAM PER LITER,,,128.0,MILLIGRAM PER LITER
60,2003-10-30,0.16,MILLIGRAM PER LITER,0.0896,MILLIGRAM PER LITER,,,,,0.042,MILLIGRAM PER LITER,1.45,MILLIGRAM PER LITER,6.91,MILLIGRAM PER LITER,,,107.0,MILLIGRAM PER LITER
61,1996-02-13,0.33,MILLIGRAM PER LITER,,,,,,,0.19,MILLIGRAM PER LITER,2.63,MILLIGRAM PER LITER,,,,,50.3,MILLIGRAM PER LITER
62,1996-04-09,0.03,MILLIGRAM PER LITER,,,,,,,0.03,MILLIGRAM PER LITER,0.73,MILLIGRAM PER LITER,,,,,65.2,MILLIGRAM PER LITER
63,2007-10-25,,,0.0083,MILLIGRAM PER LITER,,,,,0.004,MILLIGRAM PER LITER,1.28,MILLIGRAM PER LITER,0.005,MILLIGRAM PER LITER,,,360.0,MILLIGRAM PER LITER
64,2006-11-06,,,,,,,,,,,,,,,,,55.5,MILLIGRAM PER LITER
