,DATE,"PHOSPHORUS,UNFILTERED TOTAL","UNITS PHOSPHORUS,UNFILTERED TOTAL","PHOSPHATE,FILTERED REACTIVE","UNITS PHOSPHATE,FILTERED REACTIVE",NITROGEN; TOTAL,UNITS NITROGEN; TOTAL,"NITRATE,  UNFILTERED REACTIVE","UNITS NITRATE,  UNFILTERED REACTIVE","NITRITE,  UNFILTERED REACTIVE","UNITS NITRITE,  UNFILTERED REACTIVE","NITROGEN,TOT,KJELDAHL/UNF.REA","UNITS NITROGEN,TOT,KJELDAHL/UNF.REA","NITRATES TOTAL,   UNFIL.REAC","UNITS NITRATES TOTAL,   UNFIL.REAC","SILICATES,UNFILTERED REACTIVE","UNITS SILICATES,UNFILTERED REACTIVE","CHLORIDE,         UNFIL.REAC","UNITS CHLORIDE,         UNFIL.REAC"
0,2016-04-11,0.24,MILLIGRAM PER LITER,0.132,MILLIGRAM PER LITER,4.39,MILLIGRAM PER LITER,,,0.064,MILLIGRAM PER LITER,,,4.24,MILLIGRAM PER LITER,,,51.0,MILLIGRAM PER LITER
1,2016-04-11,0.312,MILLIGRAM PER LITER,0.132,MILLIGRAM PER LITER,4.39,MILLIGRAM PER LITER,,,0.064,MILLIGRAM PER LITER,,,4.24,MILLIGRAM PER LITER,,,51.0,MILLIGRAM PER LITER
2,2016-05-09,0.187,MILLIGRAM PER LITER,0.148,MILLIGRAM PER LITER,6.08,MILLIGRAM PER LITER,,,0.05,MILLIGRAM PER LITER,,,6.09,MILLIGRAM PER LITER,,,59.1,MILLIGRAM PER LITER
3,2016-05-09,0.208,MILLIGRAM PER LITER,0.148,MILLIGRAM PER LITER,6.08,MILLIGRAM PER LITER,,,0.05,MILLIGRAM PER LITER,,,6.09,MILLIGRAM PER LITER,,,59.1,MILLIGRAM PER LITER
4,2016-06-21,0.224,MILLIGRAM PER LITER,0.146,MILLIGRAM PER LITER,7.58,MILLIGRAM PER LITER,,,0.23,MILLIGRAM PER LITER,,,6.5,MILLIGRAM PER LITER,,,50.6,MILLIGRAM PER LITER
5,2016-06-21,0.384,MILLIGRAM PER LITER,0.146,MILLIGRAM PER LITER,7.58,MILLIGRAM PER LITER,,,0.23,MILLIGRAM PER LITER,,,6.5,MILLIGRAM PER LITER,,,50.6,MILLIGRAM PER LITER
6,2016-07-19,0.274,MILLIGRAM PER LITER,0.192,MILLIGRAM PER LITER,3.45,MILLIGRAM PER LITER,,,0.042,MILLIGRAM PER LITER,,,2.86,MILLIGRAM PER LITER,,,74.8,MILLIGRAM PER LITER
7,2016-08-15,0.145,MILLIGRAM PER LITER,0.0746,MILLIGRAM PER LITER,0.74,MILLIGRAM PER LITER,,,0.012,MILLIGRAM PER LITER,,,0.055,MILLIGRAM PER LITER,,,56.2,MILLIGRAM PER LITER
8,2016-08-15,0.149,MILLIGRAM PER LITER,0.0746,MILLIGRAM PER LITER,0.74,MILLIGRAM PER LITER,,,0.012,MILLIGRAM PER LITER,,,0.055,MILLIGRAM PER LITER,,,56.2,MILLIGRAM PER LITER
9,2016-09-12,0.425,MILLIGRAM PER LITER,0.316,MILLIGRAM PER LITER,1.95,MILLIGRAM PER LITER,,,0.053,MILLIGRAM PER LITER,,,1.42,MILLIGRAM PER LITER,,,73.5,MILLIGRAM PER LITER
