,SampleDateTime,Ammonia filtered,Unit Ammonia filtered,Carbon dissolved inorganic,Unit Carbon dissolved inorganic,Carbon dissolved organic,Unit Carbon dissolved organic,Carbon particulate organic,Unit Carbon particulate organic,Chloride dissolved,Unit Chloride dissolved,Chlorophyll A,Unit Chlorophyll A,Chlorophyll corrected,Unit Chlorophyll corrected,Nitrite and nitrate filtered,Unit Nitrite and nitrate filtered,Nitrite filtered,Unit Nitrite filtered,Nitrogen Kjeldahl total,Unit Nitrogen Kjeldahl total,Nitrogen particulate,Unit Nitrogen particulate,Nitrogen total,Unit Nitrogen total,Nitrogen total dissolved,Unit Nitrogen total dissolved,Phosphorus particulate,Unit Phosphorus particulate,Phosphorus soluble reactive,Unit Phosphorus soluble reactive,Phosphorus total,Unit Phosphorus total,Phosphorus total dissolved,Unit Phosphorus total dissolved,Phosphorus total filtered,Unit Phosphorus total filtered,SiO2,Unit SiO2,Silica soluble reactive,Unit Silica soluble reactive,Specific conductance,Unit Specific conductance,Total suspended solids (non-filterable residue),Unit Total suspended solids (non-filterable residue),Turbidity,Unit Turbidity
201,2015-06-08,0.033,mg/L,,,,,,,29.5,mg/L,,,,,6.06,mg/L,,,0.619,mg/L,,,,,,,,,0.0127,mg/L,0.0375,mg/L,0.0186,mg/L,,,,,,,,,51.6,mg/L,,
202,2015-06-11,0.104,mg/L,,,,,,,28.4,mg/L,,,,,16.2,mg/L,,,1.3,mg/L,,,,,,,,,0.0748,mg/L,0.203,mg/L,0.0871,mg/L,,,,,,,,,319.2,mg/L,,
203,2015-06-15,0.0295,mg/L,,,,,,,30.65,mg/L,,,,,9.79,mg/L,,,0.6839999999999999,mg/L,,,,,,,,,0.0223,mg/L,0.06225,mg/L,0.02875,mg/L,,,,,,,,,34.15,mg/L,,
204,2015-06-17,0.01,mg/L,,,,,,,30.5,mg/L,,,,,9.04,mg/L,,,0.681,mg/L,,,,,,,,,0.0243,mg/L,0.0759,mg/L,0.0313,mg/L,,,,,,,,,81.1,mg/L,,
205,2015-06-25,0.051,mg/L,,,,,,,8.83,mg/L,,,,,5.74,mg/L,,,0.807,mg/L,,,,,,,,,0.0852,mg/L,0.219,mg/L,0.0965,mg/L,,,,,,,,,1613.0,mg/L,,
206,2015-06-28,0.271,mg/L,,,,,,,16.8,mg/L,,,,,7.7299999999999995,mg/L,,,1.375,mg/L,,,,,,,,,0.08225,mg/L,0.2555,mg/L,0.0931,mg/L,,,,,,,,,609.0,mg/L,,
207,2015-06-29,0.167,mg/L,,,,,,,18.7,mg/L,,,,,9.78,mg/L,,,1.28,mg/L,,,,,,,,,0.0934,mg/L,0.206,mg/L,0.107,mg/L,,,,,,,,,71.4,mg/L,,
208,2015-07-13,0.017,mg/L,,,,,,,31.0,mg/L,,,,,5.52,mg/L,,,0.576,mg/L,,,,,,,,,0.0258,mg/L,0.0638,mg/L,0.0289,mg/L,,,,,,,,,37.3,mg/L,,
209,2015-07-20,0.016,mg/L,,,,,,,33.1,mg/L,,,,,3.71,mg/L,,,0.593,mg/L,,,,,,,,,0.0232,mg/L,0.0664,mg/L,0.0283,mg/L,,,,,,,,,45.2,mg/L,,
210,2015-07-27,0.014499999999999999,mg/L,,,,,,,37.35,mg/L,,,,,2.06,mg/L,,,0.4505,mg/L,,,,,,,,,0.02175,mg/L,0.0584,mg/L,0.025750000000000002,mg/L,,,,,,,,,31.85,mg/L,,
211,2015-08-04,0.03,mg/L,,,,,,,37.9,mg/L,,,,,2.16,mg/L,,,0.629,mg/L,,,,,,,,,0.0352,mg/L,0.0903,mg/L,0.0438,mg/L,,,,,,,,,61.6,mg/L,,
212,2015-08-10,0.015,mg/L,,,,,,,38.6,mg/L,,,,,2.26,mg/L,,,0.505,mg/L,,,,,,,,,0.095,mg/L,0.131,mg/L,0.0995,mg/L,,,,,,,,,46.8,mg/L,,
213,2015-08-17,0.026,mg/L,,,,,,,34.3,mg/L,,,,,1.93,mg/L,,,0.56,mg/L,,,,,,,,,0.0395,mg/L,0.0844,mg/L,0.0498,mg/L,,,,,,,,,80.0,mg/L,,
214,2015-08-24,0.043,mg/L,,,,,,,31.4,mg/L,,,,,1.77,mg/L,,,0.516,mg/L,,,,,,,,,0.0397,mg/L,0.0792,mg/L,0.0453,mg/L,,,,,,,,,43.1,mg/L,,
215,2015-08-31,0.032,mg/L,,,,,,,37.5,mg/L,,,,,1.24,mg/L,,,0.425,mg/L,,,,,,,,,0.0194,mg/L,0.0687,mg/L,0.0263,mg/L,,,,,,,,,31.3,mg/L,,
216,2015-09-08,0.024,mg/L,,,,,,,39.1,mg/L,,,,,0.8085,mg/L,,,0.4125,mg/L,,,,,,,,,0.01575,mg/L,0.051250000000000004,mg/L,0.0215,mg/L,,,,,,,,,23.7,mg/L,,
217,2015-09-14,0.017,mg/L,,,,,,,39.0,mg/L,,,,,0.651,mg/L,,,0.381,mg/L,,,,,,,,,0.013,mg/L,0.0438,mg/L,0.0199,mg/L,,,,,,,,,33.5,mg/L,,
218,2015-09-21,0.016,mg/L,,,,,,,36.6,mg/L,,,,,0.776,mg/L,,,0.37,mg/L,,,,,,,,,0.0116,mg/L,0.0545,mg/L,0.0181,mg/L,,,,,,,,,30.2,mg/L,,
219,2015-09-28,0.012,mg/L,,,,,,,38.2,mg/L,,,,,0.522,mg/L,,,0.338,mg/L,,,,,,,,,0.0046,mg/L,0.0335,mg/L,0.0123,mg/L,,,,,,,,,29.2,mg/L,,
220,2016-10-11,0.005,mg/L,,,,,,,40.3,mg/L,,,,,2.96,mg/L,,,0.458,mg/L,,,,,,,,,0.0272,mg/L,0.0464,mg/L,0.0298,mg/L,,,,,,,,,11.58,mg/L,,
221,2016-10-17,0.006,mg/L,,,,,,,38.6,mg/L,,,,,2.24,mg/L,,,0.422,mg/L,,,,,,,,,0.0075,mg/L,0.0301,mg/L,0.0132,mg/L,,,,,,,,,10.23,mg/L,,
222,2016-10-31,0.01,mg/L,,,,,,,40.5,mg/L,,,,,4.02,mg/L,,,0.538,mg/L,,,,,,,,,0.0132,mg/L,0.0372,mg/L,0.017,mg/L,,,,,,,,,2.5,mg/L,,
223,2016-11-14,0.008,mg/L,,,,,,,38.2,mg/L,,,,,6.23,mg/L,,,0.73,mg/L,,,,,,,,,0.0409,mg/L,0.073,mg/L,0.0451,mg/L,,,,,,,,,6.5,mg/L,,
224,2016-11-28,0.007,mg/L,,,,,,,38.7,mg/L,,,,,4.02,mg/L,,,0.414,mg/L,,,,,,,,,0.0113,mg/L,0.0247,mg/L,0.0146,mg/L,,,,,,,,,5.4,mg/L,,
225,2016-12-20,0.01,mg/L,,,,,,,44.7,mg/L,,,,,5.75,mg/L,,,0.496,mg/L,,,,,,,,,0.005,mg/L,0.0149,mg/L,0.0091,mg/L,,,,,,,,,8.17,mg/L,,
226,2016-12-28,0.058,mg/L,,,,,,,30.3,mg/L,,,,,9.53,mg/L,,,0.988,mg/L,,,,,,,,,0.144,mg/L,0.391,mg/L,0.15,mg/L,,,,,,,,,176.57,mg/L,,
227,2017-01-05,0.029,mg/L,,,,,,,38.4,mg/L,,,,,8.28,mg/L,,,0.679,mg/L,,,,,,,,,0.0437,mg/L,0.0902,mg/L,0.0481,mg/L,,,,,,,,,74.85,mg/L,,
228,2017-01-13,0.093,mg/L,,,,,,,22.8,mg/L,,,,,4.31,mg/L,,,0.949,mg/L,,,,,,,,,0.159,mg/L,0.306,mg/L,0.162,mg/L,,,,,,,,,318.0,mg/L,,
229,2017-01-19,0.071,mg/L,,,,,,,23.5,mg/L,,,,,3.78,mg/L,,,0.868,mg/L,,,,,,,,,0.13,mg/L,0.278,mg/L,0.135,mg/L,,,,,,,,,156.0,mg/L,,
230,2017-01-30,0.024,mg/L,,,,,,,37.5,mg/L,,,,,9.15,mg/L,,,0.548,mg/L,,,,,,,,,0.0236,mg/L,0.0367,mg/L,0.0269,mg/L,,,,,,,,,13.0,mg/L,,
231,2017-02-06,0.026,mg/L,,,,,,,47.1,mg/L,,,,,6.99,mg/L,,,0.487,mg/L,,,,,,,,,0.0127,mg/L,0.0218,mg/L,0.0149,mg/L,,,,,,,,,6.47,mg/L,,
232,2017-02-09,0.051,mg/L,,,,,,,22.7,mg/L,,,,,6.62,mg/L,,,0.711,mg/L,,,,,,,,,0.0669,mg/L,0.282,mg/L,0.0729,mg/L,,,,,,,,,376.92,mg/L,,
233,2017-02-21,0.02,mg/L,,,,,,,38.8,mg/L,,,,,8.48,mg/L,,,0.601,mg/L,,,,,,,,,0.0169,mg/L,0.0422,mg/L,0.0209,mg/L,,,,,,,,,34.79,mg/L,,
234,2017-02-26,0.041,mg/L,,,,,,,25.4,mg/L,,,,,6.41,mg/L,,,0.948,mg/L,,,,,,,,,0.059,mg/L,0.342,mg/L,0.0652,mg/L,,,,,,,,,610.0,mg/L,,
235,2017-03-01,0.035,mg/L,,,,,,,30.6,mg/L,,,,,6.51,mg/L,,,0.813,mg/L,,,,,,,,,0.063,mg/L,0.337,mg/L,0.0701,mg/L,,,,,,,,,644.44,mg/L,,
236,2017-03-02,0.033,mg/L,,,,,,,19.2,mg/L,,,,,5.26,mg/L,,,0.788,mg/L,,,,,,,,,0.0876,mg/L,0.479,mg/L,0.0958,mg/L,,,,,,,,,952.5,mg/L,,
237,2017-03-13,0.018,mg/L,,,,,,,37.1,mg/L,,,,,6.91,mg/L,,,0.496,mg/L,,,,,,,,,0.0081,mg/L,0.0291,mg/L,0.0106,mg/L,,,,,,,,,27.32,mg/L,,
238,2017-03-26,0.027,mg/L,,,,,,,33.0,mg/L,,,,,7.3,mg/L,,,0.785,mg/L,,,,,,,,,0.0236,mg/L,0.258,mg/L,0.0271,mg/L,,,,,,,,,591.67,mg/L,,
239,2017-03-31,0.025,mg/L,,,,,,,23.5,mg/L,,,,,7.14,mg/L,,,0.838,mg/L,,,,,,,,,0.0666,mg/L,0.273,mg/L,0.083,mg/L,,,,,,,,,133.33,mg/L,,
240,2017-04-01,0.024,mg/L,,,,,,,18.1,mg/L,,,,,5.8,mg/L,,,0.88,mg/L,,,,,,,,,0.0782,mg/L,0.382,mg/L,0.0929,mg/L,,,,,,,,,,,,
241,2017-04-02,0.023,mg/L,,,,,,,20.1,mg/L,,,,,5.14,mg/L,,,0.747,mg/L,,,,,,,,,0.0638,mg/L,0.288,mg/L,0.0725,mg/L,,,,,,,,,,,,
242,2017-04-06,0.025,mg/L,,,,,,,27.1,mg/L,,,,,6.39,mg/L,,,0.732,mg/L,,,,,,,,,0.036,mg/L,0.268,mg/L,0.0442,mg/L,,,,,,,,,,,,
243,2017-04-08,0.028,mg/L,,,,,,,22.2,mg/L,,,,,6.17,mg/L,,,0.835,mg/L,,,,,,,,,0.0564,mg/L,0.239,mg/L,0.0664,mg/L,,,,,,,,,,,,
244,2017-04-12,0.014,mg/L,,,,,,,27.6,mg/L,,,,,7.2,mg/L,,,0.648,mg/L,,,,,,,,,0.0266,mg/L,0.112,mg/L,0.0312,mg/L,,,,,,,,,,,,
245,2017-04-22,0.149,mg/L,,,,,,,19.6,mg/L,,,,,4.89,mg/L,,,0.984,mg/L,,,,,,,,,0.0556,mg/L,0.267,mg/L,0.0644,mg/L,,,,,,,,,,,,
246,2017-04-26,0.012,mg/L,,,,,,,27.5,mg/L,,,,,5.9,mg/L,,,0.654,mg/L,,,,,,,,,0.011,mg/L,0.0589,mg/L,0.0172,mg/L,,,,,,,,,,,,
247,2017-05-05,0.14,mg/L,,,,,,,19.0,mg/L,,,,,4.96,mg/L,,,0.797,mg/L,,,,,,,,,0.0468,mg/L,0.273,mg/L,0.0545,mg/L,,,,,,,,,,,,
248,2017-05-07,0.099,mg/L,,,,,,,12.9,mg/L,,,,,4.9,mg/L,,,0.854,mg/L,,,,,,,,,0.0729,mg/L,0.268,mg/L,0.0813,mg/L,,,,,,,,,,,,
249,2017-05-08,0.05,mg/L,,,,,,,18.5,mg/L,,,,,5.19,mg/L,,,0.736,mg/L,,,,,,,,,0.0492,mg/L,0.166,mg/L,0.0559,mg/L,,,,,,,,,,,,
250,2017-05-09,0.027,mg/L,,,,,,,18.8,mg/L,,,,,5.36,mg/L,,,0.739,mg/L,,,,,,,,,0.0418,mg/L,0.15,mg/L,0.0527,mg/L,,,,,,,,,,,,
251,2017-05-12,0.011,mg/L,,,,,,,29.7,mg/L,,,,,6.0,mg/L,,,0.565,mg/L,,,,,,,,,0.0052,mg/L,0.0334,mg/L,0.0091,mg/L,,,,,,,,,,,,
252,2017-05-23,0.008,mg/L,,,,,,,30.5,mg/L,,,,,5.54,mg/L,,,0.552,mg/L,,,,,,,,,0.0015,mg/L,0.0307,mg/L,0.0049,mg/L,,,,,,,,,,,,
253,2017-05-27,0.076,mg/L,,,,,,,28.3,mg/L,,,,,9.08,mg/L,,,0.978,mg/L,,,,,,,,,0.0519,mg/L,0.123,mg/L,0.0598,mg/L,,,,,,,,,,,,
254,2017-06-12,0.028,mg/L,,,,,,,32.9,mg/L,,,,,3.61,mg/L,,,0.653,mg/L,,,,,,,,,0.0093,mg/L,0.0424,mg/L,0.0152,mg/L,,,,,,,,,,,,
255,2017-06-26,0.03,mg/L,,,,,,,29.5,mg/L,,,,,8.54,mg/L,,,0.701,mg/L,,,,,,,,,0.0254,mg/L,0.099,mg/L,0.0304,mg/L,,,,,,,,,,,,
256,2017-07-04,0.007,mg/L,,,,,,,34.2,mg/L,,,,,4.04,mg/L,,,0.574,mg/L,,,,,,,,,0.0207,mg/L,0.0579,mg/L,0.0235,mg/L,,,,,,,,,,,,
257,2017-07-17,0.023,mg/L,,,,,,,28.6,mg/L,,,,,7.39,mg/L,,,0.791,mg/L,,,,,,,,,0.0392,mg/L,0.102,mg/L,0.0449,mg/L,,,,,,,,,,,,
258,2017-08-08,0.017,mg/L,,,,,,,41.0,mg/L,,,,,1.21,mg/L,,,0.483,mg/L,,,,,,,,,0.0063,mg/L,0.0444,mg/L,0.0109,mg/L,,,,,,,,,30.24,mg/L,,
259,2017-08-21,0.04,mg/L,,,,,,,41.7,mg/L,,,,,0.799,mg/L,,,0.439,mg/L,,,,,,,,,0.0103,mg/L,0.0491,mg/L,0.015,mg/L,,,,,,,,,42.86,mg/L,,
260,2017-09-05,0.017,mg/L,,,,,,,41.6,mg/L,,,,,0.744,mg/L,,,0.475,mg/L,,,,,,,,,0.0144,mg/L,0.074,mg/L,0.0261,mg/L,,,,,,,,,58.82,mg/L,,
261,2017-09-18,0.021,mg/L,,,,,,,40.0,mg/L,,,,,0.724,mg/L,,,0.394,mg/L,,,,,,,,,0.0031,mg/L,0.0391,mg/L,0.0088,mg/L,,,,,,,,,31.76,mg/L,,
