,DATE,"PHOSPHORUS,UNFILTERED TOTAL","UNITS PHOSPHORUS,UNFILTERED TOTAL","PHOSPHATE,FILTERED REACTIVE","UNITS PHOSPHATE,FILTERED REACTIVE",NITROGEN; TOTAL,UNITS NITROGEN; TOTAL,"NITRATE,  UNFILTERED REACTIVE","UNITS NITRATE,  UNFILTERED REACTIVE","NITRITE,  UNFILTERED REACTIVE","UNITS NITRITE,  UNFILTERED REACTIVE","NITROGEN,TOT,KJELDAHL/UNF.REA","UNITS NITROGEN,TOT,KJELDAHL/UNF.REA","NITRATES TOTAL,   UNFIL.REAC","UNITS NITRATES TOTAL,   UNFIL.REAC","SILICATES,UNFILTERED REACTIVE","UNITS SILICATES,UNFILTERED REACTIVE","CHLORIDE,         UNFIL.REAC","UNITS CHLORIDE,         UNFIL.REAC"
0,2016-04-19,0.095,MILLIGRAM PER LITER,0.0242,MILLIGRAM PER LITER,4.84,MILLIGRAM PER LITER,,,0.027,MILLIGRAM PER LITER,,,4.53,MILLIGRAM PER LITER,2.68,MILLIGRAM PER LITER,20.1,MILLIGRAM PER LITER
1,2016-04-19,0.116,MILLIGRAM PER LITER,0.0242,MILLIGRAM PER LITER,4.84,MILLIGRAM PER LITER,,,0.027,MILLIGRAM PER LITER,,,4.53,MILLIGRAM PER LITER,2.68,MILLIGRAM PER LITER,20.1,MILLIGRAM PER LITER
2,2016-05-18,0.043,MILLIGRAM PER LITER,0.0071,MILLIGRAM PER LITER,3.71,MILLIGRAM PER LITER,,,0.018,MILLIGRAM PER LITER,,,3.39,MILLIGRAM PER LITER,1.76,MILLIGRAM PER LITER,30.6,MILLIGRAM PER LITER
3,2016-05-18,0.0442,MILLIGRAM PER LITER,0.0071,MILLIGRAM PER LITER,3.71,MILLIGRAM PER LITER,,,0.018,MILLIGRAM PER LITER,,,3.39,MILLIGRAM PER LITER,1.76,MILLIGRAM PER LITER,30.6,MILLIGRAM PER LITER
4,2016-06-07,0.087,MILLIGRAM PER LITER,0.0215,MILLIGRAM PER LITER,3.17,MILLIGRAM PER LITER,,,0.036,MILLIGRAM PER LITER,,,2.93,MILLIGRAM PER LITER,3.78,MILLIGRAM PER LITER,34.9,MILLIGRAM PER LITER
5,2016-06-07,0.076,MILLIGRAM PER LITER,0.0215,MILLIGRAM PER LITER,3.17,MILLIGRAM PER LITER,,,0.036,MILLIGRAM PER LITER,,,2.93,MILLIGRAM PER LITER,3.78,MILLIGRAM PER LITER,34.9,MILLIGRAM PER LITER
6,2016-07-04,0.03,MILLIGRAM PER LITER,0.0059,MILLIGRAM PER LITER,3.55,MILLIGRAM PER LITER,,,0.019,MILLIGRAM PER LITER,,,3.08,MILLIGRAM PER LITER,3.02,MILLIGRAM PER LITER,38.2,MILLIGRAM PER LITER
7,2016-07-04,0.040799999999999996,MILLIGRAM PER LITER,0.0059,MILLIGRAM PER LITER,3.55,MILLIGRAM PER LITER,,,0.019,MILLIGRAM PER LITER,,,3.08,MILLIGRAM PER LITER,3.02,MILLIGRAM PER LITER,38.2,MILLIGRAM PER LITER
8,2016-08-17,0.091,MILLIGRAM PER LITER,0.0381,MILLIGRAM PER LITER,3.18,MILLIGRAM PER LITER,,,0.018,MILLIGRAM PER LITER,,,3.0,MILLIGRAM PER LITER,4.2,MILLIGRAM PER LITER,33.2,MILLIGRAM PER LITER
9,2016-08-17,0.076,MILLIGRAM PER LITER,0.0381,MILLIGRAM PER LITER,3.18,MILLIGRAM PER LITER,,,0.018,MILLIGRAM PER LITER,,,3.0,MILLIGRAM PER LITER,4.2,MILLIGRAM PER LITER,33.2,MILLIGRAM PER LITER
