Date,code,"NO23, mg/L as N"
2016-08-07,0,0.75
2016-08-08,0,0.6266666666666666
2016-08-09,0,0.31
2016-08-10,0,0.19
2016-08-11,0,2.17
2016-08-12,0,0.4
2016-08-13,0,0.47
2016-08-14,0,2.55
2016-08-15,0,2.3266666666666667
2016-08-16,0,3.55
2016-08-17,0,2.62
2016-08-18,0,2.71
2016-08-19,0,1.6
2016-08-20,0,1.59
2016-08-21,0,2.18
2016-08-22,0,1.1133333333333335
2016-08-23,0,2.68
2016-08-24,0,1.57
2016-08-25,0,0.41
2016-08-26,0,1.49
2016-08-27,0,1.78
2016-08-28,0,3.5
2016-08-29,0,1.3699999999999999
2016-08-30,0,0.98
2016-08-31,0,1.72
2016-09-01,0,2.63
2016-09-02,0,1.92
2016-09-03,0,1.1
2016-09-04,0,1.02
2016-09-05,0,1.19
2016-09-06,0,1.61
2016-09-07,0,1.19
2016-09-08,0,1.59
2016-09-09,0,1.37
2016-09-10,0,1.02
2016-09-11,0,1.55
2016-09-12,0,2.39
2016-09-13,0,3.44
2016-09-14,0,1.63
2016-09-15,0,1.46
2016-09-16,0,1.27
2016-09-17,0,1.35
2016-09-18,0,3.27
2016-09-19,0,2.59
2016-09-21,0,2.13
2016-09-22,0,5.36
2016-09-23,0,4.15
2016-09-24,0,4.44
2016-09-25,0,3.26
2016-09-26,0,2.5566666666666666
2016-09-27,0,3.04
2016-09-28,0,2.33
2016-09-29,0,2.9
2016-09-30,0,3.87
2016-10-01,0,3.05
2016-10-02,0,2.2
2016-10-03,0,2.57
2016-10-04,0,2.06
2016-10-05,0,2.38
2016-10-06,0,2.32
2016-10-07,0,2.62
2016-10-08,0,2.79
2016-10-09,0,3.04
2016-10-10,0,2.85
2016-10-11,0,2.71
2016-10-12,0,2.49
2016-10-13,0,2.5
2016-10-14,0,2.56
2016-10-15,0,2.05
2016-10-16,0,1.6
2016-10-17,0,1.843333333333333
2016-10-18,0,2.59
2016-10-19,0,1.67
2016-10-20,0,1.56
2016-10-21,0,2.505
2016-10-22,0,3.085
2016-10-23,0,2.69
2016-10-24,0,2.1466666666666665
2016-10-25,0,2.75
2016-10-26,0,4.92
2016-10-27,0,4.51
2016-10-28,0,5.64
2016-10-29,0,6.94
2016-10-30,0,5.09
2016-10-31,0,4.6899999999999995
2016-11-01,0,3.91
2016-11-02,0,3.13
2016-11-03,0,2.72
2016-11-04,0,2.35
2016-11-05,0,1.96
2016-11-06,0,3.25
2016-11-07,0,2.4033333333333333
2016-11-08,0,1.64
2016-11-09,0,1.55
2016-11-10,0,1.7999999999999998
2016-11-14,0,2.885
2016-11-15,0,2.72
2016-11-16,0,2.96
2016-11-17,0,2.97
2016-11-18,0,2.73
2016-11-19,0,2.39
2016-11-20,0,2.38
2016-11-21,0,2.64
2016-11-22,0,3.16
2016-11-23,0,3.43
2016-11-24,0,3.68
2016-11-25,0,3.59
2016-11-26,0,4.34
2016-11-27,0,4.64
2016-11-28,0,4.845000000000001
2016-11-29,0,4.05
2016-11-30,0,2.99
2016-12-01,0,3.26
2016-12-02,0,3.19
2016-12-03,0,3.4
2016-12-04,0,3.53
2016-12-05,0,3.6666666666666665
2016-12-06,0,4.24
2016-12-07,0,4.83
2016-12-08,0,5.61
2016-12-09,0,6.31
2016-12-10,0,4.95
2016-12-11,0,4.89
2016-12-12,0,4.6000000000000005
2016-12-13,0,5.25
2016-12-14,0,6.18
2016-12-15,0,6.64
2016-12-16,0,7.44
2016-12-17,0,7.11
2016-12-18,0,6.94
2016-12-19,0,7.1000000000000005
2016-12-20,0,7.02
2016-12-21,0,6.69
2016-12-22,0,6.64
2016-12-23,0,6.07
2016-12-24,0,5.53
2016-12-25,0,5.28
2016-12-26,0,6.53
2016-12-27,0,8.81
2016-12-28,0,9.69
2016-12-29,0,11.47
2016-12-30,0,11.72
2016-12-31,0,11.05
2017-01-01,0,11.63
2017-01-02,0,10.5
2017-01-03,0,8.32
2017-01-04,0,11.83
2017-01-05,0,12.05
2017-01-06,0,11.57
2017-01-07,0,12.02
2017-01-08,0,12.9
2017-01-09,0,12.77
2017-01-10,0,12.04
2017-01-11,0,8.86
2017-01-12,0,7.626666666666666
2017-01-13,0,9.443333333333333
2017-01-14,0,9.606666666666667
2017-01-15,0,10.35
2017-01-16,0,10.613333333333333
2017-01-17,0,7.835000000000001
2017-01-18,0,9.765
2017-01-19,0,9.95
2017-01-20,0,9.1
2017-01-21,0,8.53
2017-01-22,0,8.8
2017-01-23,0,9.5825
2017-01-24,0,10.469999999999999
2017-01-25,0,10.280000000000001
2017-01-26,0,10.51
2017-01-27,0,10.49
2017-01-28,0,10.21
2017-01-29,0,10.02
2017-01-30,0,9.876666666666667
2017-01-31,0,9.38
2017-02-01,0,9.25
2017-02-02,0,9.13
2017-02-03,0,8.68
2017-02-04,0,8.88
2017-02-05,0,9.34
2017-02-06,0,8.946666666666667
2017-02-07,0,6.7
2017-02-08,0,9.423333333333334
2017-02-09,0,9.366666666666667
2017-02-10,0,10.065000000000001
2017-02-11,0,10.1
2017-02-12,0,10.004999999999999
2017-02-13,0,10.530000000000001
2017-02-14,0,9.93
2017-02-15,0,10.41
2017-02-16,0,10.3
2017-02-17,0,9.82
2017-02-18,0,9.55
2017-02-19,0,9.32
2017-02-20,0,9.34
2017-02-27,0,8.77
2017-02-28,0,8.56
2017-03-01,0,7.5
2017-03-02,0,8.95
2017-03-03,0,9.06
2017-03-04,0,9.05
2017-03-05,0,9.17
2017-03-06,0,9.003333333333332
2017-03-07,0,8.27
2017-03-08,0,8.23
2017-03-09,0,8.02
2017-03-10,0,7.6
2017-03-11,0,7.3
2017-03-12,0,7.05
2017-03-13,0,7.043333333333333
2017-03-14,0,6.81
2017-03-15,0,6.88
2017-03-16,0,7.05
2017-03-17,0,6.97
2017-03-18,0,6.54
2017-03-19,0,7.67
2017-03-20,0,8.07
2017-03-21,0,8.56
2017-03-22,0,8.73
2017-03-23,0,8.35
2017-03-24,0,7.6
2017-03-26,0,6.97
2017-03-27,0,7.156666666666666
2017-03-28,0,7.46
2017-03-29,0,7.52
2017-03-30,0,6.87
2017-03-31,0,10.135
2017-04-01,0,10.793333333333335
2017-04-02,0,11.13
2017-04-03,0,10.763333333333334
2017-04-04,0,9.96
2017-04-05,0,9.52
2017-04-06,0,9.333333333333334
2017-04-07,0,9.35
2017-04-08,0,9.39
2017-04-09,0,9.83
2017-04-10,0,9.856666666666666
2017-04-11,0,9.42
2017-04-12,0,9.06
2017-04-13,0,9.24
2017-04-14,0,7.5
2017-04-15,0,8.76
2017-04-16,0,8.6
2017-04-17,0,8.176666666666666
2017-04-18,0,7.45
2017-04-19,0,6.92
2017-04-20,0,7.805
2017-04-21,0,9.273333333333333
2017-04-22,0,8.440000000000001
2017-04-23,0,8.62
2017-04-24,0,8.293333333333335
2017-04-25,0,7.93
2017-04-26,0,7.53
2017-04-27,0,7.06
2017-04-28,0,6.74
2017-04-29,0,6.51
2017-04-30,0,5.77
2017-05-01,0,6.733333333333333
2017-05-02,0,12.47
2017-05-03,0,11.28
2017-05-04,0,9.075
2017-05-05,0,7.983333333333333
2017-05-06,0,6.216666666666666
2017-05-07,0,6.005
2017-05-08,0,7.54
2017-05-09,0,8.34
2017-05-10,0,8.47
2017-05-11,0,7.97
2017-05-12,0,7.63
2017-05-13,0,8.73
2017-05-14,0,9.16
2017-05-15,0,9.016666666666667
2017-05-16,0,8.78
2017-05-17,0,8.44
2017-05-18,0,7.73
2017-05-19,0,7.44
2017-05-20,0,7.06
2017-05-21,0,6.68
2017-05-22,0,9.083333333333334
2017-05-23,0,10.4
2017-05-24,0,9.73
2017-05-25,0,9.06
2017-05-26,0,9.0
2017-05-27,0,8.26
2017-05-28,0,7.28
2017-05-29,0,10.445
2017-05-30,0,12.733333333333333
2017-05-31,0,12.21
2017-06-01,0,11.83
2017-06-02,0,10.7
2017-06-03,0,9.46
2017-06-04,0,8.52
2017-06-05,0,8.05
2017-06-06,0,7.15
2017-06-07,0,6.64
2017-06-08,0,6.22
2017-06-09,0,5.69
2017-06-10,0,5.2
2017-06-11,0,4.9
2017-06-12,0,4.44
2017-06-13,0,3.8
2017-06-14,0,6.9
2017-06-15,0,12.696666666666667
2017-06-16,0,9.805
2017-06-17,0,10.92
2017-06-18,0,9.95
2017-06-19,0,8.713333333333333
2017-06-20,0,7.35
2017-06-21,0,6.97
2017-06-22,0,7.87
2017-06-23,0,6.26
2017-06-24,0,17.16
2017-06-25,0,17.2
2017-06-26,0,15.333333333333334
2017-06-27,0,12.66
2017-06-28,0,10.87
2017-06-29,0,9.34
2017-06-30,0,6.33
2017-07-01,0,14.37
2017-07-02,0,15.61
2017-07-03,0,15.083333333333334
2017-07-04,0,13.09
2017-07-05,0,9.549999999999999
2017-07-06,0,8.16
2017-07-07,0,7.01
2017-07-08,0,7.43
2017-07-09,0,7.126666666666668
2017-07-10,0,7.580000000000001
2017-07-11,0,7.8999999999999995
2017-07-12,0,6.9399999999999995
2017-07-19,0,3.91
2017-07-20,0,3.74
2017-07-21,0,3.41
2017-07-22,0,3.15
2017-07-23,0,2.9
2017-07-24,0,2.7733333333333334
2017-07-25,0,2.79
2017-07-26,0,2.45
2017-07-27,0,2.31
2017-07-28,0,1.83
2017-07-29,0,1.75
2017-07-30,0,1.44
2017-07-31,0,1.3666666666666665
2017-08-01,0,1.21
2017-08-02,0,1.0
2017-08-03,0,0.69
2017-08-04,0,1.8
2017-08-05,0,2.34
2017-08-06,0,2.19
2017-08-07,0,2.146666666666667
2017-08-08,0,1.77
2017-08-09,0,1.34
2017-08-10,0,1.05
2017-08-11,0,0.7
2017-08-12,0,1.0
2017-08-13,0,0.75
2017-08-14,0,0.7666666666666666
2017-08-15,0,1.03
2017-08-16,0,0.72
2017-08-17,0,0.63
2017-08-18,0,1.1
2017-08-19,0,1.11
2017-08-20,0,1.85
2017-08-21,0,2.9749999999999996
2017-08-30,0,2.14
2017-08-31,0,1.96
2017-09-01,0,1.83
2017-09-02,0,0.88
2017-09-03,0,1.19
2017-09-04,0,1.4100000000000001
2017-09-05,0,2.375
2017-09-06,0,2.6
2017-09-07,0,3.01
2017-09-09,0,3.7750000000000004
2017-09-11,0,2.06
2017-09-12,0,1.85
2017-09-13,0,1.27
2017-09-14,0,2.34
2017-09-15,0,2.27
2017-09-16,0,2.31
2017-09-17,0,2.93
2017-09-18,0,3.396666666666667
2017-09-19,0,2.1
2017-09-20,0,3.13
2017-09-21,0,2.69
2017-09-22,0,3.07
2017-09-23,0,2.2
2017-09-24,0,2.18
2017-09-25,0,1.8533333333333335
2017-09-26,0,2.04
2017-09-27,0,1.82
2017-09-28,0,1.51
2017-09-29,0,1.94
2017-09-30,0,1.44
2017-10-01,0,1.4
2017-10-02,0,1.843333333333333
2017-10-03,0,2.93
2017-10-04,0,3.31
2017-10-05,0,4.06
2017-10-09,0,4.12
2017-10-11,0,1.53
2017-10-12,0,2.89
2017-10-13,0,4.05
2017-10-14,0,2.81
2017-10-15,0,2.17
2017-10-16,0,2.393333333333333
2017-10-17,0,2.29
2017-10-18,0,2.31
2017-10-19,0,1.59
2017-10-20,0,1.39
2017-10-21,0,1.3
2017-10-22,0,1.84
2017-10-23,0,1.9666666666666666
2017-10-24,0,1.78
2017-10-25,0,2.09
2017-10-26,0,2.58
2017-10-27,0,3.75
2017-10-28,0,3.51
2017-10-29,0,4.36
2017-10-30,0,3.6199999999999997
2017-10-31,0,4.04
2017-11-01,0,2.86
2017-11-02,0,4.045
2017-11-03,0,4.845
2017-11-04,0,4.21
2017-11-05,0,3.3150000000000004
2017-11-06,0,3.4675
2017-11-07,0,4.62
2017-11-08,0,5.5
2017-11-09,0,5.96
2017-11-10,0,6.25
2017-11-11,0,6.14
2017-11-12,0,5.96
2017-11-13,0,5.930000000000001
2017-11-14,0,5.58
2017-11-15,0,5.44
2017-11-16,0,5.73
2017-11-17,0,5.73
2017-11-18,0,4.574999999999999
2017-11-19,0,2.6
2017-11-20,0,2.1925
2017-11-21,0,3.4333333333333336
2017-11-22,0,4.31
2017-11-23,0,4.775
2017-11-24,0,5.26
2017-11-25,0,5.37
2017-11-26,0,5.37
2017-11-27,0,5.316666666666666
2017-11-28,0,5.15
2017-11-29,0,4.92
2017-11-30,0,4.9
2017-12-01,0,4.9
2017-12-02,0,5.28
2017-12-03,0,5.16
2017-12-04,0,5.07
2017-12-05,0,4.8
2017-12-06,0,4.63
2017-12-07,0,4.87
2017-12-08,0,4.71
2017-12-12,0,5.88
2017-12-13,0,5.77
2017-12-14,0,5.75
2017-12-15,0,6.05
2017-12-16,0,5.91
2017-12-17,0,5.86
2017-12-18,0,5.5566666666666675
2017-12-19,0,4.46
2017-12-20,0,4.44
2017-12-21,0,4.3
2017-12-22,0,4.4
2017-12-23,0,4.05
2017-12-24,0,3.97
2017-12-25,0,4.03
2017-12-26,0,4.51
2017-12-27,0,4.76
2017-12-28,0,4.5
2017-12-29,0,4.2
2017-12-30,0,4.11
2017-12-31,0,4.14
2018-01-01,0,4.8
2018-01-02,0,5.0
2018-01-03,0,5.08
2018-01-04,0,4.45
2018-01-05,0,4.89
2018-01-06,0,5.08
2018-01-07,0,5.2
2018-01-08,0,5.585
2018-01-09,0,5.41
2018-01-10,0,5.21
2018-01-11,0,5.195
2018-01-12,0,6.173333333333333
2018-01-13,0,8.38
2018-01-14,0,8.285
2018-01-15,0,7.95
2018-01-16,0,7.29
2018-01-17,0,6.89
2018-01-18,0,6.7
2018-01-19,0,6.54
2018-01-20,0,6.11
2018-01-21,0,5.66
2018-01-22,0,5.335
2018-01-23,0,5.983333333333333
2018-01-24,0,7.136666666666667
2018-01-25,0,7.465
2018-01-26,0,6.87
2018-01-27,0,6.71
2018-01-28,0,7.07
2018-01-29,0,7.82
2018-01-30,0,7.58
2018-01-31,0,7.28
2018-02-01,0,6.92
2018-02-02,0,6.86
2018-02-03,0,6.91
2018-02-04,0,6.64
2018-02-05,0,6.273333333333333
2018-02-06,0,5.87
2018-02-07,0,5.76
2018-02-08,0,5.54
2018-02-09,0,5.4
2018-02-10,0,5.28
2018-02-11,0,4.92
2018-02-12,0,5.170000000000001
2018-02-13,0,5.05
2018-02-14,0,4.71
2018-02-15,0,5.67
2018-02-16,0,6.843333333333334
2018-02-17,0,7.486666666666667
2018-02-18,0,7.83
2018-02-19,0,7.353333333333333
2018-02-20,0,4.989999999999999
2018-02-21,0,4.58
2018-02-22,0,4.6899999999999995
2018-02-23,0,4.94
2018-02-24,0,5.85
2018-02-25,0,4.875
2018-02-26,0,3.6966666666666668
2018-02-27,0,5.72
2018-02-28,0,6.1
2018-03-01,0,4.85
2018-03-02,0,3.2733333333333334
2018-03-03,0,4.023333333333333
2018-03-04,0,4.96
2018-03-05,0,5.68
2018-03-06,0,5.5
2018-03-07,0,5.4
2018-03-08,0,5.37
2018-03-09,0,5.28
2018-03-10,0,5.26
2018-03-11,0,5.34
2018-03-12,0,5.28
2018-03-13,0,5.25
2018-03-14,0,5.3
2018-03-15,0,5.32
2018-03-16,0,5.26
2018-03-17,0,4.96
2018-03-18,0,4.9
2018-03-19,0,4.916666666666667
2018-03-20,0,4.7
2018-03-21,0,4.66
2018-03-22,0,4.51
2018-03-23,0,4.4
2018-03-24,0,4.22
2018-03-25,0,4.07
2018-03-26,0,3.893333333333333
2018-03-27,0,3.31
2018-03-28,0,3.55
2018-03-29,0,4.77
2018-03-30,0,6.51
2018-03-31,0,5.9350000000000005
2018-04-01,0,6.405
2018-04-02,0,6.56
2018-04-03,0,6.08
2018-04-04,0,5.876666666666668
2018-04-05,0,5.906666666666666
2018-04-06,0,6.234999999999999
2018-04-07,0,6.16
2018-04-08,0,5.94
2018-04-09,0,5.789999999999999
2018-04-10,0,5.53
2018-04-11,0,5.45
2018-04-12,0,5.07
2018-04-13,0,4.48
2018-04-14,0,3.53
2018-04-15,0,5.585
2018-04-16,0,5.3925
2018-04-17,0,5.38
2018-04-18,0,6.15
2018-04-19,0,6.14
2018-04-20,0,6.01
2018-04-21,0,5.76
2018-04-22,0,5.44
2018-04-23,0,5.2700000000000005
2018-04-24,0,5.06
2018-04-25,0,5.06
2018-04-26,0,4.75
2018-04-27,0,4.41
2018-04-28,0,4.13
2018-04-29,0,3.85
2018-04-30,0,3.6633333333333336
2018-05-01,0,3.53
2018-05-02,0,3.45
2018-05-03,0,4.983333333333333
2018-05-04,0,6.385
2018-05-05,0,5.87
2018-05-06,0,5.94
2018-05-07,0,5.390000000000001
2018-05-08,0,4.55
2018-05-09,0,3.96
2018-05-10,0,3.65
2018-05-11,0,3.4
2018-05-12,0,3.34
2018-05-13,0,5.66
2018-05-14,0,6.2725
2018-05-15,0,8.003333333333334
2018-05-16,0,8.105
2018-05-17,0,7.22
2018-05-18,0,6.54
2018-05-19,0,6.0
2018-05-20,0,5.53
2018-05-21,0,4.826666666666667
2018-05-22,0,4.72
2018-05-23,0,4.41
2018-05-24,0,6.17
2018-05-25,0,6.78
2018-05-26,0,6.92
2018-05-27,0,6.13
2018-05-28,0,5.256666666666667
2018-05-29,0,4.48
2018-05-30,0,3.62
2018-05-31,0,3.48
2018-06-01,0,5.095000000000001
2018-06-02,0,8.135
2018-06-03,0,12.42
2018-06-04,0,10.32
2018-06-05,0,8.0
2018-06-06,0,6.66
2018-06-07,0,5.64
2018-06-08,0,4.73
2018-06-09,0,3.67
2018-06-10,0,9.486666666666666
2018-06-11,0,12.9375
2018-06-12,0,13.753333333333336
2018-06-13,0,10.05
2018-06-14,0,9.625
2018-06-15,0,8.44
2018-06-16,0,7.82
2018-06-17,0,7.3
2018-06-18,0,6.723333333333334
2018-06-19,0,5.71
2018-06-20,0,5.0
2018-06-21,0,3.96
2018-06-22,0,3.81
2018-06-23,0,4.295
2018-06-24,0,10.536666666666667
2018-06-25,0,10.966666666666667
2018-06-26,0,9.11
2018-06-27,0,7.513333333333333
2018-06-28,0,9.666666666666666
2018-06-29,0,8.495000000000001
2018-06-30,0,7.36
2018-07-01,0,6.47
2018-07-02,0,5.85
