Date,"Flow, CFS"
2015-12-27,539.0
2015-12-28,1951.0
2015-12-29,4886.0
2015-12-30,4952.0
2015-12-31,1822.0
2016-01-07,150.0
2016-01-08,121.6
2016-01-09,134.2
2016-01-10,630.0
2016-01-11,2145.0
2016-01-12,870.6
2016-01-13,243.2
2016-01-14,376.6
2016-01-15,290.6
2016-01-16,1471.5
2016-01-17,1371.2666666666667
2016-01-18,718.6
2016-01-21,230.2
2016-01-22,178.0
2016-01-23,235.4
2016-01-24,175.8
2016-01-25,111.76666666666667
2016-01-26,118.0
2016-01-27,128.8
2016-01-28,119.8
2016-01-29,87.05
2016-01-30,68.86
2016-01-31,101.0
2016-02-01,111.2
2016-02-02,138.0
2016-02-03,377.1
2016-02-04,1130.0
2016-02-05,597.55
2016-02-06,319.6
2016-02-07,240.6
2016-02-08,212.20000000000002
2016-02-09,196.4
2016-02-10,164.8
2016-02-11,99.45
2016-02-12,114.6
2016-02-13,102.7
2016-02-14,91.7
2016-02-15,80.94000000000001
2016-02-16,72.81
2016-02-17,82.68
2016-02-18,94.8
2016-02-19,77.04
2016-02-20,77.04
2016-02-21,79.86
2016-02-22,73.75000000000001
2016-02-23,66.32
2016-02-24,82.68
2016-02-25,2807.5
2016-02-26,2063.6666666666665
2016-02-27,1171.5
2016-02-28,754.0
2016-02-29,677.9666666666667
2016-03-01,428.7
2016-03-02,933.8
2016-03-03,813.4
2016-03-04,491.2
2016-03-05,435.4
2016-03-06,542.8
2016-03-07,611.6666666666666
2016-03-08,535.3
2016-03-09,412.2
2016-03-10,632.7
2016-03-11,2839.6666666666665
2016-03-12,1918.3333333333333
2016-03-13,1099.0
2016-03-14,2546.25
2016-03-15,2311.0
2016-03-16,1881.6666666666667
2016-03-17,928.75
2016-03-18,494.8
2016-03-19,349.0
2016-03-20,270.6
2016-03-21,229.33333333333334
2016-03-22,194.1
2016-03-23,178.0
2016-03-24,238.9
2016-03-25,1548.6666666666667
2016-03-26,1097.6000000000001
2016-03-27,616.8000000000001
2016-03-28,1889.95
2016-03-29,1908.6666666666667
2016-03-30,1134.2
2016-03-31,1202.1
2016-04-01,2365.0
2016-04-02,1731.0
2016-04-03,890.0
2016-04-04,933.1666666666666
2016-04-05,459.2
2016-04-06,352.0
2016-04-07,1525.3999999999999
2016-04-08,2886.3333333333335
2016-04-09,1998.0
2016-04-10,2173.5
2016-04-11,2230.75
2016-04-12,1887.0
2016-04-13,1040.0
2016-04-14,679.5
2016-04-15,487.6
2016-04-16,376.6
2016-04-17,305.1
2016-04-18,251.60000000000002
2016-04-19,208.2
2016-04-20,191.8
2016-04-21,191.8
2016-04-22,191.8
2016-04-23,198.7
2016-04-24,284.8
2016-04-25,232.86666666666667
2016-04-26,243.2
2016-04-27,824.75
2016-04-28,547.5
2016-04-29,494.8
2016-04-30,498.4
2016-05-01,1669.5
2016-05-02,2388.9
2016-05-03,4114.0
2016-05-04,1877.3333333333333
2016-05-05,977.5
2016-05-06,645.7
2016-05-07,473.2
2016-05-08,370.2
2016-05-09,293.5
2016-05-10,232.8
2016-05-11,222.6
2016-05-12,673.2
2016-05-13,1012.3333333333334
2016-05-14,666.6
2016-05-15,442.2
2016-05-16,315.73333333333335
2016-05-17,230.2
2016-05-18,232.8
2016-05-19,201.0
2016-05-20,167.0
2016-05-21,150.0
2016-05-22,146.0
2016-05-23,138.0
2016-05-24,121.6
2016-05-25,111.2
2016-05-26,102.7
2016-05-27,96.35
2016-05-28,94.8
2016-05-29,88.6
2016-05-30,84.56
2016-05-31,85.5
2016-06-01,77.04
2016-06-02,75.63
2016-06-03,68.86
2016-06-04,65.05
2016-06-05,66.32
2016-06-06,238.9466666666667
2016-06-07,210.6
2016-06-08,118.0
2016-06-09,85.5
2016-06-10,68.86
2016-06-11,58.7
2016-06-12,51.92
2016-06-13,47.4
2016-06-14,44.4
2016-06-15,42.4
2016-06-16,43.4
2016-06-17,57.57
2016-06-18,50.79
2016-06-19,41.4
2016-06-20,34.88
2016-06-21,28.76
2016-06-22,25.51
2016-06-23,34.16
2016-06-24,793.35
2016-06-25,463.45
2016-06-26,196.4
2016-06-27,131.4
2016-06-28,90.15
2016-06-29,67.59
2016-06-30,54.18
2016-07-01,46.4
2016-07-02,39.4
2016-07-03,34.16
2016-07-04,31.46
2016-07-08,17.88
2016-07-09,18.97
2016-07-10,28.76
2016-07-11,21.513333333333332
2016-07-12,14.28
2016-07-13,12.15
2016-07-14,21.15
2016-07-15,22.24
2016-07-16,16.79
2016-07-17,14.99
2016-07-18,14.99
2016-07-19,12.86
2016-07-20,14.28
2016-07-21,27.68
2016-07-22,17.88
2016-07-23,13.57
2016-07-24,12.86
2016-07-25,14.280000000000001
2016-07-26,25.51
2016-07-27,16.79
2016-07-28,12.15
2016-07-29,9.31
2016-07-30,8.6
2016-07-31,10.02
2016-08-01,9.31
2016-08-02,9.31
2016-08-03,9.31
2016-08-04,8.6
2016-08-05,13.57
2016-08-06,10.73
2016-08-07,9.31
2016-08-08,8.6
2016-08-09,7.28
2016-08-10,7.28
2016-08-11,12.15
2016-08-12,8.6
2016-08-13,20.06
2016-08-14,30.92
2016-08-15,29.840000000000003
2016-08-16,43.4
2016-08-17,49.66
2016-08-18,42.4
2016-08-19,38.4
2016-08-20,32.0
2016-08-21,41.4
2016-08-22,45.153333333333336
2016-08-23,33.08
2016-08-24,22.24
2016-08-25,18.97
2016-08-26,29.84
2016-08-27,26.6
2016-08-28,35.24
2016-08-29,30.2
2016-08-30,17.88
2016-08-31,15.7
2016-09-01,14.28
2016-09-02,11.44
2016-09-03,10.73
2016-09-04,10.73
2016-09-05,9.31
2016-09-06,8.6
2016-09-07,8.16
2016-09-08,8.16
2016-09-09,8.6
2016-09-10,14.99
2016-09-11,29.84
2016-09-12,36.26666666666667
2016-09-13,25.51
2016-09-14,20.06
2016-09-15,16.79
2016-09-16,14.28
2016-09-17,32.0
2016-09-18,116.3
2016-09-19,134.0666666666667
2016-09-20,84.09
2016-09-21,70.13
2016-09-22,54.18
2016-09-23,43.4
2016-09-24,27.68
2016-09-25,21.15
2016-09-26,19.333333333333332
2016-09-27,17.88
2016-09-28,24.42
2016-09-29,21.15
2016-09-30,36.32
2016-10-01,70.13
2016-10-02,71.4
2016-10-03,58.769999999999996
2016-10-04,50.79
2016-10-05,46.4
2016-10-06,37.4
2016-10-07,29.84
2016-10-08,23.33
2016-10-09,17.88
2016-10-10,22.223333333333333
2016-10-11,12.86
2016-10-12,12.86
2016-10-13,13.57
2016-10-14,14.28
2016-10-15,17.88
2016-10-16,20.06
2016-10-17,22.24
2016-10-18,20.06
2016-10-19,22.24
2016-10-20,23.33
2016-10-21,42.965
2016-10-22,71.185
2016-10-23,82.68
2016-10-24,86.275
2016-10-31,24.42
2016-11-01,25.51
2016-11-02,22.24
2016-11-03,27.68
2016-11-04,34.16
2016-11-05,37.4
2016-11-06,36.32
2016-11-07,32.0
2016-11-08,25.51
2016-11-09,24.42
2016-11-10,24.42
2016-11-14,20.06
2016-11-15,18.97
2016-11-16,18.97
2016-11-17,18.97
2016-11-18,18.97
2016-11-19,18.97
2016-11-20,17.88
2016-11-21,16.79
2016-11-22,16.79
2016-11-23,16.79
2016-11-24,20.06
2016-11-25,23.33
2016-11-26,25.51
2016-11-27,28.76
2016-11-28,26.6
2016-11-29,30.92
2016-11-30,41.4
2016-12-01,51.92
2016-12-02,50.79
2016-12-03,45.4
2016-12-04,39.4
2016-12-05,37.373333333333335
2016-12-06,34.16
2016-12-07,35.24
2016-12-08,44.4
2016-12-09,65.05
2016-12-10,56.44
2016-12-11,62.51
2016-12-12,54.93333333333334
2016-12-13,45.4
2016-12-14,46.4
2016-12-15,44.4
2016-12-16,35.24
2016-12-17,32.0
2016-12-18,28.76
2016-12-19,28.400000000000002
2016-12-20,26.6
2016-12-21,29.84
2016-12-22,29.84
2016-12-23,28.76
2016-12-24,28.76
2016-12-25,32.0
2016-12-26,62.51
2016-12-27,191.8
2016-12-28,319.6
2016-12-29,302.2
2016-12-30,243.2
2016-12-31,158.2
2017-01-01,132.4
2017-01-02,101.0
2017-01-03,194.1
2017-01-04,1368.0
2017-01-05,1290.0
2017-01-06,516.8
2017-01-07,358.0
2017-01-08,182.6
2017-01-09,210.6
2017-01-10,114.6
2017-01-11,148.0
2017-01-12,1155.4333333333334
2017-01-13,3653.3333333333335
2017-01-14,2335.6666666666665
2017-01-15,939.1333333333333
2017-01-16,538.6666666666666
2017-01-17,881.5
2017-01-18,2263.0
2017-01-19,1272.0
2017-01-20,991.4
2017-01-21,2662.6666666666665
2017-01-22,1709.0
2017-01-23,881.425
2017-01-24,1026.0
2017-01-25,1142.5
2017-01-26,696.7
2017-01-27,469.6
2017-01-28,340.0
2017-01-29,259.4
2017-01-30,216.20000000000002
2017-01-31,158.2
2017-02-01,136.0
2017-02-02,127.0
2017-02-03,82.68
2017-02-04,85.5
2017-02-05,121.6
2017-02-06,96.35000000000001
2017-02-07,179.9
2017-02-08,1555.0333333333335
2017-02-09,1231.6666666666667
2017-02-10,647.6
2017-02-11,399.0
2017-02-12,516.4
2017-02-13,702.55
2017-02-14,509.4
2017-02-15,367.0
2017-02-16,279.0
2017-02-17,213.0
2017-02-18,173.6
2017-02-19,152.0
2017-02-20,133.3
2017-02-27,194.1
2017-02-28,144.0
2017-03-01,164.8
2017-03-02,302.2
2017-03-03,376.6
2017-03-04,253.8
2017-03-05,191.8
2017-03-06,167.0
2017-03-07,162.6
2017-03-08,164.8
2017-03-09,142.0
2017-03-10,121.6
2017-03-11,107.8
2017-03-12,93.25
2017-03-13,84.09
2017-03-14,82.68
2017-03-15,84.09
2017-03-16,87.05
2017-03-17,78.45
2017-03-18,84.09
2017-03-19,173.6
2017-03-20,262.2
2017-03-21,265.0
2017-03-22,245.8
2017-03-23,196.4
2017-03-24,173.6
2017-03-26,160.4
2017-03-27,198.76666666666665
2017-03-28,245.8
2017-03-29,215.4
2017-03-30,196.4
2017-03-31,1385.0
2017-04-01,1467.7333333333333
2017-04-02,794.95
2017-04-03,551.8066666666667
2017-04-04,434.95
2017-04-05,508.91
2017-04-06,1205.7833333333333
2017-04-07,2798.1999999999994
2017-04-08,2230.85
2017-04-09,1216.9
2017-04-10,728.1633333333333
2017-04-11,490.8
2017-04-12,505.21
2017-04-13,418.35
2017-04-14,325.3
2017-04-15,262.13
2017-04-16,220.11
2017-04-17,195.17
2017-04-18,162.61
2017-04-19,146.25
2017-04-20,455.01
2017-04-21,556.9333333333333
2017-04-22,579.01
2017-04-23,305.07
2017-04-24,214.39666666666665
2017-04-25,164.75
2017-04-26,144.26
2017-04-27,132.62
2017-04-28,123.43
2017-04-29,111.14
2017-04-30,121.59
2017-05-01,434.33666666666664
2017-05-02,1517.9
2017-05-03,1012.6
2017-05-04,676.045
2017-05-05,4514.233333333334
2017-05-06,8238.699999999999
2017-05-07,8339.25
2017-05-08,2762.566666666667
2017-05-09,1017.8
2017-05-10,616.86
2017-05-11,434.95
2017-05-12,1971.2333333333336
2017-05-13,996.495
2017-05-14,505.21
2017-05-15,361.22666666666663
2017-05-16,256.6
2017-05-17,217.66
2017-05-18,184.47
2017-05-19,154.2
2017-05-20,175.45
2017-05-21,385.98
2017-05-22,552.67
2017-05-23,367.04
2017-05-24,262.13
2017-05-25,210.32
2017-05-26,175.45
2017-05-27,179.88
2017-05-28,256.6
2017-05-29,899.6775
2017-05-30,1017.48
2017-05-31,598.0550000000001
2017-06-01,319.54
2017-06-02,207.87
2017-06-03,160.47
2017-06-04,132.62
2017-06-05,117.39666666666666
2017-06-06,102.67
2017-06-07,90.137
2017-06-08,77.054
2017-06-09,71.43
2017-06-10,63.816
2017-06-11,55.344
2017-06-12,51.19333333333333
2017-06-13,45.422
2017-06-14,388.475
2017-06-15,874.4499999999999
2017-06-16,656.58
2017-06-17,215.21
2017-06-18,160.47
2017-06-19,153.22666666666666
2017-06-20,90.137
2017-06-21,66.354
2017-06-22,54.212
2017-06-23,60.009
2017-06-24,573.18
2017-06-25,333.96
2017-06-26,208.99666666666667
2017-06-27,114.52
2017-06-28,112.83
2017-06-29,67.623
2017-06-30,68.892
2017-07-01,2249.0833333333335
2017-07-02,2806.2999999999997
2017-07-03,1264.9333333333334
2017-07-04,424.94
2017-07-05,505.6566666666667
2017-07-06,225.01
2017-07-07,160.47
2017-07-08,721.145
2017-07-09,547.6999999999999
2017-07-10,1154.39
2017-07-11,4393.133333333334
2017-07-12,4460.05
2017-07-19,418.35
2017-07-20,264.9
2017-07-21,179.88
2017-07-22,150.22
2017-07-23,220.11
2017-07-24,200.0666666666667
2017-07-25,182.18
2017-07-26,123.43
2017-07-27,93.235
2017-07-28,75.648
2017-07-29,75.648
2017-07-30,62.547
2017-07-31,56.85333333333333
2017-08-01,43.424
2017-08-02,39.428
2017-08-03,48.552
2017-08-04,302.15
2017-08-05,200.52
2017-08-06,116.22
2017-08-07,83.71066666666667
2017-08-08,65.085
2017-08-09,60.009
2017-08-10,43.424
2017-08-11,37.43
2017-08-12,33.098
2017-08-13,33.098
2017-08-14,29.849
2017-08-15,26.6
2017-08-16,24.428
2017-08-17,23.342
2017-08-18,33.098
2017-08-19,37.43
2017-08-20,34.181
2017-08-21,34.7225
2017-08-30,20.084
2017-08-31,51.948
2017-09-01,54.212
2017-09-02,36.347
2017-09-03,28.766
2017-09-04,21.713
2017-09-05,18.455
2017-09-06,34.181
2017-09-07,97.882
2017-09-09,50.25
2017-09-11,33.098
2017-09-12,25.514
2017-09-13,22.256
2017-09-14,18.998
2017-09-15,18.998
2017-09-16,17.912
2017-09-17,18.998
2017-09-18,15.263333333333334
2017-09-19,17.912
2017-09-20,40.427
2017-09-21,90.137
2017-09-22,75.648
2017-09-23,51.948
2017-09-24,37.43
2017-09-25,29.488
2017-09-26,21.17
2017-09-27,16.826
2017-09-28,15.025
2017-09-29,14.31
2017-09-30,12.88
2017-10-01,12.88
2017-10-02,12.641666666666666
2017-10-03,12.165
2017-10-04,11.45
2017-10-05,14.31
2017-10-09,24.2455
2017-10-11,63.816
2017-10-12,116.22
2017-10-13,106.06
2017-10-14,70.161
2017-10-15,49.684
2017-10-16,41.75899999999999
2017-10-17,36.347
2017-10-18,35.264
2017-10-19,29.849
2017-10-20,25.514
2017-10-21,22.256
2017-10-22,20.084
2017-10-23,17.912
2017-10-24,21.17
2017-10-25,30.932
2017-10-26,36.347
2017-10-27,33.098
2017-10-28,44.423
2017-10-29,58.74
2017-10-30,75.17933333333333
2017-10-31,60.009
2017-11-01,50.816
2017-11-02,98.457
2017-11-03,181.265
2017-11-04,253.84
2017-11-05,880.0799999999999
2017-11-06,4702.299999999999
2017-11-07,4453.333333333334
2017-11-08,1837.1999999999998
2017-11-09,785.71
2017-11-10,428.23
2017-11-11,253.84
2017-11-12,182.18
2017-11-13,155.57666666666665
2017-11-14,160.47
2017-11-15,156.19
2017-11-16,207.87
2017-11-17,273.2
2017-11-18,1736.2
2017-11-19,6284.866666666668
2017-11-20,9443.275000000001
2017-11-21,5462.233333333334
2017-11-22,1609.3999999999999
2017-11-23,932.3
2017-11-24,531.16
2017-11-25,382.82
2017-11-26,287.51
2017-11-27,224.35
2017-11-28,191.35
2017-11-29,184.47
2017-11-30,156.19
2017-12-01,140.28
2017-12-02,130.78
2017-12-03,116.22
2017-12-04,102.67
2017-12-05,99.431
2017-12-06,93.235
2017-12-07,78.46
2017-12-08,63.816
2017-12-12,66.354
2017-12-13,84.084
2017-12-14,77.054
2017-12-15,63.816
2017-12-16,58.74
2017-12-17,55.344
2017-12-18,56.476
2017-12-19,60.009
2017-12-20,66.354
2017-12-21,63.816
2017-12-22,62.547
2017-12-23,62.547
2017-12-24,62.547
2017-12-25,96.333
2017-12-26,107.75
2017-12-27,100.98
2017-12-28,68.892
2017-12-29,60.009
2017-12-30,63.816
2017-12-31,68.892
2018-01-01,67.623
2018-01-02,68.892
2018-01-03,67.623
2018-01-04,70.161
2018-01-05,71.43
2018-01-06,72.836
2018-01-07,75.648
2018-01-08,79.163
2018-01-09,84.084
2018-01-10,90.137
2018-01-11,732.97
2018-01-12,2498.866666666667
2018-01-13,2520.133333333333
2018-01-14,1442.5
2018-01-15,632.2466666666667
2018-01-16,376.51
2018-01-17,273.2
2018-01-18,339.86
2018-01-19,328.19
2018-01-20,198.23
2018-01-21,189.06
2018-01-22,345.605
2018-01-23,2031.1000000000001
2018-01-24,2037.3
2018-01-25,925.8050000000001
2018-01-26,497.93
2018-01-27,434.95
2018-01-28,531.16
2018-01-29,536.2833333333333
2018-01-30,398.6
2018-01-31,310.88
2018-02-01,290.44
2018-02-02,215.21
2018-02-03,198.23
2018-02-04,212.76
2018-02-05,148.33333333333334
2018-02-06,154.2
2018-02-07,121.59
2018-02-08,100.98
2018-02-09,109.45
2018-02-10,99.431
2018-02-11,99.431
2018-02-12,112.75366666666667
2018-02-13,102.67
2018-02-14,87.039
2018-02-15,230.405
2018-02-16,2618.6666666666665
2018-02-17,2781.566666666667
2018-02-18,1205.85
2018-02-19,748.3000000000001
2018-02-20,4973.933333333333
2018-02-21,6214.4
2018-02-22,4901.45
2018-02-23,2676.7
2018-02-24,1789.7
2018-02-25,3456.05
2018-02-26,2920.3999999999996
2018-02-27,1126.1
2018-02-28,687.96
2018-03-01,1256.33
2018-03-02,4980.066666666667
2018-03-03,4504.333333333333
2018-03-04,1977.2
2018-03-05,970.5433333333334
2018-03-06,616.86
2018-03-07,497.93
2018-03-08,405.18
2018-03-09,316.65
2018-03-10,256.6
2018-03-11,222.56
2018-03-12,197.46000000000004
2018-03-13,184.47
2018-03-14,175.45
2018-03-15,162.61
2018-03-16,152.21
2018-03-17,132.62
2018-03-18,121.59
2018-03-19,117.34666666666665
2018-03-20,111.14
2018-03-21,104.37
2018-03-22,104.37
2018-03-23,90.137
2018-03-24,96.333
2018-03-25,77.054
2018-03-26,74.71066666666667
2018-03-27,79.866
2018-03-28,125.27
2018-03-29,402.025
2018-03-30,2282.8500000000004
2018-03-31,2136.2
2018-04-01,1163.85
2018-04-02,631.3566666666667
2018-04-03,428.23
2018-04-04,1784.2166666666665
2018-04-05,1428.5666666666666
2018-04-06,771.005
2018-04-07,505.21
2018-04-08,367.04
2018-04-09,305.03
2018-04-10,245.86
2018-04-11,215.21
2018-04-12,202.97
2018-04-13,202.97
2018-04-14,191.35
2018-04-15,2527.4
2018-04-16,4634.175
2018-04-17,3139.65
2018-04-18,1082.1
2018-04-19,687.96
2018-04-20,512.62
2018-04-21,398.6
2018-04-22,331.07
2018-04-23,289.46
2018-04-24,253.84
2018-04-25,238.04
2018-04-26,232.83
2018-04-27,202.97
2018-04-28,193.64
2018-04-29,182.18
2018-04-30,160.77
2018-05-01,132.62
2018-05-02,130.78
2018-05-03,570.2833333333333
2018-05-04,1050.645
2018-05-05,612.88
2018-05-06,361.0
2018-05-07,249.6
2018-05-08,193.64
2018-05-09,162.61
2018-05-10,152.21
2018-05-11,142.27
2018-05-12,127.11
2018-05-13,306.20000000000005
2018-05-14,743.2625
2018-05-15,1592.7333333333333
2018-05-16,1111.05
2018-05-17,612.88
2018-05-18,354.96
2018-05-19,240.65
2018-05-20,210.32
2018-05-21,195.9333333333333
2018-05-22,173.31
2018-05-23,284.58
2018-05-24,415.06
2018-05-25,225.01
2018-05-26,166.89
2018-05-27,140.28
2018-05-28,169.7433333333333
2018-05-29,132.62
2018-05-30,111.14
2018-05-31,104.37
2018-06-01,250.56
2018-06-02,854.54
2018-06-03,561.64
2018-06-04,294.4933333333333
2018-06-05,164.75
2018-06-06,123.43
2018-06-07,100.98
2018-06-08,88.588
2018-06-09,72.836
2018-06-10,1075.9266666666665
2018-06-11,2282.075
2018-06-12,1942.7333333333333
2018-06-13,2588.6
2018-06-14,1399.85
2018-06-15,637.48
2018-06-16,336.84
2018-06-17,202.97
2018-06-18,155.67666666666665
2018-06-19,125.27
2018-06-20,128.94
2018-06-21,116.22
2018-06-22,93.235
2018-06-23,474.015
2018-06-24,930.4699999999999
2018-06-25,503.64000000000004
2018-06-26,225.01
2018-06-27,643.64
2018-06-28,1694.1000000000001
2018-06-29,977.4300000000001
2018-06-30,452.11
2018-07-01,0.0
2018-07-02,0.0
