Date,code,"TP, mg/L as P"
2011-11-16,0,0.5306666666666666
2011-11-17,0,0.3254
2011-11-18,0,0.2022
2011-11-19,0,0.143
2011-11-20,0,0.11309999999999999
2011-11-21,0,0.102
2011-11-22,0,0.17785
2011-11-23,0,0.524
2011-11-24,0,0.4895333333333333
2011-11-25,0,0.36450000000000005
2011-11-26,0,0.234
2011-11-27,0,0.1926
2011-11-28,0,0.37496666666666667
2011-11-29,0,0.4084666666666667
2011-11-30,0,0.4434
2011-12-02,0,0.3008
2011-12-03,0,0.2127
2011-12-04,0,0.1578
2011-12-05,0,0.39354999999999996
2011-12-06,0,0.458
2011-12-07,0,0.3859333333333333
2011-12-08,0,0.2932
2011-12-09,0,0.1929
2011-12-10,0,0.1345
2011-12-11,0,0.1097
2011-12-12,0,0.09756666666666668
2011-12-13,0,0.0837
2011-12-14,0,0.0719
2011-12-15,0,0.3562
2011-12-16,0,0.6844
2011-12-17,0,0.4327
2011-12-18,0,0.2489
2011-12-19,0,0.1619
2011-12-20,0,0.1213
2011-12-21,0,0.309
2011-12-22,0,0.7442
2011-12-23,0,0.4568
2011-12-24,0,0.2758
2011-12-25,0,0.1794
2011-12-26,0,0.1273
2011-12-27,0,0.0967
2011-12-28,0,0.1514
2011-12-29,0,0.2352
2011-12-30,0,0.159
2011-12-31,0,0.1817
2012-01-01,0,0.281
2012-01-02,0,0.19305
2012-01-03,0,0.1317
2012-01-04,0,0.1007
2012-01-05,0,0.0873
2012-01-06,0,0.0755
2012-01-07,0,0.0695
2012-01-08,0,0.0607
2012-01-09,0,0.0579
2012-01-10,0,0.0633
2012-01-11,0,0.0613
2012-01-12,0,0.0629
2012-01-13,0,0.0985
2012-01-14,0,0.1273
2012-01-15,0,0.0949
2012-01-16,0,0.08513333333333334
2012-01-17,0,0.3819333333333333
2012-01-18,0,0.9169999999999999
2012-01-19,0,0.6682999999999999
2012-01-23,0,0.4611
2012-01-24,0,0.5795666666666667
2012-01-25,0,0.39215
2012-01-26,0,0.2145
2012-01-27,0,0.30966666666666665
2012-01-28,0,0.44115000000000004
2012-01-29,0,0.2898
2012-01-30,0,0.2064
2012-01-31,0,0.1211
2012-02-01,0,0.1005
2012-02-02,0,0.1023
2012-02-03,0,0.0931
2012-02-04,0,0.0837
2012-02-05,0,0.075
2012-02-06,0,0.1099
2012-02-07,0,0.128
2012-02-08,0,0.0943
2012-02-09,0,0.0711
2012-02-10,0,0.0575
2012-02-11,0,0.0521
2012-02-12,0,0.0421
2012-02-13,0,0.04393333333333333
2012-02-14,0,0.0423
2012-02-15,0,0.0426
2012-02-16,0,0.0439
2012-02-17,0,0.0684
2012-02-18,0,0.088
2012-02-19,0,0.0819
2012-02-20,0,0.07326666666666666
2012-02-21,0,0.053
2012-02-22,0,0.0471
2012-02-23,0,0.04235
2012-02-24,0,0.268
2012-02-25,0,0.6412333333333333
2012-02-26,0,0.37715
2012-02-27,0,0.2026
2012-02-28,0,0.101
2012-02-29,0,0.3765
2012-03-01,0,0.6308333333333334
2012-03-02,0,0.42490000000000006
2012-03-03,0,0.8448666666666668
2012-03-04,0,0.6075
2012-03-05,0,0.3403333333333333
2012-03-06,0,0.1779
2012-03-07,0,0.1233
2012-03-08,0,0.1005
2012-03-09,0,0.0838
2012-03-10,0,0.0716
2012-03-11,0,0.0569
2012-03-12,0,0.06244999999999999
2012-03-13,0,0.3307
2012-03-14,0,0.3678
2012-03-15,0,0.19619999999999999
2012-03-16,0,0.6457666666666667
2012-03-17,0,0.5059999999999999
2012-03-18,0,0.41690000000000005
2012-03-19,0,0.7985
2012-03-20,0,0.33126666666666665
2012-03-21,0,0.2306
2012-03-22,0,0.1521
2012-03-23,0,0.14
2012-03-24,0,0.1309
2012-03-25,0,0.1688
2012-03-26,0,0.14163333333333336
2012-03-27,0,0.1046
2012-03-28,0,0.0867
2012-03-29,0,0.0672
2012-03-30,0,0.0279
2012-03-31,0,0.0188
2012-04-01,0,0.018
2012-04-02,0,0.034833333333333334
2012-04-03,0,0.068
2012-04-04,0,0.0579
2012-04-05,0,0.0319
2012-04-06,0,0.0194
2012-04-07,0,0.0183
2012-04-08,0,0.021
2012-04-09,0,0.046599999999999996
2012-04-10,0,0.023
2012-04-11,0,0.0198
2012-04-12,0,0.0196
2012-04-13,0,0.0229
2012-04-14,0,0.0248
2012-04-15,0,0.0287
2012-04-16,0,0.07386666666666668
2012-04-17,0,0.0452
2012-04-18,0,0.0578
2012-04-19,0,0.0306
2012-04-20,0,0.0281
2012-04-21,0,0.0228
2012-04-22,0,0.0151
2012-04-23,0,0.042633333333333336
2012-04-24,0,0.0295
2012-04-25,0,0.0338
2012-04-26,0,0.036
2012-04-27,0,0.0202
2012-04-28,0,0.0221
2012-04-29,0,0.0213
2012-04-30,0,0.025466666666666665
2012-05-01,0,0.0344
2012-05-02,0,0.0375
2012-05-03,0,0.0418
2012-05-04,0,0.16345
2012-05-05,0,0.1406
2012-05-06,0,0.2276
2012-05-07,0,0.2349
2012-05-10,0,0.5172
2012-05-11,0,0.138
2012-05-12,0,0.0871
2012-05-13,0,0.0697
2012-05-14,0,0.0484
2012-05-21,0,0.0712
2012-05-22,0,0.0463
2012-05-23,0,0.0318
2012-05-24,0,0.0287
2012-05-25,0,0.0265
2012-05-26,0,0.0262
2012-05-27,0,0.0408
2012-05-28,0,0.0284
2012-05-29,0,0.0626
2012-05-30,0,0.23966666666666667
2012-05-31,0,0.15155000000000002
2012-06-01,0,0.0713
2012-06-02,0,0.1198
2012-06-03,0,0.1249
2012-06-04,0,0.09303333333333334
2012-06-05,0,0.0492
2012-06-06,0,0.0737
2012-06-07,0,0.0518
2012-06-08,0,0.0526
2012-06-09,0,0.0477
2012-06-10,0,0.055
2012-06-11,0,0.05233333333333334
2012-06-12,0,0.063
2012-06-13,0,0.0837
2012-06-14,0,0.0839
2012-06-15,0,0.0853
2012-06-16,0,0.0829
2012-06-17,0,0.0865
2012-06-18,0,0.1139
2012-06-19,0,0.23066666666666666
2012-06-20,0,0.2642
2012-06-21,0,0.143
2012-06-22,0,0.1435
2012-06-23,0,0.135
2012-06-24,0,0.1287
2012-06-25,0,0.1383
2012-06-26,0,0.1599
2012-06-27,0,0.149
2012-06-28,0,0.188
2012-06-29,0,0.2222
2012-06-30,0,0.2318
2012-07-01,0,0.2207
2012-07-02,0,0.19423333333333334
2012-07-03,0,0.1597
2012-07-04,0,0.1443
2012-07-05,0,0.1871
2012-07-06,0,0.2266
2012-07-07,0,0.2432
2012-07-08,0,0.2677
2012-07-09,0,0.19720000000000001
2012-07-10,0,0.219
2012-07-11,0,0.2297
2012-07-12,0,0.2201
2012-07-13,0,0.1909
2012-07-14,0,0.2855
2012-07-15,0,0.2879
2012-07-16,0,0.28350000000000003
2012-07-17,0,0.2782
2012-07-18,0,0.3879
2012-07-19,0,0.2808
2012-07-20,0,0.13635
2012-07-21,0,0.14479999999999998
2012-07-22,0,0.1405
2012-07-23,0,0.2019
2012-07-24,0,0.2123
2012-07-25,0,0.2191
2012-07-26,0,0.2142
2012-07-27,0,0.2321
2012-07-28,0,0.2055
2012-07-29,0,0.2088
2012-07-30,0,0.17033333333333334
2012-07-31,0,0.2182
2012-08-01,0,0.2017
2012-08-02,0,0.1874
2012-08-03,0,0.1462
2012-08-04,0,0.1564
2012-08-05,0,0.1348
2012-08-06,0,0.1115
2012-08-07,0,0.1601
2012-08-08,0,0.1531
2012-08-09,0,0.1135
2012-08-10,0,0.0649
2012-08-11,0,0.1953
2012-08-12,0,0.1723
2012-08-13,0,0.13233333333333333
2012-08-14,0,0.1312
2012-08-15,0,0.0571
2012-08-16,0,0.0632
2012-08-17,0,0.0833
2012-08-18,0,0.0967
2012-08-19,0,0.0888
2012-08-20,0,0.06953333333333334
2012-08-21,0,0.037
2012-08-22,0,0.0927
2012-08-23,0,0.0719
2012-08-27,0,0.1795
2012-08-28,0,0.0928
2012-08-29,0,0.1205
2012-08-30,0,0.1006
2012-08-31,0,0.0567
2012-09-01,0,0.1198
2012-09-02,0,0.1135
2012-09-03,0,0.12393333333333334
2012-09-04,0,0.1365
2012-09-05,0,0.1696
2012-09-06,0,0.1409
2012-09-08,0,0.0715
2012-09-09,0,0.0991
2012-09-10,0,0.214925
2012-09-11,0,0.19595
2012-09-12,0,0.0626
2012-09-13,0,0.0651
2012-09-14,0,0.0326
2012-09-15,0,0.0451
2012-09-16,0,0.0579
2012-09-17,0,0.10339999999999999
2012-09-18,0,0.11683333333333333
2012-09-19,0,0.044
2012-09-20,0,0.0817
2012-09-21,0,0.0543
2012-09-22,0,0.027
2012-09-23,0,0.0445
2012-09-24,0,0.09085
2012-09-25,0,0.0648
2012-09-26,0,0.0319
2012-09-27,0,0.0239
2012-09-28,0,0.0117
2012-09-29,0,0.0163
2012-09-30,0,0.028
2012-10-01,0,0.057166666666666664
2012-10-02,0,0.045
2012-10-03,0,0.0502
2012-10-04,0,0.0641
2012-10-05,0,0.0359
2012-10-06,0,0.0451
2012-10-07,0,0.18733333333333332
2012-10-08,0,0.18003333333333335
2012-10-09,0,0.1138
2012-10-10,0,0.0325
2012-10-11,0,0.0727
2012-10-12,0,0.0558
2012-10-13,0,0.0438
2012-10-14,0,0.0312
2012-10-15,0,0.03766666666666667
2012-10-16,0,0.0501
2012-10-17,0,0.0495
2012-10-18,0,0.0277
2012-10-19,0,0.0171
2012-10-20,0,0.0221
2012-10-21,0,0.0547
2012-10-22,0,0.0704
2012-10-23,0,0.0565
2012-10-24,0,0.0626
2012-10-25,0,0.0436
2012-10-26,0,0.0768
2012-10-27,0,0.0484
2012-10-28,0,0.0601
2012-10-29,0,0.06190000000000001
2012-10-30,0,0.0652
2012-10-31,0,0.0406
2012-11-01,0,0.15033333333333332
2012-11-02,0,0.1551
2012-11-03,0,0.0735
2012-11-04,0,0.046799999999999994
2012-11-05,0,0.06395
2012-11-06,0,0.0452
2012-11-12,0,0.0557
2012-11-16,0,0.0882
2012-11-17,0,0.0545
2012-11-18,0,0.0376
2012-11-19,0,0.038599999999999995
2012-11-20,0,0.02
2012-11-21,0,0.0214
2012-11-22,0,0.0179
2012-11-23,0,0.0194
2012-11-24,0,0.0217
2012-11-25,0,0.0175
2012-11-26,0,0.036250000000000004
2012-11-27,0,0.0184
2012-11-28,0,0.0232
2012-11-29,0,0.0157
2012-11-30,0,0.0233
2012-12-01,0,0.0112
2012-12-02,0,0.0372
2012-12-03,0,0.040600000000000004
2012-12-04,0,0.039
2012-12-05,0,0.0314
2012-12-06,0,0.0274
2012-12-07,0,0.0211
2012-12-08,0,0.0214
2012-12-09,0,0.04315
2012-12-10,0,0.243775
2012-12-11,0,0.5618666666666666
2012-12-12,0,0.3258666666666667
2012-12-13,0,0.21555
2012-12-15,0,0.0881
2012-12-16,0,0.0613
2012-12-17,0,0.04903333333333334
2012-12-18,0,0.0351
2012-12-19,0,0.0318
2012-12-20,0,0.0693
2012-12-21,0,0.5793
2012-12-22,0,0.5791
2012-12-23,0,0.3333
2012-12-24,0,0.2003
2012-12-25,0,0.1266
2012-12-26,0,0.1026
2012-12-27,0,0.0736
2012-12-28,0,0.0831
2012-12-29,0,0.0777
2012-12-30,0,0.051
2012-12-31,0,0.0512
2013-01-01,0,0.0544
2013-01-02,0,0.0332
2013-01-03,0,0.0427
2013-01-04,0,0.0419
2013-01-05,0,0.0322
2013-01-06,0,0.0275
2013-01-07,0,0.027549999999999998
2013-01-08,0,0.0268
2013-01-09,0,0.07445
2013-01-10,0,0.21196666666666664
2013-01-11,0,0.4386333333333334
2013-01-12,0,0.976
2013-01-16,0,0.42905000000000004
2013-01-17,0,0.30235
2013-01-18,0,0.1883
2013-01-19,0,0.1355
2013-01-20,0,0.1103
2013-01-21,0,0.080725
2013-01-22,0,0.0648
2013-01-28,0,0.06409999999999999
2013-01-29,0,0.0637
2013-01-30,0,0.21430000000000002
2013-01-31,0,0.4398666666666667
2013-02-01,0,0.3888
2013-02-02,0,0.2143
2013-02-04,0,0.1171
2013-02-05,0,0.0794
2013-02-06,0,0.0609
2013-02-07,0,0.0507
2013-02-08,0,0.0462
2013-02-09,0,0.0444
2013-02-10,0,0.0384
2013-02-11,0,0.060733333333333334
2013-02-12,0,0.1153
2013-02-13,0,0.1132
2013-02-14,0,0.0849
2013-02-15,0,0.0642
2013-02-16,0,0.0534
2013-02-17,0,0.038
2013-02-18,0,0.04713333333333333
2013-02-19,0,0.0382
2013-02-20,0,0.0412
2013-02-21,0,0.0335
2013-02-22,0,0.0366
2013-02-23,0,0.0255
2013-02-24,0,0.0255
2013-02-25,0,0.02865
2013-03-04,0,0.13565
2013-03-05,0,0.0935
2013-03-06,0,0.0759
2013-03-07,0,0.0666
2013-03-08,0,0.0632
2013-03-09,0,0.0732
2013-03-10,0,0.0731
2013-03-11,0,0.07606666666666667
2013-03-12,0,0.2299
2013-03-13,0,0.3157
2013-03-14,0,0.18869999999999998
2013-03-15,0,0.1073
2013-03-16,0,0.0712
2013-03-17,0,0.0634
2013-03-18,0,0.0552
2013-03-19,0,0.0415
2013-03-20,0,0.0411
2013-03-21,0,0.0314
2013-03-22,0,0.0343
2013-03-23,0,0.0279
2013-03-24,0,0.0295
2013-03-25,0,0.027433333333333334
2013-03-26,0,0.0311
2013-03-27,0,0.0631
2013-03-28,0,0.0947
2013-03-29,0,0.1201
2013-03-30,0,0.0763
2013-03-31,0,0.0657
2013-04-01,0,0.05936666666666666
2013-04-02,0,0.0457
2013-04-03,0,0.0383
2013-04-04,0,0.0441
2013-04-05,0,0.0297
2013-04-06,0,0.0326
2013-04-07,0,0.0276
2013-04-08,0,0.04566666666666667
2013-04-09,0,0.0521
2013-04-10,0,0.07125000000000001
2013-04-11,0,0.5117333333333334
2013-04-12,0,0.7272333333333334
2013-04-13,0,0.5381999999999999
2013-04-14,0,0.38475000000000004
2013-04-15,0,0.2293
2013-04-22,0,0.1116
2013-04-23,0,0.065
2013-04-24,0,0.14495
2013-04-25,0,0.411
2013-04-26,0,0.34135000000000004
2013-04-27,0,0.1523
2013-04-28,0,0.1009
2013-04-29,0,0.191675
2013-04-30,0,0.39766666666666667
2013-05-01,0,0.23025
2013-05-02,0,0.1301
2013-05-03,0,0.0886
2013-05-04,0,0.071
2013-05-05,0,0.057
2013-05-06,0,0.04853333333333334
2013-05-07,0,0.0418
2013-05-08,0,0.0401
2013-05-09,0,0.041
2013-05-10,0,0.0362
2013-05-11,0,0.049
2013-05-12,0,0.0401
2013-05-13,0,0.04993333333333333
2013-05-14,0,0.0415
2013-05-15,0,0.0463
2013-05-16,0,0.05
2013-05-17,0,0.0458
2013-05-18,0,0.0428
2013-05-19,0,0.0449
2013-05-20,0,0.053366666666666666
2013-05-21,0,0.0658
2013-05-22,0,0.0703
2013-05-25,0,0.0759
2013-05-26,0,0.0672
2013-05-27,0,0.05910000000000001
2013-05-28,0,0.0771
2013-05-29,0,0.0912
2013-05-30,0,0.0804
2013-05-31,0,0.0755
2013-06-01,0,0.0787
2013-06-02,0,0.12005
2013-06-03,0,0.1278
2013-06-04,0,0.1124
2013-06-05,0,0.0732
2013-06-06,0,0.0678
2013-06-10,0,0.0768
2013-06-17,0,0.1324
2013-06-18,0,0.1172
2013-06-19,0,0.1145
2013-06-20,0,0.1131
