Date,code,"TP, mg/L as P"
2010-08-30,0,0.1337
2010-08-31,0,0.1689
2010-09-01,0,0.1396
2010-09-02,0,0.0775
2010-09-03,0,0.1135
2010-09-04,0,0.0934
2010-09-05,0,0.1235
2010-09-06,0,0.1036
2010-09-07,0,0.10745
2010-09-08,0,0.1295
2010-09-09,0,0.1145
2010-09-10,0,0.1261
2010-09-11,0,0.0581
2010-09-12,0,0.0376
2010-09-13,0,0.0745
2010-09-14,0,0.0674
2010-09-15,0,0.0677
2010-09-16,0,0.0677
2010-09-17,0,0.0536
2010-09-18,0,0.0871
2010-09-19,0,0.0964
2010-09-20,0,0.12296666666666667
2010-09-21,0,0.1338
2010-09-22,0,0.1271
2010-09-23,0,0.1319
2010-09-24,0,0.0561
2010-09-25,0,0.0348
2010-09-26,0,0.0306
2010-09-27,0,0.08779999999999999
2010-09-28,0,0.0498
2010-09-29,0,0.103
2010-09-30,0,0.2597
2010-10-01,0,0.0775
2010-10-02,0,0.1523
2010-10-03,0,0.1523
2010-10-04,0,0.10200000000000002
2010-10-05,0,0.0415
2010-10-06,0,0.04
2010-10-07,0,0.0761
2010-10-08,0,0.1035
2010-10-09,0,0.1106
2010-10-10,0,0.0928
2010-10-11,0,0.07673333333333333
2010-10-12,0,0.0998
2010-10-13,0,0.0917
2010-10-14,0,0.1004
2010-10-15,0,0.0397
2010-10-16,0,0.1282
2010-10-17,0,0.1318
2010-10-18,0,0.09786666666666667
2010-10-19,0,0.1681
2010-10-20,0,0.1505
2010-10-21,0,0.1044
2010-10-22,0,0.1114
2010-10-23,0,0.122
2010-10-24,0,0.1052
2010-10-25,0,0.1555
2010-10-26,0,0.173
2010-10-27,0,0.1467
2010-10-28,0,0.1436
2010-10-29,0,0.1347
2010-10-30,0,0.111
2010-10-31,0,0.0664
2010-11-01,0,0.08890000000000002
2010-11-02,0,0.1325
2010-11-03,0,0.0752
2010-11-04,0,0.0888
2010-11-05,0,0.0581
2010-11-06,0,0.0988
2010-11-07,0,0.1519
2010-11-08,0,0.11736666666666666
2010-11-09,0,0.1698
2010-11-10,0,0.1372
2010-11-11,0,0.1249
2010-11-12,0,0.0972
2010-11-13,0,0.0599
2010-11-14,0,0.0496
2010-11-15,0,0.07556666666666667
2010-11-16,0,0.1078
2010-11-17,0,0.0553
2010-11-18,0,0.1114
2010-11-19,0,0.1228
2010-11-20,0,0.0476
2010-11-21,0,0.0408
2010-11-22,0,0.05803333333333333
2010-11-23,0,0.0616
2010-11-24,0,0.0489
2010-11-25,0,0.0423
2010-11-26,0,0.1656
2010-11-27,0,0.20096666666666665
2010-11-28,0,0.14135
2010-11-29,0,0.09293333333333333
2010-11-30,0,0.0792
2010-12-01,0,0.15015
2010-12-02,0,0.17663333333333334
2010-12-03,0,0.1473
2010-12-04,0,0.0602
2010-12-05,0,0.0605
2010-12-06,0,0.07806666666666667
2010-12-07,0,0.0941
2010-12-08,0,0.0773
2010-12-09,0,0.0699
2010-12-10,0,0.0554
2010-12-11,0,0.081
2010-12-12,0,0.0453
2010-12-13,0,0.08363333333333334
2010-12-14,0,0.2032
2010-12-15,0,0.0794
2010-12-16,0,0.0751
2010-12-17,0,0.0997
2010-12-18,0,0.0967
2010-12-19,0,0.1033
2010-12-20,0,0.0885
2010-12-21,0,0.0837
2010-12-22,0,0.0748
2010-12-23,0,0.0662
2010-12-24,0,0.056
2010-12-25,0,0.0518
2010-12-26,0,0.0554
2010-12-27,0,0.0533
2010-12-28,0,0.0563
2010-12-29,0,0.0616
2010-12-30,0,0.0721
2010-12-31,0,0.0935
2011-01-01,0,0.325
2011-01-02,0,0.3775
2011-01-03,0,0.2613666666666667
2011-01-04,0,0.19485
2011-01-05,0,0.1473
2011-01-06,0,0.1216
2011-01-07,0,0.103
2011-01-08,0,0.0994
2011-01-09,0,0.083
2011-01-10,0,0.07033333333333334
2011-01-11,0,0.0646
2011-01-12,0,0.058
2011-01-13,0,0.0596
2011-01-14,0,0.1374
2011-01-15,0,0.0794
2011-01-16,0,0.1152
2011-01-17,0,0.1459
2011-01-18,0,0.0698
2011-01-19,0,0.0612
2011-01-20,0,0.0739
2011-01-21,0,0.0675
2011-01-22,0,0.0461
2011-01-23,0,0.0343
2011-01-24,0,0.08259999999999999
2011-01-25,0,0.0586
2011-01-26,0,0.0463
2011-01-27,0,0.0685
2011-01-28,0,0.0993
2011-01-29,0,0.0557
2011-01-30,0,0.0697
2011-01-31,0,0.06493333333333333
2011-02-01,0,0.0465
2011-02-02,0,0.0392
2011-02-03,0,0.0596
2011-02-04,0,0.0865
2011-02-05,0,0.0703
2011-02-06,0,0.0827
2011-02-07,0,0.07986666666666666
2011-02-08,0,0.1066
2011-02-09,0,0.1075
2011-02-10,0,0.0686
2011-02-11,0,0.0629
2011-02-12,0,0.0772
2011-02-13,0,0.1097
2011-02-14,0,0.0853
2011-02-15,0,0.0761
2011-02-16,0,0.1369
2011-02-17,0,0.3038
2011-02-18,0,0.5114
2011-02-19,0,0.38703333333333334
2011-02-20,0,0.25533333333333336
2011-02-21,0,0.20225
2011-02-22,0,0.1708
2011-02-23,0,0.1287
2011-02-24,0,0.1013
2011-02-25,0,0.0839
2011-02-26,0,0.0799
2011-02-27,0,0.0876
2011-02-28,0,0.48535000000000006
2011-03-01,0,0.7460666666666667
2011-03-02,0,0.5246333333333333
2011-03-03,0,0.36833333333333335
2011-03-04,0,0.2338
2011-03-05,0,0.45826666666666666
2011-03-06,0,0.7842666666666666
2011-03-07,0,0.5581
2011-03-08,0,0.35450000000000004
2011-03-09,0,0.3791
2011-03-10,0,0.6382666666666666
2011-03-11,0,0.49656666666666666
2011-03-12,0,0.36234999999999995
2011-03-13,0,0.2638
2011-03-14,0,0.21316666666666664
2011-03-15,0,0.125
2011-03-16,0,0.20475
2011-03-17,0,0.41615
2011-03-18,0,0.2362
2011-03-19,0,0.1514
2011-03-20,0,0.117
2011-03-21,0,0.0898
2011-03-22,0,0.0717
2011-03-23,0,0.0609
2011-03-24,0,0.0952
2011-03-25,0,0.1007
2011-03-26,0,0.0714
2011-03-27,0,0.046
2011-03-28,0,0.05043333333333333
2011-03-29,0,0.0358
2011-03-30,0,0.0306
2011-03-31,0,0.038
2011-04-01,0,0.0239
2011-04-02,0,0.0227
2011-04-03,0,0.0224
2011-04-04,0,0.0341
2011-04-05,0,0.22294999999999998
2011-04-06,0,0.31083333333333335
2011-04-07,0,0.19865
2011-04-08,0,0.33125000000000004
2011-04-09,0,0.31556666666666666
2011-04-10,0,0.20665
2011-04-11,0,0.14570000000000002
2011-04-12,0,0.1068
2011-04-13,0,0.0795
2011-04-14,0,0.0586
2011-04-15,0,0.0506
2011-04-16,0,0.0534
2011-04-17,0,0.0678
2011-04-18,0,0.0783
2011-04-19,0,0.1058
2011-04-22,0,0.27444999999999997
2011-04-23,0,0.39346666666666663
2011-04-24,0,0.34873333333333334
2011-04-25,0,0.300975
2011-04-26,0,0.5863666666666666
2011-04-27,0,0.5072333333333333
2011-04-28,0,0.5319333333333333
2011-04-29,0,0.34475
2011-04-30,0,0.1985
2011-05-01,0,0.1429
2011-05-02,0,0.13143333333333332
2011-05-03,0,0.14215
2011-05-04,0,0.2827
2011-05-05,0,0.23220000000000002
2011-05-06,0,0.1379
2011-05-07,0,0.1122
2011-05-08,0,0.092
2011-05-09,0,0.09585
2011-05-10,0,0.063
2011-05-11,0,0.4575
2011-05-12,0,0.3213
2011-05-13,0,0.20584999999999998
2011-05-14,0,0.2548
2011-05-15,0,0.6671333333333332
2011-05-16,0,0.46537500000000004
2011-05-17,0,0.32894999999999996
2011-05-18,0,0.23045
2011-05-19,0,0.4042666666666666
2011-05-20,0,0.34809999999999997
2011-05-21,0,0.214
2011-05-22,0,0.1583
2011-05-23,0,0.13106666666666666
2011-05-24,0,0.22149999999999997
2011-05-25,0,0.45363333333333333
2011-05-26,0,0.8318333333333333
2011-05-27,0,0.6358666666666667
2011-05-28,0,0.4567333333333334
2011-05-29,0,0.4770666666666667
2011-05-30,0,0.5199666666666667
2011-05-31,0,0.3095
2011-06-01,0,0.20453333333333332
2011-06-02,0,0.1781
2011-06-06,0,0.12090000000000001
2011-06-07,0,0.0972
2011-06-08,0,0.0788
2011-06-09,0,0.0771
2011-06-10,0,0.068
2011-06-11,0,0.0712
2011-06-12,0,0.0651
2011-06-13,0,0.05669999999999999
2011-06-14,0,0.0604
2011-06-15,0,0.0519
2011-06-16,0,0.0797
2011-06-17,0,0.0558
2011-06-18,0,0.0511
2011-06-19,0,0.0592
2011-06-20,0,0.15814999999999999
2011-06-21,0,0.20023333333333335
2011-06-22,0,0.16715000000000002
2011-06-23,0,0.1552
2011-06-24,0,0.1574
2011-06-25,0,0.1728
2011-06-26,0,0.0941
2011-06-27,0,0.0928
2011-06-28,0,0.0853
2011-06-29,0,0.0834
2011-06-30,0,0.073
2011-07-01,0,0.0839
2011-07-02,0,0.0839
2011-07-03,0,0.0709
2011-07-04,0,0.0711
2011-07-05,0,0.086
2011-07-06,0,0.0906
2011-07-07,0,0.0994
2011-07-08,0,0.0899
2011-07-09,0,0.0972
2011-07-10,0,0.0865
2011-07-11,0,0.10013333333333334
2011-07-12,0,0.2113
2011-07-13,0,0.1888
2011-07-14,0,0.1288
2011-07-15,0,0.12
2011-07-16,0,0.1213
2011-07-17,0,0.0966
2011-07-18,0,0.119
2011-07-19,0,0.38839999999999997
2011-07-20,0,0.4065
2011-07-21,0,0.2059
2011-07-22,0,0.2521
2011-07-23,0,0.17246666666666668
2011-07-24,0,0.27595000000000003
2011-07-25,0,0.30975
2011-07-26,0,0.22899999999999998
2011-07-27,0,0.369
2011-07-28,0,0.13
2011-08-01,0,0.2293333333333333
2011-08-02,0,0.13373333333333334
2011-08-03,0,0.2052
2011-08-04,0,0.1224
2011-08-05,0,0.1254
2011-08-06,0,0.0961
2011-08-07,0,0.21725
2011-08-08,0,0.27319999999999994
2011-08-09,0,0.1799
2011-08-15,0,0.0332
2011-08-16,0,0.0795
2011-08-17,0,0.0676
2011-08-18,0,0.073
2011-08-19,0,0.0682
2011-08-20,0,0.0787
2011-08-21,0,0.0884
2011-08-22,0,0.07683333333333332
2011-08-23,0,0.133
2011-08-24,0,0.097
2011-08-25,0,0.30419999999999997
2011-08-26,0,0.27343333333333336
2011-08-27,0,0.2081
2011-08-28,0,0.1144
2011-08-29,0,0.05846666666666667
2011-08-30,0,0.1339
2011-08-31,0,0.095
2011-09-01,0,0.108
2011-09-02,0,0.1167
2011-09-03,0,0.115
2011-09-04,0,0.1141
2011-09-05,0,0.048966666666666665
2011-09-06,0,0.0417
2011-09-07,0,0.0467
2011-09-08,0,0.2546
2011-09-09,0,0.3162666666666667
2011-09-10,0,0.2581
2011-09-11,0,0.1748
2011-09-12,0,0.32565
2011-09-13,0,0.199
2011-09-14,0,0.1152
2011-09-15,0,0.0508
2011-09-16,0,0.0966
2011-09-17,0,0.054
2011-09-21,0,0.1233
2011-09-22,0,0.1285
2011-09-23,0,0.0902
2011-09-24,0,0.29306666666666664
2011-09-25,0,0.25795
2011-09-26,0,0.294425
2011-09-27,0,0.38630000000000003
2011-09-28,0,0.31403333333333333
2011-09-29,0,0.2481
2011-09-30,0,0.2944
2011-10-01,0,0.26739999999999997
2011-10-02,0,0.2074
2011-10-03,0,0.18833333333333335
2011-10-06,0,0.1178
2011-10-07,0,0.1167
2011-10-08,0,0.1081
2011-10-09,0,0.0971
2011-10-10,0,0.09303333333333334
2011-10-11,0,0.0766
2011-10-12,0,0.0666
2011-10-13,0,0.0572
2011-10-14,0,0.0551
2011-10-15,0,0.0521
2011-10-16,0,0.0529
2011-10-17,0,0.05740000000000001
2011-10-18,0,0.0549
2011-10-19,0,0.2683
2011-10-20,0,0.5621666666666667
2011-10-21,0,0.5438666666666667
2011-10-22,0,0.43015000000000003
2011-10-23,0,0.276
2011-10-24,0,0.20413333333333336
2011-10-25,0,0.157
2011-10-26,0,0.1489
2011-10-27,0,0.1727
2011-10-28,0,0.252
2011-10-29,0,0.1922
2011-10-30,0,0.1318
2011-10-31,0,0.108
2011-11-01,0,0.088
2011-11-02,0,0.0792
2011-11-03,0,0.0658
2011-11-04,0,0.0983
2011-11-05,0,0.0834
2011-11-06,0,0.0409
2011-11-07,0,0.07193333333333334
2011-11-08,0,0.0613
2011-11-09,0,0.0702
2011-11-10,0,0.062
2011-11-11,0,0.0559
2011-11-12,0,0.045
2011-11-13,0,0.0384
2011-11-14,0,0.11050000000000001
2011-11-15,0,0.6008
