"","day","month","year","flow","hyear","baseflow"
"1",1,1,1996,372,1996,NA
"2",2,1,1996,364,1996,NA
"3",3,1,1996,343,1996,NA
"4",4,1,1996,334,1996,NA
"5",5,1,1996,316,1996,NA
"6",6,1,1996,290,1996,NA
"7",7,1,1996,265,1996,NA
"8",8,1,1996,237,1996,237
"9",9,1,1996,237,1996,237
"10",10,1,1996,255,1996,252.333333333333
"11",11,1,1996,260,1996,260
"12",12,1,1996,265,1996,256.4
"13",13,1,1996,277,1996,252.8
"14",14,1,1996,262,1996,249.2
"15",15,1,1996,262,1996,245.6
"16",16,1,1996,242,1996,242
"17",17,1,1996,338,1996,239.416666666667
"18",18,1,1996,520,1996,236.833333333333
"19",19,1,1996,721,1996,234.25
"20",20,1,1996,591,1996,231.666666666667
"21",21,1,1996,563,1996,229.083333333333
"22",22,1,1996,528,1996,226.5
"23",23,1,1996,537,1996,223.916666666667
"24",24,1,1996,564,1996,221.333333333333
"25",25,1,1996,522,1996,218.75
"26",26,1,1996,520,1996,216.166666666667
"27",27,1,1996,528,1996,213.583333333333
"28",28,1,1996,508,1996,211
"29",29,1,1996,496,1996,208.416666666667
"30",30,1,1996,425,1996,205.833333333333
"31",31,1,1996,438,1996,203.25
"32",1,2,1996,407,1996,200.666666666667
"33",2,2,1996,363,1996,198.083333333333
"34",3,2,1996,365,1996,195.5
"35",4,2,1996,345,1996,192.916666666667
"36",5,2,1996,340,1996,190.333333333333
"37",6,2,1996,341,1996,187.75
"38",7,2,1996,340,1996,185.166666666667
"39",8,2,1996,363,1996,182.583333333333
"40",9,2,1996,180,1996,180
"41",10,2,1996,178,1996,178
"42",11,2,1996,273,1996,191.933333333333
"43",12,2,1996,422,1996,205.866666666667
"44",13,2,1996,377,1996,219.8
"45",14,2,1996,376,1996,233.733333333333
"46",15,2,1996,346,1996,247.666666666667
"47",16,2,1996,328,1996,261.6
"48",17,2,1996,334,1996,275.533333333333
"49",18,2,1996,358,1996,289.466666666667
"50",19,2,1996,324,1996,303.4
"51",20,2,1996,361,1996,317.333333333333
"52",21,2,1996,474,1996,331.266666666667
"53",22,2,1996,430,1996,345.2
"54",23,2,1996,392,1996,359.133333333333
"55",24,2,1996,426,1996,373.066666666667
"56",25,2,1996,387,1996,387
"57",26,2,1996,446,1996,394.428571428571
"58",27,2,1996,757,1996,401.857142857143
"59",28,2,1996,1010,1996,409.285714285714
"60",29,2,1996,948,1996,416.714285714286
"61",1,3,1996,811,1996,424.142857142857
"62",2,3,1996,763,1996,431.571428571429
"63",3,3,1996,681,1996,439
"64",4,3,1996,659,1996,446.428571428571
"65",5,3,1996,661,1996,453.857142857143
"66",6,3,1996,618,1996,461.285714285714
"67",7,3,1996,577,1996,468.714285714286
"68",8,3,1996,542,1996,476.142857142857
"69",9,3,1996,521,1996,483.571428571429
"70",10,3,1996,491,1996,491
"71",11,3,1996,490,1996,490
"72",12,3,1996,525,1996,496.285714285714
"73",13,3,1996,579,1996,502.571428571429
"74",14,3,1996,569,1996,508.857142857143
"75",15,3,1996,580,1996,515.142857142857
"76",16,3,1996,567,1996,521.428571428571
"77",17,3,1996,543,1996,527.714285714286
"78",18,3,1996,534,1996,534
"79",19,3,1996,551,1996,544.8
"80",20,3,1996,599,1996,555.6
"81",21,3,1996,594,1996,566.4
"82",22,3,1996,600,1996,577.2
