"","day","month","year","flow","hyear","baseflow"
"1",1,1,1996,NA,1996,NA
"2",2,1,1996,107.142857142857,1996,NA
"3",3,1,1996,98.2142857142857,1996,NA
"4",4,1,1996,91.0714267857143,1996,NA
"5",5,1,1996,85.7142892857143,1996,NA
"6",6,1,1996,83.9285678571428,1996,NA
"7",7,1,1996,81.7857128571428,1996,NA
"8",8,1,1996,80.7142853571429,1996,80.7142853571429
"9",9,1,1996,82.4999978571429,1996,80.3571428571429
"10",10,1,1996,82.8571403571428,1996,80.0000003571429
"11",11,1,1996,81.0714278571429,1996,79.6428578571429
"12",12,1,1996,79.2857153571429,1996,79.2857153571429
"13",13,1,1996,80.0000003571429,1996,80.0000003571429
"14",14,1,1996,82.1428553571429,1996,82.1428553571429
"15",15,1,1996,81.4285703571429,1996,81.4285703571429
"16",16,1,1996,178.571428571429,1996,95.659340521978
"17",17,1,1996,500,1996,99.7527468131868
"18",18,1,1996,1357.14285714286,1996,103.846153104396
"19",19,1,1996,2232.14285714286,1996,107.939559395604
"20",20,1,1996,1071.42857142857,1996,112.032965686813
"21",21,1,1996,785.714285714286,1996,116.126371978022
"22",22,1,1996,571.428571428571,1996,120.219778269231
"23",23,1,1996,446.428571428571,1996,124.31318456044
"24",24,1,1996,714.285714285714,1996,128.406590851648
"25",25,1,1996,721.4286,1996,132.499997142857
"26",26,1,1996,524.999992857143,1996,136.593403434066
"27",27,1,1996,714.285714285714,1996,140.686809725275
"28",28,1,1996,1285.71428571429,1996,144.780216016484
"29",29,1,1996,571.428571428571,1996,148.873622307692
"30",30,1,1996,464.285714285714,1996,152.967028598901
"31",31,1,1996,392.857142857143,1996,157.06043489011
"32",1,2,1996,339.285714285714,1996,161.153841181319
"33",2,2,1996,303.571428571429,1996,165.247247472527
"34",3,2,1996,267.857142857143,1996,169.340653763736
"35",4,2,1996,250,1996,173.434060054945
"36",5,2,1996,217.857139285714,1996,177.527466346154
"37",6,2,1996,207.142863928571,1996,181.620872637363
"38",7,2,1996,185.714278928571,1996,185.714278928571
"39",8,2,1996,321.428571428571,1996,181.249993928571
