"","day","month","year","flow","hyear","baseflow"
"1",1,1,1996,51,1996,NA
"2",2,1,1996,50,1996,NA
"3",3,1,1996,49,1996,NA
"4",4,1,1996,47,1996,NA
"5",5,1,1996,45,1996,NA
"6",6,1,1996,43,1996,43
"7",7,1,1996,45,1996,42.96875
"8",8,1,1996,43,1996,42.9375
"9",9,1,1996,43,1996,42.90625
"10",10,1,1996,49,1996,42.875
"11",11,1,1996,50,1996,42.84375
"12",12,1,1996,53,1996,42.8125
"13",13,1,1996,55,1996,42.78125
"14",14,1,1996,56,1996,42.75
"15",15,1,1996,58,1996,42.71875
"16",16,1,1996,59,1996,42.6875
"17",17,1,1996,108,1996,42.65625
"18",18,1,1996,401,1996,42.625
"19",19,1,1996,719,1996,42.59375
"20",20,1,1996,333,1996,42.5625
"21",21,1,1996,220,1996,42.53125
"22",22,1,1996,160,1996,42.5
"23",23,1,1996,100,1996,42.46875
"24",24,1,1996,331,1996,42.4375
"25",25,1,1996,165,1996,42.40625
"26",26,1,1996,100,1996,42.375
"27",27,1,1996,354,1996,42.34375
"28",28,1,1996,190,1996,42.3125
"29",29,1,1996,110,1996,42.28125
"30",30,1,1996,90,1996,42.25
"31",31,1,1996,75,1996,42.21875
"32",1,2,1996,62,1996,42.1875
"33",2,2,1996,56,1996,42.15625
"34",3,2,1996,51,1996,42.125
"35",4,2,1996,48,1996,42.09375
"36",5,2,1996,45,1996,42.0625
"37",6,2,1996,43,1996,42.03125
"38",7,2,1996,42,1996,42
"39",8,2,1996,70,1996,44.2
"40",9,2,1996,335,1996,46.4
"41",10,2,1996,220,1996,48.6
"42",11,2,1996,157,1996,50.8
"43",12,2,1996,110,1996,53
"44",13,2,1996,81,1996,55.2
"45",14,2,1996,76,1996,57.4
"46",15,2,1996,72,1996,59.6
"47",16,2,1996,68,1996,61.8
"48",17,2,1996,64,1996,64
"49",18,2,1996,65,1996,65
"50",19,2,1996,69,1996,66.3636363636364
"51",20,2,1996,125,1996,67.5454545454545
"52",21,2,1996,490,1996,68.7272727272727
"53",22,2,1996,350,1996,69.9090909090909
"54",23,2,1996,144,1996,71.0909090909091
"55",24,2,1996,177,1996,72.2727272727273
"56",25,2,1996,175,1996,73.4545454545455
"57",26,2,1996,151,1996,74.6363636363636
"58",27,2,1996,584,1996,75.8181818181818
"59",28,2,1996,832,1996,77
"60",29,2,1996,283,1996,78.1818181818182
"61",1,3,1996,187,1996,79.3636363636364
"62",2,3,1996,159,1996,80.5454545454545
"63",3,3,1996,131,1996,81.7272727272727
"64",4,3,1996,115,1996,82.9090909090909
"65",5,3,1996,130,1996,84.0909090909091
"66",6,3,1996,120,1996,85.2727272727273
"67",7,3,1996,110,1996,86.4545454545455
"68",8,3,1996,98,1996,87.6363636363636
"69",9,3,1996,93,1996,88.8181818181818
"70",10,3,1996,90,1996,90
"71",11,3,1996,104,1996,93
"72",12,3,1996,161,1996,96
"73",13,3,1996,218,1996,99
"74",14,3,1996,178,1996,102
"75",15,3,1996,177,1996,105
"76",16,3,1996,147,1996,108
"77",17,3,1996,121,1996,111
"78",18,3,1996,114,1996,114
"79",19,3,1996,121,1996,112.545454545455
"80",20,3,1996,363,1996,111.090909090909
"81",21,3,1996,269,1996,109.636363636364
"82",22,3,1996,203,1996,108.181818181818
"83",23,3,1996,191,1996,106.727272727273
"84",24,3,1996,228,1996,105.272727272727
"85",25,3,1996,438,1996,103.818181818182
"86",26,3,1996,368,1996,102.363636363636
"87",27,3,1996,191,1996,100.909090909091
"88",28,3,1996,156,1996,99.4545454545455
"89",29,3,1996,142,1996,98
"90",30,3,1996,131,1996,96.5454545454545
"91",31,3,1996,123,1996,95.0909090909091
"92",1,4,1996,119,1996,93.6363636363636
"93",2,4,1996,109,1996,92.1818181818182
"94",3,4,1996,104,1996,90.7272727272727
"95",4,4,1996,131,1996,89.2727272727273
"96",5,4,1996,143,1996,87.8181818181818
"97",6,4,1996,108,1996,86.3636363636364
"98",7,4,1996,95,1996,84.9090909090909
"99",8,4,1996,87,1996,83.4545454545455
"100",9,4,1996,82,1996,82
"101",10,4,1996,81,1996,80
"102",11,4,1996,78,1996,78
"103",12,4,1996,117,1996,82.2352941176471
"104",13,4,1996,423,1996,86.4705882352941
"105",14,4,1996,404,1996,90.7058823529412
"106",15,4,1996,218,1996,94.9411764705882
"107",16,4,1996,309,1996,99.1764705882353
"108",17,4,1996,209,1996,103.411764705882
"109",18,4,1996,156,1996,107.647058823529
"110",19,4,1996,171,1996,111.882352941176
"111",20,4,1996,1200,1996,116.117647058824
"112",21,4,1996,815,1996,120.352941176471
"113",22,4,1996,451,1996,124.588235294118
"114",23,4,1996,483,1996,128.823529411765
"115",24,4,1996,286,1996,133.058823529412
"116",25,4,1996,257,1996,137.294117647059
"117",26,4,1996,225,1996,141.529411764706
"118",27,4,1996,190,1996,145.764705882353
"119",28,4,1996,150,1996,150
"120",29,4,1996,155,1996,146.6
"121",30,4,1996,660,1996,143.2
"122",1,5,1996,450,1996,139.8
"123",2,5,1996,242,1996,136.4
"124",3,5,1996,181,1996,133
"125",4,5,1996,173,1996,129.6
"126",5,5,1996,146,1996,126.2
"127",6,5,1996,132,1996,122.8
"128",7,5,1996,121,1996,119.4
"129",8,5,1996,116,1996,116
"130",9,5,1996,285,1996,114.416666666667
"131",10,5,1996,1150,1996,112.833333333333
"132",11,5,1996,626,1996,111.25
"133",12,5,1996,325,1996,109.666666666667
"134",13,5,1996,230,1996,108.083333333333
"135",14,5,1996,184,1996,106.5
"136",15,5,1996,179,1996,104.916666666667
"137",16,5,1996,221,1996,103.333333333333
"138",17,5,1996,170,1996,101.75
"139",18,5,1996,155,1996,100.166666666667
"140",19,5,1996,140,1996,98.5833333333333
"141",20,5,1996,125,1996,97
"142",21,5,1996,1020,1996,95.4166666666667
"143",22,5,1996,850,1996,93.8333333333333
"144",23,5,1996,283,1996,92.25
"145",24,5,1996,206,1996,90.6666666666667
"146",25,5,1996,163,1996,89.0833333333333
"147",26,5,1996,141,1996,87.5
