"","day","month","year","flow","hyear","baseflow"
"1",1,1,1996,30,1996,NA
"2",2,1,1996,62,1996,NA
"3",3,1,1996,76,1996,NA
"4",4,1,1996,94,1996,NA
"5",5,1,1996,60,1996,NA
"6",6,1,1996,47,1996,NA
"7",7,1,1996,38,1996,NA
"8",8,1,1996,35,1996,NA
"9",9,1,1996,31,1996,NA
"10",10,1,1996,28,1996,NA
"11",11,1,1996,25,1996,NA
"12",12,1,1996,23,1996,NA
"13",13,1,1996,21,1996,NA
"14",14,1,1996,20,1996,NA
"15",15,1,1996,19,1996,19
"16",16,1,1996,18,1996,18
"17",17,1,1996,1260,1996,18.7619047619048
"18",18,1,1996,4920,1996,19.5238095238095
"19",19,1,1996,8370,1996,20.2857142857143
"20",20,1,1996,4110,1996,21.047619047619
"21",21,1,1996,801,1996,21.8095238095238
"22",22,1,1996,437,1996,22.5714285714286
"23",23,1,1996,409,1996,23.3333333333333
"24",24,1,1996,1500,1996,24.0952380952381
"25",25,1,1996,1890,1996,24.8571428571429
"26",26,1,1996,600,1996,25.6190476190476
"27",27,1,1996,250,1996,26.3809523809524
"28",28,1,1996,180,1996,27.1428571428571
"29",29,1,1996,88,1996,27.9047619047619
"30",30,1,1996,70,1996,28.6666666666667
"31",31,1,1996,55,1996,29.4285714285714
"32",1,2,1996,50,1996,30.1904761904762
"33",2,2,1996,46,1996,30.952380952381
"34",3,2,1996,43,1996,31.7142857142857
"35",4,2,1996,38,1996,32.4761904761905
"36",5,2,1996,36,1996,33.2380952380952
"37",6,2,1996,34,1996,34
"38",7,2,1996,38,1996,35.3846153846154
"39",8,2,1996,52,1996,36.7692307692308
"40",9,2,1996,66,1996,38.1538461538462
"41",10,2,1996,110,1996,39.5384615384615
"42",11,2,1996,170,1996,40.9230769230769
"43",12,2,1996,263,1996,42.3076923076923
"44",13,2,1996,222,1996,43.6923076923077
"45",14,2,1996,130,1996,45.0769230769231
"46",15,2,1996,100,1996,46.4615384615385
"47",16,2,1996,80,1996,47.8461538461538
"48",17,2,1996,70,1996,49.2307692307692
"49",18,2,1996,60,1996,50.6153846153846
"50",19,2,1996,52,1996,52
"51",20,2,1996,70,1996,53.1304347826087
"52",21,2,1996,420,1996,54.2608695652174
"53",22,2,1996,370,1996,55.3913043478261
"54",23,2,1996,330,1996,56.5217391304348
"55",24,2,1996,400,1996,57.6521739130435
"56",25,2,1996,340,1996,58.7826086956522
"57",26,2,1996,290,1996,59.9130434782609
"58",27,2,1996,978,1996,61.0434782608696
"59",28,2,1996,5020,1996,62.1739130434783
"60",29,2,1996,3380,1996,63.304347826087
"61",1,3,1996,712,1996,64.4347826086957
"62",2,3,1996,399,1996,65.5652173913043
"63",3,3,1996,277,1996,66.695652173913
"64",4,3,1996,203,1996,67.8260869565217
"65",5,3,1996,389,1996,68.9565217391304
"66",6,3,1996,1720,1996,70.0869565217391
"67",7,3,1996,500,1996,71.2173913043478
"68",8,3,1996,200,1996,72.3478260869565
"69",9,3,1996,140,1996,73.4782608695652
"70",10,3,1996,110,1996,74.6086956521739
"71",11,3,1996,94,1996,75.7391304347826
"72",12,3,1996,86,1996,76.8695652173913
"73",13,3,1996,78,1996,78
"74",14,3,1996,450,1996,84.2777777777778
"75",15,3,1996,558,1996,90.5555555555556
"76",16,3,1996,464,1996,96.8333333333333
"77",17,3,1996,310,1996,103.111111111111
"78",18,3,1996,233,1996,109.388888888889
"79",19,3,1996,269,1996,115.666666666667
"80",20,3,1996,2740,1996,121.944444444444
"81",21,3,1996,2480,1996,128.222222222222
"82",22,3,1996,1090,1996,134.5
"83",23,3,1996,813,1996,140.777777777778
"84",24,3,1996,1200,1996,147.055555555556
"85",25,3,1996,2140,1996,153.333333333333
"86",26,3,1996,1090,1996,159.611111111111
"87",27,3,1996,528,1996,165.888888888889
"88",28,3,1996,319,1996,172.166666666667
"89",29,3,1996,253,1996,178.444444444444
"90",30,3,1996,215,1996,184.722222222222
"91",31,3,1996,191,1996,191
"92",1,4,1996,300,1996,186.846153846154
"93",2,4,1996,1320,1996,182.692307692308
"94",3,4,1996,1210,1996,178.538461538462
"95",4,4,1996,690,1996,174.384615384615
"96",5,4,1996,508,1996,170.230769230769
"97",6,4,1996,369,1996,166.076923076923
"98",7,4,1996,273,1996,161.923076923077
"99",8,4,1996,212,1996,157.769230769231
