"","day","month","year","flow","hyear","baseflow"
"1",1,1,1996,15,1996,NA
"2",2,1,1996,15,1996,NA
"3",3,1,1996,15,1996,NA
"4",4,1,1996,14,1996,NA
"5",5,1,1996,14,1996,NA
"6",6,1,1996,14,1996,NA
"7",7,1,1996,14,1996,NA
"8",8,1,1996,14,1996,NA
"9",9,1,1996,12,1996,NA
"10",10,1,1996,11,1996,11
"11",11,1,1996,11,1996,11
"12",12,1,1996,11,1996,11
"13",13,1,1996,11,1996,11
"14",14,1,1996,11,1996,11
"15",15,1,1996,11,1996,11
"16",16,1,1996,11,1996,11
"17",17,1,1996,35,1996,11.3636363636364
"18",18,1,1996,120,1996,11.7272727272727
"19",19,1,1996,250,1996,12.0909090909091
"20",20,1,1996,200,1996,12.4545454545455
"21",21,1,1996,150,1996,12.8181818181818
"22",22,1,1996,120,1996,13.1818181818182
"23",23,1,1996,84,1996,13.5454545454545
"24",24,1,1996,60,1996,13.9090909090909
"25",25,1,1996,54,1996,14.2727272727273
"26",26,1,1996,50,1996,14.6363636363636
"27",27,1,1996,94,1996,15
"28",28,1,1996,80,1996,15.3636363636364
"29",29,1,1996,66,1996,15.7272727272727
"30",30,1,1996,52,1996,16.0909090909091
"31",31,1,1996,41,1996,16.4545454545455
"32",1,2,1996,36,1996,16.8181818181818
"33",2,2,1996,32,1996,17.1818181818182
"34",3,2,1996,27,1996,17.5454545454545
"35",4,2,1996,25,1996,17.9090909090909
"36",5,2,1996,22,1996,18.2727272727273
"37",6,2,1996,20,1996,18.6363636363636
"38",7,2,1996,19,1996,19
"39",8,2,1996,82,1996,18.8333333333333
"40",9,2,1996,172,1996,18.6666666666667
"41",10,2,1996,239,1996,18.5
"42",11,2,1996,248,1996,18.3333333333333
"43",12,2,1996,150,1996,18.1666666666667
"44",13,2,1996,90,1996,18
"45",14,2,1996,52,1996,17.8333333333333
"46",15,2,1996,35,1996,17.6666666666667
"47",16,2,1996,27,1996,17.5
"48",17,2,1996,21,1996,17.3333333333333
"49",18,2,1996,18,1996,17.1666666666667
"50",19,2,1996,17,1996,17
"51",20,2,1996,47,1996,17.5
"52",21,2,1996,115,1996,18
"53",22,2,1996,200,1996,18.5
"54",23,2,1996,323,1996,19
"55",24,2,1996,606,1996,19.5
"56",25,2,1996,536,1996,20
"57",26,2,1996,414,1996,20.5
"58",27,2,1996,312,1996,21
"59",28,2,1996,358,1996,21.5
"60",29,2,1996,275,1996,22
"61",1,3,1996,160,1996,22.5
"62",2,3,1996,120,1996,23
"63",3,3,1996,88,1996,23.5
"64",4,3,1996,60,1996,24
"65",5,3,1996,47,1996,24.5
"66",6,3,1996,37,1996,25
"67",7,3,1996,33,1996,25.5
"68",8,3,1996,30,1996,26
"69",9,3,1996,29,1996,26.5
"70",10,3,1996,27,1996,27
"71",11,3,1996,25,1996,25
"72",12,3,1996,56,1996,25.5
"73",13,3,1996,138,1996,26
"74",14,3,1996,280,1996,26.5
"75",15,3,1996,336,1996,27
"76",16,3,1996,265,1996,27.5
"77",17,3,1996,171,1996,28
"78",18,3,1996,97,1996,28.5
"79",19,3,1996,84,1996,29
"80",20,3,1996,80,1996,29.5
"81",21,3,1996,37,1996,30
"82",22,3,1996,32,1996,30.5
"83",23,3,1996,31,1996,31
"84",24,3,1996,52,1996,33.9411764705882
"85",25,3,1996,241,1996,36.8823529411765
"86",26,3,1996,653,1996,39.8235294117647
"87",27,3,1996,490,1996,42.7647058823529
"88",28,3,1996,363,1996,45.7058823529412
"89",29,3,1996,282,1996,48.6470588235294
"90",30,3,1996,244,1996,51.5882352941176
"91",31,3,1996,224,1996,54.5294117647059
"92",1,4,1996,204,1996,57.4705882352941
"93",2,4,1996,169,1996,60.4117647058824
"94",3,4,1996,139,1996,63.3529411764706
"95",4,4,1996,123,1996,66.2941176470588
"96",5,4,1996,112,1996,69.2352941176471
"97",6,4,1996,101,1996,72.1764705882353
"98",7,4,1996,94,1996,75.1176470588235
"99",8,4,1996,86,1996,78.0588235294118
"100",9,4,1996,81,1996,81
"101",10,4,1996,78,1996,78
"102",11,4,1996,75,1996,75
"103",12,4,1996,92,1996,74.5
"104",13,4,1996,797,1996,74
"105",14,4,1996,1060,1996,73.5
"106",15,4,1996,743,1996,73
"107",16,4,1996,584,1996,72.5
"108",17,4,1996,442,1996,72
