"","day","month","year","flow","hyear","baseflow"
"1",1,1,1996,540,1996,NA
"2",2,1,1996,640,1996,NA
"3",3,1,1996,1000,1996,NA
"4",4,1,1996,860,1996,NA
"5",5,1,1996,720,1996,NA
"6",6,1,1996,640,1996,NA
"7",7,1,1996,580,1996,NA
"8",8,1,1996,520,1996,NA
"9",9,1,1996,470,1996,NA
"10",10,1,1996,450,1996,NA
"11",11,1,1996,430,1996,NA
"12",12,1,1996,420,1996,NA
"13",13,1,1996,400,1996,NA
"14",14,1,1996,390,1996,NA
"15",15,1,1996,380,1996,380
"16",16,1,1996,700,1996,426
"17",17,1,1996,1500,1996,472
"18",18,1,1996,9000,1996,518
"19",19,1,1996,52000,1996,564
"20",20,1,1996,54000,1996,610
"21",21,1,1996,45000,1996,656
"22",22,1,1996,30000,1996,702
"23",23,1,1996,20000,1996,748
"24",24,1,1996,24000,1996,794
"25",25,1,1996,25000,1996,840
"26",26,1,1996,20000,1996,886
"27",27,1,1996,14800,1996,932
"28",28,1,1996,9260,1996,978
"29",29,1,1996,7800,1996,1024
"30",30,1,1996,6000,1996,1070
"31",31,1,1996,3500,1996,1116
"32",1,2,1996,2800,1996,1162
"33",2,2,1996,1700,1996,1208
"34",3,2,1996,1400,1996,1254
"35",4,2,1996,1300,1996,1300
"36",5,2,1996,1250,1996,1250
"37",6,2,1996,1300,1996,1232.94117647059
"38",7,2,1996,1400,1996,1215.88235294118
"39",8,2,1996,1500,1996,1198.82352941176
"40",9,2,1996,1700,1996,1181.76470588235
"41",10,2,1996,2200,1996,1164.70588235294
"42",11,2,1996,3500,1996,1147.64705882353
"43",12,2,1996,3700,1996,1130.58823529412
"44",13,2,1996,3500,1996,1113.52941176471
"45",14,2,1996,3000,1996,1096.47058823529
"46",15,2,1996,2300,1996,1079.41176470588
"47",16,2,1996,1500,1996,1062.35294117647
"48",17,2,1996,1300,1996,1045.29411764706
"49",18,2,1996,1200,1996,1028.23529411765
"50",19,2,1996,1300,1996,1011.17647058824
"51",20,2,1996,1450,1996,994.117647058824
"52",21,2,1996,1400,1996,977.058823529412
"53",22,2,1996,960,1996,960
"54",23,2,1996,1400,1996,1016.36363636364
"55",24,2,1996,1700,1996,1072.72727272727
"56",25,2,1996,1800,1996,1129.09090909091
"57",26,2,1996,3500,1996,1185.45454545455
"58",27,2,1996,9000,1996,1241.81818181818
"59",28,2,1996,20000,1996,1298.18181818182
"60",29,2,1996,26000,1996,1354.54545454545
"61",1,3,1996,22000,1996,1410.90909090909
"62",2,3,1996,15000,1996,1467.27272727273
"63",3,3,1996,10000,1996,1523.63636363636
"64",4,3,1996,6000,1996,1580
"65",5,3,1996,4800,1996,1636.36363636364
"66",6,3,1996,5000,1996,1692.72727272727
"67",7,3,1996,5200,1996,1749.09090909091
"68",8,3,1996,4300,1996,1805.45454545455
"69",9,3,1996,3400,1996,1861.81818181818
"70",10,3,1996,3000,1996,1918.18181818182
"71",11,3,1996,2900,1996,1974.54545454545
"72",12,3,1996,3100,1996,2030.90909090909
"73",13,3,1996,2700,1996,2087.27272727273
"74",14,3,1996,2400,1996,2143.63636363636
"75",15,3,1996,2200,1996,2200
"76",16,3,1996,3000,1996,2175.33333333333
