"","day","month","year","flow","hyear","baseflow"
"1",1,1,1996,NA,1996,NA
"2",2,1,1996,6.78571421428571,1996,NA
"3",3,1,1996,6.42857167857143,1996,NA
"4",4,1,1996,6.07142864285714,1996,NA
"5",5,1,1996,5.89285739285714,1996,NA
"6",6,1,1996,5.53571432142857,1996,NA
"7",7,1,1996,5.25,1996,NA
"8",8,1,1996,5.00000003571429,1996,NA
"9",9,1,1996,4.82142875,1996,NA
"10",10,1,1996,4.46428571428571,1996,NA
"11",11,1,1996,4.28571417857143,1996,NA
"12",12,1,1996,4.10714292857143,1996,NA
"13",13,1,1996,3.74999989285714,1996,NA
"14",14,1,1996,3.57142860714286,1996,NA
"15",15,1,1996,3.3928571,1996,3.3928571
"16",16,1,1996,3.21428584285714,1996,3.21428584285714
"17",17,1,1996,171.428578214286,1996,3.1887756377551
"18",18,1,1996,283.571430714286,1996,3.16326543265306
"19",19,1,1996,87.8571442857143,1996,3.13775522755102
"20",20,1,1996,26.7500004642857,1996,3.11224502244898
"21",21,1,1996,42.8571446428571,1996,3.08673481734694
"22",22,1,1996,53.2142860714286,1996,3.0612246122449
"23",23,1,1996,45.3571421428571,1996,3.03571440714286
"24",24,1,1996,77.8571453571428,1996,3.01020420204082
"25",25,1,1996,44.9999996428571,1996,2.98469399693878
"26",26,1,1996,72.4999989285714,1996,2.95918379183673
"27",27,1,1996,61.785715,1996,2.93367358673469
"28",28,1,1996,49.9999992857143,1996,2.90816338163265
"29",29,1,1996,35.7142857142857,1996,2.88265317653061
"30",30,1,1996,19.2857150357143,1996,2.85714297142857
"31",31,1,1996,10.7142861428571,1996,2.83163276632653
"32",1,2,1996,6.60714292857143,1996,2.80612256122449
"33",2,2,1996,5.35714307142857,1996,2.78061235612245
"34",3,2,1996,4.28571417857143,1996,2.75510215102041
"35",4,2,1996,3.57142860714286,1996,2.72959194591837
"36",5,2,1996,2.85714279285714,1996,2.70408174081633
"37",6,2,1996,2.67857153571429,1996,2.67857153571429
"38",7,2,1996,3.57142860714286,1996,3.11688319155844
"39",8,2,1996,44.9999996428571,1996,3.5551948474026
"40",9,2,1996,99.6428557142857,1996,3.99350650324675
"41",10,2,1996,67.4999996428571,1996,4.43181815909091
"42",11,2,1996,55.3571410714286,1996,4.87012981493506
