,SampleDateTime,Ammonia filtered,Unit Ammonia filtered,Carbon dissolved inorganic,Unit Carbon dissolved inorganic,Carbon dissolved organic,Unit Carbon dissolved organic,Carbon particulate organic,Unit Carbon particulate organic,Chloride dissolved,Unit Chloride dissolved,Chlorophyll A,Unit Chlorophyll A,Chlorophyll corrected,Unit Chlorophyll corrected,Nitrite and nitrate filtered,Unit Nitrite and nitrate filtered,Nitrogen Kjeldahl total,Unit Nitrogen Kjeldahl total,Nitrogen particulate,Unit Nitrogen particulate,Nitrogen total,Unit Nitrogen total,Nitrogen total dissolved,Unit Nitrogen total dissolved,Phosphorus particulate,Unit Phosphorus particulate,Phosphorus soluble reactive,Unit Phosphorus soluble reactive,Phosphorus total,Unit Phosphorus total,Phosphorus total dissolved,Unit Phosphorus total dissolved,Phosphorus total filtered,Unit Phosphorus total filtered,SiO2,Unit SiO2,Silica soluble reactive,Unit Silica soluble reactive,Specific conductance,Unit Specific conductance,Total suspended solids (non-filterable residue),Unit Total suspended solids (non-filterable residue),Turbidity,Unit Turbidity
101,2014-09-11,0.048,mg/L,,,,,,,16.7,mg/L,,,,,2.5,mg/L,0.721,mg/L,,,,,,,,,0.0794,mg/L,1.13,mg/L,0.0869,mg/L,,,,,,,,,1770.0,mg/L,,
102,2014-09-30,0.005,mg/L,,,,,,,31.1,mg/L,,,,,3.1,mg/L,0.433,mg/L,,,,,,,,,0.0138,mg/L,0.0766,mg/L,0.0194,mg/L,,,,,,,,,,,,
103,2014-10-08,0.01,mg/L,,,,,,,24.6,mg/L,,,,,4.02,mg/L,0.768,mg/L,,,,,,,,,0.0537,mg/L,0.191,mg/L,0.0615,mg/L,,,,,,,,,717.5,mg/L,,
104,2014-10-21,0.01,mg/L,,,,,,,29.5,mg/L,,,,,4.04,mg/L,0.497,mg/L,,,,,,,,,0.0199,mg/L,0.0588,mg/L,0.0243,mg/L,,,,,,,,,36.2264,mg/L,,
105,2014-11-24,0.443,mg/L,,,,,,,23.9,mg/L,,,,,4.25,mg/L,1.28,mg/L,,,,,,,,,0.122,mg/L,0.954,mg/L,0.136,mg/L,,,,,,,,,1113.3333,mg/L,,
106,2014-11-25,0.226,mg/L,,,,,,,24.8,mg/L,,,,,6.53,mg/L,1.19,mg/L,,,,,,,,,0.116,mg/L,0.833,mg/L,0.131,mg/L,,,,,,,,,942.1429,mg/L,,
107,2014-12-16,0.026,mg/L,,,,,,,33.0,mg/L,,,,,4.31,mg/L,0.405,mg/L,,,,,,,,,0.0105,mg/L,0.0481,mg/L,0.0109,mg/L,,,,,,,,,,,,
108,2015-01-06,0.212,mg/L,,,,,,,28.0,mg/L,,,,,3.48,mg/L,1.1,mg/L,,,,,,,,,0.283,mg/L,0.354,mg/L,0.308,mg/L,,,,,,,,,,,,
109,2015-02-10,0.041,mg/L,,,,,,,37.4,mg/L,,,,,4.49,mg/L,0.357,mg/L,,,,,,,,,0.0237,mg/L,0.046,mg/L,0.0262,mg/L,,,,,,,,,6.129,mg/L,,
110,2015-03-16,0.723,mg/L,,,,,,,24.0,mg/L,,,,,2.0,mg/L,2.1,mg/L,,,,,,,,,0.202,mg/L,0.316,mg/L,0.218,mg/L,,,,,,,,,475.8,mg/L,,
111,2015-03-19,0.335,mg/L,,,,,,,20.0,mg/L,,,,,2.48,mg/L,1.07,mg/L,,,,,,,,,0.153,mg/L,0.347,mg/L,0.16,mg/L,,,,,,,,,581.1,mg/L,,
112,2015-04-09,0.037,mg/L,,,,,,,31.5,mg/L,,,,,4.48,mg/L,0.571,mg/L,,,,,,,,,0.0126,mg/L,0.167,mg/L,0.0198,mg/L,,,,,,,,,136.7,mg/L,,
113,2015-05-19,0.005,mg/L,,,,,,,32.6,mg/L,,,,,2.8,mg/L,0.387,mg/L,,,,,,,,,0.0017,mg/L,0.0333,mg/L,0.0099,mg/L,,,,,,,,,25.2,mg/L,,
114,2015-06-01,0.246,mg/L,,,,,,,33.6,mg/L,,,,,7.32,mg/L,0.993,mg/L,,,,,,,,,0.0273,mg/L,0.293,mg/L,0.0382,mg/L,,,,,,,,,331.0,mg/L,,
115,2015-06-15,0.093,mg/L,,,,,,,29.6,mg/L,,,,,10.25,mg/L,0.951,mg/L,,,,,,,,,0.040999999999999995,mg/L,0.9915,mg/L,0.04355,mg/L,,,,,,,,,1647.35,mg/L,,
116,2015-06-29,0.083,mg/L,,,,,,,21.2,mg/L,,,,,9.7,mg/L,1.08,mg/L,,,,,,,,,0.0965,mg/L,0.378,mg/L,0.104,mg/L,,,,,,,,,526.7,mg/L,,
117,2015-07-13,0.008,mg/L,,,,,,,33.8,mg/L,,,,,3.69,mg/L,0.408,mg/L,,,,,,,,,0.0018,mg/L,0.0412,mg/L,0.0063,mg/L,,,,,,,,,62.4,mg/L,,
118,2015-07-27,0.005,mg/L,,,,,,,35.6,mg/L,,,,,3.505,mg/L,0.378,mg/L,,,,,,,,,0.01625,mg/L,0.05115,mg/L,0.02145,mg/L,,,,,,,,,21.0,mg/L,,
119,2015-08-11,0.023,mg/L,,,,,,,31.6,mg/L,,,,,3.04,mg/L,0.344,mg/L,,,,,,,,,0.0125,mg/L,0.0327,mg/L,0.0166,mg/L,,,,,,,,,25.3,mg/L,,
120,2015-08-24,0.012,mg/L,,,,,,,33.0,mg/L,,,,,2.97,mg/L,0.286,mg/L,,,,,,,,,0.0089,mg/L,0.0248,mg/L,0.0131,mg/L,,,,,,,,,11.8,mg/L,,
121,2015-09-08,0.023,mg/L,,,,,,,34.05,mg/L,,,,,2.9,mg/L,0.33,mg/L,,,,,,,,,0.010849999999999999,mg/L,0.028999999999999998,mg/L,0.015,mg/L,,,,,,,,,9.5,mg/L,,
122,2015-09-21,0.025,mg/L,,,,,,,34.8,mg/L,,,,,2.85,mg/L,0.379,mg/L,,,,,,,,,0.0155,mg/L,0.0318,mg/L,0.0198,mg/L,,,,,,,,,17.8,mg/L,,
