#YY,MM,DD,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,degT,m/s,m/s,m,sec,sec,degT,hPa,degC,degC,degC,nmi,ft
2009,6,19,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1008.705882,19.21764706,NAN,NAN,NAN,NAN
2009,6,20,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1005.1375,21.0225,NAN,NAN,NAN,NAN
2009,6,21,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1010.463333,18.89708333,NAN,NAN,NAN,NAN
2009,6,22,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1011.69125,19.14333333,NAN,NAN,NAN,NAN
2009,6,23,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1013.19375,21.68291667,NAN,NAN,NAN,NAN
2009,6,24,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1013.49625,23.37458333,NAN,NAN,NAN,NAN
2009,6,25,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1010.658159,25.02343096,NAN,NAN,NAN,NAN
2009,6,26,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1009.189958,22.67573222,NAN,NAN,NAN,NAN
2009,6,27,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1012.913445,21.7092437,NAN,NAN,NAN,NAN
2009,6,28,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1007.091213,22.37154812,NAN,NAN,NAN,NAN
2009,6,29,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1001.864378,22.29012876,NAN,NAN,NAN,NAN
2009,6,30,NAN,NAN,NAN,NAN,NAN,NAN,NAN,999.935,19.86375,NAN,NAN,NAN,NAN
2009,7,1,289.9885057,2.698850575,3.798850575,NAN,NAN,NAN,NAN,1005.509664,18.29033613,NAN,NAN,NAN,NAN
2009,7,2,242.6806723,5.949159664,7.11512605,NAN,NAN,NAN,NAN,1009.893333,17.81791667,NAN,NAN,NAN,NAN
2009,7,3,290.9915966,7.103781513,8.802941176,NAN,NAN,NAN,NAN,1015.17,18.32791667,NAN,NAN,NAN,NAN
2009,7,4,284.3991416,4.212340426,5.257021277,NAN,NAN,NAN,NAN,1017.4175,18.99041667,NAN,NAN,NAN,NAN
2009,7,5,221.2563025,3.492016807,4.203361345,NAN,NAN,NAN,NAN,1014.1225,19.89291667,NAN,NAN,NAN,NAN
2009,7,6,227.0421941,4.58185654,5.276371308,NAN,NAN,NAN,NAN,1010.572269,20.96806723,NAN,NAN,NAN,NAN
2009,7,7,244.9871795,4.970638298,6.217021277,NAN,NAN,NAN,NAN,1009.984167,20.03958333,NAN,NAN,NAN,NAN
2009,7,8,277.9285714,3.134309623,4.233054393,NAN,NAN,NAN,NAN,1014.819167,17.76666667,NAN,NAN,NAN,NAN
