#YY,MM,DD,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,degT,m/s,m/s,m,sec,sec,degT,hPa,degC,degC,degC,nmi,ft
2007,7,20,337.0704225,8.092957746,9.816901408,NAN,NAN,NAN,NAN,1029.257407,19.3915493,NAN,NAN,NAN,NAN
2007,7,21,130.9166667,4.471527778,5.691666667,NAN,NAN,NAN,NAN,NAN,19.26805556,NAN,NAN,NAN,NAN
2007,7,22,131.5763889,3.553472222,4.529861111,NAN,NAN,NAN,NAN,NAN,19.21619718,NAN,NAN,NAN,NAN
2007,7,23,107.9561404,2.623684211,3.397368421,NAN,NAN,NAN,NAN,NAN,19.31052632,NAN,NAN,NAN,NAN
2007,7,24,109.3829787,2.355319149,3.514893617,NAN,NAN,NAN,NAN,1018.318182,18.43829787,NAN,NAN,NAN,NAN
2007,7,25,114.6170213,3.280851064,4.744680851,NAN,NAN,NAN,NAN,1018.970213,19.11276596,NAN,NAN,NAN,NAN
2007,7,26,176.12,2.18,3.292,NAN,NAN,NAN,NAN,1018.244,19.968,NAN,NAN,NAN,NAN
2007,7,27,182.9811321,2.226415094,3.761538462,NAN,NAN,NAN,NAN,1013.016981,20.73773585,NAN,NAN,NAN,NAN
2007,7,28,118.0638298,2.208510638,2.940425532,NAN,NAN,NAN,NAN,1011.825532,21.48297872,NAN,NAN,NAN,NAN
2007,7,29,120.6304348,4.458695652,5.363043478,NAN,NAN,NAN,NAN,1014.306522,21.58478261,NAN,NAN,NAN,NAN
2007,7,30,74.57446809,3.919148936,4.770212766,NAN,NAN,NAN,NAN,1015.806383,22.6,NAN,NAN,NAN,NAN
2007,7,31,197.7608696,1.717391304,2.2,NAN,NAN,NAN,NAN,1017.51087,21.60434783,NAN,NAN,NAN,NAN
2007,8,1,239.1463415,2.353658537,3.073170732,NAN,NAN,NAN,NAN,1016.75122,23.43170732,NAN,NAN,NAN,NAN
2007,8,2,209.2391304,2.376086957,3.530434783,NAN,NAN,NAN,NAN,1016.191304,24.97826087,NAN,NAN,NAN,NAN
2007,8,3,227.7659574,3.963829787,5.042553191,NAN,NAN,NAN,NAN,1015.087234,25.14893617,NAN,NAN,NAN,NAN
2007,8,4,97.29545455,3.504545455,4.836363636,NAN,NAN,NAN,NAN,1017.768182,22.94772727,NAN,NAN,NAN,NAN
2007,8,5,144.0697674,2.018604651,2.988372093,NAN,NAN,NAN,NAN,1015.634884,19.64418605,NAN,NAN,NAN,NAN
2007,8,6,242.106383,3.327659574,4.674468085,NAN,NAN,NAN,NAN,1010.578723,23.36808511,NAN,NAN,NAN,NAN
2007,8,7,179.1764706,2.601960784,4.058823529,NAN,NAN,NAN,NAN,1011.329412,23.44901961,NAN,NAN,NAN,NAN
2007,8,8,258.4680851,4.072340426,5.431914894,NAN,NAN,NAN,NAN,1009.591489,25.59148936,NAN,NAN,NAN,NAN
2007,8,9,145.7234043,2.429787234,3.870212766,NAN,NAN,NAN,NAN,1011.676596,23.61914894,NAN,NAN,NAN,NAN
2007,8,10,101.3913043,3.806521739,4.719565217,NAN,NAN,NAN,NAN,1012.35,22.62173913,NAN,NAN,NAN,NAN
2007,8,11,118.8444444,4.682222222,5.646666667,NAN,NAN,NAN,NAN,1016.966667,23.54888889,NAN,NAN,NAN,NAN
2007,8,12,192.8478261,2.439130435,3.308695652,NAN,NAN,NAN,NAN,1018.65,22.2,NAN,NAN,NAN,NAN
2007,8,13,226.3404255,4.408510638,5.557446809,NAN,NAN,NAN,NAN,1017.687234,22.15319149,NAN,NAN,NAN,NAN
2007,8,14,189.1714286,3.957142857,5.345714286,NAN,NAN,NAN,NAN,1016.888571,21.80571429,NAN,NAN,NAN,NAN
2007,8,15,126.8979592,2.991836735,4.189795918,NAN,NAN,NAN,NAN,1014.202041,22.35918367,NAN,NAN,NAN,NAN
2007,8,16,206.4255319,4.219148936,5.69787234,NAN,NAN,NAN,NAN,1013.12766,23.11702128,NAN,NAN,NAN,NAN
2007,8,17,188.3137255,5.498039216,6.683333333,NAN,NAN,NAN,NAN,1014.678431,22.79607843,NAN,NAN,NAN,NAN
2007,8,18,72.74,6.55,8.653061224,NAN,NAN,NAN,NAN,1022.97,18.34,NAN,NAN,NAN,NAN
2007,8,19,148.3333333,2.075,3.53125,NAN,NAN,NAN,NAN,1021.94375,15.2875,NAN,NAN,NAN,NAN
2007,8,20,106.5098039,4.43,5.995918367,NAN,NAN,NAN,NAN,1018.123529,15.136,NAN,NAN,NAN,NAN
2007,8,21,178.3829787,3.689361702,4.991489362,NAN,NAN,NAN,NAN,1014.976596,19.18085106,NAN,NAN,NAN,NAN
2007,8,22,153.78,2.678,4.008,NAN,NAN,NAN,NAN,1017.982,21.692,NAN,NAN,NAN,NAN
2007,8,23,185.2941176,3.384313725,4.978,NAN,NAN,NAN,NAN,1016.194118,24.68431373,NAN,NAN,NAN,NAN
2007,8,24,180.6458333,2.38125,3.408510638,NAN,NAN,NAN,NAN,1012.825,25.33125,NAN,NAN,NAN,NAN
2007,8,25,236.125,5.4625,7.087179487,NAN,NAN,NAN,NAN,1011.17,24.1325,NAN,NAN,NAN,NAN
2007,8,26,106.0869565,2.965217391,3.956521739,NAN,NAN,NAN,NAN,1017.613043,20.17826087,NAN,NAN,NAN,NAN
2007,8,27,122.3404255,3.080851064,3.853191489,NAN,NAN,NAN,NAN,1021.521277,18.74042553,NAN,NAN,NAN,NAN
2007,8,28,129.326087,2.639130435,3.536956522,NAN,NAN,NAN,NAN,1020.663043,20.84347826,NAN,NAN,NAN,NAN
2007,8,29,172,2.217021277,3.261702128,NAN,NAN,NAN,NAN,1018.161702,23.02765957,NAN,NAN,NAN,NAN
2007,8,30,178.6956522,4.315217391,5.345652174,NAN,NAN,NAN,NAN,1017.741304,22.35217391,NAN,NAN,NAN,NAN
2007,8,31,109.6382979,2.889361702,3.908510638,NAN,NAN,NAN,NAN,1020.157447,19.16595745,NAN,NAN,NAN,NAN
2007,9,1,130.1521739,3.745652174,4.860869565,NAN,NAN,NAN,NAN,1023.845652,18.29565217,NAN,NAN,NAN,NAN
2007,9,2,144.6808511,2.704255319,3.655319149,NAN,NAN,NAN,NAN,1024.053191,17.90212766,NAN,NAN,NAN,NAN
2007,9,3,215.1956522,4.217391304,5.380434783,NAN,NAN,NAN,NAN,1019.821739,19.89565217,NAN,NAN,NAN,NAN
2007,9,4,130.106383,2.731914894,3.504255319,NAN,NAN,NAN,NAN,1018.414894,21.18723404,NAN,NAN,NAN,NAN
2007,9,5,146.1086957,2.22826087,3.015217391,NAN,NAN,NAN,NAN,1018.258696,22.03478261,NAN,NAN,NAN,NAN
2007,9,6,179.893617,2.878723404,4.236170213,NAN,NAN,NAN,NAN,1019.253191,24.20869565,NAN,NAN,NAN,NAN
2007,9,7,189.0204082,3.685714286,6.360416667,NAN,NAN,NAN,NAN,1017.210204,25.92653061,NAN,NAN,NAN,NAN
2007,9,8,156.46,4.104,6.17755102,NAN,NAN,NAN,NAN,1016.6,24.144,NAN,NAN,NAN,NAN
2007,9,9,148.9782609,2.441304348,3.643478261,NAN,NAN,NAN,NAN,1016.391304,20.93695652,NAN,NAN,NAN,NAN
2007,9,10,47.0212766,4.759574468,5.876595745,NAN,NAN,NAN,NAN,1017.953191,20.62553191,NAN,NAN,NAN,NAN
2007,9,11,240.5,6.757142857,8.555769231,NAN,NAN,NAN,NAN,1009.007143,18.88214286,NAN,NAN,NAN,NAN
2007,9,12,298.5671642,9.926470588,12.25087719,NAN,NAN,NAN,NAN,1015.171642,16.61343284,NAN,NAN,NAN,NAN
2007,9,13,170.1136364,2.540909091,4.25,NAN,NAN,NAN,NAN,1021.659091,14.79090909,NAN,NAN,NAN,NAN
2007,9,14,202.8367347,4.814285714,6.610638298,NAN,NAN,NAN,NAN,1013.842857,19.01428571,NAN,NAN,NAN,NAN
2007,9,15,322.921875,9.5265625,12.14912281,NAN,NAN,NAN,NAN,1019.923438,13.9140625,NAN,NAN,NAN,NAN
