#YY,MM,DD,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,degT,m/s,m/s,m,sec,sec,deg,T   hPa,degC,degC,degC,mi,ft
2015,4,29,246.9192825,3.7632287,5.442152466,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,4,30,254.5450644,1.835470085,2.533760684,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,5,1,251.4732143,2.329464286,3.201785714,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,5,2,244.8681818,2.985909091,4.164090909,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,5,3,215.1081081,3.068918919,4.185585586,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,5,4,205.6948357,3.899061033,6.154460094,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,5,5,123.8090909,2.959090909,3.840909091,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,5,6,65.28813559,2.865677966,3.517446809,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,5,7,123.5672269,1.523529412,1.906302521,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,5,8,191.7291667,2.072916667,3.115416667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,5,9,166.2375,2.084166667,3.267083333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,5,10,167.4686192,1.79916318,2.719246862,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,5,11,182.6978723,1.698312236,2.653164557,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,5,12,240.0135747,5.666949153,9.676271186,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,5,13,282.1361702,6.092436975,8.207983193,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,5,14,178.4416667,2.877083333,3.690833333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,5,15,161.4517544,2.449137931,4.145689655,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,5,16,220.6903766,2.505439331,4.031380753,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,5,17,111.2683983,1.8472103,2.509012876,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,5,18,204.2146119,2.940454545,4.869090909,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,5,19,242.8888889,4.818518519,7.399074074,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,5,20,302.0169492,5.497046414,7.151898734,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,5,21,258.3193277,3.141176471,4.567647059,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,5,22,261.6805556,5.264680851,8.530212766,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,5,23,252,2.32,3.11375,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,5,24,209.4125,2.6425,3.967083333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,5,25,193.7083333,2.93,5.122916667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,5,26,206.4958333,2.592916667,4.41375,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,5,27,223.6458333,3.617083333,6.4375,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,5,28,211.6317992,2.669037657,3.968619247,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,5,29,127.0567686,2.415151515,3.975324675,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,5,30,218.3791667,3.02625,5.35,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,5,31,162.625,4.3925,13.63583333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,6,1,48.87323944,5.995964126,11.26278027,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,6,2,60.13807531,5.862761506,6.808786611,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,6,3,75.13389121,3.56625,4.500833333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,6,4,111.5857741,2.186610879,3.351046025,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,6,5,200.3556485,2.572916667,4.20625,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,6,6,68.44537815,5.619583333,6.716666667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,6,7,162.1708333,2.639166667,4.35,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,6,8,226.9791667,3.950416667,6.869166667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,6,9,235.7791667,4.146666667,6.835833333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,6,10,207.1208333,3.65875,6.305833333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,6,11,146.9208333,1.679166667,2.536666667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,6,12,139.5274262,2.469166667,4.042916667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,6,13,98.40416667,3.239166667,4.17625,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,6,14,168.8828452,1.814583333,2.966666667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,6,15,234.2416667,3.58375,6.07,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,6,16,241.075,3.50125,5.675,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,6,17,134.425,2.458333333,3.08625,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,6,18,191.0083333,2.189166667,3.637083333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,6,19,144.8875,4.255,5.344166667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,6,20,80.41666667,2.745,3.56125,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,6,21,214.225,3.16875,5.1175,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,6,22,221.7458333,2.60375,4.235,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,6,23,235.958159,4.651666667,7.76625,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,6,24,259.5416667,2.19625,3.139166667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,6,25,157.8333333,1.90875,2.544166667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,6,26,79.01666667,5.540833333,6.517916667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,6,27,84.14285714,5.208333333,8.649583333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,6,28,191.482906,4.933333333,6.852916667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,6,29,228.4,3.594166667,4.794166667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,6,30,187.5654008,1.895,3.04,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,7,1,238.5,3.677083333,5.774166667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,7,2,105.3050847,4.013983051,4.716101695,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,7,3,93.17991632,3.2425,3.892916667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,7,4,133.7627119,2.571008403,3.405882353,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,7,5,185.0875,2.060833333,2.582083333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,7,6,145.4125,1.804583333,2.75625,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,7,7,210.1924883,2.671830986,4.571361502,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,7,8,124.8739496,5.611344538,6.710504202,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,7,9,113.4458874,2.564978903,3.510126582,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,7,10,270.4333333,2.03875,2.847916667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,7,11,255.6470588,1.778991597,2.237394958,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,7,12,126.4560669,2.253138075,2.748535565,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,7,13,104.252809,2.22247191,2.748876404,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,7,14,182.9350649,2.55751073,4.236480687,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,7,15,68.31638418,4.479079498,8.539748954,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,7,16,99.59482759,3.110638298,3.784255319,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,7,17,165.7245763,2.579916318,4.507949791,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,7,18,231.7478632,3.234188034,5.629059829,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,7,19,234.3347458,2.894491525,4.823728814,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,7,20,251.7782427,2.690376569,4.239330544,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,7,21,260.1166667,4.070833333,5.437083333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,7,22,286.4458333,5.1625,6.810416667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,7,23,236.6916667,2.869583333,4.456666667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,7,24,227.9623431,1.849166667,2.540833333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,7,25,213.6166667,2.492916667,3.94875,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,7,26,263.8384279,1.754585153,2.46069869,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,7,27,115.0125,1.936666667,2.374583333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,7,28,115.8059072,1.752941176,2.273529412,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,7,29,192.8030303,1.029850746,1.502487562,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,7,30,250.2624113,4.893617021,7.330496454,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,7,31,259.0294118,4.988333333,7.526666667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,8,1,286.2041667,4.509583333,6.148333333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,8,2,226.0666667,2.67375,4.351666667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,8,3,242.6186441,4.488333333,7.71,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,8,4,246.5041667,3.8475,5.788333333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,8,5,218.4458333,3.846666667,5.207083333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,8,6,140.0958333,4.1675,5.350833333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,8,7,85.36666667,4.364166667,5.543333333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,8,8,89.10752688,3.099583333,6.697083333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,8,9,73.31914894,5.206666667,6.515833333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,8,10,129.0873362,1.594782609,2.186521739,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,8,11,277.0416667,4.860833333,6.042916667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,8,12,318.3160173,6.25,8.107083333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,8,13,264.5409091,4.642727273,6.611818182,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,8,14,224.3791667,3.447083333,5.938333333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,8,15,253.5732218,2.388284519,3.513807531,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,8,16,223.3083333,1.6425,2.381666667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,8,17,218.4125,2.365,3.418333333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,8,18,166.0916667,1.700833333,2.32,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,8,19,175.4351464,2.405439331,4.166527197,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,8,20,218.825,4.534583333,7.636666667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,8,21,282.2115385,5.85875,10.01791667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,8,22,139.7625,2.56625,3.29625,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,8,23,114.5,2.38875,3.415,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,8,24,242.2142857,4.43875,7.11375,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,8,25,242.9625,3.835833333,6.12625,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,8,26,256.675,4.192916667,6.144583333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,8,27,300.6858639,3.807853403,5.192670157,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,8,28,221.1087866,1.962916667,2.74,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,8,29,176.825,1.565,2.054583333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,8,30,224.7791667,1.6325,2.452916667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,8,31,220.5166667,2.543333333,4.069166667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,9,1,219.9416667,1.997083333,2.944166667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,9,2,218.9125,2.38125,3.516666667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,9,3,231.8208333,2.1575,3.196666667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,9,4,165.4945652,1.513586957,2.180434783,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,9,9,220.5726496,3.203418803,4.904273504,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,9,10,56.31799163,5.855833333,7.57625,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,9,11,166.6041667,1.76125,2.43125,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,9,12,69.4952381,4.308333333,12.28541667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,9,13,317.7218935,5.885416667,10.88166667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,9,14,278.3931624,6.029707113,8.486192469,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,9,15,223.275,2.5975,3.94375,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,9,16,185.325,1.7275,2.302083333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,9,17,201.9118943,2.029515419,2.776106195,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,9,18,192.8916667,2.287916667,3.612916667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,9,19,205.2870813,3.09375,6.812916667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,9,20,114.2881356,6.385416667,8.080416667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,9,21,84.64705882,4.85625,6.440416667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,9,22,147.0083333,3.074583333,4.592083333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,9,23,107.9583333,2.148333333,2.720416667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,9,24,86.90336134,3.54625,4.384166667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,9,25,99.37552743,4.131932773,5.486554622,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,9,26,81.15833333,4.15125,5.329166667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,9,27,167.4125,2.89375,5.430833333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,9,28,185.9833333,3.05375,5.57375,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,9,29,188.2330508,2.415833333,3.797083333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,9,30,62.25,2.777916667,13.55666667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,10,1,85.8,4.66375,14.31708333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,10,2,79.625,4.635416667,17.15666667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,10,3,74.5,3.730833333,16.32916667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,10,4,79.11864407,4.576666667,6.141666667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,10,5,130.4495798,2.104166667,2.777916667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,10,6,157.3541667,3.062886598,3.942268041,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,10,7,276.4041667,3.082916667,4.399583333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,10,8,133.5230126,3.566945607,4.452301255,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,10,9,251.7876106,5.485833333,8.489583333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,10,10,186.7625,3.723333333,4.985833333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,10,11,212.9666667,3.295,5.655833333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,10,12,196.3958333,3.972083333,7.162343096,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,10,13,233.0649351,5.588333333,9.8,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,10,14,301.0393258,5.770833333,10.40041667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,10,15,272.3550296,5.445405405,9.431891892,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,10,16,285.0542986,6.516666667,9.743333333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,10,17,326.3258929,6.7,9.476666667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,10,18,291.75,4.275,8.500416667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,10,19,208.7666667,4.005,6.492083333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,10,20,222.2666667,4.21875,7.456666667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,10,21,212.775,2.279583333,3.78875,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,10,22,228.2125,3.711666667,6.405833333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,10,23,71.35714286,6.639166667,8.227916667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,10,24,162.7949791,4.014583333,7.418333333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,10,25,280.3162791,5.889915966,9.231512605,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,10,26,108.0583333,4.265833333,5.292083333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,10,27,97.42436975,3.074583333,4.473333333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,10,28,157.2699115,4.749583333,10.245,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,10,29,229.9875776,4.612605042,12.65966387,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,10,30,299.2567568,5.580833333,8.610416667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,10,31,189.7708333,2.071666667,3.572083333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,11,1,227.7416667,5.265833333,8.56125,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,11,2,173.8607595,2.582773109,3.472268908,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,11,3,201.6916667,2.202083333,3.2375,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,11,4,150.8875,1.775833333,2.7375,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,11,5,200.3571429,2.055882353,3.080672269,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,11,6,217.3263598,4.690833333,7.887916667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,11,7,289.4009009,7.031666667,9.82375,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,11,8,309.5681818,4.852916667,7.419583333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,11,9,132.6458333,2.8725,3.65375,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,11,10,87.78151261,2.735833333,3.613389121,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,11,11,259.9791667,4.355416667,5.697083333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,11,12,211.4761905,5.554929577,11.23521127,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,11,13,230.3947368,4.1725,18.11291667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,11,14,278.7685185,5.156666667,13.52916667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,11,15,232.2541667,4.830416667,7.39125,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,11,16,220.6624473,3.252083333,5.07125,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,11,17,131.7542373,2.430252101,4.136134454,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,11,18,162.5919283,5.927083333,12.32208333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,11,19,201.0049751,5.773333333,12.57125,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,11,20,239.3417722,4.952301255,12.45230126,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,11,21,170.6041667,2.615,4.437916667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,11,22,245.0859375,4.467083333,12.78375,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,11,23,262.4978903,5.0325,7.614583333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,11,24,262.9205021,5.344583333,7.360416667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,11,25,174.1625,2.499166667,4.245416667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,11,26,190.558952,4.693449782,8.343231441,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,11,27,208.9916667,5.044166667,8.692083333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,11,28,58.42916667,6.213333333,7.42875,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,11,29,56.8,5.035416667,6.684166667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,11,30,88.57575758,3.960251046,5.617991632,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,12,1,149.978903,2.754583333,5.016666667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,12,2,169.3541667,3.27875,4.502083333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,12,3,268.9306931,5.388333333,8.882916667,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
2015,12,4,231.25,4.52,7.354583333,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
