,DATE,"PHOSPHORUS,UNFILTERED TOTAL","UNITS PHOSPHORUS,UNFILTERED TOTAL","PHOSPHATE,FILTERED REACTIVE","UNITS PHOSPHATE,FILTERED REACTIVE",NITROGEN; TOTAL,UNITS NITROGEN; TOTAL,"NITRATE,  UNFILTERED REACTIVE","UNITS NITRATE,  UNFILTERED REACTIVE","NITRITE,  UNFILTERED REACTIVE","UNITS NITRITE,  UNFILTERED REACTIVE","NITROGEN,TOT,KJELDAHL/UNF.REA","UNITS NITROGEN,TOT,KJELDAHL/UNF.REA","NITRATES TOTAL,   UNFIL.REAC","UNITS NITRATES TOTAL,   UNFIL.REAC","SILICATES,UNFILTERED REACTIVE","UNITS SILICATES,UNFILTERED REACTIVE","CHLORIDE,         UNFIL.REAC","UNITS CHLORIDE,         UNFIL.REAC"
0,2016-04-19,0.043,MILLIGRAM PER LITER,0.0154,MILLIGRAM PER LITER,2.4,MILLIGRAM PER LITER,,,0.029,MILLIGRAM PER LITER,,,2.04,MILLIGRAM PER LITER,0.12,MILLIGRAM PER LITER,43.8,MILLIGRAM PER LITER
1,2016-04-19,0.06,MILLIGRAM PER LITER,0.0154,MILLIGRAM PER LITER,2.4,MILLIGRAM PER LITER,,,0.029,MILLIGRAM PER LITER,,,2.04,MILLIGRAM PER LITER,0.12,MILLIGRAM PER LITER,43.8,MILLIGRAM PER LITER
2,2016-05-18,0.03,MILLIGRAM PER LITER,0.0056,MILLIGRAM PER LITER,1.35,MILLIGRAM PER LITER,,,0.015,MILLIGRAM PER LITER,,,0.768,MILLIGRAM PER LITER,0.02,MILLIGRAM PER LITER,35.9,MILLIGRAM PER LITER
3,2016-05-18,0.04,MILLIGRAM PER LITER,0.0056,MILLIGRAM PER LITER,1.35,MILLIGRAM PER LITER,,,0.015,MILLIGRAM PER LITER,,,0.768,MILLIGRAM PER LITER,0.02,MILLIGRAM PER LITER,35.9,MILLIGRAM PER LITER
4,2016-06-07,0.083,MILLIGRAM PER LITER,0.0338,MILLIGRAM PER LITER,1.22,MILLIGRAM PER LITER,,,0.062,MILLIGRAM PER LITER,,,0.647,MILLIGRAM PER LITER,2.68,MILLIGRAM PER LITER,44.0,MILLIGRAM PER LITER
5,2016-06-07,0.102,MILLIGRAM PER LITER,0.0338,MILLIGRAM PER LITER,1.22,MILLIGRAM PER LITER,,,0.062,MILLIGRAM PER LITER,,,0.647,MILLIGRAM PER LITER,2.68,MILLIGRAM PER LITER,44.0,MILLIGRAM PER LITER
6,2016-07-04,0.076,MILLIGRAM PER LITER,0.0128,MILLIGRAM PER LITER,0.73,MILLIGRAM PER LITER,,,0.01,MILLIGRAM PER LITER,,,0.02,MILLIGRAM PER LITER,3.72,MILLIGRAM PER LITER,46.3,MILLIGRAM PER LITER
7,2016-07-04,0.114,MILLIGRAM PER LITER,0.0128,MILLIGRAM PER LITER,0.73,MILLIGRAM PER LITER,,,0.01,MILLIGRAM PER LITER,,,0.02,MILLIGRAM PER LITER,3.72,MILLIGRAM PER LITER,46.3,MILLIGRAM PER LITER
8,2016-08-17,0.081,MILLIGRAM PER LITER,0.0448,MILLIGRAM PER LITER,0.69,MILLIGRAM PER LITER,,,0.006,MILLIGRAM PER LITER,,,0.037,MILLIGRAM PER LITER,2.62,MILLIGRAM PER LITER,63.2,MILLIGRAM PER LITER
9,2016-08-17,0.104,MILLIGRAM PER LITER,0.0448,MILLIGRAM PER LITER,0.69,MILLIGRAM PER LITER,,,0.006,MILLIGRAM PER LITER,,,0.037,MILLIGRAM PER LITER,2.62,MILLIGRAM PER LITER,63.2,MILLIGRAM PER LITER
10,2016-09-26,0.038,MILLIGRAM PER LITER,0.0166,MILLIGRAM PER LITER,0.7,MILLIGRAM PER LITER,,,0.004,MILLIGRAM PER LITER,,,0.024,MILLIGRAM PER LITER,0.94,MILLIGRAM PER LITER,53.9,MILLIGRAM PER LITER
11,2016-09-26,0.0476,MILLIGRAM PER LITER,0.0166,MILLIGRAM PER LITER,0.7,MILLIGRAM PER LITER,,,0.004,MILLIGRAM PER LITER,,,0.024,MILLIGRAM PER LITER,0.94,MILLIGRAM PER LITER,53.9,MILLIGRAM PER LITER
12,2016-10-25,0.073,MILLIGRAM PER LITER,0.0227,MILLIGRAM PER LITER,0.76,MILLIGRAM PER LITER,,,0.009,MILLIGRAM PER LITER,,,0.203,MILLIGRAM PER LITER,2.26,MILLIGRAM PER LITER,73.1,MILLIGRAM PER LITER
13,2016-10-25,0.078,MILLIGRAM PER LITER,0.0227,MILLIGRAM PER LITER,0.76,MILLIGRAM PER LITER,,,0.009,MILLIGRAM PER LITER,,,0.203,MILLIGRAM PER LITER,2.26,MILLIGRAM PER LITER,73.1,MILLIGRAM PER LITER
14,2016-11-21,0.086,MILLIGRAM PER LITER,0.0593,MILLIGRAM PER LITER,2.04,MILLIGRAM PER LITER,,,0.016,MILLIGRAM PER LITER,,,1.7,MILLIGRAM PER LITER,1.46,MILLIGRAM PER LITER,46.6,MILLIGRAM PER LITER
15,2016-11-21,0.0984,MILLIGRAM PER LITER,0.0593,MILLIGRAM PER LITER,2.04,MILLIGRAM PER LITER,,,0.016,MILLIGRAM PER LITER,,,1.7,MILLIGRAM PER LITER,1.46,MILLIGRAM PER LITER,46.6,MILLIGRAM PER LITER
16,2015-04-22,0.052,MILLIGRAM PER LITER,0.0173,MILLIGRAM PER LITER,3.84,MILLIGRAM PER LITER,,,0.023,MILLIGRAM PER LITER,0.52,MILLIGRAM PER LITER,2.97,MILLIGRAM PER LITER,1.68,MILLIGRAM PER LITER,45.6,MILLIGRAM PER LITER
