DATE,USGSPCode,RESULT
2013-05-28,0,14.1
2013-05-29,0,17.8
2013-05-30,0,18.8
2013-06-05,0,17.3
2013-06-06,0,17.5
2013-06-12,0,17.0
2013-06-13,0,17.6
2013-06-19,0,17.0
2013-06-20,0,17.2
2013-06-26,0,16.9
2013-06-27,0,17.2
2013-07-02,0,18.1
2013-07-03,0,16.9
2013-07-04,0,17.3
2013-07-10,0,17.7
2013-07-11,0,17.9
2013-07-17,0,16.9
2013-07-18,0,17.2
2013-07-25,0,17.0
2013-07-31,0,16.8
2013-08-01,0,17.0
2013-08-07,0,10.3
2013-08-08,0,16.9
2013-08-14,0,16.7
2013-08-15,0,16.7
2013-08-21,0,17.0
2013-08-22,0,17.1
2013-08-28,0,16.7
2013-08-29,0,17.0
2013-09-04,0,16.8
2013-09-05,0,16.8
2013-09-11,0,16.7
2013-09-12,0,16.9
2013-09-17,0,16.7
2013-09-25,0,16.2
2013-09-26,0,16.4
2013-10-02,0,16.6
2013-10-03,0,16.7
2013-10-07,0,16.9
2013-10-09,0,16.6
2013-10-10,0,17.0
2013-10-16,0,16.5
2013-10-17,0,16.8
2013-10-23,0,16.7
2013-10-24,0,17.2
2013-10-30,0,17.2
2013-11-06,0,16.9
2013-11-07,0,17.0
2013-11-13,0,16.9
2013-11-14,0,17.1
2013-11-20,0,17.1
2013-11-21,0,17.3
2013-11-27,0,17.1
2013-11-28,0,17.3
2013-12-04,0,17.2
2013-12-05,0,17.8
2013-12-11,0,16.8
2013-12-12,0,17.6
2013-12-18,0,17.0
2013-12-19,0,17.9
2014-01-08,0,18.6
2014-01-09,0,19.3
2014-01-15,0,17.3
2014-01-16,0,20.8
2014-01-23,0,18.8
2014-01-29,0,17.2
2014-01-30,0,18.2
2014-02-12,0,17.1
2014-02-13,0,18.9
2014-02-26,0,17.6
2014-02-27,0,21.2
2014-03-05,0,17.9
2014-03-13,0,18.3
2014-03-14,0,21.8
2014-03-19,0,17.7
2014-03-26,0,17.3
2014-03-27,0,18.7
2014-04-09,0,16.9
2014-04-10,0,19.4
2014-04-16,0,16.1
2014-04-23,0,16.6
2014-04-24,0,18.7
2014-04-30,0,16.5
2014-05-07,0,17.7
2014-05-08,0,18.4
2014-05-14,0,17.5
2014-05-21,0,20.9
2014-05-22,0,22.3
2014-05-28,0,22.2
2014-06-04,0,21.4
2014-06-05,0,21.9
2014-06-11,0,20.4
2014-06-12,0,20.4
2014-06-18,0,20.3
2014-06-19,0,20.3
2014-06-25,0,19.6
2014-06-26,0,19.7
2014-07-02,0,19.3
2014-07-03,0,19.2
2014-07-09,0,17.9
2014-07-10,0,18.4
2014-07-16,0,18.4
2014-07-17,0,18.5
2014-07-23,0,18.9
2014-07-24,0,18.8
2014-07-30,0,19.5
2014-07-31,0,19.8
2014-08-06,0,18.8
2014-08-07,0,18.8
2014-08-12,0,18.5
2014-08-13,0,18.2
2014-08-14,0,18.3
2014-08-21,0,18.1
2014-08-27,0,17.7
2014-08-28,0,17.9
2014-09-04,0,17.6
2014-09-10,0,17.5
2014-09-11,0,17.7
2014-09-18,0,17.7
2014-09-24,0,17.5
2014-09-25,0,17.8
2014-10-02,0,17.7
2014-10-08,0,17.4
2014-10-09,0,17.8
2014-10-16,0,17.5
2014-10-22,0,17.4
2014-10-23,0,17.6
2014-10-28,0,18.0
2015-04-08,0,20.8
2015-05-14,0,19.8
2015-06-11,0,19.2
2015-07-09,0,17.3
2015-07-30,0,17.2
2015-11-03,0,16.6
2016-06-07,0,17.0
2016-07-06,0,17.7
2016-08-02,0,17.5
2016-09-07,0,17.4
2016-10-05,0,16.4
2016-11-03,0,16.7
2016-12-07,0,16.5
2017-02-08,0,24.4
2017-03-06,0,19.2
2017-04-05,0,19.8
2017-05-02,0,18.5
2017-06-07,0,17.6
2017-07-12,0,17.3
2017-08-09,0,17.1
2017-09-07,0,17.5
2017-10-04,0,16.9
2017-11-16,0,16.7
2017-12-06,0,16.7
2018-01-10,0,18.1
2018-03-07,0,19.0
2018-04-04,0,17.3
2018-05-09,0,16.8
2018-06-06,0,18.0
2018-07-11,0,16.65
2018-08-08,0,16.4
2018-09-06,0,16.7
