,DATE,"PHOSPHORUS,UNFILTERED TOTAL","UNITS PHOSPHORUS,UNFILTERED TOTAL","PHOSPHATE,FILTERED REACTIVE","UNITS PHOSPHATE,FILTERED REACTIVE",NITROGEN; TOTAL,UNITS NITROGEN; TOTAL,"NITRATE,  UNFILTERED REACTIVE","UNITS NITRATE,  UNFILTERED REACTIVE","NITRITE,  UNFILTERED REACTIVE","UNITS NITRITE,  UNFILTERED REACTIVE","NITROGEN,TOT,KJELDAHL/UNF.REA","UNITS NITROGEN,TOT,KJELDAHL/UNF.REA","NITRATES TOTAL,   UNFIL.REAC","UNITS NITRATES TOTAL,   UNFIL.REAC","SILICATES,UNFILTERED REACTIVE","UNITS SILICATES,UNFILTERED REACTIVE","CHLORIDE,         UNFIL.REAC","UNITS CHLORIDE,         UNFIL.REAC"
0,2002-01-28,0.18,MILLIGRAM PER LITER,0.0805,MILLIGRAM PER LITER,,,,,0.037,MILLIGRAM PER LITER,1.26,MILLIGRAM PER LITER,6.42,MILLIGRAM PER LITER,,,26.6,MILLIGRAM PER LITER
1,2002-02-07,1.15,MILLIGRAM PER LITER,0.0655,MILLIGRAM PER LITER,,,,,0.032,MILLIGRAM PER LITER,3.0,MILLIGRAM PER LITER,10.8,MILLIGRAM PER LITER,,,55.8,MILLIGRAM PER LITER
2,2002-05-10,2.23,MILLIGRAM PER LITER,0.008,MILLIGRAM PER LITER,,,,,0.038,MILLIGRAM PER LITER,5.96,MILLIGRAM PER LITER,5.24,MILLIGRAM PER LITER,,,30.4,MILLIGRAM PER LITER
3,2002-05-15,0.274,MILLIGRAM PER LITER,0.0915,MILLIGRAM PER LITER,,,,,0.091,MILLIGRAM PER LITER,2.24,MILLIGRAM PER LITER,6.74,MILLIGRAM PER LITER,,,25.0,MILLIGRAM PER LITER
4,2002-05-30,0.074,MILLIGRAM PER LITER,0.0015,MILLIGRAM PER LITER,,,,,0.026,MILLIGRAM PER LITER,0.72,MILLIGRAM PER LITER,3.44,MILLIGRAM PER LITER,,,22.4,MILLIGRAM PER LITER
5,2002-06-18,0.105,MILLIGRAM PER LITER,0.0094,MILLIGRAM PER LITER,,,,,0.122,MILLIGRAM PER LITER,0.53,MILLIGRAM PER LITER,4.86,MILLIGRAM PER LITER,,,14.0,MILLIGRAM PER LITER
6,2002-06-27,0.059,MILLIGRAM PER LITER,0.0137,MILLIGRAM PER LITER,,,,,0.048,MILLIGRAM PER LITER,0.72,MILLIGRAM PER LITER,1.92,MILLIGRAM PER LITER,,,19.8,MILLIGRAM PER LITER
7,2002-07-05,0.101,MILLIGRAM PER LITER,0.0107,MILLIGRAM PER LITER,,,,,0.068,MILLIGRAM PER LITER,0.8,MILLIGRAM PER LITER,1.64,MILLIGRAM PER LITER,,,22.2,MILLIGRAM PER LITER
8,2002-07-26,0.193,MILLIGRAM PER LITER,0.0479,MILLIGRAM PER LITER,,,,,0.116,MILLIGRAM PER LITER,0.76,MILLIGRAM PER LITER,0.525,MILLIGRAM PER LITER,,,10.8,MILLIGRAM PER LITER
9,2002-08-07,0.076,MILLIGRAM PER LITER,0.0099,MILLIGRAM PER LITER,,,,,0.019,MILLIGRAM PER LITER,0.29,MILLIGRAM PER LITER,0.41,MILLIGRAM PER LITER,,,10.5,MILLIGRAM PER LITER
