,DATE,"PHOSPHORUS,UNFILTERED TOTAL","UNITS PHOSPHORUS,UNFILTERED TOTAL","PHOSPHATE,FILTERED REACTIVE","UNITS PHOSPHATE,FILTERED REACTIVE",NITROGEN; TOTAL,UNITS NITROGEN; TOTAL,"NITRATE,  UNFILTERED REACTIVE","UNITS NITRATE,  UNFILTERED REACTIVE","NITRITE,  UNFILTERED REACTIVE","UNITS NITRITE,  UNFILTERED REACTIVE","NITROGEN,TOT,KJELDAHL/UNF.REA","UNITS NITROGEN,TOT,KJELDAHL/UNF.REA","NITRATES TOTAL,   UNFIL.REAC","UNITS NITRATES TOTAL,   UNFIL.REAC","SILICATES,UNFILTERED REACTIVE","UNITS SILICATES,UNFILTERED REACTIVE","CHLORIDE,         UNFIL.REAC","UNITS CHLORIDE,         UNFIL.REAC"
0,2016-04-05,0.115,MILLIGRAM PER LITER,0.0714,MILLIGRAM PER LITER,5.73,MILLIGRAM PER LITER,,,0.032,MILLIGRAM PER LITER,,,5.31,MILLIGRAM PER LITER,,,26.6,MILLIGRAM PER LITER
1,2016-04-05,0.136,MILLIGRAM PER LITER,0.0714,MILLIGRAM PER LITER,5.73,MILLIGRAM PER LITER,,,0.032,MILLIGRAM PER LITER,,,5.31,MILLIGRAM PER LITER,,,26.6,MILLIGRAM PER LITER
2,2016-04-26,0.042,MILLIGRAM PER LITER,0.0125,MILLIGRAM PER LITER,4.12,MILLIGRAM PER LITER,,,0.017,MILLIGRAM PER LITER,,,3.96,MILLIGRAM PER LITER,,,34.6,MILLIGRAM PER LITER
3,2016-04-26,0.0444,MILLIGRAM PER LITER,0.0125,MILLIGRAM PER LITER,4.12,MILLIGRAM PER LITER,,,0.017,MILLIGRAM PER LITER,,,3.96,MILLIGRAM PER LITER,,,34.6,MILLIGRAM PER LITER
4,2016-05-31,0.048,MILLIGRAM PER LITER,0.0264,MILLIGRAM PER LITER,2.26,MILLIGRAM PER LITER,,,0.038,MILLIGRAM PER LITER,,,1.9,MILLIGRAM PER LITER,,,36.5,MILLIGRAM PER LITER
5,2016-05-31,0.06520000000000001,MILLIGRAM PER LITER,0.0264,MILLIGRAM PER LITER,2.26,MILLIGRAM PER LITER,,,0.038,MILLIGRAM PER LITER,,,1.9,MILLIGRAM PER LITER,,,36.5,MILLIGRAM PER LITER
6,2016-06-28,0.066,MILLIGRAM PER LITER,0.0314,MILLIGRAM PER LITER,4.01,MILLIGRAM PER LITER,,,0.075,MILLIGRAM PER LITER,,,3.34,MILLIGRAM PER LITER,,,37.1,MILLIGRAM PER LITER
7,2016-06-28,0.088,MILLIGRAM PER LITER,0.0314,MILLIGRAM PER LITER,4.01,MILLIGRAM PER LITER,,,0.075,MILLIGRAM PER LITER,,,3.34,MILLIGRAM PER LITER,,,37.1,MILLIGRAM PER LITER
8,2016-07-26,0.046,MILLIGRAM PER LITER,0.0245,MILLIGRAM PER LITER,1.17,MILLIGRAM PER LITER,,,0.01,MILLIGRAM PER LITER,,,0.76,MILLIGRAM PER LITER,,,41.0,MILLIGRAM PER LITER
9,2016-07-26,0.069,MILLIGRAM PER LITER,0.0245,MILLIGRAM PER LITER,1.17,MILLIGRAM PER LITER,,,0.01,MILLIGRAM PER LITER,,,0.76,MILLIGRAM PER LITER,,,41.0,MILLIGRAM PER LITER
10,2016-08-30,0.14,MILLIGRAM PER LITER,0.0777,MILLIGRAM PER LITER,3.73,MILLIGRAM PER LITER,,,0.028,MILLIGRAM PER LITER,,,3.18,MILLIGRAM PER LITER,,,35.8,MILLIGRAM PER LITER
11,2016-08-30,0.142,MILLIGRAM PER LITER,0.0777,MILLIGRAM PER LITER,3.73,MILLIGRAM PER LITER,,,0.028,MILLIGRAM PER LITER,,,3.18,MILLIGRAM PER LITER,,,35.8,MILLIGRAM PER LITER
12,2016-09-27,0.038,MILLIGRAM PER LITER,0.0183,MILLIGRAM PER LITER,1.29,MILLIGRAM PER LITER,,,0.008,MILLIGRAM PER LITER,,,1.07,MILLIGRAM PER LITER,,,44.8,MILLIGRAM PER LITER
13,2016-09-27,0.0436,MILLIGRAM PER LITER,0.0183,MILLIGRAM PER LITER,1.29,MILLIGRAM PER LITER,,,0.008,MILLIGRAM PER LITER,,,1.07,MILLIGRAM PER LITER,,,44.8,MILLIGRAM PER LITER
14,2016-11-01,0.061,MILLIGRAM PER LITER,0.0378,MILLIGRAM PER LITER,4.49,MILLIGRAM PER LITER,,,0.02,MILLIGRAM PER LITER,,,4.15,MILLIGRAM PER LITER,,,50.3,MILLIGRAM PER LITER
15,2016-11-01,0.06559999999999999,MILLIGRAM PER LITER,0.0378,MILLIGRAM PER LITER,4.49,MILLIGRAM PER LITER,,,0.02,MILLIGRAM PER LITER,,,4.15,MILLIGRAM PER LITER,,,50.3,MILLIGRAM PER LITER
16,2015-03-31,0.066,MILLIGRAM PER LITER,0.0446,MILLIGRAM PER LITER,5.1,MILLIGRAM PER LITER,,,0.019,MILLIGRAM PER LITER,0.63,MILLIGRAM PER LITER,4.11,MILLIGRAM PER LITER,,,28.4,MILLIGRAM PER LITER
17,2015-04-28,0.017,MILLIGRAM PER LITER,0.008,MILLIGRAM PER LITER,3.96,MILLIGRAM PER LITER,,,0.015,MILLIGRAM PER LITER,0.09,MILLIGRAM PER LITER,3.59,MILLIGRAM PER LITER,,,41.4,MILLIGRAM PER LITER
18,2015-05-26,0.032,MILLIGRAM PER LITER,0.0069,MILLIGRAM PER LITER,1.41,MILLIGRAM PER LITER,,,0.016,MILLIGRAM PER LITER,0.52,MILLIGRAM PER LITER,0.988,MILLIGRAM PER LITER,,,38.5,MILLIGRAM PER LITER
19,2015-06-30,0.149,MILLIGRAM PER LITER,0.0935,MILLIGRAM PER LITER,11.7,MILLIGRAM PER LITER,,,0.126,MILLIGRAM PER LITER,,,10.7,MILLIGRAM PER LITER,,,23.3,MILLIGRAM PER LITER
20,2015-07-28,0.066,MILLIGRAM PER LITER,0.0281,MILLIGRAM PER LITER,1.97,MILLIGRAM PER LITER,,,0.012,MILLIGRAM PER LITER,,,1.81,MILLIGRAM PER LITER,,,38.6,MILLIGRAM PER LITER
21,2015-09-01,0.046,MILLIGRAM PER LITER,0.0167,MILLIGRAM PER LITER,1.04,MILLIGRAM PER LITER,,,0.009,MILLIGRAM PER LITER,,,0.823,MILLIGRAM PER LITER,,,42.6,MILLIGRAM PER LITER
22,2015-09-29,0.038,MILLIGRAM PER LITER,0.0085,MILLIGRAM PER LITER,0.84,MILLIGRAM PER LITER,,,0.006,MILLIGRAM PER LITER,,,0.572,MILLIGRAM PER LITER,,,42.8,MILLIGRAM PER LITER
23,2015-10-27,0.021,MILLIGRAM PER LITER,0.0101,MILLIGRAM PER LITER,1.36,MILLIGRAM PER LITER,,,0.009,MILLIGRAM PER LITER,,,1.08,MILLIGRAM PER LITER,,,43.5,MILLIGRAM PER LITER
24,2015-12-01,0.048,MILLIGRAM PER LITER,0.0287,MILLIGRAM PER LITER,7.15,MILLIGRAM PER LITER,,,0.039,MILLIGRAM PER LITER,,,4.83,MILLIGRAM PER LITER,,,55.5,MILLIGRAM PER LITER
25,2014-04-29,0.041,MILLIGRAM PER LITER,0.0181,MILLIGRAM PER LITER,3.58,MILLIGRAM PER LITER,,,0.02,MILLIGRAM PER LITER,0.78,MILLIGRAM PER LITER,3.05,MILLIGRAM PER LITER,,,42.0,MILLIGRAM PER LITER
26,2014-05-27,0.073,MILLIGRAM PER LITER,0.0205,MILLIGRAM PER LITER,4.97,MILLIGRAM PER LITER,,,0.034,MILLIGRAM PER LITER,0.74,MILLIGRAM PER LITER,4.22,MILLIGRAM PER LITER,,,28.2,MILLIGRAM PER LITER
27,2014-06-24,0.07,MILLIGRAM PER LITER,0.0417,MILLIGRAM PER LITER,3.04,MILLIGRAM PER LITER,,,0.023,MILLIGRAM PER LITER,0.5,MILLIGRAM PER LITER,2.64,MILLIGRAM PER LITER,,,31.7,MILLIGRAM PER LITER
28,2014-08-12,0.033,MILLIGRAM PER LITER,0.0141,MILLIGRAM PER LITER,1.28,MILLIGRAM PER LITER,,,0.009,MILLIGRAM PER LITER,0.47,MILLIGRAM PER LITER,0.821,MILLIGRAM PER LITER,,,36.3,MILLIGRAM PER LITER
29,2014-08-26,0.026,MILLIGRAM PER LITER,0.0101,MILLIGRAM PER LITER,1.02,MILLIGRAM PER LITER,,,0.011,MILLIGRAM PER LITER,0.37,MILLIGRAM PER LITER,0.673,MILLIGRAM PER LITER,,,38.3,MILLIGRAM PER LITER
