,DATE,"PHOSPHORUS,UNFILTERED TOTAL","UNITS PHOSPHORUS,UNFILTERED TOTAL","PHOSPHATE,FILTERED REACTIVE","UNITS PHOSPHATE,FILTERED REACTIVE",NITROGEN; TOTAL,UNITS NITROGEN; TOTAL,"NITRATE,  UNFILTERED REACTIVE","UNITS NITRATE,  UNFILTERED REACTIVE","NITRITE,  UNFILTERED REACTIVE","UNITS NITRITE,  UNFILTERED REACTIVE","NITROGEN,TOT,KJELDAHL/UNF.REA","UNITS NITROGEN,TOT,KJELDAHL/UNF.REA","NITRATES TOTAL,   UNFIL.REAC","UNITS NITRATES TOTAL,   UNFIL.REAC","SILICATES,UNFILTERED REACTIVE","UNITS SILICATES,UNFILTERED REACTIVE","CHLORIDE,         UNFIL.REAC","UNITS CHLORIDE,         UNFIL.REAC"
0,2016-01-12,0.052,MILLIGRAM PER LITER,0.0387,MILLIGRAM PER LITER,6.53,MILLIGRAM PER LITER,,,0.053,MILLIGRAM PER LITER,,,5.6,MILLIGRAM PER LITER,,,86.3,MILLIGRAM PER LITER
1,2016-02-04,0.285,MILLIGRAM PER LITER,0.0704,MILLIGRAM PER LITER,4.46,MILLIGRAM PER LITER,,,0.044,MILLIGRAM PER LITER,,,4.29,MILLIGRAM PER LITER,,,48.7,MILLIGRAM PER LITER
2,2016-04-19,0.051,MILLIGRAM PER LITER,0.0147,MILLIGRAM PER LITER,3.79,MILLIGRAM PER LITER,,,0.03,MILLIGRAM PER LITER,,,3.23,MILLIGRAM PER LITER,,,31.8,MILLIGRAM PER LITER
3,2016-04-19,0.072,MILLIGRAM PER LITER,0.0147,MILLIGRAM PER LITER,3.79,MILLIGRAM PER LITER,,,0.03,MILLIGRAM PER LITER,,,3.23,MILLIGRAM PER LITER,,,31.8,MILLIGRAM PER LITER
4,2016-04-25,0.078,MILLIGRAM PER LITER,0.0115,MILLIGRAM PER LITER,3.08,MILLIGRAM PER LITER,,,0.028,MILLIGRAM PER LITER,,,2.9,MILLIGRAM PER LITER,,,78.1,MILLIGRAM PER LITER
5,2016-04-25,0.078,MILLIGRAM PER LITER,0.0115,MILLIGRAM PER LITER,3.08,MILLIGRAM PER LITER,,,0.028,MILLIGRAM PER LITER,,,2.9,MILLIGRAM PER LITER,,,78.1,MILLIGRAM PER LITER
6,2016-05-12,0.068,MILLIGRAM PER LITER,0.0093,MILLIGRAM PER LITER,3.3,MILLIGRAM PER LITER,,,0.035,MILLIGRAM PER LITER,,,2.97,MILLIGRAM PER LITER,,,90.8,MILLIGRAM PER LITER
7,2016-05-12,0.0704,MILLIGRAM PER LITER,0.0093,MILLIGRAM PER LITER,3.3,MILLIGRAM PER LITER,,,0.035,MILLIGRAM PER LITER,,,2.97,MILLIGRAM PER LITER,,,90.8,MILLIGRAM PER LITER
8,2016-05-18,0.058,MILLIGRAM PER LITER,0.0087,MILLIGRAM PER LITER,3.55,MILLIGRAM PER LITER,,,0.025,MILLIGRAM PER LITER,,,3.08,MILLIGRAM PER LITER,,,95.1,MILLIGRAM PER LITER
9,2016-05-18,0.066,MILLIGRAM PER LITER,0.0087,MILLIGRAM PER LITER,3.55,MILLIGRAM PER LITER,,,0.025,MILLIGRAM PER LITER,,,3.08,MILLIGRAM PER LITER,,,95.1,MILLIGRAM PER LITER
