ActivityStartDate,USGSPCode,ResultMeasureValue
1998-07-01,0,77.0
1998-07-13,0,78.0
1998-07-23,0,81.0
1998-07-29,0,80.0
1998-08-06,0,83.0
1998-08-12,0,86.0
1998-08-20,0,88.0
1998-08-27,0,89.0
1998-09-03,0,86.0
1998-09-08,0,87.0
1998-09-16,0,84.0
1998-09-22,0,41.0
2000-07-20,0,69.0
2000-08-09,0,80.0
2000-09-05,0,73.0
2001-02-14,0,141.0
2001-05-02,0,87.0
2001-07-26,0,87.0
2001-09-18,0,100.0
2002-02-28,0,103.0
2002-03-27,0,98.0
2002-04-03,0,88.0
2002-04-09,0,83.0
2002-06-05,0,78.0
2002-07-22,0,88.0
2002-09-17,0,104.0
2002-10-17,0,107.0
2002-10-29,0,113.0
2002-11-12,0,113.0
2002-11-20,0,110.0
2002-11-26,0,108.0
2003-04-01,0,174.0
2003-06-03,0,103.0
2003-08-20,0,109.0
2003-09-17,0,119.0
2004-04-07,0,116.0
2004-07-13,0,84.0
2004-09-07,0,84.0
2004-10-20,0,92.0
2005-04-18,0,92.0
2005-06-22,0,105.0
2005-08-08,0,114.0
2005-10-03,0,116.0
2010-04-07,0,93.0
2010-06-15,0,68.0
2011-03-28,0,99.0
2011-04-27,0,64.7
2011-05-26,0,46.45
2011-06-16,0,73.05000000000001
2011-06-20,0,73.0
2011-07-19,0,90.1
2011-07-27,0,49.45
2011-07-28,0,88.5
2011-07-29,0,59.7
2011-07-31,0,36.6
2011-08-02,0,67.7
2011-08-08,0,74.69999999999999
2011-08-09,0,62.599999999999994
2011-08-18,0,72.2
2011-09-20,0,85.8
2011-10-18,0,95.0
2011-10-20,0,84.5
2011-11-16,0,79.5
2011-11-30,0,50.9
2011-12-01,0,51.4
2011-12-03,0,58.2
2011-12-21,0,70.1
2012-01-24,0,78.3
2012-02-23,0,84.85
2012-03-06,0,100.0
2012-03-16,0,63.6
2012-03-19,0,74.1
2012-03-27,0,84.0
2012-04-09,0,84.0
2012-04-18,0,67.2
2012-05-17,0,86.2
2012-05-23,0,86.0
2012-06-13,0,93.0
2012-06-18,0,95.0
2012-06-21,0,92.7
2012-07-05,0,40.8
2012-07-18,0,100.0
2012-07-25,0,100.0
2012-08-15,0,100.0
2012-08-29,0,110.0
2012-09-11,0,120.0
2012-09-19,0,109.0
2012-09-24,0,120.0
2012-10-09,0,120.0
2012-10-18,0,101.0
2012-10-19,0,120.0
2012-11-15,0,108.0
2012-12-19,0,110.0
2013-01-14,0,100.0
2013-01-17,0,101.0
2013-01-29,0,112.0
2013-01-30,0,119.5
2013-01-31,0,107.0
2013-02-21,0,101.0
2013-03-11,0,99.1
2013-03-12,0,88.4
2013-03-13,0,84.1
2013-03-20,0,94.2
2013-04-02,0,121.7531
2013-04-13,0,81.65
2013-04-14,0,74.1
2013-04-17,0,84.0
2013-04-18,0,80.1
2013-04-19,0,76.65
2013-05-23,0,85.6
2013-06-04,0,97.22755
2013-06-18,0,86.7
2013-06-27,0,59.550000000000004
2013-07-17,0,87.8
2013-08-20,0,101.8889
2013-08-21,0,85.4
2013-09-17,0,97.7
2013-10-30,0,113.382
2016-04-05,0,114.0
2016-05-11,0,107.0
2016-06-15,0,106.0
2016-07-20,0,116.0
2016-08-03,0,121.0
2016-09-21,0,120.0
