YY,MM,DD,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
2007,9,10,62.9106383,4.960109815,6.137652711,NAN,NAN,NAN,NAN,1018.033004,20.56483232,NAN,NAN,NAN,NAN
2007,9,11,245.534375,6.830133929,8.553691067,NAN,NAN,NAN,NAN,1009.354534,19.18425595,NAN,NAN,NAN,NAN
2007,9,12,310.9919155,9.755222474,12.2524386,NAN,NAN,NAN,NAN,1015.810844,16.54932777,NAN,NAN,NAN,NAN
2007,9,13,179.8496754,3.213668831,4.660357143,NAN,NAN,NAN,NAN,1021.514384,15.19856763,NAN,NAN,NAN,NAN
2007,9,14,209.3983674,5.985142857,7.734711041,NAN,NAN,NAN,NAN,1013.891442,19.68495761,NAN,NAN,NAN,NAN
2007,9,15,223.6308093,9.745653045,12.44667025,NAN,NAN,NAN,NAN,1020.405259,13.89915331,NAN,NAN,NAN,NAN
2007,9,16,201.6557971,3.580797101,5.134057971,NAN,NAN,NAN,NAN,1026.012686,13.22992915,NAN,NAN,NAN,NAN
2007,9,17,163.78125,3.744353071,5.185471492,NAN,NAN,NAN,NAN,1027.010819,13.82370272,NAN,NAN,NAN,NAN
2007,9,18,160.2784347,4.543524775,5.880461712,NAN,NAN,NAN,NAN,1025.653262,16.76349474,NAN,NAN,NAN,NAN
2007,9,19,198.3033589,3.836054422,5.233609694,NAN,NAN,NAN,NAN,1022.772504,19.69389845,NAN,NAN,NAN,NAN
2007,9,20,143.8899425,4.365948276,5.29595546,NAN,NAN,NAN,NAN,1021.6894,20.49013901,NAN,NAN,NAN,NAN
2007,9,21,169.8368056,2.601041667,3.679861112,NAN,NAN,NAN,NAN,1019.115556,21.95481481,NAN,NAN,NAN,NAN
2007,9,22,236.2855017,5.221556123,6.914145115,NAN,NAN,NAN,NAN,1016.466689,21.90776361,NAN,NAN,NAN,NAN
2007,9,23,151.8462335,3.314583334,4.191094095,NAN,NAN,NAN,NAN,1024.736376,17.11559879,NAN,NAN,NAN,NAN
2007,9,24,152.4238506,3.344669541,4.335689655,NAN,NAN,NAN,NAN,1023.218221,18.70514684,NAN,NAN,NAN,NAN
2007,9,25,216.1076622,4.75864094,6.40405481,NAN,NAN,NAN,NAN,1017.914225,24.26938945,NAN,NAN,NAN,NAN
2007,9,26,242.1372549,4.276211617,5.967464968,NAN,NAN,NAN,NAN,1015.958949,22.30941146,NAN,NAN,NAN,NAN
2007,9,27,180.5104167,2.954513889,3.979513889,NAN,NAN,NAN,NAN,1015.039537,19.14324074,NAN,NAN,NAN,NAN
2007,9,28,250.7894595,6.865351352,8.617405406,NAN,NAN,NAN,NAN,1016.76743,17.51356832,NAN,NAN,NAN,NAN
2007,9,29,113.59375,3.670486111,4.908680556,NAN,NAN,NAN,NAN,1027.645555,16.42986111,NAN,NAN,NAN,NAN
2007,9,30,185.9340278,3.742361111,5.172222222,NAN,NAN,NAN,NAN,1028.649954,16.57189815,NAN,NAN,NAN,NAN
2007,10,1,194.9659864,5.656122449,8.157142857,NAN,NAN,NAN,NAN,1024.141001,19.1466845,NAN,NAN,NAN,NAN
2007,10,2,191.7256945,3.397222222,4.822916667,NAN,NAN,NAN,NAN,1020.550695,18.35208333,NAN,NAN,NAN,NAN
2007,10,3,216.2084942,5.25031026,7.501621471,NAN,NAN,NAN,NAN,1016.440706,20.01646112,NAN,NAN,NAN,NAN
2007,10,4,143.5173612,3.016666667,3.659375,NAN,NAN,NAN,NAN,1020.914815,18.57106481,NAN,NAN,NAN,NAN
2007,10,5,157.1041667,3.569444445,4.549652778,NAN,NAN,NAN,NAN,1023.081759,21.47784868,NAN,NAN,NAN,NAN
2007,10,6,225.3472222,3.856597222,4.925347222,NAN,NAN,NAN,NAN,1021.398102,23.13560185,NAN,NAN,NAN,NAN
2007,10,7,189.59375,2.520138889,3.299652778,NAN,NAN,NAN,NAN,1019.657639,22.88421296,NAN,NAN,NAN,NAN
2007,10,8,230.7534723,3.635763889,4.615972222,NAN,NAN,NAN,NAN,1016.918565,23.58425926,NAN,NAN,NAN,NAN
2007,10,9,257.1581499,5.892839361,7.589609539,NAN,NAN,NAN,NAN,1012.325553,21.58562282,NAN,NAN,NAN,NAN
2007,10,10,253.6776316,6.927866541,8.947131202,NAN,NAN,NAN,NAN,1008.584359,13.97650307,NAN,NAN,NAN,NAN
2007,10,11,234.5111111,3.842796935,5.646321839,NAN,NAN,NAN,NAN,1009.045553,10.31359073,NAN,NAN,NAN,NAN
2007,10,12,130.8511565,7.356170068,9.610553537,NAN,NAN,NAN,NAN,1012.407225,11.55355272,NAN,NAN,NAN,NAN
2007,10,13,271.62431,7.752510616,10.17285678,NAN,NAN,NAN,NAN,1015.709549,10.8592569,NAN,NAN,NAN,NAN
2007,10,14,290.9119826,5.873507625,7.798518519,NAN,NAN,NAN,NAN,1020.28645,12.95386946,NAN,NAN,NAN,NAN
2007,10,15,162.6368056,4.032777778,5.1425,NAN,NAN,NAN,NAN,1021.970833,13.92069444,NAN,NAN,NAN,NAN
2007,10,16,111.5143418,3.87915157,4.895335145,NAN,NAN,NAN,NAN,1018.944871,15.5205777,NAN,NAN,NAN,NAN
2007,10,17,192.9046717,2.164393939,3.162847222,NAN,NAN,NAN,NAN,1017.503039,16.93799663,NAN,NAN,NAN,NAN
2007,10,18,183.1440453,4.454011742,6.876216103,NAN,NAN,NAN,NAN,1009.603691,19.16813445,NAN,NAN,NAN,NAN
2007,10,19,220.1025641,8.137564103,11.680932,NAN,NAN,NAN,NAN,1000.015241,21.06884615,NAN,NAN,NAN,NAN
2007,10,20,261.8359934,9.788158136,13.14183999,NAN,NAN,NAN,NAN,1006.668913,16.00616648,NAN,NAN,NAN,NAN
2007,10,21,205.1313726,5.890248366,8.50346939,NAN,NAN,NAN,NAN,1016.381406,18.34738017,NAN,NAN,NAN,NAN
2007,10,22,204.8483784,5.006918919,7.426629571,NAN,NAN,NAN,NAN,1018.16985,19.85859676,NAN,NAN,NAN,NAN
2007,10,23,149.5828205,4.947820513,6.471676562,NAN,NAN,NAN,NAN,1010.062953,14.55805128,NAN,NAN,NAN,NAN
2007,10,24,228.1841401,4.713755623,6.298854145,NAN,NAN,NAN,NAN,1014.467647,11.83790516,NAN,NAN,NAN,NAN
2007,10,25,88.81341719,8.930250821,10.82074631,NAN,NAN,NAN,NAN,1023.863803,12.48597828,NAN,NAN,NAN,NAN
2007,10,26,128.3764328,3.725286553,5.246281801,NAN,NAN,NAN,NAN,1023.052121,13.35675749,NAN,NAN,NAN,NAN
2007,10,27,235.0937201,7.412260766,10.22031085,NAN,NAN,NAN,NAN,1017.53274,13.40952911,NAN,NAN,NAN,NAN
2007,10,28,234.4389393,10.00079327,12.780436,NAN,NAN,NAN,NAN,1031.05663,10.20136918,NAN,NAN,NAN,NAN
2007,10,29,222.5514519,5.823978605,7.699520834,NAN,NAN,NAN,NAN,1032.285629,8.287845276,NAN,NAN,NAN,NAN
2007,10,30,221.187004,3.908085318,5.367113095,NAN,NAN,NAN,NAN,1028.499908,10.08806878,NAN,NAN,NAN,NAN
2007,10,31,206.4907724,5.853814935,8.527315791,NAN,NAN,NAN,NAN,1020.659396,13.05643284,NAN,NAN,NAN,NAN
2007,11,1,289.5099327,8.627104377,11.41532258,NAN,NAN,NAN,NAN,1019.576298,11.42325241,NAN,NAN,NAN,NAN
2007,11,2,144.0641766,3.779765114,5.047253241,NAN,NAN,NAN,NAN,1026.757916,6.435903125,NAN,NAN,NAN,NAN
2007,11,3,225.4692774,3.854483122,4.918130274,NAN,NAN,NAN,NAN,1020.313838,6.80096519,NAN,NAN,NAN,NAN
2007,11,4,245.9108025,6.122623457,8.295931151,NAN,NAN,NAN,NAN,1014.494268,8.712305646,NAN,NAN,NAN,NAN
2007,11,5,200.7571461,5.631160321,7.890478261,NAN,NAN,NAN,NAN,1010.212484,7.656474909,NAN,NAN,NAN,NAN
2007,11,6,276.7211045,12.44331361,16.44546452,NAN,NAN,NAN,NAN,1008.015584,5.594715154,NAN,NAN,NAN,NAN
2007,11,7,319.7963846,10.94048466,13.79944252,NAN,NAN,NAN,NAN,1020.865063,5.107036443,NAN,NAN,NAN,NAN
2007,11,8,213.6006739,3.876239566,5.645273057,NAN,NAN,NAN,NAN,1020.887352,4.200076265,NAN,NAN,NAN,NAN
2007,11,9,166.6676245,3.942560664,5.679225203,NAN,NAN,NAN,NAN,1014.757125,6.453462466,NAN,NAN,NAN,NAN
2007,11,10,113.4864583,3.960208334,5.232083334,NAN,NAN,NAN,NAN,1019.005544,5.96474734,NAN,NAN,NAN,NAN
2007,11,11,184.6575758,4.314015152,6.242632576,NAN,NAN,NAN,NAN,1023.699508,4.411578283,NAN,NAN,NAN,NAN
2007,11,12,200.2341837,5.217908163,7.625051021,NAN,NAN,NAN,NAN,1018.576024,9.457832835,NAN,NAN,NAN,NAN
2007,11,13,100.5044021,3.552986061,4.719948643,NAN,NAN,NAN,NAN,1016.929197,10.79996749,NAN,NAN,NAN,NAN
2007,11,14,223.6184226,6.155586996,8.58211568,NAN,NAN,NAN,NAN,1007.659788,12.36551809,NAN,NAN,NAN,NAN
2007,11,15,304.112597,9.752000817,12.12332715,NAN,NAN,NAN,NAN,1006.670513,8.720781668,NAN,NAN,NAN,NAN
2007,11,16,301.3681319,12.23050283,15.05527518,NAN,NAN,NAN,NAN,1014.391315,3.930055778,NAN,NAN,NAN,NAN
2007,11,17,223.6203704,4.74375,6.624652778,NAN,NAN,NAN,NAN,1015.592423,3.171003086,NAN,NAN,NAN,NAN
2007,11,18,110.2262693,6.353097407,8.147458334,NAN,NAN,NAN,NAN,1022.774306,3.773367365,NAN,NAN,NAN,NAN
2007,11,19,165.82493,4.007082833,5.894737896,NAN,NAN,NAN,NAN,1025.291152,4.572249566,NAN,NAN,NAN,NAN
2007,11,20,210.9784211,6.054807018,8.433667018,NAN,NAN,NAN,NAN,1015.869554,11.78591228,NAN,NAN,NAN,NAN
2007,11,21,177.947451,5.974764706,8.084406466,NAN,NAN,NAN,NAN,1011.8792,14.10707488,NAN,NAN,NAN,NAN
2007,11,22,127.2039642,11.33710908,13.64722404,NAN,NAN,NAN,NAN,1010.04095,5.064009751,NAN,NAN,NAN,NAN
2007,11,23,193.4021104,7.358035715,9.832682654,NAN,NAN,NAN,NAN,1025.231201,0.561940837,NAN,NAN,NAN,NAN
2007,11,24,231.2517286,4.692101254,6.798130787,NAN,NAN,NAN,NAN,1028.421286,0.113787967,NAN,NAN,NAN,NAN
2007,11,25,219.2448864,4.345246212,6.393996212,NAN,NAN,NAN,NAN,1024.282459,1.893446121,NAN,NAN,NAN,NAN
2007,11,26,166.2559704,2.827042484,3.98186903,NAN,NAN,NAN,NAN,1015.304423,3.957338068,NAN,NAN,NAN,NAN
2007,11,27,263.254902,12.1549804,14.63559269,NAN,NAN,NAN,NAN,1016.519785,4.79686785,NAN,NAN,NAN,NAN
2007,11,28,237.0785332,6.346192462,8.79054302,NAN,NAN,NAN,NAN,1027.624591,0.836982753,NAN,NAN,NAN,NAN
2007,11,29,244.5464084,10.67353511,14.47761123,NAN,NAN,NAN,NAN,1016.082651,4.300756322,NAN,NAN,NAN,NAN
2007,11,30,263.0578253,10.88963702,13.57868853,NAN,NAN,NAN,NAN,1023.263676,1.513429796,NAN,NAN,NAN,NAN
2007,12,1,223.3304647,7.791979346,10.02885417,NAN,NAN,NAN,NAN,1031.886966,-2.182154992,NAN,NAN,NAN,NAN
2007,12,2,171.8452744,6.597313262,9.69424761,NAN,NAN,NAN,NAN,1017.660348,2.479788279,NAN,NAN,NAN,NAN
2007,12,3,296.7808412,15.89022101,19.47576204,NAN,NAN,NAN,NAN,1006.863746,3.654408667,NAN,NAN,NAN,NAN
2007,12,4,321.2979242,13.08534751,16.04528172,NAN,NAN,NAN,NAN,1010.321441,-1.635024395,NAN,NAN,NAN,NAN
2007,12,5,185.6037517,5.629178338,7.582206349,NAN,NAN,NAN,NAN,1008.063012,-3.00952267,NAN,NAN,NAN,NAN
2007,12,6,253.9522279,6.258650261,8.708753191,NAN,NAN,NAN,NAN,1019.933571,-3.421450099,NAN,NAN,NAN,NAN
2007,12,7,209.5662263,3.805115176,5.527015583,NAN,NAN,NAN,NAN,1021.677352,-2.611948961,NAN,NAN,NAN,NAN
2007,12,8,254.5303272,5.312210359,7.104827352,NAN,NAN,NAN,NAN,1025.414872,1.061096661,NAN,NAN,NAN,NAN
2007,12,9,104.1501807,3.009896748,4.22988126,NAN,NAN,NAN,NAN,1028.401851,0.087754259,NAN,NAN,NAN,NAN
2007,12,10,115.174717,2.73654717,3.851779874,NAN,NAN,NAN,NAN,1025.111233,1.285633124,NAN,NAN,NAN,NAN
2007,12,11,187.9623536,2.663647479,3.95107998,NAN,NAN,NAN,NAN,1023.573287,2.742278471,NAN,NAN,NAN,NAN
2007,12,12,248.5516667,6.412333334,8.034333334,NAN,NAN,NAN,NAN,1021.195538,2.615581921,NAN,NAN,NAN,NAN
2007,12,13,147.9183674,3.568401361,4.953153465,NAN,NAN,NAN,NAN,1019.243143,0.504489796,NAN,NAN,NAN,NAN
2007,12,14,263.5914028,9.983962029,12.8539312,NAN,NAN,NAN,NAN,1021.712331,1.66642241,NAN,NAN,NAN,NAN
2007,12,15,108.9553922,5.401892157,7.482068628,NAN,NAN,NAN,NAN,1026.463073,-2.331870457,NAN,NAN,NAN,NAN
2007,12,16,177.2800587,7.396026037,9.805723905,NAN,NAN,NAN,NAN,999.5755677,-0.198582594,NAN,NAN,NAN,NAN
2007,12,17,301.7865385,11.43267207,14.27368952,NAN,NAN,NAN,NAN,1017.845036,-2.062470198,NAN,NAN,NAN,NAN
2007,12,18,204.9889936,5.077683985,7.168449772,NAN,NAN,NAN,NAN,1024.118358,-3.621905449,NAN,NAN,NAN,NAN
2007,12,19,228.0101657,7.19481363,9.919716984,NAN,NAN,NAN,NAN,1016.883793,2.630067353,NAN,NAN,NAN,NAN
2007,12,20,259.1815287,4.531362297,5.647575815,NAN,NAN,NAN,NAN,1022.695711,1.576545444,NAN,NAN,NAN,NAN
2007,12,21,131.6792683,3.89443723,5.389004329,NAN,NAN,NAN,NAN,1021.437815,1.958334607,NAN,NAN,NAN,NAN
2007,12,22,179.302855,7.640798611,11.16629508,NAN,NAN,NAN,NAN,1021.855601,6.224445731,NAN,NAN,NAN,NAN
2007,12,23,209.250899,10.4443038,14.70546955,NAN,NAN,NAN,NAN,1009.097593,7.156189782,NAN,NAN,NAN,NAN
2007,12,24,257.6509466,9.817977623,14.09290043,NAN,NAN,NAN,NAN,1013.345362,-1.468230302,NAN,NAN,NAN,NAN
2007,12,25,256.2775261,4.817552265,6.69872858,NAN,NAN,NAN,NAN,1023.270663,0.042694058,NAN,NAN,NAN,NAN
2007,12,26,150.2972561,2.615938347,3.427964092,NAN,NAN,NAN,NAN,1021.593897,-0.792650181,NAN,NAN,NAN,NAN
2007,12,27,190.5817152,3.432657987,4.609075093,NAN,NAN,NAN,NAN,1014.866665,1.908537853,NAN,NAN,NAN,NAN
2007,12,28,194.7705572,4.478195977,6.170652985,NAN,NAN,NAN,NAN,1021.283241,2.167019496,NAN,NAN,NAN,NAN
2007,12,29,264.9476055,10.14571025,13.52161561,NAN,NAN,NAN,NAN,1014.911906,3.158769954,NAN,NAN,NAN,NAN
2007,12,30,187.89375,4.442589286,5.911383929,NAN,NAN,NAN,NAN,1019.215248,-0.20702381,NAN,NAN,NAN,NAN
2007,12,31,225.3769728,3.991857963,5.747919656,NAN,NAN,NAN,NAN,1013.563226,1.298035828,NAN,NAN,NAN,NAN
2008,1,1,211.0040585,7.971985238,10.25801282,NAN,NAN,NAN,NAN,1008.113159,1.380606515,NAN,NAN,NAN,NAN
2008,1,2,138.6689052,8.83084426,10.94753383,NAN,NAN,NAN,NAN,1022.447651,-3.919879544,NAN,NAN,NAN,NAN
2008,1,3,236.6641414,7.203045158,9.5271473,NAN,NAN,NAN,NAN,1037.311308,-5.923140226,NAN,NAN,NAN,NAN
2008,1,4,211.2568506,10.67356099,7.792401959,NAN,NAN,NAN,NAN,1031.720073,-4.798217441,NAN,NAN,NAN,NAN
2008,1,5,205.4268073,6.093889116,8.79264643,NAN,NAN,NAN,NAN,1022.685169,1.872185437,NAN,NAN,NAN,NAN
2008,1,6,202.6471735,6.332293698,9.024644158,NAN,NAN,NAN,NAN,1018.009888,7.192816494,NAN,NAN,NAN,NAN
2008,1,7,214.2387437,6.801043936,10.41121057,NAN,NAN,NAN,NAN,1016.860412,15.05987025,NAN,NAN,NAN,NAN
2008,1,8,219.3719942,6.892952102,10.50819943,NAN,NAN,NAN,NAN,1013.69309,16.54987894,NAN,NAN,NAN,NAN
2008,1,9,255.0119732,10.38577586,13.53739754,NAN,NAN,NAN,NAN,1010.55654,7.734286607,NAN,NAN,NAN,NAN
2008,1,10,183.8140741,5.181802469,6.570987655,NAN,NAN,NAN,NAN,1019.015034,2.954945473,NAN,NAN,NAN,NAN
2008,1,11,225.1742424,17.27015152,12.42214286,NAN,NAN,NAN,NAN,992.9922336,6.475615616,NAN,NAN,NAN,NAN
2008,1,12,217.6712565,10.26795934,11.23613316,NAN,NAN,NAN,NAN,996.8751014,0.100587437,NAN,NAN,NAN,NAN
2008,1,13,120.6463141,389.9611111,4.206878931,NAN,NAN,NAN,NAN,958.2673897,-1.539116809,NAN,NAN,NAN,NAN
2008,1,14,252.7373485,7.972847682,9.248679063,NAN,NAN,NAN,NAN,1012.803827,0.328158752,NAN,NAN,NAN,NAN
2008,1,15,256.7011055,9.164285715,9.324796748,NAN,NAN,NAN,NAN,1013.983076,-1.944195795,NAN,NAN,NAN,NAN
2008,1,16,254.7852273,6.293181818,6.666742886,NAN,NAN,NAN,NAN,1024.308144,-1.425544733,NAN,NAN,NAN,NAN
2008,1,17,181.1486154,5.133850932,6.873479555,NAN,NAN,NAN,NAN,1020.170155,0.278481024,NAN,NAN,NAN,NAN
2008,1,18,257.0377558,12.31339114,14.2886646,NAN,NAN,NAN,NAN,1015.124811,-1.37680704,NAN,NAN,NAN,NAN
2008,1,19,267.3203543,10.63968558,11.00270155,NAN,NAN,NAN,NAN,1018.030318,-4.010027569,NAN,NAN,NAN,NAN
2008,1,20,300.1762704,12.39477466,15.98602694,NAN,NAN,NAN,NAN,1024.085216,-10.35515935,NAN,NAN,NAN,NAN
2008,1,21,255.6076923,8.134423077,10.36834037,NAN,NAN,NAN,NAN,1035.784434,-8.698643162,NAN,NAN,NAN,NAN
2008,1,22,224.9808824,7.928069853,11.16718401,NAN,NAN,NAN,NAN,1019.537594,-2.154287173,NAN,NAN,NAN,NAN
2008,1,23,262.0122807,8.260113519,11.08820602,NAN,NAN,NAN,NAN,1018.026043,-6.175146629,NAN,NAN,NAN,NAN
2008,1,24,259.9326886,5.536382979,7.248800774,NAN,NAN,NAN,NAN,1018.837987,-6.504844455,NAN,NAN,NAN,NAN
2008,1,25,279.0786608,8.161296638,11.0483851,NAN,NAN,NAN,NAN,1029.977194,-7.518976982,NAN,NAN,NAN,NAN
2008,1,26,203.0610672,3.982834557,5.689044796,NAN,NAN,NAN,NAN,1023.242659,-5.747801384,NAN,NAN,NAN,NAN
2008,1,27,219.78678,4.858865249,5.070530618,NAN,NAN,NAN,NAN,1018.952089,-2.485293586,NAN,NAN,NAN,NAN
2008,1,28,210.2810083,4.525079534,6.208085896,NAN,NAN,NAN,NAN,1020.360612,-1.328059867,NAN,NAN,NAN,NAN
2008,1,29,173.2475807,39.30989975,11.83809524,NAN,NAN,NAN,NAN,1016.73396,3.35646978,NAN,NAN,NAN,NAN
2008,1,30,191.5393258,27.6177399,18.2231835,NAN,NAN,NAN,NAN,983.2478119,0.385283344,NAN,NAN,NAN,NAN
2008,1,31,199.3333333,6.868253968,9.144827586,NAN,NAN,NAN,NAN,1029.553855,-5.552380953,NAN,NAN,NAN,NAN
2008,2,1,131.2857143,6.082539683,8.844067797,NAN,NAN,NAN,NAN,1015.173588,0.47194212,NAN,NAN,NAN,NAN
2008,2,2,244.1186441,7.072881356,10.13518519,NAN,NAN,NAN,NAN,1019.947202,-0.050027894,NAN,NAN,NAN,NAN
2008,2,3,214.8541667,3.120833333,4.129166667,NAN,NAN,NAN,NAN,1022.73125,0.642916667,NAN,NAN,NAN,NAN
2008,2,4,100.7142857,4.424489796,5.93877551,NAN,NAN,NAN,NAN,1019.762156,1.509791667,NAN,NAN,NAN,NAN
2008,2,5,199.14,4.364,7.088,NAN,NAN,NAN,NAN,1011.449527,9.091818182,NAN,NAN,NAN,NAN
2008,2,6,73.61904762,9.841269841,12.52592593,NAN,NAN,NAN,NAN,1003.448249,1.087083333,NAN,NAN,NAN,NAN
2008,2,7,269.7735849,6.267924528,8.045098039,NAN,NAN,NAN,NAN,1008.552292,-0.830416667,NAN,NAN,NAN,NAN
2008,2,8,212.3333333,2.072916667,4.555555556,NAN,NAN,NAN,NAN,1014.698125,0.167916667,NAN,NAN,NAN,NAN
2008,2,9,192.0943396,5.560377358,2.85,NAN,NAN,NAN,NAN,1010.411664,3.314102564,NAN,NAN,NAN,NAN
2008,2,10,270.7671233,14.73835616,NAN,NAN,NAN,NAN,NAN,1012.139657,-8.258016878,NAN,NAN,NAN,NAN
2008,2,11,276.9583333,11.6125,NAN,NAN,NAN,NAN,NAN,1028.684477,-12.93459916,NAN,NAN,NAN,NAN
2008,2,12,122.5686275,3.429411765,NAN,NAN,NAN,NAN,NAN,1022.419865,-9.701579294,NAN,NAN,NAN,NAN
2008,2,13,263.7254902,6.184313725,NAN,NAN,NAN,NAN,NAN,1010.043167,-4.767433944,NAN,NAN,NAN,NAN
2008,2,14,220.98,3.696,NAN,NAN,NAN,NAN,NAN,1018.902524,-5.007122748,NAN,NAN,NAN,NAN
2008,2,15,270.6153846,5.736538462,NAN,NAN,NAN,NAN,NAN,1020.345217,-1.184707633,NAN,NAN,NAN,NAN
2008,2,16,171.0208333,1.752083333,NAN,NAN,NAN,NAN,NAN,1026.930375,-6.037593985,NAN,NAN,NAN,NAN
2008,2,17,156.9393939,6.101515152,NAN,NAN,NAN,NAN,NAN,1009.008997,2.756064815,NAN,NAN,NAN,NAN
2008,2,18,236.8,8.561333333,NAN,NAN,NAN,NAN,NAN,1000.390834,2.97264151,NAN,NAN,NAN,NAN
2008,2,19,259.5696203,11.47341772,NAN,NAN,NAN,NAN,NAN,1012.067664,-5.902729885,NAN,NAN,NAN,NAN
2008,2,20,263.3148148,5.414814815,NAN,NAN,NAN,NAN,NAN,1019.873015,-8.585004708,NAN,NAN,NAN,NAN
2008,2,21,206.5625,3.339583333,NAN,NAN,NAN,NAN,NAN,1029.136042,-8.798125,NAN,NAN,NAN,NAN
2008,2,22,73.1875,4.16875,NAN,NAN,NAN,NAN,NAN,1016.466042,-5.098958334,NAN,NAN,NAN,NAN
2008,2,23,159.625,2.277083333,NAN,NAN,NAN,NAN,NAN,1017.353861,-4.708718488,NAN,NAN,NAN,NAN
2008,2,24,231.5208333,2.84375,NAN,NAN,NAN,NAN,NAN,1022.169167,-4.766875,NAN,NAN,NAN,NAN
2008,2,25,228.6458333,2.891666667,NAN,NAN,NAN,NAN,NAN,1016.344167,-1.398055556,NAN,NAN,NAN,NAN
2008,2,26,121,3.662745098,NAN,NAN,NAN,NAN,NAN,1005.92678,-0.74625,NAN,NAN,NAN,NAN
2008,2,27,324.2244898,6.444897959,NAN,NAN,NAN,NAN,NAN,1009.790829,-6.907028061,NAN,NAN,NAN,NAN
2008,2,28,264.7916667,3.552083333,NAN,NAN,NAN,NAN,NAN,1021.608333,-10.060625,NAN,NAN,NAN,NAN
2008,2,29,163.7090909,4.565454545,NAN,NAN,NAN,NAN,NAN,1021.843428,-4.661022728,NAN,NAN,NAN,NAN
2008,3,1,264.530303,9.35,NAN,NAN,NAN,NAN,NAN,1017.815871,-0.690417724,NAN,NAN,NAN,NAN
2008,3,2,172.7,4.146,NAN,NAN,NAN,NAN,NAN,1024.210459,-1.687820122,NAN,NAN,NAN,NAN
2008,3,3,190.1864407,6.077966102,NAN,NAN,NAN,NAN,NAN,1012.983584,8.587315874,NAN,NAN,NAN,NAN
2008,3,4,152.9038462,7.992307692,NAN,NAN,NAN,NAN,NAN,1014.017799,-0.105555556,NAN,NAN,NAN,NAN
2008,3,5,44,3.758333333,NAN,NAN,NAN,NAN,NAN,1008.614018,-1.526111112,NAN,NAN,NAN,NAN
2008,3,6,125.5555556,2.077777778,NAN,NAN,NAN,NAN,NAN,1020.048728,-0.361904762,NAN,NAN,NAN,NAN
2008,3,7,88.58,5.176,NAN,NAN,NAN,NAN,NAN,1021.964,-2.327410715,NAN,NAN,NAN,NAN
2008,3,8,95.14102564,10.59358974,NAN,NAN,NAN,NAN,NAN,1008.574267,-4.903701923,NAN,NAN,NAN,NAN
2008,3,9,271.2142857,7.910714286,NAN,NAN,NAN,NAN,NAN,1021.615387,-5.998928572,NAN,NAN,NAN,NAN
2008,3,10,112.6666667,1.719148936,NAN,NAN,NAN,NAN,NAN,1028.063489,-2.942708334,NAN,NAN,NAN,NAN
2008,3,11,205.1636364,2.569090909,NAN,NAN,NAN,NAN,NAN,1021.547879,-2.498717949,NAN,NAN,NAN,NAN
2008,3,12,264.8679245,4.773584906,NAN,NAN,NAN,NAN,NAN,1011.900095,0.590968343,NAN,NAN,NAN,NAN
2008,3,13,183.6779661,5.152542373,NAN,NAN,NAN,NAN,NAN,1008.872232,4.215150971,NAN,NAN,NAN,NAN
2008,3,14,169.5660377,3.179245283,NAN,NAN,NAN,NAN,NAN,1008.593228,6.497291667,NAN,NAN,NAN,NAN
2008,3,15,193.0434783,2.182608696,NAN,NAN,NAN,NAN,NAN,1009.686495,0.389880952,NAN,NAN,NAN,NAN
2008,3,16,264.7272727,4.972727273,NAN,NAN,NAN,NAN,NAN,1021.763019,-0.41212642,NAN,NAN,NAN,NAN
2008,3,17,135.34,3.874,NAN,NAN,NAN,NAN,NAN,1034.840667,-2.458571429,NAN,NAN,NAN,NAN
2008,3,18,138.5357143,5.694642857,NAN,NAN,NAN,NAN,NAN,1020.579299,4.772664256,NAN,NAN,NAN,NAN
2008,3,19,253,4.181632653,NAN,NAN,NAN,NAN,NAN,1006.108997,2.612371615,NAN,NAN,NAN,NAN
2008,3,20,304.0612245,6.020408163,NAN,NAN,NAN,NAN,NAN,1015.059436,-0.150336135,NAN,NAN,NAN,NAN
2008,3,21,242.8409091,3.106818182,NAN,NAN,NAN,NAN,NAN,1025.512224,-1.887920168,NAN,NAN,NAN,NAN
2008,3,22,84.14754098,6.490163934,NAN,NAN,NAN,NAN,NAN,1019.571667,-2.661458334,NAN,NAN,NAN,NAN
2008,3,23,252.3606557,1.983606557,NAN,NAN,NAN,NAN,NAN,1024.928953,-3.796548117,NAN,NAN,NAN,NAN
2008,3,24,178.6666667,2.954545455,NAN,NAN,NAN,NAN,NAN,1026.600872,-2.418541667,NAN,NAN,NAN,NAN
2008,3,25,191.915493,4.598591549,NAN,NAN,NAN,NAN,NAN,1021.13807,0.442986111,NAN,NAN,NAN,NAN
2008,3,26,232.3773585,5.443396226,NAN,NAN,NAN,NAN,NAN,1017.216453,3.538943515,NAN,NAN,NAN,NAN
2008,3,27,156.2040816,2.469387755,NAN,NAN,NAN,NAN,NAN,1017.617122,2.160625,NAN,NAN,NAN,NAN
2008,3,28,104.0416667,6.658333333,NAN,NAN,NAN,NAN,NAN,1016.38808,-0.173332513,NAN,NAN,NAN,NAN
2008,3,29,146.04,2.414,NAN,NAN,NAN,NAN,NAN,1031.327709,-1.16625,NAN,NAN,NAN,NAN
2008,3,30,116.2857143,5.057142857,NAN,NAN,NAN,NAN,NAN,1030.038836,1.823031435,NAN,NAN,NAN,NAN
