ActivityStartDate,USGSPCode,ResultMeasureValue
2000-07-26,0,0.044000000000000004
2000-08-16,0,0.079
2000-09-18,0,0.037000000000000005
2006-05-17,0,0.111
2006-07-12,0,0.168
2006-09-20,0,0.07
2006-11-29,0,0.068
2009-05-12,0,0.047
2009-07-21,0,0.05
2009-09-02,0,0.066
2009-11-16,0,0.055
2011-05-19,0,0.125
2011-07-11,0,0.065
2011-09-13,0,0.04
2011-11-07,0,0.091
2014-05-21,0,0.87
2014-07-21,0,0.040999999999999995
2014-09-16,0,0.1
2014-11-17,0,0.086
2016-05-16,0,0.32
2016-07-04,0,0.055999999999999994
2016-09-27,0,0.036000000000000004
2016-11-28,0,0.02
