DATE,USGSPCode,RESULT
2001-05-15,0,0.39
2001-06-14,0,0.074
2001-07-11,0,0.2
2001-08-21,0,0.312
2001-09-11,0,0.512
2001-10-11,0,0.136
2001-11-14,0,0.054
2002-05-21,0,0.098
2002-06-17,0,0.142
2002-07-23,0,0.066
2002-08-22,0,0.034
2002-09-23,0,0.068
2002-10-21,0,0.068
2002-11-20,0,0.128
2003-03-24,0,0.065
2003-04-23,0,0.117
2003-05-26,0,0.255
2003-06-18,0,0.113
2003-07-21,0,2.2
2003-09-17,0,0.04
2003-10-22,0,0.153
2004-04-29,0,0.068
2004-05-25,0,0.36
2004-06-22,0,0.235
2004-07-28,0,0.3
2004-08-19,0,0.131
2004-09-28,0,0.112
2005-04-29,0,0.213
2005-05-17,0,0.156
2005-07-20,0,0.22
2005-08-15,0,0.09
2005-09-27,0,0.621
2005-10-18,0,0.266
2005-11-22,0,0.15
2006-07-11,0,0.325
2006-08-29,0,0.481
2006-11-15,0,0.088
2007-05-15,0,0.117
2007-06-19,0,3.64
2007-07-23,0,0.06
2008-05-06,0,0.117
2008-07-29,0,0.133
2008-08-27,0,0.112
2008-09-29,0,0.055
2008-11-10,0,0.061
2009-05-26,0,0.043
2009-06-24,0,0.125
2009-07-27,0,0.101
2009-08-24,0,0.119
2009-09-21,0,0.092
2009-10-27,0,0.164
2013-04-15,0,0.09
2013-05-14,0,0.065
2013-06-11,0,0.33
2013-07-09,0,0.342
2013-08-20,0,0.077
2013-09-24,0,0.21
2013-10-08,0,0.2135
2014-04-14,0,0.124
2014-05-20,0,0.089
2014-06-02,0,0.152
2014-06-30,0,0.142
2014-08-11,0,0.074
2014-09-10,0,0.147
2015-04-13,0,0.08
2015-05-11,0,0.109
2015-06-09,0,0.1
2015-07-20,0,0.059
2015-08-17,0,0.19666666666666668
2015-09-14,0,0.15833333333333333
2015-10-13,0,0.11733333333333333
2015-11-23,0,0.0736
2016-04-11,0,0.276
2016-05-09,0,0.1975
2016-06-21,0,0.304
2016-07-19,0,0.274
2016-08-15,0,0.147
2016-09-12,0,0.4095
2016-10-11,0,0.091
2016-11-21,0,0.021
