hyear,Unnamed: 0,day,month,year,flow,baseflow
1996,137.5,15.72992700729927,5.007299270072993,1996.0,3200.70643691784,1699.3431079412642
1997,457.0,15.72054794520548,6.526027397260274,1996.7479452054795,2877.4951082876705,1612.8208647008091
1998,822.0,15.72054794520548,6.526027397260274,1997.7479452054795,1761.340512045009,1095.6921122105898
1999,1187.0,15.72054794520548,6.526027397260274,1998.7479452054795,1019.6457915675151,736.4192669800361
2000,1552.5,15.756830601092895,6.5136612021857925,1999.7486338797814,2272.179933752929,1097.903776626937
2001,1918.0,15.72054794520548,6.526027397260274,2000.7479452054795,1977.9843433072401,1204.4849468638963
2002,2283.0,15.72054794520548,6.526027397260274,2001.7479452054795,2127.32876659491,1190.2768165033058
2003,2648.0,15.72054794520548,6.526027397260274,2002.7479452054795,1339.6771026614483,809.4032974566213
2004,3013.5,15.756830601092895,6.5136612021857925,2003.7486338797814,2634.3969534055423,1506.3547942319528
2005,3379.0,15.72054794520548,6.526027397260274,2004.7479452054795,2076.643836741684,999.3517293655534
2006,3744.0,15.72054794520548,6.526027397260274,2005.7479452054795,2263.502933277887,1240.0598225918418
2007,4109.0,15.72054794520548,6.526027397260274,2006.7479452054795,2229.1095877103703,1372.7967922173389
2008,4474.5,15.756830601092895,6.5136612021857925,2007.7486338797814,2645.6089002732247,1144.6229196527863
2009,4840.0,15.72054794520548,6.526027397260274,2008.7479452054795,2956.8884513894327,1397.7825111927466
2010,5205.0,15.72054794520548,6.526027397260274,2009.7479452054795,1628.4931502348338,964.8795758729739
2011,5570.0,15.72054794520548,6.526027397260274,2010.7479452054795,2451.115459324854,1536.3799548259885
2012,5935.5,15.756830601092895,6.5136612021857925,2011.7486338797814,2010.2946920569864,1238.2350931017422
2013,6301.0,15.72054794520548,6.526027397260274,2012.7479452054795,2651.487280313111,1324.5686939514908
2014,6666.0,15.72054794520548,6.526027397260274,2013.7479452054795,3200.2544012915864,1592.6781208331345
2015,7031.0,15.72054794520548,6.526027397260274,2014.7479452054795,1985.0782805381598,1228.439953882791
2016,7396.5,15.756830601092895,6.5136612021857925,2015.7486338797814,2230.5815750487886,1290.693377900837
2017,7762.0,15.72054794520548,6.526027397260274,2016.7479452054795,2603.082188923677,1261.8104340282766
2018,8127.0,15.72054794520548,6.526027397260274,2017.7479452054795,1623.3307427018628,1058.0222610264511
2019,8356.0,15.67741935483871,10.89247311827957,2018.010752688172,,
