#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2015 01 01 00 00 220 12.9 15.4 99.00 99.00 99.00 999 9999.0  -7.7 999.0 999.0 99.0 99.00
2015 01 01 00 15 230 13.9 17.0 99.00 99.00 99.00 999 9999.0  -7.6 999.0 999.0 99.0 99.00
2015 01 01 00 30 220 12.9 17.0 99.00 99.00 99.00 999 9999.0  -7.4 999.0 999.0 99.0 99.00
2015 01 01 01 00 220 11.3 12.9 99.00 99.00 99.00 999 9999.0  -7.2 999.0 999.0 99.0 99.00
2015 01 01 01 15 220 11.3 13.9 99.00 99.00 99.00 999 9999.0  -7.4 999.0 999.0 99.0 99.00
2015 01 01 01 30 220 11.8 13.9 99.00 99.00 99.00 999 9999.0  -7.2 999.0 999.0 99.0 99.00
2015 01 01 01 45 220 11.8 14.9 99.00 99.00 99.00 999 9999.0  -7.3 999.0 999.0 99.0 99.00
2015 01 01 02 00 220 11.3 13.4 99.00 99.00 99.00 999 9999.0  -7.0 999.0 999.0 99.0 99.00
2015 01 01 02 15 220 11.8 14.4 99.00 99.00 99.00 999 9999.0  -6.9 999.0 999.0 99.0 99.00
2015 01 01 02 30 230 11.3 14.4 99.00 99.00 99.00 999 9999.0  -6.7 999.0 999.0 99.0 99.00
2015 01 01 02 45 230 10.8 13.4 99.00 99.00 99.00 999 9999.0  -6.5 999.0 999.0 99.0 99.00
2015 01 01 03 00 230 12.4 14.9 99.00 99.00 99.00 999 9999.0  -6.6 999.0 999.0 99.0 99.00
2015 01 01 03 15 240 10.8 13.4 99.00 99.00 99.00 999 9999.0  -6.3 999.0 999.0 99.0 99.00
2015 01 01 03 30 250 12.4 14.9 99.00 99.00 99.00 999 9999.0  -6.5 999.0 999.0 99.0 99.00
2015 01 01 03 45 240 11.8 14.4 99.00 99.00 99.00 999 9999.0  -6.4 999.0 999.0 99.0 99.00
2015 01 01 04 00 240 13.4 18.0 99.00 99.00 99.00 999 9999.0  -6.4 999.0 999.0 99.0 99.00
2015 01 01 04 15 250 11.8 14.9 99.00 99.00 99.00 999 9999.0  -6.2 999.0 999.0 99.0 99.00
2015 01 01 04 30 250 11.8 14.9 99.00 99.00 99.00 999 9999.0  -6.1 999.0 999.0 99.0 99.00
2015 01 01 04 45 250 12.4 14.4 99.00 99.00 99.00 999 9999.0  -6.1 999.0 999.0 99.0 99.00
2015 01 01 05 00 250 12.4 14.9 99.00 99.00 99.00 999 9999.0  -6.0 999.0 999.0 99.0 99.00
2015 01 01 05 15 250 11.8 15.4 99.00 99.00 99.00 999 9999.0  -5.9 999.0 999.0 99.0 99.00
2015 01 01 05 30 250 11.8 14.4 99.00 99.00 99.00 999 9999.0  -5.9 999.0 999.0 99.0 99.00
2015 01 01 05 45 250 12.9 16.0 99.00 99.00 99.00 999 9999.0  -6.0 999.0 999.0 99.0 99.00
2015 01 01 06 00 250 12.9 15.4 99.00 99.00 99.00 999 9999.0  -5.9 999.0 999.0 99.0 99.00
2015 01 01 06 15 250 11.3 12.9 99.00 99.00 99.00 999 9999.0  -5.8 999.0 999.0 99.0 99.00
2015 01 01 06 30 250 12.4 16.0 99.00 99.00 99.00 999 9999.0  -5.8 999.0 999.0 99.0 99.00
2015 01 01 06 45 240 12.4 16.0 99.00 99.00 99.00 999 9999.0  -5.8 999.0 999.0 99.0 99.00
2015 01 01 07 00 240 11.8 14.9 99.00 99.00 99.00 999 9999.0  -5.6 999.0 999.0 99.0 99.00
2015 01 01 07 15 250 12.4 16.5 99.00 99.00 99.00 999 9999.0  -5.4 999.0 999.0 99.0 99.00
2015 01 01 07 30 240 12.9 15.4 99.00 99.00 99.00 999 9999.0  -5.2 999.0 999.0 99.0 99.00
2015 01 01 07 45 250 13.4 16.0 99.00 99.00 99.00 999 9999.0  -5.4 999.0 999.0 99.0 99.00
2015 01 01 08 00 250 12.9 16.0 99.00 99.00 99.00 999 9999.0  -5.4 999.0 999.0 99.0 99.00
