#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2011 12 07 21 50 290  2.6  4.8 99.00 99.00 99.00 999 1012.5   1.0 999.0 999.0 99.0 99.00
2011 12 07 22 00 257  2.6  3.8 99.00 99.00 99.00 999 1012.5   0.8 999.0 999.0 99.0 99.00
2011 12 07 22 10 251  2.2  4.2 99.00 99.00 99.00 999 1012.5   0.7 999.0 999.0 99.0 99.00
2011 12 07 22 20 252  2.0  3.5 99.00 99.00 99.00 999 1012.5   0.7 999.0 999.0 99.0 99.00
2011 12 07 22 30 245  1.8  3.4 99.00 99.00 99.00 999 1012.9   0.7 999.0 999.0 99.0 99.00
2011 12 07 22 40 244  1.5  3.5 99.00 99.00 99.00 999 1012.9   0.8 999.0 999.0 99.0 99.00
2011 12 07 22 50 248  2.4  4.2 99.00 99.00 99.00 999 1013.2   0.9 999.0 999.0 99.0 99.00
2011 12 07 23 00 236  2.1  3.6 99.00 99.00 99.00 999 1013.2   1.0 999.0 999.0 99.0 99.00
2011 12 07 23 10 230  2.4  3.3 99.00 99.00 99.00 999 1013.2   1.1 999.0 999.0 99.0 99.00
2011 12 07 23 20 224  2.0  3.4 99.00 99.00 99.00 999 1013.2   1.0 999.0 999.0 99.0 99.00
2011 12 07 23 30 225  2.3  3.3 99.00 99.00 99.00 999 1013.2   1.0 999.0 999.0 99.0 99.00
2011 12 07 23 40 221  2.3  4.1 99.00 99.00 99.00 999 1013.2   1.1 999.0 999.0 99.0 99.00
2011 12 07 23 50 221  2.8  3.7 99.00 99.00 99.00 999 1013.2   1.1 999.0 999.0 99.0 99.00
2011 12 08 00 00 234  2.6  4.0 99.00 99.00 99.00 999 1013.2   1.2 999.0 999.0 99.0 99.00
2011 12 08 00 10 228  3.3  4.5 99.00 99.00 99.00 999 1013.2   1.1 999.0 999.0 99.0 99.00
2011 12 08 00 20 232  2.0  3.8 99.00 99.00 99.00 999 1013.2   1.1 999.0 999.0 99.0 99.00
2011 12 08 00 30 236  2.3  4.7 99.00 99.00 99.00 999 1013.2   1.1 999.0 999.0 99.0 99.00
2011 12 08 00 40 242  2.7  4.3 99.00 99.00 99.00 999 1013.2   1.2 999.0 999.0 99.0 99.00
2011 12 08 00 50 245  3.2  4.0 99.00 99.00 99.00 999 1013.2   1.3 999.0 999.0 99.0 99.00
2011 12 08 01 00 241  2.3  4.6 99.00 99.00 99.00 999 1013.2   1.3 999.0 999.0 99.0 99.00
2011 12 08 01 10 249  2.9  4.3 99.00 99.00 99.00 999 1013.2   1.3 999.0 999.0 99.0 99.00
2011 12 08 01 20 252  2.1  3.9 99.00 99.00 99.00 999 1013.2   1.2 999.0 999.0 99.0 99.00
2011 12 08 01 30 246  2.4  3.8 99.00 99.00 99.00 999 1013.2   1.2 999.0 999.0 99.0 99.00
2011 12 08 01 40 256  2.1  4.1 99.00 99.00 99.00 999 1013.2   1.1 999.0 999.0 99.0 99.00
2011 12 08 01 50 262  2.6  5.3 99.00 99.00 99.00 999 1013.2   1.2 999.0 999.0 99.0 99.00
2011 12 08 02 00 277  4.0  7.0 99.00 99.00 99.00 999 1013.2   1.2 999.0 999.0 99.0 99.00
2011 12 08 02 10 279  3.4  6.4 99.00 99.00 99.00 999 1013.2   1.3 999.0 999.0 99.0 99.00
2011 12 08 02 20 279  3.2  6.0 99.00 99.00 99.00 999 1013.2   1.2 999.0 999.0 99.0 99.00
2011 12 08 02 30 279  3.9  7.0 99.00 99.00 99.00 999 1013.2   1.1 999.0 999.0 99.0 99.00
2011 12 08 02 40 284  4.0  6.7 99.00 99.00 99.00 999 1013.2   1.0 999.0 999.0 99.0 99.00
2011 12 08 02 50 301  4.1  7.7 99.00 99.00 99.00 999 1013.2   0.9 999.0 999.0 99.0 99.00
2011 12 08 03 00 295  3.4  6.9 99.00 99.00 99.00 999 1013.2   0.8 999.0 999.0 99.0 99.00
2011 12 08 03 10 285  3.2  6.7 99.00 99.00 99.00 999 1013.2   0.9 999.0 999.0 99.0 99.00
2011 12 08 03 20 297  3.3  7.2 99.00 99.00 99.00 999 1013.2   0.8 999.0 999.0 99.0 99.00
2011 12 08 03 30 295  6.1  9.3 99.00 99.00 99.00 999 1013.2   0.6 999.0 999.0 99.0 99.00
2011 12 08 03 40 296  6.5 10.8 99.00 99.00 99.00 999 1013.5   0.5 999.0 999.0 99.0 99.00
2011 12 08 03 50 297  6.3  9.2 99.00 99.00 99.00 999 1013.2   0.3 999.0 999.0 99.0 99.00
2011 12 08 04 00 294  4.4  8.6 99.00 99.00 99.00 999 1013.9   0.2 999.0 999.0 99.0 99.00
2011 12 08 04 10 291  5.8  9.4 99.00 99.00 99.00 999 1013.9   0.1 999.0 999.0 99.0 99.00
2011 12 08 04 20 294  4.2  8.2 99.00 99.00 99.00 999 1013.9  -0.1 999.0 999.0 99.0 99.00
2011 12 08 04 30 293  5.6  9.6 99.00 99.00 99.00 999 1013.9  -0.2 999.0 999.0 99.0 99.00
2011 12 08 04 40 296  4.5  9.1 99.00 99.00 99.00 999 1014.2  -0.3 999.0 999.0 99.0 99.00
2011 12 08 04 50 290  3.5  8.6 99.00 99.00 99.00 999 1014.6  -0.4 999.0 999.0 99.0 99.00
2011 12 08 05 00 298  5.1  7.4 99.00 99.00 99.00 999 1014.6  -0.4 999.0 999.0 99.0 99.00
2011 12 08 05 10 294  5.1  7.1 99.00 99.00 99.00 999 1014.6  -0.4 999.0 999.0 99.0 99.00
2011 12 08 05 20 289  5.4  8.1 99.00 99.00 99.00 999 1014.9  -0.4 999.0 999.0 99.0 99.00
2011 12 08 05 30 290  5.2  7.4 99.00 99.00 99.00 999 1014.9  -0.4 999.0 999.0 99.0 99.00
2011 12 08 05 40 288  6.1  8.6 99.00 99.00 99.00 999 1015.2  -0.3 999.0 999.0 99.0 99.00
2011 12 08 05 50 297  4.7  8.5 99.00 99.00 99.00 999 1015.2  -0.4 999.0 999.0 99.0 99.00
2011 12 08 06 00 289  4.1 10.2 99.00 99.00 99.00 999 1015.6  -0.5 999.0 999.0 99.0 99.00
2011 12 08 06 10 281  5.2  7.9 99.00 99.00 99.00 999 1015.6  -0.5 999.0 999.0 99.0 99.00
2011 12 08 06 20 280  4.4  7.2 99.00 99.00 99.00 999 1015.6  -0.5 999.0 999.0 99.0 99.00
2011 12 08 06 30 278  4.7  9.2 99.00 99.00 99.00 999 1015.6  -0.5 999.0 999.0 99.0 99.00
2011 12 08 06 40 270  4.6  7.5 99.00 99.00 99.00 999 1015.9  -0.6 999.0 999.0 99.0 99.00
2011 12 08 06 50 281  5.1  7.5 99.00 99.00 99.00 999 1016.3  -0.7 999.0 999.0 99.0 99.00
2011 12 08 07 00 275  4.9  7.4 99.00 99.00 99.00 999 1016.3  -0.7 999.0 999.0 99.0 99.00
2011 12 08 07 10 282  3.9  7.6 99.00 99.00 99.00 999 1016.3  -0.7 999.0 999.0 99.0 99.00
2011 12 08 07 20 276  3.6  7.1 99.00 99.00 99.00 999 1016.6  -0.7 999.0 999.0 99.0 99.00
2011 12 08 07 30 265  5.0  7.6 99.00 99.00 99.00 999 1016.6  -0.7 999.0 999.0 99.0 99.00
2011 12 08 07 40 271  4.3  8.5 99.00 99.00 99.00 999 1016.9  -0.8 999.0 999.0 99.0 99.00
2011 12 08 07 50 274  4.3  7.0 99.00 99.00 99.00 999 1016.9  -0.9 999.0 999.0 99.0 99.00
2011 12 08 08 00 272  5.0  9.8 99.00 99.00 99.00 999 1017.3  -0.8 999.0 999.0 99.0 99.00
2011 12 08 08 10 263  4.9  9.1 99.00 99.00 99.00 999 1017.6  -0.9 999.0 999.0 99.0 99.00
2011 12 08 08 20 265  4.8  7.3 99.00 99.00 99.00 999 1017.6  -1.2 999.0 999.0 99.0 99.00
2011 12 08 08 30 272  5.3  7.3 99.00 99.00 99.00 999 1017.6  -1.3 999.0 999.0 99.0 99.00
2011 12 08 08 40 267  4.5  6.0 99.00 99.00 99.00 999 1017.6  -1.4 999.0 999.0 99.0 99.00
2011 12 08 08 50 272  4.5  6.5 99.00 99.00 99.00 999 1017.6  -1.5 999.0 999.0 99.0 99.00
2011 12 08 09 00 262  4.3  5.9 99.00 99.00 99.00 999 1017.6  -1.6 999.0 999.0 99.0 99.00
2011 12 08 09 10 263  4.0  6.0 99.00 99.00 99.00 999 1017.9  -1.7 999.0 999.0 99.0 99.00
2011 12 08 09 20 260  4.3  6.5 99.00 99.00 99.00 999 1018.3  -1.8 999.0 999.0 99.0 99.00
2011 12 08 09 30 257  5.1  7.2 99.00 99.00 99.00 999 1018.3  -1.8 999.0 999.0 99.0 99.00
2011 12 08 09 40 259  4.7  7.0 99.00 99.00 99.00 999 1018.6  -1.9 999.0 999.0 99.0 99.00
2011 12 08 09 50 257  4.1  6.4 99.00 99.00 99.00 999 1018.6  -2.0 999.0 999.0 99.0 99.00
2011 12 08 10 00 260  4.1  6.3 99.00 99.00 99.00 999 1018.6  -2.0 999.0 999.0 99.0 99.00
2011 12 08 10 10 252  4.0  6.8 99.00 99.00 99.00 999 1018.6  -2.1 999.0 999.0 99.0 99.00
2011 12 08 10 20 252  3.9  5.5 99.00 99.00 99.00 999 1018.6  -2.1 999.0 999.0 99.0 99.00
2011 12 08 10 30 253  4.0  4.9 99.00 99.00 99.00 999 1019.0  -2.2 999.0 999.0 99.0 99.00
2011 12 08 10 40 255  3.0  4.9 99.00 99.00 99.00 999 1019.0  -2.3 999.0 999.0 99.0 99.00
2011 12 08 10 50 250  2.2  4.8 99.00 99.00 99.00 999 1019.0  -2.4 999.0 999.0 99.0 99.00
2011 12 08 11 00 248  3.1  5.1 99.00 99.00 99.00 999 1019.3  -2.5 999.0 999.0 99.0 99.00
2011 12 08 11 10 244  3.7  5.3 99.00 99.00 99.00 999 1019.3  -2.6 999.0 999.0 99.0 99.00
2011 12 08 11 20 241  3.5  5.1 99.00 99.00 99.00 999 1019.3  -2.6 999.0 999.0 99.0 99.00
2011 12 08 11 30 242  4.2  6.7 99.00 99.00 99.00 999 1019.6  -2.5 999.0 999.0 99.0 99.00
2011 12 08 11 40 241  3.2  5.9 99.00 99.00 99.00 999 1019.6  -2.5 999.0 999.0 99.0 99.00
2011 12 08 11 50 233  4.0  5.7 99.00 99.00 99.00 999 1019.6  -2.6 999.0 999.0 99.0 99.00
2011 12 08 12 00 242  4.1  5.6 99.00 99.00 99.00 999 1019.6  -2.6 999.0 999.0 99.0 99.00
2011 12 08 12 10 237  3.3  7.2 99.00 99.00 99.00 999 1019.6  -2.4 999.0 999.0 99.0 99.00
2011 12 08 12 20 249  4.1  6.7 99.00 99.00 99.00 999 1019.6  -2.5 999.0 999.0 99.0 99.00
2011 12 08 12 30 234  3.9  8.3 99.00 99.00 99.00 999 1019.3  -2.5 999.0 999.0 99.0 99.00
2011 12 08 12 40 231  3.8  6.0 99.00 99.00 99.00 999 1019.6  -2.7 999.0 999.0 99.0 99.00
2011 12 08 12 50 232  3.2  5.0 99.00 99.00 99.00 999 1019.6  -2.7 999.0 999.0 99.0 99.00
2011 12 08 13 00 237  2.8  5.6 99.00 99.00 99.00 999 1019.6  -2.6 999.0 999.0 99.0 99.00
2011 12 08 13 10 227  4.4  6.5 99.00 99.00 99.00 999 1020.0  -2.5 999.0 999.0 99.0 99.00
2011 12 08 13 20 224  5.0  6.8 99.00 99.00 99.00 999 1020.0  -2.4 999.0 999.0 99.0 99.00
2011 12 08 13 30 222  4.4  7.4 99.00 99.00 99.00 999 1020.0  -2.3 999.0 999.0 99.0 99.00
2011 12 08 13 40 227  4.3  6.8 99.00 99.00 99.00 999 1020.0  -2.1 999.0 999.0 99.0 99.00
2011 12 08 13 50 230  4.8  7.6 99.00 99.00 99.00 999 1020.0  -1.9 999.0 999.0 99.0 99.00
2011 12 08 14 00 226  4.4  7.8 99.00 99.00 99.00 999 1020.0  -2.0 999.0 999.0 99.0 99.00
2011 12 08 14 10 227  5.8  8.1 99.00 99.00 99.00 999 1020.0  -1.8 999.0 999.0 99.0 99.00
2011 12 08 14 20 229  4.7  8.2 99.00 99.00 99.00 999 1019.6  -1.6 999.0 999.0 99.0 99.00
