#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2010 04 22 07 50  18  5.8  6.6  0.64  3.85  3.26  53 1012.4   2.2   3.1 999.0 99.0 99.00
2010 04 22 08 50  25  5.2  6.2  0.80  4.35  3.69  60 1012.7   1.8   3.1 999.0 99.0 99.00
2010 04 22 09 50  14  5.5  6.4  0.84  5.00  3.87  55 1012.8   1.6   3.0 999.0 99.0 99.00
2010 04 22 10 50  24  5.1  6.8  0.81  5.26  4.00  44 1013.3   1.5   3.0 999.0 99.0 99.00
2010 04 22 11 50  22  4.9  5.7  0.76  5.00  3.96  37 1014.0   1.9   3.0 999.0 99.0 99.00
2010 04 22 12 50  29  5.3  6.0  0.67  5.26  3.78  45 1014.2   2.2   3.0 999.0 99.0 99.00
2010 04 22 13 50  16  4.3  4.9  0.65  4.35  3.66  46 1014.6   2.1   3.0 999.0 99.0 99.00
2010 04 22 14 50   5  3.9  5.0  0.61  4.76  3.67  42 1014.7   2.1   3.1 999.0 99.0 99.00
2010 04 22 15 50   7  3.4  4.3  0.56  4.35  3.56  47 1015.0   2.0   3.1 999.0 99.0 99.00
2010 04 22 16 50   8  3.8  4.5  0.47  4.00  3.43  46 1014.7   2.0   3.2 999.0 99.0 99.00
2010 04 22 17 50  11  3.6  4.3  0.45  3.85  3.42  57 1014.4   2.0   3.2 999.0 99.0 99.00
2010 04 22 18 50 360  3.5  4.1  0.40  4.00  3.38  53 1014.5   2.0   3.2 999.0 99.0 99.00
2010 04 22 19 50 357  3.0  3.8  0.37  4.17  3.34  44 1014.5   2.1   3.2 999.0 99.0 99.00
2010 04 22 20 50 350  3.5  4.0  0.34  3.70  3.29  49 1014.3   2.2   3.2 999.0 99.0 99.00
2010 04 22 21 50   1  3.5  3.9  0.31  3.45  3.14  47 1014.2   2.3   3.2 999.0 99.0 99.00
2010 04 22 22 50  27  3.6  4.1  0.27  3.70  3.15  40 1013.9   2.3   3.1 999.0 99.0 99.00
2010 04 22 23 50  30  1.8  2.2  0.25  3.57  3.09  34 1014.0   2.3   3.1 999.0 99.0 99.00
2010 04 23 00 50  18  1.5  1.7  0.23 99.00  2.95 999 1014.0   2.2   3.0 999.0 99.0 99.00
2010 04 23 01 50 212  0.4  0.7  0.21 99.00  2.83 999 1014.2   2.0   2.9 999.0 99.0 99.00
2010 04 23 02 50 322  1.1  1.5  0.19 99.00  2.85 999 1014.0   1.9   2.8 999.0 99.0 99.00
2010 04 23 03 50 296  0.8  1.1  0.16 99.00  2.83 999 1014.1   1.7   2.6 999.0 99.0 99.00
2010 04 23 04 50 245  0.7  1.1  0.15 99.00  2.90 999 1014.5   1.6   2.7 999.0 99.0 99.00
2010 04 23 05 50  10  1.3  1.5  0.13 99.00  2.73 999 1014.4   1.2   2.1 999.0 99.0 99.00
2010 04 23 06 50  12  2.3  2.7  0.12 99.00  2.87 999 1014.8   1.0   1.9 999.0 99.0 99.00
2010 04 23 07 50  36  2.4  2.9  0.10 99.00  2.99 999 1014.9   2.0   2.5 999.0 99.0 99.00
2010 04 23 08 50  59  2.1  2.5  0.09 99.00  3.08 999 1015.3   2.2   2.5 999.0 99.0 99.00
2010 04 23 09 50  69  3.2  4.0  0.07 99.00  2.94 999 1015.3   2.5   2.6 999.0 99.0 99.00
2010 04 23 10 50  68  2.8  3.5  0.09 99.00  3.57 999 1015.9   2.6   2.6 999.0 99.0 99.00
2010 04 23 11 50  80  2.6  3.2  0.06 99.00  2.99 999 1016.6   3.0   2.7 999.0 99.0 99.00
2010 04 23 12 50 106  2.1  2.4  0.05 99.00  2.92 999 1016.9   3.1   2.8 999.0 99.0 99.00
2010 04 23 13 50 117  0.8  1.1  0.04 99.00  2.95 999 1017.4   3.5   2.9 999.0 99.0 99.00
2010 04 23 14 50 172  0.6  0.8  0.08 99.00  3.52 999 1017.8   4.0   3.2 999.0 99.0 99.00
2010 04 23 15 50 170  1.0  1.1  0.04 99.00  3.05 999 1017.8   3.6   3.3 999.0 99.0 99.00
2010 04 23 16 50  94  0.6  0.7  0.04 99.00  3.51 999 1017.5   3.7   3.4 999.0 99.0 99.00
2010 04 23 17 50 121  0.5  0.8  0.03 99.00  2.77 999 1017.3   3.8   3.4 999.0 99.0 99.00
2010 04 23 18 50  27  0.9  1.2  0.03 99.00  2.71 999 1017.4   3.6   3.5 999.0 99.0 99.00
2010 04 23 19 50  48  0.7  0.8  0.02 99.00  2.87 999 1017.6   3.9   3.6 999.0 99.0 99.00
2010 04 23 20 50  52  2.3  2.6  0.02 99.00  3.08 999 1017.5   3.6   3.5 999.0 99.0 99.00
2010 04 23 21 50  67  2.8  3.1  0.02 99.00  3.29 999 1017.1   3.7   3.5 999.0 99.0 99.00
2010 04 23 22 50  69  4.1  4.5  0.03 99.00  3.01 999 1016.6   3.8   3.4 999.0 99.0 99.00
2010 04 23 23 50 103  3.3  3.6  0.02 99.00  2.68 999 1016.8   3.8   3.2 999.0 99.0 99.00
2010 04 24 00 50 139  2.5  2.9  0.03 99.00  2.55 999 1017.0   3.9   3.2 999.0 99.0 99.00
2010 04 24 01 50 106  3.9  4.4  0.02 99.00  2.59 999 1016.8   4.1   3.1 999.0 99.0 99.00
2010 04 24 02 50 115  3.0  3.3  0.04 99.00  3.51 999 1017.0   4.3   3.1 999.0 99.0 99.00
2010 04 24 03 50 126  3.8  4.1  0.02 99.00  3.11 999 1017.1   4.8   3.1 999.0 99.0 99.00
2010 04 24 04 50 153  3.7  4.1  0.03 99.00  2.67 999 1017.6   4.9   3.1 999.0 99.0 99.00
2010 04 24 05 50 182  2.3  3.0  0.07 99.00  3.09 999 1017.5   4.3   3.0 999.0 99.0 99.00
2010 04 24 06 50 171  2.1  2.5  0.06 99.00  3.16 999 1017.4   4.0   3.0 999.0 99.0 99.00
2010 04 24 07 50 151  2.9  3.2  0.05 99.00  3.32 999 1017.1   4.4   3.0 999.0 99.0 99.00
2010 04 24 08 50 143  2.5  2.7  0.04 99.00  3.36 999 1017.2   4.3   3.1 999.0 99.0 99.00
2010 04 24 09 50 123  3.4  3.7  0.05 99.00  3.22 999 1016.7   4.7   3.1 999.0 99.0 99.00
2010 04 24 10 50 118  3.9  4.4  0.04 99.00  3.03 999 1016.9   5.2   3.1 999.0 99.0 99.00
2010 04 24 11 50 113  4.5  4.8  0.04 99.00  3.14 999 1016.7   5.7   3.1 999.0 99.0 99.00
2010 04 24 12 50 109  3.7  4.1  0.09 99.00  2.62 999 1016.6   5.0   3.1 999.0 99.0 99.00
2010 04 24 13 50  93  3.6  4.0  0.09 99.00  2.65 999 1016.6   5.0   3.2 999.0 99.0 99.00
2010 04 24 14 50  63  4.1  4.7  0.09 99.00  2.44 999 1015.7   4.7   3.3 999.0 99.0 99.00
2010 04 24 15 50  80  2.5  2.7  0.07 99.00  2.37 999 1015.4   4.8   3.3 999.0 99.0 99.00
2010 04 24 16 50  57  3.1  3.3  0.06 99.00  2.27 999 1014.4   5.1   3.4 999.0 99.0 99.00
2010 04 24 17 50  44  3.9  4.2  0.07 99.00  2.54 999 1013.1   5.7   3.5 999.0 99.0 99.00
2010 04 24 18 50  38  3.6  4.0  0.07 99.00  2.53 999 1012.3   5.3   3.4 999.0 99.0 99.00
2010 04 24 19 50  54  3.1  3.4  0.08 99.00  2.88 999 1012.0   6.5   3.5 999.0 99.0 99.00
2010 04 24 20 50  34  3.3  3.8  0.15 99.00  2.88 999 1011.1   5.9   3.5 999.0 99.0 99.00
2010 04 24 21 50  38  5.3  6.0  0.15 99.00  2.86 999 1010.5   5.8   3.4 999.0 99.0 99.00
2010 04 24 22 50  38  4.9  5.4  0.19 99.00  2.55 999 1010.6   6.1   3.4 999.0 99.0 99.00
2010 04 24 23 50  49  6.4  7.2  0.28  2.35  2.59  69 1009.5   6.0   3.4 999.0 99.0 99.00
2010 04 25 00 50  48  6.4  7.2  0.42  2.86  2.81  77 1008.5   5.6   3.4 999.0 99.0 99.00
2010 04 25 01 50  46  5.7  6.3  0.45  3.03  2.89  66 1008.1   5.5   3.4 999.0 99.0 99.00
2010 04 25 02 50  64  6.1  6.8  0.51  3.33  3.04  66 1007.4   5.9   3.4 999.0 99.0 99.00
2010 04 25 03 50  73  5.8  6.4  0.59  4.00  3.23  49 1006.6   6.3   3.4 999.0 99.0 99.00
2010 04 25 04 50  68  4.8  5.2  0.57  3.70  3.34  49 1005.9   5.9   3.5 999.0 99.0 99.00
2010 04 25 05 50  66  5.4  6.2  0.54  3.70  3.32  42 1004.9   6.1   3.6 999.0 99.0 99.00
2010 04 25 06 50  61  5.5  6.2  0.51  3.85  3.32  38 1003.9   5.8   3.6 999.0 99.0 99.00
2010 04 25 07 50  48  7.3  8.4  0.48  3.45  3.13  45 1002.7   5.6   3.6 999.0 99.0 99.00
2010 04 25 08 50  50  7.1  7.9  0.54  3.57  3.13  48 1002.4   6.1   3.5 999.0 99.0 99.00
2010 04 25 09 50  57  6.7  7.5  0.55  3.33  3.12  63 1002.1   6.1   3.4 999.0 99.0 99.00
2010 04 25 10 50  46  6.6  7.4  0.63  3.85  3.34  68 1002.1   5.5   3.4 999.0 99.0 99.00
2010 04 25 11 50  61  6.2  7.1  0.71  3.85  3.44  61 1002.6   5.5   3.4 999.0 99.0 99.00
2010 04 25 12 50  45  7.1  7.9  0.73  4.17  3.54  54 1002.3   5.5   3.4 999.0 99.0 99.00
2010 04 25 13 50  47  6.3  7.2  0.88  4.55  3.71  52 1002.4   5.3   3.4 999.0 99.0 99.00
2010 04 25 14 50  40  6.9  7.5  0.88  4.55  3.92  48 1002.0   5.1   3.4 999.0 99.0 99.00
2010 04 25 15 50  38  7.5  8.6  1.13  5.26  4.17  45 1001.9   5.4   3.5 999.0 99.0 99.00
2010 04 25 16 50  38  8.1  9.1  1.02  4.76  3.91  50 1001.6   5.7   3.5 999.0 99.0 99.00
2010 04 25 17 50  24  7.8  9.1  1.07  5.00  4.09  44 1001.1   5.4   3.5 999.0 99.0 99.00
2010 04 25 18 50  30  7.6  8.8  1.09  5.26  4.02  37 1000.8   5.9   3.4 999.0 99.0 99.00
2010 04 25 19 50  26  7.5  8.5 99.00 99.00 99.00 999 1000.3   5.8   3.4 999.0 99.0 99.00
2010 04 25 20 50  23  7.5  9.6  1.00  5.00  3.95  54  999.7   5.7   3.3 999.0 99.0 99.00
2010 04 25 21 50  21  6.8  7.5  0.99  5.00  3.90  49  999.8   5.7   3.2 999.0 99.0 99.00
2010 04 25 22 50  14  5.8  6.4  0.91  5.00  3.95  51 1000.0   5.4   3.2 999.0 99.0 99.00
2010 04 25 23 50  14  6.2  7.0  0.78  5.00  3.93  41  999.7   5.6   3.2 999.0 99.0 99.00
2010 04 26 00 50  23  6.8  7.7  0.71  4.55  3.66  55  999.7   5.9   3.2 999.0 99.0 99.00
2010 04 26 01 50  27  6.3  7.1  0.74  4.17  3.60  53 1000.0   5.9   3.2 999.0 99.0 99.00
2010 04 26 02 50  26  6.0  6.5  0.76  4.76  3.58  33  999.9   5.5   3.2 999.0 99.0 99.00
2010 04 26 03 50  29  6.7  7.5  0.81  4.35  3.69  44  999.3   5.6   3.1 999.0 99.0 99.00
2010 04 26 04 50  24  7.0  8.0  0.71  4.55  3.69  40  999.0   5.6   3.2 999.0 99.0 99.00
2010 04 26 05 50  27  6.7  7.5  0.66  4.35  3.48  36  998.8   5.9   3.2 999.0 99.0 99.00
2010 04 26 06 50  20  7.5  8.4  0.74  4.35  3.41  41  998.3   5.7   3.2 999.0 99.0 99.00
2010 04 26 07 50  23  7.5  8.7  0.73  4.35  3.45  46  998.0   5.8   3.2 999.0 99.0 99.00
2010 04 26 08 50  22  7.8  8.9  0.80  3.85  3.39  53  998.2   5.5   3.1 999.0 99.0 99.00
2010 04 26 09 50  20  9.0 10.3  0.92  4.17  3.60  49  998.4   5.4   3.1 999.0 99.0 99.00
2010 04 26 10 50  20  9.4 10.7  1.03  4.55  3.75  40  998.7   5.1   3.1 999.0 99.0 99.00
2010 04 26 11 50  22  9.9 11.7  1.24  4.76  3.97  40  999.0   5.1   3.1 999.0 99.0 99.00
2010 04 26 12 50  18 10.1 11.5  1.30  5.00  4.11  43  999.3   4.9   3.1 999.0 99.0 99.00
2010 04 26 13 50  18 10.2 11.8  1.48  5.56  4.34  40  999.4   4.7   3.1 999.0 99.0 99.00
2010 04 26 14 50  15  9.6 11.3 99.00 99.00 99.00 999  999.7   4.6   3.1 999.0 99.0 99.00
2010 04 26 15 50   7  8.8 10.2  1.51  5.88  4.42  46  999.9   4.3   3.2 999.0 99.0 99.00
2010 04 26 16 50  10  8.7 10.0  1.38  5.88  4.36  49 1000.0   4.6   3.2 999.0 99.0 99.00
2010 04 26 17 50 344  5.2  6.3  1.28  5.56  4.46  50 1000.0   4.2   3.2 999.0 99.0 99.00
2010 04 26 18 50 333  7.3  8.7  1.04  5.56  4.28  52  999.7   4.4   3.3 999.0 99.0 99.00
2010 04 26 19 50 332  6.8  8.2  0.97  5.26  4.08  45  999.6   4.8   3.3 999.0 99.0 99.00
2010 04 26 20 50 327  7.4  8.4  0.99  5.00  3.98  50  999.7   4.9   3.3 999.0 99.0 99.00
2010 04 26 21 50 324  5.9  6.9  0.79  5.00  3.84  36 1000.1   4.9   3.3 999.0 99.0 99.00
2010 04 26 22 50 326  6.0  6.8  0.73  4.55  3.61  45 1000.5   5.3   3.3 999.0 99.0 99.00
2010 04 26 23 50 339  4.3  4.8  0.68  4.55  3.68  25 1000.9   4.9   3.3 999.0 99.0 99.00
2010 04 27 00 50 339  5.6  6.3  0.63  4.35  3.62  33 1001.3   5.1   3.2 999.0 99.0 99.00
2010 04 27 01 50   4  7.5  8.7  0.63  4.00  3.37  31 1002.6   6.1   3.2 999.0 99.0 99.00
2010 04 27 02 50  22 11.6 14.2  0.89  4.17  3.41  25 1003.2   5.8   3.2 999.0 99.0 99.00
2010 04 27 03 50  25 13.0 16.1 99.00 99.00 99.00 999 1004.4   4.5   3.2 999.0 99.0 99.00
2010 04 27 04 50  18 10.3 12.8  1.85  5.56  4.56  50 1005.2   4.1   3.1 999.0 99.0 99.00
2010 04 27 05 50   5 10.3 12.5  2.03  6.25  4.96  57 1005.6   4.0   3.1 999.0 99.0 99.00
2010 04 27 06 50 353  9.0 10.5 99.00 99.00 99.00 999 1006.0   4.0   3.1 999.0 99.0 99.00
2010 04 27 07 50 350 10.3 13.0  2.06  7.14  5.07  39 1005.9   3.8   3.1 999.0 99.0 99.00
2010 04 27 08 50 354 10.6 13.4  1.99  6.67  5.06  42 1006.2   3.7   3.1 999.0 99.0 99.00
2010 04 27 09 50 354  9.5 11.7  1.81  6.25  4.77  40 1006.5   3.4   3.1 999.0 99.0 99.00
2010 04 27 10 50 354  9.8 11.5  1.82  6.25  4.81  34 1007.0   3.4   3.1 999.0 99.0 99.00
2010 04 27 12 50 355 10.1 11.6  1.67  5.88  4.63  32 1008.4   3.0   3.1 999.0 99.0 99.00
2010 04 27 13 50 355  9.0 10.8  1.73  5.88  4.68  28 1009.0   2.8   3.1 999.0 99.0 99.00
2010 04 27 14 50 349  8.6 10.3 99.00 99.00 99.00 999 1009.4   2.7   3.2 999.0 99.0 99.00
2010 04 27 15 50 348  8.9 10.6 99.00 99.00 99.00 999 1010.0   2.7   3.2 999.0 99.0 99.00
2010 04 27 16 50 344  8.4  9.6  1.68  5.88  4.72  26 1010.3   2.9   3.2 999.0 99.0 99.00
2010 04 27 17 50 336  7.9  9.7  1.48  5.88  4.43  19 1010.3   3.1   3.2 999.0 99.0 99.00
2010 04 27 18 50 330  7.6  9.1  1.42  5.56  4.44  17 1010.4   3.3   3.3 999.0 99.0 99.00
2010 04 27 19 50 325  7.2  8.9  1.29  5.56  4.47  14 1010.2   3.6   3.3 999.0 99.0 99.00
2010 04 27 20 50 318  6.9  7.9  1.28  5.56  4.32  10 1010.1   3.7   3.3 999.0 99.0 99.00
2010 04 27 21 50 309  6.0  7.1  1.03  5.26  4.05   8 1010.1   3.9   3.3 999.0 99.0 99.00
2010 04 27 22 50 310  5.3  6.4  0.87  5.26  3.96 357 1010.2   4.1   3.3 999.0 99.0 99.00
2010 04 27 23 50 307  4.8  5.7  0.78  5.00  3.85   6 1010.2   4.3   3.3 999.0 99.0 99.00
2010 04 28 00 50 303  4.8  5.3  0.66  4.55  3.64  13 1010.4   4.3   3.3 999.0 99.0 99.00
2010 04 28 01 50 313  3.9  4.4  0.61  4.55  3.64   6 1010.8   4.3   3.3 999.0 99.0 99.00
2010 04 28 02 50 307  4.4  4.9  0.54  4.35  3.58  15 1010.8   4.4   3.3 999.0 99.0 99.00
2010 04 28 03 50 304  4.5  5.2  0.49  4.35  3.60   6 1010.7   4.5   3.3 999.0 99.0 99.00
2010 04 28 04 50 296  4.0  4.5  0.45  4.17  3.45  11 1010.6   4.6   3.4 999.0 99.0 99.00
2010 04 28 05 50 299  5.8  6.7  0.43  4.17  3.30  17 1010.4   4.5   3.4 999.0 99.0 99.00
2010 04 28 06 50 298  5.9  6.8  0.48  4.17  3.13  12 1010.2   4.3   3.4 999.0 99.0 99.00
2010 04 28 07 50 296  6.5  7.7  0.51  3.57  3.12  11 1010.2   4.3   3.4 999.0 99.0 99.00
2010 04 28 08 50 298  6.5  7.7  0.61  3.85  3.23  16 1010.4   4.2   3.3 999.0 99.0 99.00
2010 04 28 09 50 320  5.9  7.0  0.63  4.00  3.34   7 1010.9   4.1   3.4 999.0 99.0 99.00
2010 04 28 10 50 318  5.5  6.2  0.68  4.17  3.44   8 1011.3   4.1   3.3 999.0 99.0 99.00
2010 04 28 11 50 328  5.1  6.0  0.61  4.17  3.39  13 1012.2   4.1   3.3 999.0 99.0 99.00
2010 04 28 12 50 324  4.0  4.6  0.62  4.17  3.49   1 1012.9   4.0   3.3 999.0 99.0 99.00
2010 04 28 13 50 325  3.2  3.6  0.54  3.33  3.40 349 1013.4   3.9   3.3 999.0 99.0 99.00
2010 04 28 14 50 323  2.3  2.7  0.46  4.17  3.42 355 1013.7   3.7   3.4 999.0 99.0 99.00
2010 04 28 15 50 310  2.6  3.0  0.42  4.17  3.36 357 1013.8   3.8   3.5 999.0 99.0 99.00
2010 04 28 16 50 306  2.9  3.3  0.42  4.17  3.38   1 1013.8   4.0   3.6 999.0 99.0 99.00
2010 04 28 17 50 269  2.1  2.4  0.36  4.00  3.37 358 1013.6   4.1   3.7 999.0 99.0 99.00
2010 04 28 18 50 243  2.2  2.9  0.34  4.00  3.27 354 1013.5   4.3   3.8 999.0 99.0 99.00
2010 04 28 19 50 240  3.2  3.5  0.29  3.70  3.21 356 1013.4   4.3   3.9 999.0 99.0 99.00
2010 04 28 20 50 228  3.6  4.0  0.25 99.00  3.16 999 1013.0   4.5   4.0 999.0 99.0 99.00
2010 04 28 21 50 231  3.1  3.4  0.22 99.00  3.06 999 1012.9   5.0   3.9 999.0 99.0 99.00
2010 04 28 22 50 221  3.0  3.2  0.20 99.00  3.05 999 1012.6   5.4   3.9 999.0 99.0 99.00
2010 04 28 23 50 229  3.2  3.4  0.17 99.00  3.04 999 1012.4   6.1   3.8 999.0 99.0 99.00
2010 04 29 00 50 241  2.0  2.4  0.13 99.00  2.88 999 1012.6   8.2   3.8 999.0 99.0 99.00
2010 04 29 01 50 209  3.3  3.8  0.11 99.00  2.97 999 1012.7   4.3   3.7 999.0 99.0 99.00
2010 04 29 02 50 212  3.7  4.3  0.11 99.00  2.98 999 1012.8   4.4   3.6 999.0 99.0 99.00
2010 04 29 03 50 228  3.6  4.3  0.10 99.00  2.97 999 1012.8   4.8   3.6 999.0 99.0 99.00
2010 04 29 04 50 226  2.8  3.1  0.13 99.00  2.95 999 1012.9   4.6   3.5 999.0 99.0 99.00
2010 04 29 05 50 224  3.6  4.0  0.13 99.00  2.71 999 1013.0   4.9   3.4 999.0 99.0 99.00
2010 04 29 06 50 232  3.0  3.5  0.11 99.00  2.54 999 1013.1   4.9   3.4 999.0 99.0 99.00
2010 04 29 07 50 227  3.5  3.8  0.12 99.00  2.81 999 1013.1   5.1   3.4 999.0 99.0 99.00
2010 04 29 08 50 226  3.2  3.5  0.10 99.00  2.59 999 1012.9   4.7   3.4 999.0 99.0 99.00
2010 04 29 09 50 256  3.2  3.4  0.08 99.00  2.76 999 1013.2   4.5   3.4 999.0 99.0 99.00
2010 04 29 10 50 265  3.5  3.9  0.08 99.00  2.97 999 1013.7   4.4   3.3 999.0 99.0 99.00
2010 04 29 11 50 303  2.6  3.1  0.12 99.00  3.50 999 1014.0   4.3   3.4 999.0 99.0 99.00
2010 04 29 12 50 318  2.3  2.5  0.22 99.00  4.05 999 1014.4   4.6   3.4 999.0 99.0 99.00
2010 04 29 13 50 347  1.5  1.7  0.34  4.55  4.13   6 1015.0   4.6   3.5 999.0 99.0 99.00
2010 04 29 14 50 154  0.1  0.4  0.30  4.76  3.67 359 1014.6   5.3   3.6 999.0 99.0 99.00
2010 04 29 15 50 180  1.5  2.1  0.27  4.17  3.47 357 1014.3   4.9   3.8 999.0 99.0 99.00
2010 04 29 16 50 203  2.7  3.0  0.25 99.00  3.52 999 1014.4   4.6   3.7 999.0 99.0 99.00
2010 04 29 17 50 185  2.8  3.3  0.21 99.00  3.35 999 1013.8   4.7   3.8 999.0 99.0 99.00
2010 04 29 18 50 144  3.0  3.2  0.18 99.00  3.28 999 1013.2   5.1   3.8 999.0 99.0 99.00
2010 04 29 19 50 148  3.3  3.6  0.15 99.00  3.27 999 1012.7   5.3   3.7 999.0 99.0 99.00
2010 04 29 20 50 132  4.2  4.7  0.11 99.00  3.08 999 1011.4   4.9   3.7 999.0 99.0 99.00
2010 04 29 21 50 152  4.5  5.1  0.10 99.00  3.10 999 1010.9   5.0   3.6 999.0 99.0 99.00
2010 04 29 22 50 114  4.7  5.4  0.08 99.00  2.89 999 1010.0   5.4   3.5 999.0 99.0 99.00
2010 04 29 23 50 124  5.8  6.5  0.16 99.00  2.29 999 1008.7   6.8   3.4 999.0 99.0 99.00
2010 04 30 00 50 146  4.0  4.3  0.19 99.00  2.35 999 1009.0   5.9   3.4 999.0 99.0 99.00
2010 04 30 01 50 175  5.1  6.5  0.24 99.00  2.54 999 1009.5   7.7   3.4 999.0 99.0 99.00
2010 04 30 02 50 170  5.7  6.4  0.38  2.94  2.80 182 1009.5   7.2   3.4 999.0 99.0 99.00
2010 04 30 03 50 161  6.5  7.0  0.33  3.03  2.79 185 1008.8   6.9   3.4 999.0 99.0 99.00
2010 04 30 04 50 159  6.1  7.8  0.33  2.86  2.66 172 1008.6   6.4   3.4 999.0 99.0 99.00
2010 04 30 05 50 149  7.4  8.4  0.42  2.86  2.80 175 1007.5   7.5   3.4 999.0 99.0 99.00
2010 04 30 06 50 128  6.3  7.3  0.51  3.13  2.94 171 1006.9   6.8   3.4 999.0 99.0 99.00
2010 04 30 07 50 128  6.4  7.2  0.49  3.23  3.01 174 1005.8   6.5   3.4 999.0 99.0 99.00
2010 04 30 08 50 156  6.6  7.3  0.48  3.33  3.06 182 1005.7   6.4   3.4 999.0 99.0 99.00
2010 04 30 09 50 157  7.7  8.5  0.54  3.45  3.17 174 1005.7   6.9   3.3 999.0 99.0 99.00
2010 04 30 10 50 158  7.3  8.6  0.72  3.85  3.42 174 1005.9   6.6   3.4 999.0 99.0 99.00
2010 04 30 11 50 159  6.6  7.4  0.64  3.85  3.34 170 1006.2   6.2   3.4 999.0 99.0 99.00
2010 04 30 12 50 162  7.0  7.6  0.70  4.17  3.51 183 1006.2   6.5   3.4 999.0 99.0 99.00
2010 04 30 13 50 168  7.6  8.6  0.69  4.00  3.33 182 1005.6   6.9   3.4 999.0 99.0 99.00
2010 04 30 14 50 166  7.5  8.2  0.71  3.85  3.31 186 1005.4   7.1   3.5 999.0 99.0 99.00
2010 04 30 15 50 160  6.8  7.5  0.67  4.00  3.38 176 1005.2   6.7   3.5 999.0 99.0 99.00
2010 04 30 16 50 154  5.8  6.6  0.62  3.70  3.39 179 1005.3   6.5   3.6 999.0 99.0 99.00
2010 04 30 17 50 148  5.6  6.2  0.57  4.00  3.29 182 1004.4   6.7   3.6 999.0 99.0 99.00
2010 04 30 18 50 139  5.7  6.2  0.49  3.70  3.26 179 1003.8   7.1   3.7 999.0 99.0 99.00
2010 04 30 19 50 138  6.1  6.8  0.47  3.70  3.09 184 1003.5   7.7   3.7 999.0 99.0 99.00
2010 04 30 20 50 153  6.4  7.1  0.39  3.57  2.97 186 1002.7   8.3   3.7 999.0 99.0 99.00
2010 04 30 21 50 158  7.2  7.9  0.41  3.45  2.91 193 1002.2  10.0   3.7 999.0 99.0 99.00
2010 04 30 22 50 141  5.4  6.1  0.39  3.23  2.89 193 1002.2   8.1   3.8 999.0 99.0 99.00
2010 04 30 23 50 155  5.4  6.1  0.37  3.23  2.88 188 1002.0   8.0   3.8 999.0 99.0 99.00
2010 05 01 00 50 153  4.5  5.0  0.33  3.33  2.88 194 1002.6   7.8   3.7 999.0 99.0 99.00
2010 05 01 01 50 169  4.6  5.0  0.33  3.45  2.92 203 1003.4   7.2   3.7 999.0 99.0 99.00
2010 05 01 02 50 176  4.8  5.3  0.34  3.23  3.00 195 1003.6   7.7   3.7 999.0 99.0 99.00
2010 05 01 03 50 181  5.7  6.5  0.34  3.23  2.98 196 1003.7   8.1   3.7 999.0 99.0 99.00
2010 05 01 04 50 177  5.3  6.0  0.34  3.45  2.82 192 1003.3   8.7   3.7 999.0 99.0 99.00
2010 05 01 05 50 179  5.0  5.3  0.32  3.23  2.84 192 1003.5   7.8   3.7 999.0 99.0 99.00
2010 05 01 06 50 165  5.1  5.8  0.26  3.23  2.83 191 1003.3   7.8   3.7 999.0 99.0 99.00
2010 05 01 07 50 171  5.8  6.4  0.28  3.03  2.79 186 1003.2   7.2   3.7 999.0 99.0 99.00
2010 05 01 08 50 174  6.0  6.5  0.28  3.03  2.80 180 1002.8   7.5   3.7 999.0 99.0 99.00
2010 05 01 09 50 177  6.3  7.0  0.45  3.13  2.91 184 1002.8   7.6   3.7 999.0 99.0 99.00
2010 05 01 10 50 170  5.4  6.1  0.49  3.33  3.14 191 1003.0   8.5   3.7 999.0 99.0 99.00
2010 05 01 11 50 179  6.3  7.0  0.41  3.23  3.00 191 1003.2   7.9   3.7 999.0 99.0 99.00
2010 05 01 12 50 187  5.5  6.7  0.43  3.57  3.08 189 1002.8   7.5   3.7 999.0 99.0 99.00
2010 05 01 13 50 185  5.9  6.8  0.49  3.57  3.08 188 1003.2   7.6   3.8 999.0 99.0 99.00
2010 05 01 14 50 166  6.2  7.0  0.53  3.70  3.17 184 1002.2   8.0   3.8 999.0 99.0 99.00
2010 05 01 15 50 166  6.4  7.1  0.51  3.57  3.25 180 1003.1   7.2   3.8 999.0 99.0 99.00
2010 05 01 16 50 188  7.6  8.8  0.58  3.70  3.20 204 1003.6   7.5   3.8 999.0 99.0 99.00
2010 05 01 17 50 171  6.1  6.9  0.68  3.70  3.35 189 1003.2   7.0   3.8 999.0 99.0 99.00
2010 05 01 18 50 181  5.8  6.7  0.70  3.85  3.51 173 1003.6   7.2   3.8 999.0 99.0 99.00
2010 05 01 19 50 161  5.3  5.7  0.76  4.17  3.59 175 1002.3   7.0   3.9 999.0 99.0 99.00
2010 05 01 20 50 179  5.3  6.0  0.74  4.35  3.76 182 1003.1   7.4   3.9 999.0 99.0 99.00
2010 05 01 21 50 166  5.7  6.2  0.68  4.35  3.64 180 1003.0   7.6   4.0 999.0 99.0 99.00
2010 05 01 22 50 161  5.3  6.0  0.61  4.17  3.43 175 1002.2   7.5   3.9 999.0 99.0 99.00
