,level_0,level_1,Niagara_R,Grand_R,Lynn_R,St_Clair_R,Canard_R,Big_Otter_R,Big_R,Nanticoke_R,Turkey_R,Sydenham_R,Kettle_R,Thames_R,Ruscom_R,Rouge_R,Portage_R,Buffalo_R,Raisin_R,Grand_OH_R,Cattaraugus_R,Conneaut_R,Chagrin_R,Belle_R,Cuyahoga_R,Black_R_MI,Sandusky_R,Huron_OH_R,Clinton_R,Huron_MI_R,Rocky_R,Black_OH_R,Detroit_R,Maumee_R,Vermilion_R
0,1996,1,177.9302986351844,3.395633428582269,0.09803866894260255,,0.05493333544080301,0.40869644537532807,0.3084465347032487,0.12986775037889162,0.010604377934835318,,0.18951272298603794,,0.03442409676749348,0.12504980084758,,1.3520321362289767,0.689545021812471,2.4801593445894707,1.481487404947407,0.7031483921974613,0.6102763668119698,0.0439356120092902,2.3078102974798567,0.04896618005100431,2.4285439304809953,0.20872392371893142,0.3966707084253395,0.35743823103493,0.7396721021807939,0.760151574445287,,9.836695355413305,
1,1996,2,178.5670561983971,3.112303806377188,0.07786258320011277,,0.07347236431092949,0.2806022316958203,0.27009958164665576,0.11226288785061113,0.011820155983042632,,0.1838513742563424,,0.06284214205521976,0.1553512493600147,,0.8317527445913494,0.5679789483539092,1.562750427159712,1.0888136424421726,0.47008764573438744,0.38651514013219135,0.11849189445735116,1.692081496993619,0.13912327940704589,1.357052439900069,0.4339365324046239,0.6048075101447075,0.36924020437580507,0.5589257734655355,0.4082550771090337,,3.2351243325595935,
2,1996,3,184.50537301304985,3.1438135353253283,0.07277746219659681,,0.10220634678511069,0.31527640989939815,0.33456645092772924,0.10540077734936629,0.010363123881657055,,0.11572480699308851,,0.0702774735504497,0.15489233266060407,,0.7177993574924553,1.0665015495803505,1.7736713235221713,1.0476621250759737,0.3428832872715586,0.5147714310293836,0.10180202782640409,2.4298248577128425,0.13861668305055364,2.1411841336549564,0.6587461155444847,0.6510547908615052,0.5520469896053221,0.5481581175746021,0.58335961106749,,7.6720243551234315,
3,1996,4,186.62642005978745,5.805564690201422,0.11922616413680408,,0.0792941679398689,0.7179615640715298,0.48297493180336043,0.21260847568435962,0.014227407440977122,,0.3145593371718146,,0.08874508843046723,0.23860966522118576,,1.5172371813858607,1.4238293558539146,2.038927923983977,1.7245620713890493,0.5749433238207589,0.6225104701560202,0.19934742115597318,2.2526526490698195,0.22116639378660305,2.065063064461048,0.773457278082247,1.1705447199548291,0.5789618249191695,0.6981773575053533,0.7476793377028125,,7.205321302824379,
4,1996,5,201.2748476428743,3.8560532332768007,0.1329726753361246,,0.07908093244548113,0.6894208756051,0.46027578182435547,0.18903210322517172,0.009474238880425897,,0.23244137764678158,,0.05941949539730763,0.24658329320713612,,1.0320202175746331,1.286438867762183,1.5745610755493065,1.6110876661785873,0.48325716435080796,0.3990270768113609,0.17715972584391204,2.533816176460245,0.19208147185808222,3.0251391494673605,0.7175112928975873,1.1279457276657268,0.8594695252486114,0.48746290743588283,0.6266557196761728,,15.10236251515248,
5,1996,6,203.4764841893666,2.696860731946449,0.12382936744642917,,0.02321269033741559,0.34847208274007746,0.32442486149861993,0.2048904020823566,0.012096964075812627,,0.04436510194907321,,0.05510874588176776,0.3239209552067045,,0.5012708036832296,1.1778970886311801,0.9144024832746513,0.5715796895680151,0.46629496078965504,0.22152359388423953,0.26757263980454576,1.7163464691434096,0.5883085608073246,1.3529549031478711,0.3213014878240369,1.3749227091525162,0.7309504664635026,0.33246399087517764,0.3241293219303258,,9.255054529761862,
6,1996,7,200.7913106443456,1.3640887423657928,0.06002031608906033,,0.0004681049650763879,0.13866195050864127,0.15270509867513382,0.028176832591747168,0.009024652168159739,,0.029062631295040487,,0.006690300224043195,0.08673624951479987,,0.09346831909686854,0.1918510201821877,0.177793467952622,0.27152968712271786,0.1029254797463899,0.09699134909210601,0.03390520281598122,0.5931250008335203,0.06974043841757901,0.24324174390666564,0.022123360885873897,0.3086612134012224,0.254850747079852,0.05902443548848386,0.022728296535097014,,2.4378618599096646,
7,1996,8,198.71313035279684,0.9174857377414629,0.04394013864604595,,0.0005925900264036505,0.09100783596670879,0.12077108176884055,0.008976298469644312,0.00210904435178674,,0.009917652509267039,,0.002136822023346496,0.03793810714413532,,0.06396474329047264,0.10142754385307551,0.08134944159076547,0.23241051513962319,0.030765298731918394,0.09823002685003904,0.01552668166339327,0.6224787830505848,0.010857154580580562,0.1731556279752448,0.01663861099958433,0.18349714693101138,0.12366613057689665,0.03122620208370743,0.010690077115557035,,1.5820507550158782,
8,1996,9,203.5190080105139,1.5124660072711198,0.09131990616876146,,0.04394943231346043,0.3812579511408576,0.25977802432378744,0.16489568426990736,0.017616555767092597,,0.1502876897339001,,0.08479037415621435,0.0942412924264314,,0.2090305204694028,0.09873606032169076,0.6818949863880893,0.33630389192477006,0.34326929382868193,0.36961280102937416,0.027206740769980507,1.4518695635183803,0.02642983055762111,0.07581572072334831,0.09450026249721785,0.3744945356970731,0.16788404588915765,0.5694960223318021,0.557235128980429,,0.38726443918757814,
9,1996,10,203.64109252929129,1.7808564812635703,0.08008195753795397,,0.01813572405891423,0.3047723405783248,0.2971592048876733,0.09070948303166665,0.006042154961001052,,0.15229152013876893,,0.01771597239714922,0.08322186145740844,,0.5241335303625984,0.15376888074061829,1.1073203026731673,0.6397626587426736,0.307941051914052,0.36497784169794567,0.02872004010835453,1.6311657684408976,0.039234397821041996,0.10134112447461507,0.07878566669643895,0.30762418085969706,0.2349166771149761,0.5061006867238522,0.4134303065547684,,0.5073393644817852,
10,1996,11,203.38080559178536,2.0803716454958274,0.06622022033264861,,0.037815371066944346,0.2193910241048739,0.2418436005862397,0.0504119900656878,0.007360873312477837,,0.07487381764906863,,0.02322544846901542,0.10552286217678437,,0.7757493120420812,0.29543424742019314,2.4432784345085015,1.1109816036739413,0.7322899668296394,0.7160671290619816,0.0808760554398655,2.071314066169687,0.12621070116489866,0.36800540059000997,0.16809241261277894,0.5636022207207998,0.5043070045131398,0.5725322231617125,0.5918507951088868,,3.0204840256142913,
11,1996,12,211.4394126332219,3.535169865039404,0.08996874607813493,,0.14170617495706153,0.44825937420326584,0.3399162220472967,0.14810635288013604,0.01374171002466017,,0.34562607589603744,,0.07686489285731049,0.1714272404060359,,1.0549789657856248,0.820926482455253,2.0754765995655315,0.9556254870156,0.5483597627910097,0.6519765975650832,0.1703614014050237,2.5038574585939575,0.20639828222302922,2.8265186113057714,0.857193814949153,0.9585349394237681,0.5522486348217298,0.8580580087337575,1.1351473425374308,,11.049869794547353,
12,1997,1,213.39413666982708,2.7478275880262166,0.0822012898630439,,0.0626705105256326,0.49092379669226865,0.3538976435883687,0.12286983779423916,0.009829175358554152,,0.16137790117133133,,0.06153265455440494,0.12375254995535712,,0.7241079721200679,0.7524823347145806,1.0781681656725108,0.7186059383580863,0.3630478089123291,0.2955542743347216,0.1562462362564844,1.325471620366817,0.17491282200394048,1.3276897177473022,0.5977916472703841,0.6672440210930951,0.5368371789962837,0.2730276230160323,0.24499893793536132,,4.6277577165568236,
13,1997,2,209.71837365061677,5.214483568175774,0.11717211123456424,,0.18944476110040415,1.0382494758388021,0.4591091982993834,0.28097614956281025,0.027341298181089897,,0.46292495687779517,,0.2043250632058655,0.3562114187948332,,1.3671514808378646,1.9005596623530927,2.000607582557175,1.4688259372008272,0.6014037715296059,0.5564667235322991,0.30291843994210094,1.84404550404846,0.37808992477506914,2.572542346031769,1.0587155751019146,1.5386394205692477,0.7690007816260199,0.5972576989677537,0.7993308970592625,,11.800679297007449,
14,1997,3,229.09365709014133,5.539687910068685,0.14190267787991737,,0.16610627426962407,0.9833290618801012,0.6482482222665972,0.2661202471980271,0.0177488943799476,,0.3223648563110673,,0.05902752287839226,0.3086900198607092,,1.2544060848128449,2.3961213001132693,2.2791958810562876,1.5971741462464557,0.5774254804132061,0.6161125555039983,0.36100255028876516,2.2065747966900267,0.3949077531047464,2.6878155088767577,0.7501202050366618,1.676708780889552,1.0739048096684618,0.6000673575698425,0.6894249948979426,,15.489233266060406,
15,1997,4,234.07237350477916,3.671931959994434,0.0860044286316707,,0.01634828301771721,0.3182163818889136,0.3412749270527474,0.07372567491396331,0.00632329226465399,,0.0592261155309066,,0.01152820784603173,0.1486547739663924,,0.49320403481160513,0.7271700987635162,0.8343003613796649,0.7107388942722369,0.2088429904181436,0.32109312110041544,0.13508117025620522,1.432699824945221,0.16145444413170054,0.7321709001304275,0.3174318200996413,0.8489455653827616,0.812392088724626,0.3260343891177206,0.31073431826895687,,2.8656080166140634,
16,1997,5,236.02778340946747,2.5540012661188496,0.09274651161889115,,0.057367035418130215,0.4718703832904256,0.3764901362574398,0.1049522190829505,0.015296229998095413,,0.15779149634794168,,0.022902164019039887,0.30085466288029555,,0.6421824013395661,0.8482638125082402,1.2669080882301225,0.9741192340061349,0.32006857135800115,0.43431498968270926,0.18701153498840278,1.6776882005121037,0.2280895462166009,2.230945061415872,0.7112314847294615,1.2271551741383178,0.7495728823064124,0.49247523138658866,0.5144545599750285,,9.194618577758522,
17,1997,6,232.73287313864228,1.1143367380526956,0.07856275955882668,,0.14309265919154085,0.37137116398921666,0.2869401150177776,0.06436830830121301,0.013308892820425607,,0.22327025967627048,,0.08335944530851656,0.1380280710617064,,0.413250746290634,1.4322830914979787,1.9103656555096384,0.6669818823117651,0.41875758112919675,0.6101573001127577,0.054086048117127555,1.969571571692889,0.04060174443134947,3.0145009239788796,0.793371183525482,0.5313351452343021,0.4856432994116324,0.5811645588545947,0.7541387061350726,,11.575664497407024,
18,1997,7,232.66360046225725,1.108740052382784,0.05092570467036575,,0.007396058447097893,0.22477268742638148,0.17648071714130828,0.019361027368755234,0.0103775269645904,,0.039317730419673666,,0.0051676730423534465,0.19311850439960757,,0.07306470384235748,0.22731177181045692,0.041222043525632225,0.3283072187712302,0.025205652050963104,0.057007983324406826,0.026559555646843404,0.5372116629696124,0.024370264725845466,0.8423872947729302,0.10387609290945478,0.4358993449544841,0.30073943704234823,0.04585988350300942,0.024427877644819095,,5.866003377597567,
19,1997,8,223.79532614881649,0.8095643952898809,0.04567881417477198,,0.006793180523131531,0.1205344564880212,0.13416608467918395,0.030951512110901743,0.004938250185291204,,0.01702255977859103,,0.0028508106687883377,0.09604073592904111,,0.06354128833601642,0.21843938228851792,0.047818722748112844,0.21469454255523196,0.02146657360957452,0.14351378116331218,0.019127489099245137,0.8509428132405141,0.016725030378044774,0.5355408883193772,0.1412668773233406,0.24453803458357223,0.29722504898495683,0.1675959812942895,0.09743784921415163,,3.178043836423375,
